No.;Timecode In;Timecode Out;Subtitle
110;00:02:28:17;00:02:34:06;"Dann kÈonnen die Leute entscheiden -

FernwÈarme oder die WÈarmepumpe."
111;00:02:37:09;00:02:37:09;FABst)dDer Staat fördert den Heizungstausch( ( ½&
112;00:02:37:09;00:02:37:09;FABst6 pauschal mit 30 %.ÿÿ+¹
113;00:02:37:09;00:02:41:03;"Der Staat fÈordert den Heizungstausch

pauschal mit 30 %."
114;00:02:41:05;00:02:41:05;FABst*d Wer bis 2028 wechselt,( ( kann zunäch²$
115;00:02:41:05;00:02:41:05;FABst6st noch mal 20 % extra ÿÿ+ó.
116;00:02:41:05;00:02:45:09;"Wer bis 2028 wechselt,

kann zunÈachst noch mal 20 % extra Ð"
117;00:02:45:16;00:02:45:16;FABst+L also insgesamt 50 % bekommen.ÿÿÙ
118;00:02:45:16;00:02:47:22;also insgesamt 50 % bekommen.
119;00:02:48:04;00:02:48:04;FABst,d Für Geringverdiener( ( weiteÙÀ
120;00:02:48:04;00:02:48:04;"FABst&re Fördergelder.ÿÿ;EÒ"
121;00:02:48:04;00:02:51:02;"FÈur Geringverdiener

weitere FÈordergelder."
122;00:02:51:04;00:02:51:04;FABst-d Insgesamt darf die Summe( ( 70 % _>
123;00:02:51:04;00:02:51:04;FABst,nicht übersteigen. ÿÿ5Lþ
124;00:02:51:04;00:02:54:07;"Insgesamt darf die Summe

70 % nicht Èubersteigen."
125;00:02:54:09;00:02:54:09;FABst.d Außerdem werden die Ausnahmen( ( für ü¼ä
126;00:02:54:09;00:02:54:09;FABst:ber 80-Jährige gestrichen.ÿÿ'OÐ
127;00:02:54:09;00:02:58:03;"Auûerdem werden die Ausnahmen

fÈur Èuber 80-JÈahrige gestrichen."
128;00:02:58:05;00:02:58:05;FABst/d Mieterinnen und Mieter( ( dü@
129;00:02:58:05;00:02:58:05;FABst rfen zunächstÿÿA:F
130;00:02:58:05;00:03:00:11;"Mieterinnen und Mieter

dÈurfen zunÈachst"
131;00:03:00:13;00:03:00:13;FABst0d nur mit 50 Cent pro Quadratmeter( ( an deIØ
132;00:03:00:13;00:03:00:13;FABst<n Kosten beteiligt werden. ÿÿ%ú
133;00:03:00:13;00:03:04:14;"nur mit 50 Cent pro Quadratmeter

an den Kosten beteiligt werden."
134;00:03:04:16;00:03:04:16;FABst1d Eine Heizung der Zukunft( ( ist3
135;00:03:04:16;00:03:04:16;"FABst& die Wärmepumpe.ÿÿ;P"
136;00:03:04:16;00:03:07:14;"Eine Heizung der Zukunft

ist die WÈarmepumpe."
137;00:03:07:16;00:03:07:16;FABst2F Aber möglich sind auch:ÿÿU|
138;00:03:07:16;00:03:09:07;Aber mÈoglich sind auch:
139;00:03:09:09;00:03:09:09;FABst3d Gasheizungen,( ( die mit Wasserst
140;00:03:09:09;00:03:09:09;FABst*off laufen können.ÿÿ72n
141;00:03:09:09;00:03:12:09;"Gasheizungen,

die mit Wasserstoff laufen kÈonnen."
142;00:03:12:11;00:03:12:11;FABst4N Oder das Heizen mit Holzpellets.ÿÿ×*
143;00:03:12:11;00:03:14:17;Oder das Heizen mit Holzpellets.
144;00:03:14:19;00:03:14:19;FABst5H Die Opposition ist empört,ÿÿ°
145;00:03:14:19;00:03:16:14;Die Opposition ist empÈort,
146;00:03:16:16;00:03:16:16;FABst6d dass der Entwurf( ( in letztjü
147;00:03:16:16;00:03:16:16;"FABst""er Minute kam.ÿÿ?<i>ì"
148;00:03:16:16;00:03:19:07;"dass der Entwurf

in letzter Minute kam."
149;00:03:19:09;00:03:19:09;FABst7d Nun muss sehr viel Papier ( ( sehr sè
150;00:03:19:09;00:03:19:09;FABst2chnell gelesen werden.ÿÿ/¢^
151;00:03:19:09;00:03:22:22;"Nun muss sehr viel Papier

sehr schnell gelesen werden."
152;00:03:23:01;00:03:23:01;FABst8J Am Montag ist die Anhörung.?
153;00:03:23:01;00:03:25:00;Am Montag ist die AnhÈorung.
154;00:03:25:02;00:03:25:02;FABst9d Sachverständige und Abgeordnete( ( habenL
155;00:03:25:02;00:03:25:02;FABst> gerade das Wochenende Zeit,+·
156;00:03:25:02;00:03:29:02;"SachverstÈandige und Abgeordnete

haben gerade das Wochenende Zeit,"
157;00:03:29:04;00:03:29:04;FABst:d um 120 Seiten zu lesen,( ( zu bewerte->
158;00:03:29:04;00:03:29:04;FABst2n, Schlüsse zu ziehen.ÿÿ/Ö
159;00:03:29:04;00:03:33:01;"um 120 Seiten zu lesen,

zu bewerten, SchlÈusse zu ziehen."
160;00:03:33:17;00:03:33:17;"FABst;d Dem stimmt auch( ( der LinkeSf"
161;00:03:33:17;00:03:33:17;"FABst& Klaus Ernst zu.ÿÿ;ï"
162;00:03:33:17;00:03:36:12;"Dem stimmt auch

der Linke Klaus Ernst zu."
163;00:03:36:14;00:03:36:14;FABst<d Er leitet den Ausschuss( ( für Ô
164;00:03:36:14;00:03:36:14;FABst,Klima und Energie. ÿÿ5à
165;00:03:36:14;00:03:39:12;"Er leitet den Ausschuss

fÈur Klima und Energie."
166;00:03:39:14;00:03:39:14;FABst=< Ihn stört ...ÿÿ!s>
167;00:03:39:14;00:03:40:19;Ihn stÈort ...
168;00:03:40:21;00:03:40:21;FABst>d ... dass mit der Brechstange,( ( Klimag\¶
169;00:03:40:21;00:03:40:21;FABst>esetze durchgedrückt werden.+(
170;00:03:40:21;00:03:45:00;"... dass mit der Brechstange,

Klimagesetze durchgedrÈuckt werden."
171;00:03:45:02;00:03:45:02;FABst?d Ohne Diskussionen( ( mit Sae
172;00:03:45:02;00:03:45:02;FABst$chverständigen.E1j
173;00:03:45:02;00:03:47:18;"Ohne Diskussionen

mit SachverstÈandigen."
174;00:03:47:20;00:03:47:20;FABst@L Ohne Einbeziehung der Bürger.ÿÿ1
175;00:03:47:20;00:03:50:01;Ohne Einbeziehung der BÈurger.
176;00:03:50:05;00:03:50:05;FABstAd Und nachdem das ein Gesetz ist,( ( das {d
177;00:03:50:05;00:03:50:05;FABst<hohe Wellen geschlagen hat.ÿÿ%¯L
178;00:03:50:05;00:03:54:06;"Und nachdem das ein Gesetz ist,

das hohe Wellen geschlagen hat."
179;00:03:54:08;00:03:54:08;FABstBd Wellen, die sogar die gesamte ( ( Bunde<2
180;00:03:54:08;00:03:54:08;FABst8sregierung bedroht haben.ÿÿ)ÑF
181;00:03:54:08;00:03:58:10;"Wellen, die sogar die gesamte

Bundesregierung bedroht haben."
182;00:03:59:08;00:03:59:08;FABstCH Das haben wir abgewendet.ÿÿ¤8
183;00:03:59:08;00:04:01:01;Das haben wir abgewendet.
184;00:04:01:03;00:04:01:03;FABstDd Und deswegen( ( bin ich se^
185;00:04:01:03;00:04:01:03;FABst hr zufrieden.ÿÿAàj
186;00:04:01:03;00:04:03:10;"Und deswegen

bin ich sehr zufrieden."
187;00:04:03:12;00:04:03:12;FABstEdIn der Sache des Gesetzes als auch,( ( daL2
188;00:04:03:12;00:04:03:12;FABstHss wir alle wieder Freunde sind. ÿÿ©2
189;00:04:03:12;00:04:07:23;"In der Sache des Gesetzes als auch,

dass wir alle wieder Freunde sind."
190;00:04:08:05;00:04:08:05;FABstFTDoch bevor alle wieder Freunde sind,ÿÿé6
191;00:04:08:05;00:04:10:20;Doch bevor alle wieder Freunde sind,
192;00:04:10:22;00:04:10:22;FABstGd muss das Gesetz( ( noch beschQà
193;00:04:10:22;00:04:10:22;"FABst""lossen werden.ÿÿ?ùü"
194;00:04:10:22;00:04:13:12;"muss das Gesetz

noch beschlossen werden."
195;00:04:14:08;00:04:14:08;FABstHVDer mühsame Weg zum Heizungsgesetz -ÿÿ[
196;00:04:14:08;00:04:17:17;Der mÈuhsame Weg zum Heizungsgesetz -
197;00:04:18:15;00:04:18:15;FABstIddazu hat Daniel Pokraka aus unserem( ( ´
198;00:04:18:15;00:04:18:15;FABstDHauptstadtstudio diese Meinung.ÿÿÌ
199;00:04:18:15;00:04:23:00;"dazu hat Daniel Pokraka aus unserem

Hauptstadtstudio diese Meinung."
200;00:04:23:22;00:04:23:22;FABstJd Der Weg zum Heizungsgesetz( ( i[P
201;00:04:23:22;00:04:23:22;"FABst&st ein Marathon.ÿÿ;4"
202;00:04:23:22;00:04:26:22;"Der Weg zum Heizungsgesetz

ist ein Marathon."
203;00:04:26:24;00:04:26:24;FABstKd Auch wenn manche( ( in der ,
204;00:04:26:24;00:04:26:24;"FABst""Ampel glauben,ÿÿ?ßd"
205;00:04:26:24;00:04:29:12;"Auch wenn manche

in der Ampel glauben,"
206;00:04:29:14;00:04:29:14;FABstLd sie befänden( ( sich kurz vorì
207;00:04:29:14;00:04:29:14;FABst$ der Ziellinie:ÿÿ=à@
208;00:04:29:14;00:04:32:06;"sie befÈanden

sich kurz vor der Ziellinie:"
209;00:04:32:08;00:04:32:08;FABstMN Es sind noch ein paar Kilometer.Ì
210;00:04:32:08;00:04:34:13;Es sind noch ein paar Kilometer.
211;00:04:34:15;00:04:34:15;FABstN> Das Gute vorweg:'Öº
212;00:04:34:15;00:04:35:21;Das Gute vorweg:
213;00:04:35:23;00:04:35:23;FABstOdDas Heizungsgesetz ist jetzt eng mit( ( derq
214;00:04:35:23;00:04:35:23;FABstJ kommunalen Wärmeplanung verzahnt.
215;00:04:35:23;00:04:40:13;"Das Heizungsgesetz ist jetzt eng mit

der kommunalen WÈarmeplanung verzahnt."
216;00:04:40:15;00:04:40:15;FABstPF Hausbesitzer können nunÿÿ,º
217;00:04:40:15;00:04:42:06;Hausbesitzer kÈonnen nun
218;00:04:42:07;00:04:42:07;FABstQd also eine qualifizierte( ( EntU<
219;00:04:42:07;00:04:42:07;FABst*scheidung treffen:ÿÿ7îè
220;00:04:42:07;00:04:45:04;"also eine qualifizierte

Entscheidung treffen:"
221;00:04:45:06;00:04:45:06;FABstRdWelche Heizung ist für sie die beste,( ( Ä
222;00:04:45:06;00:04:45:06;FABstDkommt doch Fernwärme in Frage?ÿÿvn
223;00:04:45:06;00:04:49:17;"Welche Heizung ist fÈur sie die beste,

kommt doch FernwÈarme in Frage?"
224;00:04:49:24;00:04:49:24;FABstSTUnd es wird wohl ein Rätsel bleiben,ÿÿ+
225;00:04:49:24;00:04:52:11;Und es wird wohl ein RÈatsel bleiben,
226;00:04:52:13;00:04:52:13;FABstTd warum die Regierung( ( nicht von vo|
227;00:04:52:13;00:04:52:13;FABst6rnherein so geplant hat:ÿÿ+ï
228;00:04:52:13;00:04:55:24;"warum die Regierung

nicht von vornherein so geplant hat:"
229;00:04:56:01;00:04:56:01;FABstUd Erst die kommunale Wärmeplanung,( ( d£
230;00:04:56:01;00:04:56:01;FABst4ann das Heizungsgesetz.ÿÿ-æÂ
231;00:04:56:01;00:04:59:12;"Erst die kommunale WÈarmeplanung,

dann das Heizungsgesetz."
232;00:04:59:14;00:04:59:14;FABstVd Außerdem ist( ( eine zentrale §Â
233;00:04:59:14;00:04:59:14;"FABst&Frage ungeklärt:ÿÿ;AÈ"
234;00:04:59:14;00:05:02:09;"Auûerdem ist

eine zentrale Frage ungeklÈart:"
235;00:05:02:11;00:05:02:11;FABstWd Die finanzielle Förderung,( ( also fürmn
236;00:05:02:11;00:05:02:11;FABst> was es Geld vom Staat gibt.ÿÿ#¸Æ
237;00:05:02:11;00:05:06:12;"Die finanzielle FÈorderung,

also fÈur was es Geld vom Staat gibt."
238;00:05:06:14;00:05:06:14;FABstXd Nur für( ( klimafreundliche nÊ
239;00:05:06:14;00:05:06:14;"FABst""eue Heizungen?ÿÿ?Ó>"
240;00:05:06:14;00:05:09:11;"Nur fÈur

klimafreundliche neue Heizungen?"
241;00:05:09:13;00:05:09:13;FABstYd Oder auch für( ( nicht-ganz-soÓª
242;00:05:09:13;00:05:09:13;FABst*-klimafreundliche?ÿÿ7åì
243;00:05:09:13;00:05:12:09;"Oder auch fÈur

nicht-ganz-so-klimafreundliche?"
244;00:05:12:12;00:05:12:12;FABstZd Kann ja durchaus sein -( ( Stichworp
245;00:05:12:12;00:05:12:12;FABst4t Technologieoffenheit.ÿÿ-©Ö
246;00:05:12:12;00:05:15:21;"Kann ja durchaus sein -

Stichwort Technologieoffenheit."
247;00:05:15:23;00:05:15:23;FABst[d Und soll es dabei bleiben,( ( dass wir\
248;00:05:15:23;00:05:15:23;FABst6klich jeder Hausbesitzerÿÿ+Âx
249;00:05:15:23;00:05:19:14;"Und soll es dabei bleiben,

dass wirklich jeder Hausbesitzer"
250;00:05:19:16;00:05:19:16;FABst\d beim Kauf einer neuen Heizung( ( GTô
251;00:05:19:16;00:05:19:16;FABst2eld vom Staat bekommt?ÿÿ/Òh
252;00:05:19:16;00:05:23:03;"beim Kauf einer neuen Heizung

Geld vom Staat bekommt?"
253;00:05:23:05;00:05:23:05;FABst]dKann man also auch als Villenbesitzer( ( bÈ
254;00:05:23:05;00:05:23:05;FABst4 mit Turmzimmerÿÿ-¾
255;00:05:23:05;00:05:26:13;"Kann man also auch als Villenbesitzer

mit Turmzimmer"
256;00:05:26:15;00:05:26:15;FABst^d und zwei Luxuskarossen( ( mit eineF
257;00:05:26:15;00:05:26:15;FABst.r Förderung rechnen?ÿÿ3
258;00:05:26:15;00:05:29:22;"und zwei Luxuskarossen

mit einer FÈorderung rechnen?"
259;00:05:29:24;00:05:29:24;FABst_d Wer kein Haus hat,( ( rechnet eher&6
260;00:05:29:24;00:05:29:24;FABst6 mit einer Mieterhöhung.ÿÿ+SÔ
261;00:05:29:24;00:05:33:13;"Wer kein Haus hat,

rechnet eher mit einer MieterhÈohung."
262;00:05:33:15;00:05:33:15;FABst`d Die Ampel hat hier Begrenzungen( ( in ih3¬
263;00:05:33:15;00:05:33:15;FABst>ren Gesetzentwurf eingebaut.+8
264;00:05:33:15;00:05:37:15;"Die Ampel hat hier Begrenzungen

in ihren Gesetzentwurf eingebaut."
265;00:05:37:17;00:05:37:17;FABstad Der wird jetzt im Eiltempo( ( beraKº
266;00:05:37:17;00:05:37:17;"FABst.ten und abgestimmt. ;øv"
267;00:05:37:17;00:05:41:05;"Der wird jetzt im Eiltempo

beraten und abgestimmt."
268;00:05:41:07;00:05:41:07;FABstbd Mag ja sein, dass die Ampel( ( nur unter*
269;00:05:41:07;00:05:41:07;FABst8 Zeitdruck arbeiten kann.ÿÿ)³¾
270;00:05:41:07;00:05:45:04;"Mag ja sein, dass die Ampel

nur unter Zeitdruck arbeiten kann."
271;00:05:45:06;00:05:45:06;FABstcd Dem Bundestag gegenüber, der( ( Opposit·z
272;00:05:45:06;00:05:45:06;FABst@ion und den Sachverständigen,ÿÿ!Lv
273;00:05:45:06;00:05:49:06;"Dem Bundestag gegenÈuber, der

Opposition und den SachverstÈandigen,"
274;00:05:49:08;00:05:49:08;FABstdd die Ratschläge geben sollen,( ( ist dasæx
275;00:05:49:08;00:05:49:08;FABst: Verfahren eine Frechheit.ÿÿ'ä~
276;00:05:49:08;00:05:53:02;"die RatschlÈage geben sollen,

ist das Verfahren eine Frechheit."
277;00:05:53:04;00:05:53:04;FABsted Es gibt es hier( ( keinen sachl+Ä
278;00:05:53:04;00:05:53:04;"FABst&ichen Zeitdruck.ÿÿ;Þ°"
279;00:05:53:04;00:05:56:04;"Es gibt es hier

keinen sachlichen Zeitdruck."
280;00:05:56:06;00:05:56:06;FABstfdDie Ampel könnte ihr Heizungsgesetz( ( p
281;00:05:56:06;00:05:56:06;FABst8auch später beschließen.ÿÿ)
282;00:05:56:06;00:06:00:00;"Die Ampel kÈonnte ihr Heizungsgesetz

auch spÈater beschlieûen."
283;00:06:00:02;00:06:00:02;FABstgd Selbst wenn sie( ( es nächst²
284;00:06:00:02;00:06:00:02;"FABst&e Woche schafft,ÿÿ;<u>p"
285;00:06:00:02;00:06:02:17;"Selbst wenn sie

es nÈachste Woche schafft,"
286;00:06:02:19;00:06:02:19;FABsthd die letzten Kilometer ihres( ( GesetzgebÖ
287;00:06:02:19;00:06:02:19;FABst8ungs-Marathons zu laufen:ÿÿ)¯|
288;00:06:02:19;00:06:06:20;"die letzten Kilometer ihres

Gesetzgebungs-Marathons zu laufen:"
289;00:06:06:22;00:06:06:22;FABstiREs bleibt ein schaler Beigeschmack.ÿÿéF
290;00:06:06:22;00:06:09:06;Es bleibt ein schaler Beigeschmack.
291;00:06:10:21;00:06:10:21;FABstjN Die Meinung von Daniel Pokraka.ÿÿÌ°
292;00:06:10:21;00:06:13:03;Die Meinung von Daniel Pokraka.
293;00:06:13:10;00:06:13:10;FABstkd Es sind vor allem die Grünen, ( ( die dÒ
294;00:06:13:10;00:06:13:10;FABst8iese beiden gern grillen.ÿÿ)<i>ò
295;00:06:13:10;00:06:17:20;"Es sind vor allem die GrÈunen,

die diese beiden gern grillen."
296;00:06:17:22;00:06:17:22;FABstld Auch wenn vor allem( ( die hohen U~
297;00:06:17:22;00:06:17:22;FABst,mfragewerte der AfDÿÿ5d
298;00:06:17:22;00:06:21:02;"Auch wenn vor allem

die hohen Umfragewerte der AfD"
299;00:06:21:04;00:06:21:04;FABstmd der CDU und CSU gerade( ( die meist_z
300;00:06:21:04;00:06:21:04;FABst8en Sorgen machen dürften.ÿÿ)$È
301;00:06:21:04;00:06:25:04;"der CDU und CSU gerade

die meisten Sorgen machen dÈurften."
302;00:06:25:10;00:06:25:10;FABstnJ Auch deshalb bahnt sich an,ÿÿýx
303;00:06:25:10;00:06:27:13;Auch deshalb bahnt sich an,
304;00:06:27:15;00:06:27:15;FABstod was der Union auf lange Sicht( ( nicæ
305;00:06:27:15;00:06:27:15;FABst6ht gut bekommen könnte: ÿÿ+4
306;00:06:27:15;00:06:31:18;"was der Union auf lange Sicht

nicht gut bekommen kÈonnte:"
307;00:06:32:01;00:06:32:01;FABstpd Ein Streit darüber,( ( was bei den\
308;00:06:32:01;00:06:32:01;FABst2 anstehenden Landtags-ÿÿ/
309;00:06:32:01;00:06:35:22;"Ein Streit darÈuber,

was bei den anstehenden Landtags-"
310;00:06:36:14;00:06:36:14;FABstqdund dann 2025 auch Bundestagswahlen( ( 5:
311;00:06:36:14;00:06:36:14;FABst: angeboten werden soll.ÿÿ'²\
312;00:06:36:14;00:06:40:23;"und dann 2025 auch Bundestagswahlen

angeboten werden soll."
313;00:06:41:01;00:06:41:01;FABstrd Und wer am Ende serviert, ( ( wenn ZH
314;00:06:41:01;00:06:41:01;FABst0es um die Wurst geht.ÿÿ1íÚ
315;00:06:41:01;00:06:44:10;"Und wer am Ende serviert,

wenn es um die Wurst geht."
