No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ZZZZZZZZZZ¥¥ã¥¥¥¥¥¥¥¥ä¥y¾"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥ç¥¥ç¥§ª¦ªîªªªOùî"
"3";"00:00:03:00";"00:00:04:10";"* Gong *"
"4";"00:00:04:14";"00:00:04:14";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:14";"00:00:04:14";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:14";"00:00:07:24";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:03";"00:00:08:03";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:03";"00:00:08:03";"FABst6untertitelt (27.08.2023)ÿÿ+³¬"
"9";"00:00:08:03";"00:00:11:20";"Diese Sendung wurde vom NDR

live untertitelt (27.08.2023)"
"10";"00:00:15:02";"00:00:15:02";"FABstP Heute im Studio: Susanne Daubner.ÿÿïD"
"11";"00:00:15:02";"00:00:17:17";"Heute im Studio: Susanne Daubner."
"12";"00:00:18:03";"00:00:18:03";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:18:03";"00:00:18:03";"FABst(e zur tagesschau.ÿÿ9Â"
"14";"00:00:18:03";"00:00:20:19";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:23:06";"00:00:23:06";"FABstd CDU-Chef Merz hat( ( eine Zusamm!X"
"16";"00:00:23:06";"00:00:23:06";"FABst.enarbeit mit der AfDÿÿ3²D"
"17";"00:00:23:06";"00:00:26:03";"CDU-Chef Merz hat

eine Zusammenarbeit mit der AfD"
"18";"00:00:26:07";"00:00:26:07";"FABstN auf allen Ebenen ausgeschlossen.ÿÿ§0"
"19";"00:00:26:07";"00:00:28:04";"auf allen Ebenen ausgeschlossen."
"20";"00:00:28:08";"00:00:28:08";"FABstd Die CDU habe dazu( ( eine kla`"
"21";"00:00:28:08";"00:00:28:08";"FABst(re Beschlusslage,ÿÿ9® "
"22";"00:00:28:08";"00:00:30:20";"Die CDU habe dazu

eine klare Beschlusslage,"
"23";"00:00:30:24";"00:00:30:24";"FABstPsagte Merz im ARD-Sommerinterview.ÿÿÇì"
"24";"00:00:30:24";"00:00:33:08";"sagte Merz im ARD-Sommerinterview."
"25";"00:00:33:12";"00:00:33:12";"FABstd Dies gelte auch( ( für die koÂ"
"26";"00:00:33:12";"00:00:33:12";"FABst"mmunale Ebene.ÿÿ?Ä|"
"27";"00:00:33:12";"00:00:35:23";"Dies gelte auch

fÈur die kommunale Ebene."
"28";"00:00:36:02";"00:00:36:02";"FABstN Eine Interview-Äußerung von ihmÿÿÒV"
"29";"00:00:36:02";"00:00:38:01";"Eine Interview-ÈAuûerung von ihm"
"30";"00:00:38:05";"00:00:38:05";"FABstd hatte zuletzt parteiintern( ( fü ¼"
"31";"00:00:38:05";"00:00:38:05";"FABst(r Kritik gesorgt.ÿÿ9ùt"
"32";"00:00:38:05";"00:00:41:06";"hatte zuletzt parteiintern

fÈur Kritik gesorgt."
"33";"00:00:41:18";"00:00:41:18";"FABstTSie konnte anders verstanden werden.ÿÿ×ä"
"34";"00:00:41:18";"00:00:44:07";"Sie konnte anders verstanden werden."
"35";"00:00:45:20";"00:00:45:20";"FABstd Merz forderte( ( die Bundesr1Z"
"36";"00:00:45:20";"00:00:45:20";"FABst egierung auf,ÿÿAòn"
"37";"00:00:45:20";"00:00:48:14";"Merz forderte

die Bundesregierung auf,"
"38";"00:00:49:05";"00:00:49:05";"FABstd die Wirtschaft nicht ständig( ( durch nÚv"
"39";"00:00:49:05";"00:00:49:05";"FABst8eue Vorgaben zu belasten.ÿÿ)ª¾"
"40";"00:00:49:05";"00:00:53:13";"die Wirtschaft nicht stÈandig

durch neue Vorgaben zu belasten."
"41";"00:00:54:14";"00:00:54:14";"FABstdAufwärts soll es für die CDU gehen,( ( su("
"42";"00:00:54:14";"00:00:54:14";"FABst>o will es ihr Vorsitzender -+Ó¶"
"43";"00:00:54:14";"00:00:58:09";"AufwÈarts soll es fÈur die CDU gehen,

so will es ihr Vorsitzender -"
"44";"00:00:58:13";"00:00:58:13";"FABstN in Umfragen und Landtagswahlen.Ð"
"45";"00:00:58:13";"00:01:00:10";"in Umfragen und Landtagswahlen."
"46";"00:01:00:12";"00:01:00:12";"FABstN Noch profitiert die Union nichtÿÿÃR"
"47";"00:01:00:12";"00:01:02:09";"Noch profitiert die Union nicht"
"48";"00:01:02:11";"00:01:02:11";"FABstd vom Ärger vieler Wähler( ( über ¾"
"49";"00:01:02:11";"00:01:02:11";"FABst.die Ampel-Regierung.ÿÿ3¼"
"50";"00:01:02:11";"00:01:05:06";"vom ÈArger vieler WÈahler

Èuber die Ampel-Regierung."
"51";"00:01:05:10";"00:01:05:10";"FABstd Deren jüngstes Streitthema:( ( dieÿf"
"52";"00:01:05:10";"00:01:05:10";"FABst2 Kindergrundsicherung.ÿÿ/Ñè"
"53";"00:01:05:10";"00:01:08:11";"Deren jÈungstes Streitthema:

die Kindergrundsicherung."
"54";"00:01:08:15";"00:01:08:15";"FABstd Auch Merz will etwas( ( gegen 9H"
"55";"00:01:08:15";"00:01:08:15";"FABst&Kinderarmut tun,ÿÿ;Ó"
"56";"00:01:08:15";"00:01:11:05";"Auch Merz will etwas

gegen Kinderarmut tun,"
"57";"00:01:11:09";"00:01:11:09";"FABstd aber nicht zuerst( ( mit mehr0þ"
"58";"00:01:11:09";"00:01:11:09";"FABst( Geld für Eltern.ÿÿ9Z"
"59";"00:01:11:09";"00:01:14:05";"aber nicht zuerst

mit mehr Geld fÈur Eltern."
"60";"00:01:15:01";"00:01:15:01";"FABstF Die bessere Lösung wäre±@"
"61";"00:01:15:01";"00:01:16:20";"Die bessere LÈosung wÈare"
"62";"00:01:16:22";"00:01:16:22";"FABstd bessere Bildungseinrichtungen,( ( besserú"
"63";"00:01:16:22";"00:01:16:22";"FABst:e Betreuungsmöglichkeiten./RX"
"64";"00:01:16:22";"00:01:21:00";"bessere Bildungseinrichtungen,

bessere BetreuungsmÈoglichkeiten."
"65";"00:01:21:04";"00:01:21:04";"FABstd Höhere Transferleistungen( ( löse="
"66";"00:01:21:04";"00:01:21:04";"FABst0n das Problem nicht. ÿÿ1é"
"67";"00:01:21:04";"00:01:24:19";"HÈohere Transferleistungen

lÈosen das Problem nicht."
"68";"00:01:25:06";"00:01:25:06";"FABstd Merz versucht, als Kämpfer( ( gegen ê"
"69";"00:01:25:06";"00:01:25:06";"FABst2Bürokratie zu punkten.ÿÿ/>"
"70";"00:01:25:06";"00:01:28:15";"Merz versucht, als KÈampfer

gegen BÈurokratie zu punkten."
"71";"00:01:28:19";"00:01:28:19";"FABstd Er will zentrale Projekte( ( der q"
"72";"00:01:28:19";"00:01:28:19";"FABst0Regierung aufhalten. ÿÿ1øh"
"73";"00:01:28:19";"00:01:31:16";"Er will zentrale Projekte

der Regierung aufhalten."
"74";"00:01:31:20";"00:01:31:20";"FABst> Seine Forderung:ÿÿâ"
"75";"00:01:31:20";"00:01:32:24";"Seine Forderung:"
"76";"00:01:33:01";"00:01:33:01";"FABstd Schluss mit Gesetzen,( ( die zusätzl´4"
"77";"00:01:33:01";"00:01:33:01";"FABst6iche Bürokratie bringen.ÿÿ+ü"
"78";"00:01:33:01";"00:01:36:16";"Schluss mit Gesetzen,

die zusÈatzliche BÈurokratie bringen."
"79";"00:01:37:09";"00:01:37:09";"FABstd Dass das Heizungsgesetz ( ( nicht)R"
"80";"00:01:37:09";"00:01:37:09";"FABst, verabschiedet wirdÿÿ5"
"81";"00:01:37:09";"00:01:40:11";"Dass das Heizungsgesetz

nicht verabschiedet wird"
"82";"00:01:40:15";"00:01:40:15";"FABstJ und dieses Cannabis-Gesetz.ÿÿðj"
"83";"00:01:40:15";"00:01:42:10";"und dieses Cannabis-Gesetz."
"84";"00:01:42:14";"00:01:42:14";"FABst dDass alle Gesetze geprüft werden,( ( wasÁ°"
"85";"00:01:42:14";"00:01:42:14";"FABst> sie an Bürokratie auslösen.ÿÿ#*"
"86";"00:01:42:14";"00:01:47:00";"Dass alle Gesetze geprÈuft werden,

was sie an BÈurokratie auslÈosen."
"87";"00:01:48:23";"00:01:48:23";"FABst!d Im Format "Frag selbst"( ( tritt JensAÞ"
"88";"00:01:48:23";"00:01:48:23";"FABst2 Spahn für die CDU an.ÿÿ/gl"
"89";"00:01:48:23";"00:01:52:17";"Im Format "Frag selbst"

tritt Jens Spahn fÈur die CDU an."
"90";"00:01:52:21";"00:01:52:21";"FABst"d Er fordert in der( ( Asyl- und _J"
"91";"00:01:52:21";"00:01:52:21";"FABst,Flüchtlingspolitik,ÿÿ5b^"
"92";"00:01:52:21";"00:01:55:15";"Er fordert in der

Asyl- und FlÈuchtlingspolitik,"
"93";"00:01:55:17";"00:01:55:17";"FABst#d Migranten an den EU-Außengrenzen( ( §°"
"94";"00:01:55:17";"00:01:55:17";"FABst& abzuweisen.ÿÿ;ñÆ"
"95";"00:01:55:17";"00:01:58:07";"Migranten an den EU-Auûengrenzen

abzuweisen."
"96";"00:01:58:11";"00:01:58:11";"FABst$dStattdessen bis zu 400.000 Menschen( ( ge°"
"97";"00:01:58:11";"00:01:58:11";"FABst>zielt in die EU aufzunehmen.ÿÿ#·*"
"98";"00:01:58:11";"00:02:02:16";"Stattdessen bis zu 400.000 Menschen

gezielt in die EU aufzunehmen."
"99";"00:02:03:07";"00:02:03:07";"FABst%N Dann aber auch Frauen, Kinder -´@"
"100";"00:02:03:07";"00:02:05:12";"Dann aber auch Frauen, Kinder -"
"101";"00:02:05:16";"00:02:05:16";"FABst&d Menschen,( ( die es am dringen'"
"102";"00:02:05:16";"00:02:05:16";"FABst$dsten brauchen.Eûr"
"103";"00:02:05:16";"00:02:08:06";"Menschen,

die es am dringendsten brauchen."
"104";"00:02:08:10";"00:02:08:10";"FABst'd Im Moment( ( sind es meistensz"
"105";"00:02:08:10";"00:02:08:10";"FABst" junge Männer.G~"
"106";"00:02:08:10";"00:02:10:20";"Im Moment

sind es meistens junge MÈanner."
"107";"00:02:10:24";"00:02:10:24";"FABst(d Wer es nach Europa schafft,( ( x"
"108";"00:02:10:24";"00:02:10:24";"FABst$ der bleibt.ÿÿ="
"109";"00:02:10:24";"00:02:13:22";"Wer es nach Europa schafft,

der bleibt."
"110";"00:02:14:21";"00:02:14:21";"FABst)d FDP-Chef Lindner( ( ist im ZDF-Somqî"
"111";"00:02:14:21";"00:02:14:21";"FABst0merinterview zu Gast.ÿÿ1ÿ""
"112";"00:02:14:21";"00:02:18:08";"FDP-Chef Lindner

ist im ZDF-Sommerinterview zu Gast."
"113";"00:02:18:12";"00:02:18:12";"FABst*N Auch er will weniger Bürokratie.ÿÿp"
"114";"00:02:18:12";"00:02:20:21";"Auch er will weniger BÈurokratie."
"115";"00:02:21:05";"00:02:21:05";"FABst+d Seine Ansage an die Partner( ( iny\"
"116";"00:02:21:05";"00:02:21:05";"FABst0 der Ampel-Koalition:ÿÿ1</i>2"
"117";"00:02:21:05";"00:02:24:18";"Seine Ansage an die Partner

in der Ampel-Koalition:"
"118";"00:02:25:10";"00:02:25:10";"FABst,L Teile des KoalitionsvertragesñÒ"
"119";"00:02:25:10";"00:02:27:08";"Teile des Koalitionsvertrages"
"120";"00:02:27:14";"00:02:27:14";"FABst-d sind tatsächlich( ( aus der Íz"
"121";"00:02:27:14";"00:02:27:14";"FABst"Zeit gefallen.G¿"
"122";"00:02:27:14";"00:02:29:22";"sind tatsÈachlich

aus der Zeit gefallen."
"123";"00:02:29:24";"00:02:29:24";"FABst.RDa müssen alle ein Einsehen haben.ÿÿf"
"124";"00:02:29:24";"00:02:32:01";"Da mÈussen alle ein Einsehen haben."
"125";"00:02:32:03";"00:02:32:03";"FABst/d Zum Ampel-Streit( ( zur Kindergru"
"126";"00:02:32:03";"00:02:32:03";"FABst.ndsicherung sagt er:ÿÿ3¬Ê"
"127";"00:02:32:03";"00:02:35:03";"Zum Ampel-Streit

zur Kindergrundsicherung sagt er:"
"128";"00:02:35:07";"00:02:35:07";"FABst0d Er rechne sehr kurzfristig( ( mit eine>"
"129";"00:02:35:07";"00:02:35:07";"FABst8r Einigung auf Eckpunkte.ÿÿ)ì"
"130";"00:02:35:07";"00:02:39:01";"Er rechne sehr kurzfristig

mit einer Einigung auf Eckpunkte."
"131";"00:02:40:05";"00:02:40:05";"FABst1dUm die Kindergrundsicherung geht es ( ( ernà"
