No.;Timecode In;Timecode Out;Subtitle
33;00:00:45:18;00:00:45:18;"FABst""chlands HäuserG"
34;00:00:45:18;00:00:48:12;"Die WÈarmewende

fÈur Deutschlands HÈauser"
35;00:00:48:14;00:00:48:14;FABstd heizt in der Koalition( ( dieh
36;00:00:48:14;00:00:48:14;"FABst"" Stimmung auf.Gó"
37;00:00:48:14;00:00:51:07;"heizt in der Koalition

die Stimmung auf."
38;00:00:52:02;00:00:52:02;FABstd Scharf kritisiert( ( der Wir?<
39;00:00:52:02;00:00:52:02;"FABst&tschaftsministerÿÿ;ïÞ"
40;00:00:52:02;00:00:54:12;"Scharf kritisiert

der Wirtschaftsminister"
41;00:00:54:15;00:00:54:15;FABstd den Widerstand der FDP( ( gegen sein(
42;00:00:54:15;00:00:54:15;FABst2 Gebäudeenergiegesetz.ÿÿ/C
43;00:00:54:15;00:00:58:05;"den Widerstand der FDP

gegen sein GebÈaudeenergiegesetz."
44;00:00:58:11;00:00:58:11;FABstd Dass es nicht aufgesetzt wird,( ( ist e_
45;00:00:58:11;00:00:58:11;FABstBin Wortbruch der Vereinbarung,'
46;00:00:58:11;00:01:03:10;"Dass es nicht aufgesetzt wird,

ist ein Wortbruch der Vereinbarung,"
47;00:01:04:12;00:01:04:12;FABstddie wir nach dem Koalitionsausschuss( ( t
48;00:01:04:12;00:01:04:12;FABst8 getroffen haben.1ßl
49;00:01:04:12;00:01:07:17;"die wir nach dem Koalitionsausschuss

getroffen haben."
50;00:01:07:19;00:01:07:19;FABstH Auf Twitter Wortgefechte,ÿÿ
51;00:01:07:19;00:01:09:15;Auf Twitter Wortgefechte,
52;00:01:10:06;00:01:10:06;"FABstd laut FDP gehören( ( ""von 170 Seite²L"
53;00:01:10:06;00:01:10:06;"FABst.n 120 in die Tonne"".ÿÿ3¢"
54;00:01:10:06;00:01:13:15;"laut FDP gehÈoren

""von 170 Seiten 120 in die Tonne""."
55;00:01:14:03;00:01:14:03;"FABstd Ein Grüner nennt die FDP( ( ""unzuverÃú"
56;00:01:14:03;00:01:14:03;"FABst4lässig und destruktiv.""ÿÿ-8"
57;00:01:14:03;00:01:17:21;"Ein GrÈuner nennt die FDP

""unzuverlÈassig und destruktiv."""
58;00:01:18:20;00:01:18:20;FABstd Arbeitsverweigerung( ( werfen die
59;00:01:18:20;00:01:18:20;FABst,Grünen der FDP vor.ÿÿ5æ
60;00:01:18:20;00:01:21:24;"Arbeitsverweigerung

werfen die GrÈunen der FDP vor."
61;00:01:22:12;00:01:22:12;FABstdIch rate allen Beteiligten dazu,( ( oÊ
62;00:01:22:12;00:01:22:12;FABst.verbal abzurüsten.ÿÿ3~Ø
63;00:01:22:12;00:01:25:16;"Ich rate allen Beteiligten dazu,

verbal abzurÈusten."
64;00:01:26:02;00:01:26:02;FABstd Ziel müsse ein gutes Gesetz sein.( ( D
65;00:01:26:02;00:01:26:02;"FABst8er Zeitplan? Zweitrangig.ÿÿ)
Æ"
66;00:01:26:02;00:01:29:18;"Ziel mÈusse ein gutes Gesetz sein.

Der Zeitplan? Zweitrangig."
67;00:01:30:10;00:01:30:10;FABstd Für die Menschen( ( kommt es ü
68;00:01:30:10;00:01:30:10;FABst&nicht darauf an,CÃ¸
69;00:01:30:10;00:01:32:22;"FÈur die Menschen

kommt es nicht darauf an,"
70;00:01:32:24;00:01:32:24;FABstRwann eine Lesung im Bundestag ist.¡Ú
71;00:01:32:24;00:01:35:01;wann eine Lesung im Bundestag ist.
72;00:01:35:03;00:01:35:03;FABstVFür die Menschen kommt es darauf an,`
73;00:01:35:03;00:01:37:08;FÈur die Menschen kommt es darauf an,
74;00:01:37:10;00:01:37:10;FABstd ob das Gebäudeenergiegesetz( ( Êx
75;00:01:37:10;00:01:37:10;"FABst& funktioniert.ÿÿ;þ"
76;00:01:37:10;00:01:39:20;"ob das GebÈaudeenergiegesetz

funktioniert."
77;00:01:40:04;00:01:40:04;FABstd Die FDP fürchtet einen( ( zu starken¥È
78;00:01:40:04;00:01:40:04;FABst: Fokus auf die Wärmepumpe,ÿÿ'6Æ
79;00:01:40:04;00:01:43:17;"Die FDP fÈurchtet einen

zu starken Fokus auf die WÈarmepumpe,"
80;00:01:43:19;00:01:43:19;FABstd will Technologieoffenheit( ( und L¦
81;00:01:43:19;00:01:43:19;FABst0einen neuen Entwurf. ÿÿ1·Ô
82;00:01:43:19;00:01:47:02;"will Technologieoffenheit

und einen neuen Entwurf."
83;00:01:48:11;00:01:48:11;FABstd Eigentlich soll ab 2024( ( jBl
84;00:01:48:11;00:01:48:11;"FABst&ede neue Heizungÿÿ;ÍÖ"
85;00:01:48:11;00:01:51:01;"Eigentlich soll ab 2024

jede neue Heizung"
86;00:01:51:03;00:01:51:03;FABstd zu 65 %( ( mit erneuerbarer E<
87;00:01:51:03;00:01:51:03;"FABst""nergie laufen.ÿÿ?ù"
88;00:01:51:03;00:01:54:06;"zu 65 %

mit erneuerbarer Energie laufen."
89;00:01:56:07;00:01:56:07;FABst d Nun ist fraglich, ob das Gesetz( ( voD¦
90;00:01:56:07;00:01:56:07;FABst6r der Sommerpause kommt.ÿÿ+Ö¾
91;00:01:56:07;00:01:59:20;"Nun ist fraglich, ob das Gesetz

vor der Sommerpause kommt."
92;00:01:59:23;00:01:59:23;"FABst!d Die SPD sieht Diskussionsbedarf,( ( ;¬"
93;00:01:59:23;00:01:59:23;"FABst& mahnt aber:ÿÿ; v"
94;00:01:59:23;00:02:02:19;"Die SPD sieht Diskussionsbedarf,

mahnt aber:"
95;00:02:03:09;00:02:03:09;"FABst""d Am Ende schaden wir uns allen,( ( wenn â"
96;00:02:03:09;00:02:03:09;FABstBdas nicht in Sachgerechtigkeit'ú
97;00:02:03:09;00:02:07:19;"Am Ende schaden wir uns allen,

wenn das nicht in Sachgerechtigkeit"
98;00:02:10:18;00:02:10:18;FABst#d und mit Überzeugung bis( ( zur Somme
99;00:02:10:18;00:02:10:18;FABst8rpause auf den Weg kommt.1çj
100;00:02:10:18;00:02:15:11;"und mit ÈUberzeugung bis

zur Sommerpause auf den Weg kommt."
101;00:02:19:03;00:02:19:03;FABst$d Auch der Kanzler dringt( ( beim Heiz%Æ
102;00:02:19:03;00:02:19:03;FABst0ungsgesetz auf Tempo.ÿÿ1æJ
103;00:02:19:03;00:02:22:10;"Auch der Kanzler dringt

beim Heizungsgesetz auf Tempo."
104;00:02:22:12;00:02:22:12;FABst%H Die FDP bremst die Ampel.ÿÿ«ö
105;00:02:22:12;00:02:24:05;Die FDP bremst die Ampel.
106;00:02:24:13;00:02:24:13;FABst&d Die Union wirft Scholz( ( Führu<i>æ
107;00:02:24:13;00:02:24:13;FABst(ngsschwäche vor. ÿÿ9F
108;00:02:24:13;00:02:27:07;"Die Union wirft Scholz

FÈuhrungsschwÈache vor."
109;00:02:27:12;00:02:27:12;FABst'd Es wäre gut, wenn der Kanzler( ( die Fâà
110;00:02:27:12;00:02:27:12;FABstBührung der Koalition übernimmt'ò2
111;00:02:27:12;00:02:31:16;"Es wÈare gut, wenn der Kanzler

die FÈuhrung der Koalition Èubernimmt"
112;00:02:31:18;00:02:31:18;FABst(d und dafür sorgt,( ( dass dieses Ô²
113;00:02:31:18;00:02:31:18;FABst,Chaos ein Ende hat.=¤
114;00:02:31:18;00:02:35:00;"und dafÈur sorgt,

dass dieses Chaos ein Ende hat."
115;00:02:35:20;00:02:35:20;FABst)d Die Union hat( ( eine Aktuelletê
116;00:02:35:20;00:02:35:20;FABst* Stunde beantragt.ÿÿ7
117;00:02:35:20;00:02:38:12;"Die Union hat

eine Aktuelle Stunde beantragt."
118;00:02:38:14;00:02:38:14;FABst*dSo wird das Gesetz trotz FDP-Blockade( ( 
119;00:02:38:14;00:02:38:14;FABstFmorgen Thema im Bundestag sein.ÿÿ
120;00:02:38:14;00:02:42:18;"So wird das Gesetz trotz FDP-Blockade

morgen Thema im Bundestag sein."
121;00:02:43:21;00:02:43:21;FABst+d Ein Machtwort des Kanzlers( ( bepn
122;00:02:43:21;00:02:43:21;FABst(im HeizungsgesetzAê
123;00:02:43:21;00:02:46:15;"Ein Machtwort des Kanzlers

beim Heizungsgesetz"
124;00:02:46:17;00:02:46:17;FABst,F fordern Union und Grüne.*
125;00:02:46:17;00:02:48:07;fordern Union und GrÈune.
126;00:02:48:09;00:02:48:09;FABst-d Wie das aussehen soll( ( und w1<
127;00:02:48:09;00:02:48:09;FABst*ie die Differenzen`7¢
128;00:02:48:09;00:02:51:01;"Wie das aussehen soll

und wie die Differenzen"
129;00:02:51:03;00:02:51:03;FABst.d überbrückt werden können,( ( istÛê
130;00:02:51:03;00:02:51:03;FABst. schwer ersichtlich.ÿÿ3ºÊ
131;00:02:51:03;00:02:54:10;"ÈuberbrÈuckt werden kÈonnen,

ist schwer ersichtlich."
132;00:02:55:01;00:02:55:01;FABst/d Offenkundig ist angesichts der ( ( Verzö
133;00:02:55:01;00:02:55:01;FABst>gerungen und Verbalattacken,ÿÿ#Â
134;00:02:55:01;00:02:59:02;"Offenkundig ist angesichts der

VerzÈogerungen und Verbalattacken,"
135;00:02:59:04;00:02:59:04;FABst0Pdass das Ampelklima belastet ist.ÿÿ(
136;00:02:59:04;00:03:01:21;dass das Ampelklima belastet ist.
137;00:03:04:11;00:03:04:11;FABst1d Für die Energiewende will ( ( Wirtsù
138;00:03:04:11;00:03:04:11;FABst0chaftsminister Habeckÿÿ1òú
139;00:03:04:11;00:03:07:14;"FÈur die Energiewende will

Wirtschaftsminister Habeck"
140;00:03:07:16;00:03:07:16;FABst2d den Ausbau von Windrädern an Land( ( »v
141;00:03:07:16;00:03:07:16;FABst, beschleunigen.ÿÿ5`
142;00:03:07:16;00:03:10:21;"den Ausbau von WindrÈadern an Land

beschleunigen."
143;00:03:10:23;00:03:10:23;FABst3dDafür stellte er beim Spitzentreffen( ( miÀ
144;00:03:10:23;00:03:10:23;FABstFt Ländern, kommunalen Verbänden ÿÿìÖ
145;00:03:10:23;00:03:15:07;"DafÈur stellte er beim Spitzentreffen

mit LÈandern, kommunalen VerbÈanden"
146;00:03:15:09;00:03:15:09;FABst4d und Energiebranche ( ( eine}L
147;00:03:15:09;00:03:15:09;FABst$ Strategie vor.ÿÿ=ÿ
148;00:03:15:09;00:03:17:24;"und Energiebranche

eine Strategie vor."
149;00:03:18:11;00:03:18:11;FABst5d Sie zielt auf mehr Flächen für( ( Windrä÷j
150;00:03:18:11;00:03:18:11;FABstBder, verbesserte TransportwegeÿÿÜ
151;00:03:18:11;00:03:22:14;"Sie zielt auf mehr FlÈachen fÈur

WindrÈader, verbesserte Transportwege"
152;00:03:22:16;00:03:22:16;FABst6J und schnellere Genehmigung.ÿÿJ
153;00:03:22:16;00:03:24:14;und schnellere Genehmigung.
154;00:03:25:06;00:03:25:06;FABst7dAnfang 2023 lieferten in Deutschland( ( übeÏX
155;00:03:25:06;00:03:25:06;FABstHr 28.000 Windräder an Land Strom.ÿÿz.
156;00:03:25:06;00:03:30:15;"Anfang 2023 lieferten in Deutschland

Èuber 28.000 WindrÈader an Land Strom."
157;00:03:32:09;00:03:32:09;FABst8d Ein Rotorblatt zu transportieren,( ( C
158;00:03:32:09;00:03:32:09;FABst, ist Maßarbeit.=S.
159;00:03:32:09;00:03:35:10;"Ein Rotorblatt zu transportieren,

ist Maûarbeit."
160;00:03:35:12;00:03:35:12;FABst9d Nicht nur auf der Straße ist es ( ( kompliô6
161;00:03:35:12;00:03:35:12;FABst>ziert, auch der Weg dorthin.+Ää
162;00:03:35:12;00:03:39:18;"Nicht nur auf der Straûe ist es

kompliziert, auch der Weg dorthin."
163;00:03:40:18;00:03:40:18;FABst:d Die Genehmigungen für( ( Schwerlasttrìd
164;00:03:40:18;00:03:40:18;FABst2ansporte dauern lange.ÿÿ/¶6
165;00:03:40:18;00:03:44:07;"Die Genehmigungen fÈur

Schwerlasttransporte dauern lange."
166;00:03:44:09;00:03:44:09;"FABst;F Manchmal mehrere Monate.ÿÿôæ"
167;00:03:44:09;00:03:45:23;Manchmal mehrere Monate.
168;00:03:46:08;00:03:46:08;FABst<TDie Bundesregierung will das ändern.ÿÿD
169;00:03:46:08;00:03:48:19;Die Bundesregierung will das Èandern.
170;00:03:49:13;00:03:49:13;FABst=F Wir werden dafür sorgen,7Ö
171;00:03:49:13;00:03:51:03;Wir werden dafÈur sorgen,
172;00:03:51:05;00:03:51:05;FABst>d dass die Transporte( ( leichtgängigù
173;00:03:51:05;00:03:51:05;"FABst.er genehmigt werden.;­"
174;00:03:51:05;00:03:54:14;"dass die Transporte

leichtgÈangiger genehmigt werden."
175;00:03:54:16;00:03:54:16;FABst?d Wir werden schauen, dass wir ( ( die WV¬
176;00:03:54:16;00:03:54:16;FABst:asserwege mit einbeziehen,/§Â
177;00:03:54:16;00:03:58:18;"Wir werden schauen, dass wir

die Wasserwege mit einbeziehen,"
178;00:03:59:04;00:03:59:04;FABst@J um die Straßen zu entlasten.ÿÿ0N
179;00:03:59:04;00:04:01:03;um die Straûen zu entlasten.
180;00:04:01:08;00:04:01:08;FABstAd Beim Windkraftausbau( ( gibt eg|
181;00:04:01:08;00:04:01:08;"FABst&s erste Erfolge:ÿÿ;("
182;00:04:01:08;00:04:04:17;"Beim Windkraftausbau

gibt es erste Erfolge:"
183;00:04:05:16;00:04:05:16;FABstBd Im ersten Quartal 2023 wurden( ( bundes3D
184;00:04:05:16;00:04:05:16;FABst<weit 128 Windenergieanlagenÿÿ%í
185;00:04:05:16;00:04:09:23;"Im ersten Quartal 2023 wurden

bundesweit 128 Windenergieanlagen"
186;00:04:10:13;00:04:10:13;FABstCd mit rund 600 Megawatt( ( in Bbæ
187;00:04:10:13;00:04:10:13;FABst(etrieb genommen. ÿÿ9× 
188;00:04:10:13;00:04:13:10;"mit rund 600 Megawatt

in Betrieb genommen."
189;00:04:13:17;00:04:13:17;FABstDd Ein Plus von 46 %( ( gegenüber dem ð°
190;00:04:13:17;00:04:13:17;FABst.ersten Quartal 2022.ÿÿ3è
191;00:04:13:17;00:04:17:10;"Ein Plus von 46 %

gegenÈuber dem ersten Quartal 2022."
192;00:04:18:03;00:04:18:03;"FABstEd Auch bei den Genehmigungen( ( """
193;00:04:18:03;00:04:18:03;FABst$geht es voran.ÿÿ=½
194;00:04:18:03;00:04:21:08;"Auch bei den Genehmigungen

geht es voran."
195;00:04:22:11;00:04:22:11;"FABstFd Jedoch mit unterschiedlicher( ( Geschwi;"
196;00:04:22:11;00:04:22:11;FABstBndigkeit in den Bundesländern.ÿÿx
197;00:04:22:11;00:04:26:11;"Jedoch mit unterschiedlicher

Geschwindigkeit in den BundeslÈandern."
198;00:04:26:19;00:04:26:19;FABstGd In Baden-Württemberg ist( ( eine neue N
199;00:04:26:19;00:04:26:19;FABst6Anlage genehmigt worden,ÿÿ+þ
200;00:04:26:19;00:04:30:07;"In Baden-WÈurttemberg ist

eine neue Anlage genehmigt worden,"
201;00:04:30:09;00:04:30:09;FABstH> in Bayern zwei.ÿÿ¤
202;00:04:30:09;00:04:31:13;in Bayern zwei.
203;00:04:32:02;00:04:32:02;FABstId Nordrhein-Westfalen,( ( Schleswig-H{*
204;00:04:32:02;00:04:32:02;FABst8olstein und Niedersachsenÿÿ)µ0
205;00:04:32:02;00:04:35:12;"Nordrhein-Westfalen,

Schleswig-Holstein und Niedersachsen"
206;00:04:35:14;00:04:35:14;FABstJd haben im ersten Quartal( ( die meiste.
207;00:04:35:14;00:04:35:14;FABst2n Windräder genehmigt.ÿÿ/~
208;00:04:35:14;00:04:38:20;"haben im ersten Quartal

die meisten WindrÈader genehmigt."
209;00:04:38:22;00:04:38:22;FABstKd Die Union hält einen( ( schnellerenõ.
210;00:04:38:22;00:04:38:22;FABst: Ausbau für unrealistisch.ÿÿ'Y*
211;00:04:38:22;00:04:42:10;"Die Union hÈalt einen

schnelleren Ausbau fÈur unrealistisch."
212;00:04:42:20;00:04:42:20;FABstLJ Der Windgipfel hat gezeigt,®:
213;00:04:42:20;00:04:44:17;Der Windgipfel hat gezeigt,
214;00:04:44:19;00:04:44:19;FABstMd dass die Regierungspläne( ( nichÉ
215;00:04:44:19;00:04:44:19;FABst*t umzusetzen sind.?£Þ
216;00:04:44:19;00:04:48:01;"dass die RegierungsplÈane

nicht umzusetzen sind."
217;00:04:48:03;00:04:48:03;FABstNd Es fehlt an Flächen,( ( es fehlt an»
218;00:04:48:03;00:04:48:03;FABst2 Genehmigungspersonal.ÿÿ/Ëî
219;00:04:48:03;00:04:51:09;"Es fehlt an FlÈachen,

es fehlt an Genehmigungspersonal."
220;00:04:51:11;00:04:51:11;FABstOTan Kapazitäten bei den Herstellern.ÿÿWN
221;00:04:51:11;00:04:53:19;an KapazitÈaten bei den Herstellern.
222;00:04:53:24;00:04:53:24;FABstPd Nein,( ( sagt der Bundesverb=Z
223;00:04:53:24;00:04:53:24;"FABst&and Windenergie,ÿÿ;ÔÔ"
224;00:04:53:24;00:04:56:12;"Nein,

sagt der Bundesverband Windenergie,"
225;00:04:56:15;00:04:56:15;FABstQd die Kapazitäten und Fachkräfte( ( 0¢
226;00:04:56:15;00:04:56:15;FABst*seien vorhanden.ÿÿ7é®
227;00:04:56:15;00:04:59:08;"die KapazitÈaten und FachkrÈafte

seien vorhanden."
228;00:04:59:13;00:04:59:13;FABstRd Viele junge Menschen( ( wollenc
229;00:04:59:13;00:04:59:13;FABst& in die Branche.C­H
230;00:04:59:13;00:05:02:05;"Viele junge Menschen

wollen in die Branche."
231;00:05:02:07;00:05:02:07;FABstSVSie wollen einen sinnstiftenden Job.·¤
232;00:05:02:07;00:05:04:13;Sie wollen einen sinnstiftenden Job.
233;00:05:04:15;00:05:04:15;FABstTd Sie möchten die Energiewende( ( ±h
234;00:05:04:15;00:05:04:15;FABst$vorantreiben.`=«
235;00:05:04:15;00:05:07:02;"Sie mÈochten die Energiewende

vorantreiben."
236;00:05:07:05;00:05:07:05;FABstUd Und die Unternehmen( ( der BrK`
237;00:05:07:05;00:05:07:05;FABst(anche können das.ÿÿ9S®
238;00:05:07:05;00:05:10:08;"Und die Unternehmen

der Branche kÈonnen das."
239;00:05:11:16;00:05:11:16;FABstVdIm Schnitt werden in Deutschland( ( zehn TN
240;00:05:11:16;00:05:11:16;FABst<Windräder pro Woche gebaut.`%f
241;00:05:11:16;00:05:15:14;"Im Schnitt werden in Deutschland

zehn WindrÈader pro Woche gebaut."
242;00:05:15:16;00:05:15:16;FABstWdFür die Ausbauziele der Regierung( ( X
243;00:05:15:16;00:05:15:16;"FABst. wären 30 nötig.;è@"
244;00:05:15:16;00:05:18:18;"FÈur die Ausbauziele der Regierung

wÈaren 30 nÈotig."
245;00:05:18:20;00:05:18:20;FABstXd Der Bundesverband Windenergie( ( þ
246;00:05:18:20;00:05:18:20;FABst( forderte Tempoÿÿ9¦Z
247;00:05:18:20;00:05:21:15;"Der Bundesverband Windenergie

forderte Tempo"
248;00:05:21:17;00:05:21:17;FABstYdund nannte den Süden Deutschlands( ( ¬
249;00:05:21:17;00:05:21:17;"FABst. ""Totalausfall"".ÿÿ3Ü`"
250;00:05:21:17;00:05:24:16;"und nannte den SÈuden Deutschlands

""Totalausfall""."
251;00:05:24:18;00:05:24:18;FABstZd Für E-Autos und Wärmepumpen( ( wird de=(
252;00:05:24:18;00:05:24:18;FABst<utlich mehr Strom benötigt.ÿÿ%!
253;00:05:24:18;00:05:29:04;"FÈur E-Autos und WÈarmepumpen

wird deutlich mehr Strom benÈotigt."
254;00:05:31:20;00:05:31:20;FABst[d Bei der Pflegereform einigte sich( ( die RH
255;00:05:31:20;00:05:31:20;FABstBegierung auf einen Kompromiss.ÿÿT
256;00:05:31:20;00:05:36:13;"Bei der Pflegereform einigte sich

die Regierung auf einen Kompromiss."
257;00:05:37:19;00:05:37:19;FABst\d Nachbesserungen gibt es ( ( bei db
258;00:05:37:19;00:05:37:19;FABst,er Pflege zu Hause.ÿÿ5À
259;00:05:37:19;00:05:40:19;"Nachbesserungen gibt es

bei der Pflege zu Hause."
260;00:05:40:21;00:05:40:21;FABst]d Es soll Angehörigen( ( leichter¬>
261;00:05:40:21;00:05:40:21;"FABst& gemacht werden,ÿÿ;¢,"
262;00:05:40:21;00:05:43:14;"Es soll AngehÈorigen

leichter gemacht werden,"
263;00:05:43:16;00:05:43:16;FABst^dVertretungen oder kurzzeitige Pflege( ( 6v
264;00:05:43:16;00:05:43:16;FABst2 zu finanzieren.ÿÿ/°
265;00:05:43:16;00:05:46:24;"Vertretungen oder kurzzeitige Pflege

zu finanzieren."
266;00:05:47:01;00:05:47:01;FABst_d Im Gegenzug will die Regierung( ( N¼
267;00:05:47:01;00:05:47:01;FABst( die Leistungenÿÿ9¤l
268;00:05:47:01;00:05:49:20;"Im Gegenzug will die Regierung

die Leistungen"
269;00:05:49:22;00:05:49:22;FABst`d für die ambulante Pflege( ( wenigeræ
270;00:05:49:22;00:05:49:22;FABst0 anheben als geplant.ÿÿ1
271;00:05:49:22;00:05:53:11;"fÈur die ambulante Pflege

weniger anheben als geplant."
272;00:05:53:13;00:05:53:13;FABstadZu Hause versorgt werden rund 80 %( ( der S¼
273;00:05:53:13;00:05:53:13;FABst>fünf Mio. Pflegebedürftigen.ÿÿ#î²
274;00:05:53:13;00:05:58:01;"Zu Hause versorgt werden rund 80 %

der fÈunf Mio. PflegebedÈurftigen."
275;00:06:00:07;00:06:00:07;FABstbD Demenzkrank zu Hause:!è
276;00:06:00:07;00:06:01:24;Demenzkrank zu Hause:
277;00:06:02:01;00:06:02:01;FABstcd Für Patienten ist es ein Glück,( ( wenn?Ô
278;00:06:02:01;00:06:02:01;FABst< sich die Familie kümmert. -)v
279;00:06:02:01;00:06:05:17;"FÈur Patienten ist es ein GlÈuck,

wenn sich die Familie kÈummert."
280;00:06:05:19;00:06:05:19;FABstdd Für die Angehörigen( ( oft J
281;00:06:05:19;00:06:05:19;FABst$eine Belastung.ÿÿ=¬:
282;00:06:05:19;00:06:08:07;"FÈur die AngehÈorigen

oft eine Belastung."
283;00:06:08:17;00:06:08:17;FABsted Erleichterung soll( ( durch die P]²
284;00:06:08:17;00:06:08:17;FABst.flegereform kommen -ÿÿ3¾Ð
285;00:06:08:17;00:06:11:18;"Erleichterung soll

durch die Pflegereform kommen -"
286;00:06:11:20;00:06:11:20;FABstfRgeringer als von der Ampel geplant.ÿÿ|
287;00:06:11:20;00:06:14:03;geringer als von der Ampel geplant.
288;00:06:14:10;00:06:14:10;FABstgd Wir hätten uns( ( mehr EntlastuÁ^
289;00:06:14:10;00:06:14:10;FABst0ng gewünscht für die,9p
290;00:06:14:10;00:06:17:21;"Wir hÈatten uns

mehr Entlastung gewÈunscht fÈur die,"
291;00:06:18:04;00:06:18:04;FABsthd die zu Hause pflegen und ( ( Pfleg
292;00:06:18:04;00:06:18:04;FABst2ebedürftige versorgen.7a\
293;00:06:18:04;00:06:21:18;"die zu Hause pflegen und

PflegebedÈurftige versorgen."
294;00:06:22:06;00:06:22:06;FABstid Am Ende( ( ist noch einiges FÜ
295;00:06:22:06;00:06:22:06;"FABst&erreicht worden.ÿÿ;íx"
296;00:06:22:06;00:06:25:02;"Am Ende

ist noch einiges erreicht worden."
297;00:06:26:02;00:06:26:02;"FABstjd Im Kern( ( steht das ""Entlas`~"
298;00:06:26:02;00:06:26:02;"FABst tungsbudget"":ÿÿAêL"
299;00:06:26:02;00:06:28:21;"Im Kern

steht das ""Entlastungsbudget"":"
300;00:06:53:16;00:06:53:16;FABstkd Dazu sollen die Beiträge( ( der PfleëF
301;00:06:53:16;00:06:53:16;FABst4geversicherung steigen:ÿÿ-°
302;00:06:53:16;00:06:56:24;"Dazu sollen die BeitrÈage

der Pflegeversicherung steigen:"
303;00:06:57:01;00:06:57:01;FABstlN Auf 3,4 % des Bruttoeinkommens.ÿÿüì
304;00:06:57:01;00:06:59:07;Auf 3,4 % des Bruttoeinkommens.
305;00:06:59:09;00:06:59:09;FABstmd Die Union kritisiert, ( ( die ApÖ
306;00:06:59:09;00:06:59:09;FABst(mpel bleibe damitÿÿ9¾
307;00:06:59:09;00:07:02:05;"Die Union kritisiert,

die Ampel bleibe damit"
308;00:07:02:07;00:07:02:07;FABstnd hinter ihren eigenen( ( Ansprüchen äì
309;00:07:02:07;00:07:02:07;FABst:aus dem Koalitionsvertrag.ÿÿ'$
310;00:07:02:07;00:07:06:00;"hinter ihren eigenen

AnsprÈuchen aus dem Koalitionsvertrag."
311;00:07:07:09;00:07:07:09;FABstod Wenn ich mir( ( das PflegegRÊ
312;00:07:07:09;00:07:07:09;FABst eld anschaue,Iö&
313;00:07:07:09;00:07:09:15;"Wenn ich mir

das Pflegegeld anschaue,"
314;00:07:09:18;00:07:09:18;FABstpd die Pflegeleistungen,( ( diefú
315;00:07:09:18;00:07:09:18;FABst& Dynamisierung. Cô~
