No.;Timecode In;Timecode Out;Subtitle
33;00:00:42:23;00:00:45:13;"Kampfhandlungen

werden weiterhin gemeldet"
34;00:00:45:17;00:00:45:17;FABstd aus der Überflutungsregion( ( um </u>
35;00:00:45:17;00:00:45:17;FABst*die Stadt Cherson.ÿÿ7®´
36;00:00:45:17;00:00:48:18;"aus der ÈUberflutungsregion

um die Stadt Cherson."
37;00:00:48:22;00:00:48:22;FABstdDort sinkt nach dem Staudamm-Bruch( ( deCÎ
38;00:00:48:22;00:00:48:22;FABst8r Wasserstand allmählich.ÿÿ)cB
39;00:00:48:22;00:00:52:14;"Dort sinkt nach dem Staudamm-Bruch

der Wasserstand allmÈahlich."
40;00:00:54:03;00:00:54:03;FABstd Die letzte intakte Tankstelle( ( 9ô
41;00:00:54:03;00:00:54:03;FABst& vor Cherson.C¶¼
42;00:00:54:03;00:00:57:02;"Die letzte intakte Tankstelle

vor Cherson."
43;00:00:57:23;00:00:57:23;FABstdFreiwillige und Hilfsorganisationen( ( t¸
44;00:00:57:23;00:00:57:23;FABst2 machen hier Pause.7<u>
45;00:00:57:23;00:01:01:05;"Freiwillige und Hilfsorganisationen

machen hier Pause."
46;00:01:02:02;00:01:02:02;FABstB Wir schicken 80 Lkw#
47;00:01:02:02;00:01:03:21;Wir schicken 80 Lkw
48;00:01:05:07;00:01:05:07;FABstd mit Lebensmitteln( ( und Wasslî
49;00:01:05:07;00:01:05:07;FABst(er in die Region.Aß¬
50;00:01:05:07;00:01:08:17;"mit Lebensmitteln

und Wasser in die Region."
51;00:01:10:14;00:01:10:14;FABstdDie Tankstelle ist voll mit Soldaten( ( unMú
52;00:01:10:14;00:01:10:14;FABstFd internationalen Freiwilligen. ÿÿÒ
53;00:01:10:14;00:01:14:18;"Die Tankstelle ist voll mit Soldaten

und internationalen Freiwilligen."
54;00:01:14:22;00:01:14:22;FABstdWir bringen Medikamente und Sachen,( ( dI
55;00:01:14:22;00:01:14:22;FABstFie in Cherson angefragt werden, ÿÿd
56;00:01:14:22;00:01:19:10;"Wir bringen Medikamente und Sachen,

die in Cherson angefragt werden,"
57;00:01:19:15;00:01:19:15;FABstd wie Medizin,( ( die wird besoV
58;00:01:19:15;00:01:19:15;"FABst&nders gebraucht.ÿÿ;é"
59;00:01:19:15;00:01:22:12;"wie Medizin,

die wird besonders gebraucht."
60;00:01:23:16;00:01:23:16;FABstd In Cherson( ( stehen täglich°b
61;00:01:23:16;00:01:23:16;"FABst"" mehr Menschenÿÿ?×h"
62;00:01:23:16;00:01:25:22;"In Cherson

stehen tÈaglich mehr Menschen"
63;00:01:25:24;00:01:25:24;FABstRin Hilfszentren für Trinkwasser an.ÿÿb
64;00:01:25:24;00:01:28:06;in Hilfszentren fÈur Trinkwasser an.
65;00:01:28:22;00:01:28:22;FABstd Wolodymir hat auf der russisch( ( beseî
66;00:01:28:22;00:01:28:22;FABst6tzten Flussseite gelebt.ÿÿ+</u>È
67;00:01:28:22;00:01:32:16;"Wolodymir hat auf der russisch

besetzten Flussseite gelebt."
68;00:01:33:12;00:01:33:12;FABstJ Das ist alles, was ich hab.@
69;00:01:33:12;00:01:35:03;Das ist alles, was ich hab.
70;00:01:35:05;00:01:35:05;FABstd So hab ich das Haus verlassen,( ( alstÚ
71;00:01:35:05;00:01:35:05;FABst4 wir überflutet wurden.5¼
72;00:01:35:05;00:01:38:22;"So hab ich das Haus verlassen,

als wir Èuberflutet wurden."
73;00:01:39:03;00:01:39:03;FABstd Die Leiterin des Zentrums,( ( früher Mø
74;00:01:39:03;00:01:39:03;FABst@odedesignerin, ist übermüdet.ÿÿ!á
75;00:01:39:03;00:01:43:10;"Die Leiterin des Zentrums,

frÈuher Modedesignerin, ist ÈubermÈudet."
76;00:01:44:22;00:01:44:22;FABstN Die Leute haben alles verloren.±
77;00:01:44:22;00:01:47:09;Die Leute haben alles verloren.
78;00:01:49:09;00:01:49:09;FABstd Wenn sie herkommen,( ( haben sie nip
79;00:01:49:09;00:01:49:09;"FABst.cht mal Unterwäsche.;º"
80;00:01:49:09;00:01:52:10;"Wenn sie herkommen,

haben sie nicht mal UnterwÈasche."
81;00:01:52:12;00:01:52:12;FABstH Darum brauchen wir alles.ÿÿûà
82;00:01:52:12;00:01:54:03;Darum brauchen wir alles.
83;00:01:54:08;00:01:54:08;FABstd Cherson hat in den letzten Tagen( ( Y
84;00:01:54:08;00:01:54:08;FABst.25 Angriffe erlebt,ÿÿ3î¤
85;00:01:54:08;00:01:57:24;"Cherson hat in den letzten Tagen

25 Angriffe erlebt,"
86;00:01:58:05;00:01:58:05;FABst D auch auf Wohngebiete.ÿÿ¸þ
87;00:01:58:05;00:01:59:20;auch auf Wohngebiete.
88;00:02:00:01;00:02:00:01;FABst!d Dieses Haus( ( wurde Donneryb
89;00:02:00:01;00:02:00:01;"FABst$stag getroffen.ÿÿ="""
90;00:02:00:01;00:02:02:10;"Dieses Haus

wurde Donnerstag getroffen."
91;00:02:02:12;00:02:02:12;"FABst""d Es liegt am Fluss,( ( und damð"
92;00:02:02:12;00:02:02:12;"FABst&it an der Front.ÿÿ;Þ<"
93;00:02:02:12;00:02:05:00;"Es liegt am Fluss,

und damit an der Front."
94;00:02:05:02;00:02:05:02;FABst#d Viele Helfer dürfen deshalb( ( ni<u>r
95;00:02:05:02;00:02:05:02;FABst0cht mehr ans Wasser -ÿÿ1ñî
96;00:02:05:02;00:02:07:24;"Viele Helfer dÈurfen deshalb

nicht mehr ans Wasser -"
97;00:02:08:01;00:02:08:01;FABst$J sie könnten getötet werden.ÿÿáì
98;00:02:08:01;00:02:09:15;sie kÈonnten getÈotet werden.
99;00:02:09:18;00:02:09:18;FABst%P Zudem wird ein Unwetter erwartet.ÿÿÞ
100;00:02:09:18;00:02:11:18;Zudem wird ein Unwetter erwartet.
101;00:02:11:20;00:02:11:20;FABst&d Einige schrecken( ( vor der GeNþ
102;00:02:11:20;00:02:11:20;FABst(fahr nicht zurückÿÿ9
103;00:02:11:20;00:02:14:08;"Einige schrecken

vor der Gefahr nicht zurÈuck"
104;00:02:14:10;00:02:14:10;FABst'd und bringen Hilfesuchenden ( ( HandyIB
105;00:02:14:10;00:02:14:10;FABst6akkus und eine Mahlzeit.ÿÿ+Ëê
106;00:02:14:10;00:02:18:02;"und bringen Hilfesuchenden

Handyakkus und eine Mahlzeit."
107;00:02:19:01;00:02:19:01;"FABst(d Die Hilfe ist angelaufen,( ( aus der U""ü"
108;00:02:19:01;00:02:19:01;FABst4kraine und dem Ausland.5¾
109;00:02:19:01;00:02:22:16;"Die Hilfe ist angelaufen,

aus der Ukraine und dem Ausland."
110;00:02:22:18;00:02:22:18;FABst)d Der Wasserpegel sinkt,( ( damit wiF
111;00:02:22:18;00:02:22:18;"FABst.rd die Not sichtbar.;ÜÄ"
112;00:02:22:18;00:02:25:16;"Der Wasserpegel sinkt,

damit wird die Not sichtbar."
113;00:02:25:20;00:02:25:20;FABst*dWas die Menschen hier erwartet, ( ( auch :
114;00:02:25:20;00:02:25:20;FABst<militärisch: völlig unklar.ÿÿ%ê
115;00:02:25:20;00:02:30:02;"Was die Menschen hier erwartet,

auch militÈarisch: vÈollig unklar."
116;00:02:32:10;00:02:32:10;FABst+d Beim Evangelischen Kirchentag( ( u´
117;00:02:32:10;00:02:32:10;"FABst& in Nürnbergÿÿ;K"
118;00:02:32:10;00:02:34:21;"Beim Evangelischen Kirchentag

in NÈurnberg"
119;00:02:35:00;00:02:35:00;FABst,d standen heute( ( politische Thevø
120;00:02:35:00;00:02:35:00;FABst,men im Vordergrund.ÿÿ5êò
121;00:02:35:00;00:02:37:22;"standen heute

politische Themen im Vordergrund."
122;00:02:38:01;00:02:38:01;FABst-d So wie der Ukraine-Krieg( ( und dil:
123;00:02:38:01;00:02:38:01;FABst.e Asylreform der EU.ÿÿ3ÞF
124;00:02:38:01;00:02:41:10;"So wie der Ukraine-Krieg

und die Asylreform der EU."
125;00:02:41:15;00:02:41:15;"FABst.d Der Bundeskanzler verteidigte( ( bei"""
126;00:02:41:15;00:02:41:15;FABst6 einer Podiums-Befragungÿÿ+¸Þ
127;00:02:41:15;00:02:44:24;"Der Bundeskanzler verteidigte

bei einer Podiums-Befragung"
128;00:02:45:03;00:02:45:03;FABst/d das Vorhaben,( ( die Asylverfahà
129;00:02:45:03;00:02:45:03;FABst,ren zu verschärfen.ÿÿ5Nè
130;00:02:45:03;00:02:47:21;"das Vorhaben,

die Asylverfahren zu verschÈarfen."
131;00:02:48:00;00:02:48:00;FABst0P Es gehe um Solidarität in Europa.ÿÿ
132;00:02:48:00;00:02:50:11;Es gehe um SolidaritÈat in Europa.
133;00:02:50:15;00:02:50:15;FABst1dDie EU-Staaten hatten vereinbart, ( ( dass ª
134;00:02:50:15;00:02:50:15;FABst@Migranten an den Außengrenzenÿÿ!°
135;00:02:50:15;00:02:54:21;"Die EU-Staaten hatten vereinbart,

dass Migranten an den Auûengrenzen"
136;00:02:55:00;00:02:55:00;FABst2d zwingend registriert( ( und dann wL@
137;00:02:55:00;00:02:55:00;FABst0eiterverteilt werden.ÿÿ1</u>P
138;00:02:55:00;00:02:59:19;"zwingend registriert

und dann weiterverteilt werden."
139;00:02:59:21;00:02:59:21;FABst3d Abschiebungen( ( sollen erlei&²
140;00:02:59:21;00:02:59:21;"FABst""chtert werden.ÿÿ?í"
141;00:02:59:21;00:03:03:11;"Abschiebungen

sollen erleichtert werden."
142;00:03:03:13;00:03:03:13;FABst4d Ihre Wut und Hilflosigkeit( ( haben:
143;00:03:03:13;00:03:03:13;FABst0 sie aufgeschrieben: ÿÿ1
144;00:03:03:13;00:03:08:07;"Ihre Wut und Hilflosigkeit

haben sie aufgeschrieben:"
145;00:03:08:09;00:03:08:09;FABst5dJesse Huppenbauer von Sea-Watch und ( ( andO
146;00:03:08:09;00:03:08:09;FABstHere Seenotrettungs-Organisationen!é
147;00:03:08:09;00:03:12:11;"Jesse Huppenbauer von Sea-Watch und

andere Seenotrettungs-Organisationen"
148;00:03:12:15;00:03:12:15;FABst6d haben auf dem Kirchentag ( ( einez6
149;00:03:12:15;00:03:12:15;FABst0 Resolution verfasst.ÿÿ1þ
150;00:03:12:15;00:03:15:14;"haben auf dem Kirchentag

eine Resolution verfasst."
151;00:03:15:18;00:03:15:18;FABst7d Die verurteilt( ( den EU-As
152;00:03:15:18;00:03:15:18;FABst ylkompromiss,ÿÿAµ$
153;00:03:15:18;00:03:17:23;"Die verurteilt

den EU-Asylkompromiss,"
154;00:03:18:02;00:03:18:02;FABst8d der künftig Verfahren( ( an den EU-AÒä
155;00:03:18:02;00:03:18:02;FABst0ußengrenzen vorsieht.ÿÿ1$(
156;00:03:18:02;00:03:22:00;"der kÈunftig Verfahren

an den EU-Auûengrenzen vorsieht."
157;00:03:22:15;00:03:22:15;FABst9d Menschenrechte( ( werden aufs8À
158;00:03:22:15;00:03:22:15;FABst$ Spiel gesetzt.E
159;00:03:22:15;00:03:25:16;"Menschenrechte

werden aufs Spiel gesetzt."
160;00:03:26:14;00:03:26:14;FABst:d Am Ende leiden( ( die Menschen a8@
161;00:03:26:14;00:03:26:14;FABst*n Europas Grenzen.?­:
162;00:03:26:14;00:03:30:00;"Am Ende leiden

die Menschen an Europas Grenzen."
163;00:03:30:18;00:03:30:18;"FABst;N Die Resolution wurde angenommen.ÿÿ¡ì"
164;00:03:30:18;00:03:32:20;Die Resolution wurde angenommen.
165;00:03:33:00;00:03:33:00;FABst<d Auch die Spitze( ( der Evange0h
166;00:03:33:00;00:03:33:00;"FABst""lischen Kircheÿÿ?h"
167;00:03:33:00;00:03:35:12;"Auch die Spitze

der Evangelischen Kirche"
168;00:03:35:16;00:03:35:16;FABst=d lehnt Schnellverfahren ( ( an d>
169;00:03:35:16;00:03:35:16;FABst,en Außengrenzen ab.ÿÿ5]0
170;00:03:35:16;00:03:38:09;"lehnt Schnellverfahren

an den Auûengrenzen ab."
171;00:03:38:13;00:03:38:13;FABst>dDie Menschen kommen traumatisiert( ( *ü
172;00:03:38:13;00:03:38:13;FABst6an den Außengrenzen an.3H
173;00:03:38:13;00:03:42:15;"Die Menschen kommen traumatisiert

an den Auûengrenzen an."
174;00:03:42:19;00:03:42:19;FABst?d Das Erste, was passiert,( ( ist, dass
175;00:03:42:19;00:03:42:19;FABst4 sie inhaftiert werden.5þ
176;00:03:42:19;00:03:46:08;"Das Erste, was passiert,

ist, dass sie inhaftiert werden."
177;00:03:46:14;00:03:46:14;FABst@RKinder werden erst mal inhaftiert.ÿÿÄ
178;00:03:46:14;00:03:49:01;Kinder werden erst mal inhaftiert.
179;00:03:49:05;00:03:49:05;FABstAdAuch unter den Kirchentagsbesuchern( ( |Ø
180;00:03:49:05;00:03:49:05;FABst6überwiegt die Skepsis.ÿÿ+
181;00:03:49:05;00:03:53:04;"Auch unter den Kirchentagsbesuchern

Èuberwiegt die Skepsis."
182;00:03:53:08;00:03:53:08;FABstBd Das Grundrecht auf Asyl( ( sollte ni^
183;00:03:53:08;00:03:53:08;FABst8cht eingeschränkt werden.1Pâ
184;00:03:53:08;00:03:57:07;"Das Grundrecht auf Asyl

sollte nicht eingeschrÈankt werden."
185;00:03:57:14;00:03:57:14;FABstCd Eine Gesellschaft wie die( ( europäi¯|
186;00:03:57:14;00:03:57:14;FABst@sche sollte in der Lage sein,)ÇÂ
187;00:03:57:14;00:04:01:02;"Eine Gesellschaft wie die

europÈaische sollte in der Lage sein,"
188;00:04:01:07;00:04:01:07;FABstDd sich um Menschen in Not( ( =
189;00:04:01:07;00:04:01:07;FABst zu kümmern.I~
190;00:04:01:07;00:04:03:08;"sich um Menschen in Not

zu kÈummern."
191;00:04:03:12;00:04:03:12;FABstEd Sie erst mal aufzunehmen( ( undZl
192;00:04:03:12;00:04:03:12;FABst& dann zu gucken,C
193;00:04:03:12;00:04:06:01;"Sie erst mal aufzunehmen

und dann zu gucken,"
194;00:04:06:05;00:04:06:05;FABstFd was mit ihnen passiert:( ( Das isM^
195;00:04:06:05;00:04:06:05;FABst0t der richtigere Weg.9µ
196;00:04:06:05;00:04:09:03;"was mit ihnen passiert:

Das ist der richtigere Weg."
197;00:04:09:07;00:04:09:07;FABstGd Bei seinem Auftritt in Nürnberg( ( </i>ê
198;00:04:09:07;00:04:09:07;FABst2verteidigt Olaf Scholzÿÿ/òî
199;00:04:09:07;00:04:12:11;"Bei seinem Auftritt in NÈurnberg

verteidigt Olaf Scholz"
200;00:04:12:13;00:04:12:13;FABstHF das neue Asylverfahren.ÿÿïì
201;00:04:12:13;00:04:13:22;das neue Asylverfahren.
202;00:04:13:24;00:04:13:24;FABstId Derzeit kämen 80 Prozent( ( der AntragÚ
203;00:04:13:24;00:04:13:24;FABst8steller nach Deutschland,ÿÿ)þ8
204;00:04:13:24;00:04:17:10;"Derzeit kÈamen 80 Prozent

der Antragsteller nach Deutschland,"
205;00:04:17:12;00:04:17:12;FABstJd ohne vorher in einem( ( EU-Land regið
206;00:04:17:12;00:04:17:12;FABst4striert worden zu sein.ÿÿ-
207;00:04:17:12;00:04:21:06;"ohne vorher in einem

EU-Land registriert worden zu sein."
208;00:04:21:13;00:04:21:13;FABstKd Ich habe beim Europäischen Rat( ( ü$
209;00:04:21:13;00:04:21:13;FABst*den Witz gemacht:?òF
210;00:04:21:13;00:04:24:17;"Ich habe beim EuropÈaischen Rat

den Witz gemacht:"
211;00:04:24:21;00:04:24:21;FABstLdDeutschland muss einen großen Strand( ( Å*
212;00:04:24:21;00:04:24:21;FABst< am Mittelmeer haben.-¹È
213;00:04:24:21;00:04:28:19;"Deutschland muss einen groûen Strand

am Mittelmeer haben."
214;00:04:29:06;00:04:29:06;FABstMdEs kommen mehr Flüchtlinge, die über( ( |®
215;00:04:29:06;00:04:29:06;FABstJdas Mittelmeer nach Europa kommen,ÿÿï<
216;00:04:29:06;00:04:33:12;"Es kommen mehr FlÈuchtlinge, die Èuber

das Mittelmeer nach Europa kommen,"
217;00:04:33:14;00:04:33:14;FABstNd in Deutschland an, als in( ( den Mitt0æ
218;00:04:33:14;00:04:33:14;FABst2elmeeranrainerländern.ÿÿ/?®
219;00:04:33:14;00:04:36:20;"in Deutschland an, als in

den MittelmeeranrainerlÈandern."
220;00:04:36:24;00:04:36:24;FABstOd Die Nichtregierungsorganisationen( ( pÊ
221;00:04:36:24;00:04:36:24;"FABst& hoffen,ÿÿ;ð"
222;00:04:36:24;00:04:39:12;"Die Nichtregierungsorganisationen

hoffen,"
223;00:04:39:16;00:04:39:16;FABstPd dass das EU-Parlament( ( die Rege(
224;00:04:39:16;00:04:39:16;FABst*lungen entschärft.ÿÿ7fâ
225;00:04:39:16;00:04:42:22;"dass das EU-Parlament

die Regelungen entschÈarft."
226;00:04:44:05;00:04:44:05;FABstQTIn Erding haben etwa 13.000 MenschenÿÿÌ
227;00:04:44:05;00:04:46:13;In Erding haben etwa 13.000 Menschen
228;00:04:46:17;00:04:46:17;FABstRd gegen das Heizungsgesetz( ( der Ampelp
229;00:04:46:17;00:04:46:17;FABst6-Koalition demonstriert.ÿÿ+¦
230;00:04:46:17;00:04:50:07;"gegen das Heizungsgesetz

der Ampel-Koalition demonstriert."
231;00:04:50:11;00:04:50:11;"FABstSd Den Protest unter dem Motto ( ( ""Stoppc"
232;00:04:50:11;00:04:50:11;"FABst6t die Heizungsideologie""ÿÿ+ò"
233;00:04:50:11;00:04:54:08;"Den Protest unter dem Motto

""Stoppt die Heizungsideologie"""
234;00:04:54:12;00:04:54:12;FABstTd hatte die Kabarettistin( ( Monika ?¨
235;00:04:54:12;00:04:54:12;FABst2Gruber mitorganisiert.ÿÿ/ÞÈ
236;00:04:54:12;00:04:58:04;"hatte die Kabarettistin

Monika Gruber mitorganisiert."
237;00:04:58:21;00:04:58:21;FABstUd Unabhängig von den Organisatoren( ( rief ½â
238;00:04:58:21;00:04:58:21;FABstDauch die AfD zur Teilnahme auf.ÿÿú 
239;00:04:58:21;00:05:03:12;"UnabhÈangig von den Organisatoren

rief auch die AfD zur Teilnahme auf."
240;00:05:03:22;00:05:03:22;FABstVd Von ihnen durfte( ( aber niel
241;00:05:03:22;00:05:03:22;FABst$mand auftreten.ÿÿ=,
242;00:05:03:22;00:05:07:03;"Von ihnen durfte

aber niemand auftreten."
243;00:05:07:11;00:05:07:11;FABstWd Hauptredner war Bayerns ( ( MinisVÊ
244;00:05:07:11;00:05:07:11;FABst,terpräsident Söder.ÿÿ5¨à
245;00:05:07:11;00:05:11:03;"Hauptredner war Bayerns

MinisterprÈasident SÈoder."
246;00:05:11:08;00:05:11:08;FABstXTEr wurde mit Protestrufen empfangen.ÿÿ´¾
247;00:05:11:08;00:05:13:19;Er wurde mit Protestrufen empfangen.
248;00:05:14:19;00:05:14:19;FABstYd Mit Buhrufen wird Markus Söder ( ( von ±
249;00:05:14:19;00:05:14:19;FABst<Demonstrierenden empfangen.-¸<
250;00:05:14:19;00:05:19:03;"Mit Buhrufen wird Markus SÈoder

von Demonstrierenden empfangen."
251;00:05:19:07;00:05:19:07;FABstZ@ Es wird deutlich,%óD
252;00:05:19:07;00:05:20:17;Es wird deutlich,
253;00:05:20:22;00:05:20:22;FABst[d dass es hier nicht nur( ( um das 6v
254;00:05:20:22;00:05:20:22;FABst.Heizungsgesetz geht.ÿÿ3Ëp
255;00:05:20:22;00:05:24:14;"dass es hier nicht nur

um das Heizungsgesetz geht."
256;00:05:25:16;00:05:25:16;FABst\F Die Regierung muss weg.ÿÿ²
257;00:05:25:16;00:05:27:10;Die Regierung muss weg.
258;00:05:27:16;00:05:27:16;FABst]L Das Parteiensystem gehört weg.ÿÿDP
259;00:05:27:16;00:05:29:17;Das Parteiensystem gehÈort weg.
260;00:05:29:21;00:05:29:21;FABst^d Wir sind 'n kleines Land,( ( das r
261;00:05:29:21;00:05:29:21;FABst0die Welt retten will.ÿÿ1¢æ
262;00:05:29:21;00:05:33:12;"Wir sind 'n kleines Land,

das die Welt retten will."
263;00:05:34:00;00:05:34:00;FABst_L Das wird nicht funktionieren.ÿÿ²¤
264;00:05:34:00;00:05:35:22;Das wird nicht funktionieren.
265;00:05:36:01;00:05:36:01;FABst`VDie Grünen gehen uns auf die Nerven,ÿÿ(È
266;00:05:36:01;00:05:38:22;Die GrÈunen gehen uns auf die Nerven,
267;00:05:39:04;00:05:39:04;FABstad weil sie( ( eine reine Verbo
268;00:05:39:04;00:05:39:04;"FABst""tspartei sind.ÿÿ?ò"
269;00:05:39:04;00:05:42:04;"weil sie

eine reine Verbotspartei sind."
270;00:05:42:10;00:05:42:10;FABstbd Auch Söder spart nicht mit Kritik ( ( an B¬
271;00:05:42:10;00:05:42:10;FABstFerlin und attackiert die Grünen,#tJ
272;00:05:42:10;00:05:46:20;"Auch SÈoder spart nicht mit Kritik

an Berlin und attackiert die GrÈunen,"
273;00:05:47:00;00:05:47:00;FABstcd vier Monate( ( vor der LandtaJê
274;00:05:47:00;00:05:47:00;FABst(gswahl in Bayern.ÿÿ9ð
275;00:05:47:00;00:05:50:19;"vier Monate

vor der Landtagswahl in Bayern."
276;00:05:50:24;00:05:50:24;FABstdd Die Grünen treiben die Dinge( ( so weiºb
277;00:05:50:24;00:05:50:24;FABst6t mit Brachialkur voran,3Ã
278;00:05:50:24;00:05:55:14;"Die GrÈunen treiben die Dinge

so weit mit Brachialkur voran,"
279;00:05:56:22;00:05:56:22;FABsted und zwar nur mit Ideologie,( ( ohne Pra2
280;00:05:56:22;00:05:56:22;FABst6gmatismus oder Vernunft.3^
281;00:05:56:22;00:06:01:01;"und zwar nur mit Ideologie,

ohne Pragmatismus oder Vernunft."
282;00:06:02:23;00:06:02:23;FABstfdDiese Politik der Grünen darf nicht( ( diø<
283;00:06:02:23;00:06:02:23;FABstHe Mehrheit in Deutschland werden.ÿÿ<u>
284;00:06:02:23;00:06:08:06;"Diese Politik der GrÈunen darf nicht

die Mehrheit in Deutschland werden."
285;00:06:10:01;00:06:10:01;FABstgdNur wenige Demonstranten stellen sich( ( dZ>
286;00:06:10:01;00:06:10:01;FABstJer aufgeheizten Stimmung entgegen.ÿÿ
287;00:06:10:01;00:06:14:11;"Nur wenige Demonstranten stellen sich

der aufgeheizten Stimmung entgegen."
288;00:06:14:16;00:06:14:16;FABsthd Der Bundesarbeitsminister( ( verteidigÞ
289;00:06:14:16;00:06:14:16;FABst<t die Arbeit der Regierung.ÿÿ%Î
290;00:06:14:16;00:06:18:20;"Der Bundesarbeitsminister

verteidigt die Arbeit der Regierung."
291;00:06:19:01;00:06:19:01;FABstiJ Nichts tun ist keine Option.<i>
292;00:06:19:01;00:06:21:00;Nichts tun ist keine Option.
293;00:06:21:05;00:06:21:05;FABstjd Nur zu protestieren,( ( ist w
294;00:06:21:05;00:06:21:05;"FABst""keine Politik.G³"
295;00:06:21:05;00:06:24:02;"Nur zu protestieren,

ist keine Politik."
296;00:06:24:12;00:06:24:12;FABstkd Wenn man sich als Politiker( ( beteê
297;00:06:24:12;00:06:24:12;FABst4iligt, wie Herr Söder, ÿÿ-
298;00:06:24:12;00:06:27:21;"Wenn man sich als Politiker

beteiligt, wie Herr SÈoder,"
299;00:06:28:00;00:06:28:00;FABstld muss man auch( ( mit Vorsc5Ô
300;00:06:28:00;00:06:28:00;"FABst""hlägen kommen.ÿÿ?}"
301;00:06:28:00;00:06:30:07;"muss man auch

mit VorschlÈagen kommen."
302;00:06:30:12;00:06:30:12;FABstmd Und sich nicht nur( ( an die Spitzj
303;00:06:30:12;00:06:30:12;"FABst0e von Ängsten setzen.ÿÿ1""Ú"
304;00:06:30:12;00:06:33:13;"Und sich nicht nur

an die Spitze von ÈAngsten setzen."
305;00:06:33:17;00:06:33:17;FABstndDie AfD durfte nach eigenen Angaben( ( I
306;00:06:33:17;00:06:33:17;FABst6keinen Redner stellen.ÿÿ+
307;00:06:33:17;00:06:37:06;"Die AfD durfte nach eigenen Angaben

keinen Redner stellen."
308;00:06:37:09;00:06:37:09;FABstod Neben der Festwiese( ( organisiertE*
309;00:06:37:09;00:06:37:09;FABst2e sie eine Kundgebung.ÿÿ/Ë¢
310;00:06:37:09;00:06:41:01;"Neben der Festwiese

organisierte sie eine Kundgebung."
311;00:06:41:03;00:06:41:03;FABstpd Die Grenzen zwischen( ( den Veransta0
312;00:06:41:03;00:06:41:03;FABst2ltungen sind fließend.ÿÿ/f
313;00:06:41:03;00:06:44:05;"Die Grenzen zwischen

den Veranstaltungen sind flieûend."
314;00:06:45:12;00:06:45:12;FABstqd Außenministerin Baerbock warb( ( auf ihöô
315;00:06:45:12;00:06:45:12;FABst<rer Südamerika-Reise dafür,ÿÿ%\
316;00:06:45:12;00:06:49:18;"Auûenministerin Baerbock warb

auf ihrer SÈudamerika-Reise dafÈur,"
317;00:06:49:23;00:06:49:23;FABstrd stärker mit Deutschland( ( zu¨v
