No.;Timecode In;Timecode Out;Subtitle
238;00:05:53:08;00:05:53:08;FABstXL zu solchen Mitteln zu greifen.ÿÿ
239;00:05:53:08;00:05:55:24;zu solchen Mitteln zu greifen.
240;00:05:56:15;00:05:56:15;FABstYd Sie hat große Wahlversprechen( ( Ë®
241;00:05:56:15;00:05:56:15;"FABst"" gemacht.ÿÿ?¯"
242;00:05:56:15;00:05:59:20;"Sie hat groûe Wahlversprechen

gemacht."
243;00:06:00:02;00:06:00:02;FABstZPDas Kindergeld soll erhöht werden.ÿÿ)
244;00:06:00:02;00:06:02:13;Das Kindergeld soll erhÈoht werden.
245;00:06:02:21;00:06:02:21;FABst[d Die Medikamente für Kinder( ( solleÒd
246;00:06:02:21;00:06:02:21;FABst0n kostenfrei werden. ÿÿ1à
247;00:06:02:21;00:06:06:12;"Die Medikamente fÈur Kinder

sollen kostenfrei werden."
248;00:06:06:20;00:06:06:20;FABst\dMan sieht doch, dass die PiS alles( ( daranNJ
249;00:06:06:20;00:06:06:20;FABst@ setzt, die Wahl zu gewinnen.ÿÿ!<i>b
250;00:06:06:20;00:06:11:13;"Man sieht doch, dass die PiS alles

daran setzt, die Wahl zu gewinnen."
251;00:06:13:02;00:06:13:02;FABst]PSie greift dafür zu allen Mitteln.ÿÿtt
252;00:06:13:02;00:06:15:13;Sie greift dafÈur zu allen Mitteln.
253;00:06:19:14;00:06:19:14;FABst^d Der Juni zeigte sich heute( ( von s~®
254;00:06:19:14;00:06:19:14;FABst0einer sonnigen Seite,ÿÿ1âr
255;00:06:19:14;00:06:23:00;"Der Juni zeigte sich heute

von seiner sonnigen Seite,"
256;00:06:23:04;00:06:23:04;FABst_d fast überall -( ( auch im Regi
257;00:06:23:04;00:06:23:04;"FABst6erungsviertel in Berlin.ÿÿ+
Î"
258;00:06:23:04;00:06:26:16;"fast Èuberall -

auch im Regierungsviertel in Berlin."
259;00:06:26:20;00:06:26:20;FABst`d Aber die Regierenden( ( haben wenigS¬
260;00:06:26:20;00:06:26:20;FABst2 Ruhe, mal zu relaxen.ÿÿ/Þè
261;00:06:26:20;00:06:30:15;"Aber die Regierenden

haben wenig Ruhe, mal zu relaxen."
262;00:06:32:15;00:06:32:15;FABstaJ Die Umfragewerte sind mies.ÿÿ</i>
263;00:06:32:15;00:06:34:16;Die Umfragewerte sind mies.
264;00:06:35:01;00:06:35:01;FABstbD Das liegt auch daran,ÿÿX
265;00:06:35:01;00:06:36:10;Das liegt auch daran,
266;00:06:36:12;00:06:36:12;FABstcd dass über das geplante( ( Heizungsgø
267;00:06:36:12;00:06:36:12;FABst2esetz gestritten wird.ÿÿ/¾ö
268;00:06:36:12;00:06:39:22;"dass Èuber das geplante

Heizungsgesetz gestritten wird."
269;00:06:40:01;00:06:40:01;FABstdH Es sind noch fünf Wochen,ÿÿp
270;00:06:40:01;00:06:41:19;Es sind noch fÈunf Wochen,
271;00:06:41:23;00:06:41:23;FABsted dann beginnt( ( die parlamentarh
272;00:06:41:23;00:06:41:23;FABst*ische Sommerpause.ÿÿ7Ó
273;00:06:41:23;00:06:44:18;"dann beginnt

die parlamentarische Sommerpause."
274;00:06:44:22;00:06:44:22;FABstfd Bis dahin wollen die Grünen das( ( Geset¢Ø
275;00:06:44:22;00:06:44:22;FABst>z unter Dach und Fach haben.ÿÿ#á<u>
276;00:06:44:22;00:06:48:16;"Bis dahin wollen die GrÈunen das

Gesetz unter Dach und Fach haben."
277;00:06:48:20;00:06:48:20;FABstg< Ob das klappt?ÿÿ!Ïª
278;00:06:48:20;00:06:49:22;Ob das klappt?
279;00:06:50:01;00:06:50:01;FABsthd Das wurde heute( ( noch unwah~À
280;00:06:50:01;00:06:50:01;"FABst""rscheinlicher.ÿÿ?¯"
281;00:06:50:01;00:06:52:14;"Das wurde heute

noch unwahrscheinlicher."
282;00:06:52:16;00:06:52:16;FABstid Die FDP( ( scheint es nicht e
283;00:06:52:16;00:06:52:16;"FABst""ilig zu haben.ÿÿ?º¢"
284;00:06:52:16;00:06:55:08;"Die FDP

scheint es nicht eilig zu haben."
285;00:06:56:10;00:06:56:10;FABstj< Heiner Heller.ÿÿ!½¨
286;00:06:56:10;00:06:57:14;Heiner Heller.
287;00:06:58:21;00:06:58:21;FABstkd Sven Lehmann aus Sachsen-Anhalt( ( lehKÖ
288;00:06:58:21;00:06:58:21;FABst:nt sich entspannt zurück. /(
289;00:06:58:21;00:07:02:10;"Sven Lehmann aus Sachsen-Anhalt

lehnt sich entspannt zurÈuck."
290;00:07:02:12;00:07:02:12;FABstlTEr hat die Energiewende hinter sich.Âä
291;00:07:02:12;00:07:04:17;Er hat die Energiewende hinter sich.
292;00:07:04:19;00:07:04:19;FABstmd In seinem gedämmten Haus( ( heizt bei&
293;00:07:04:19;00:07:04:19;FABst6 Bedarf eine Wärmepumpe.ÿÿ+{ô
294;00:07:04:19;00:07:08:10;"In seinem gedÈammten Haus

heizt bei Bedarf eine WÈarmepumpe."
295;00:07:08:12;00:07:08:12;FABstnL Beim Einbau packte er mit an,ÿÿ
296;00:07:08:12;00:07:10:06;Beim Einbau packte er mit an,
297;00:07:10:08;00:07:10:08;FABstod öffentliche Förderung( ( schontz^
298;00:07:10:08;00:07:10:08;FABst, seinen Geldbeutel.ÿÿ5å
299;00:07:10:08;00:07:13:00;"Èoffentliche FÈorderung

schont seinen Geldbeutel."
300;00:07:13:02;00:07:13:02;FABstpd Er ist fein raus,( ( hat aber Mitg]2
301;00:07:13:02;00:07:13:02;FABst,efühl mit Nachbarn.ÿÿ5j
302;00:07:13:02;00:07:16:08;"Er ist fein raus,

hat aber MitgefÈuhl mit Nachbarn."
303;00:07:16:24;00:07:16:24;FABstqd Was kann sich die Bevölkerung( ( leistÜ¬
304;00:07:16:24;00:07:16:24;FABst:en aufgrund der Inflation?/Âü
305;00:07:16:24;00:07:20:13;"Was kann sich die BevÈolkerung

leisten aufgrund der Inflation?"
306;00:07:20:15;00:07:20:15;FABstrNOder nicht - das ist wesentlich.·*
307;00:07:20:15;00:07:22:17;Oder nicht - das ist wesentlich.
308;00:07:22:19;00:07:22:19;FABstsdUns ging es die letzten Jahre über( ( Ð
309;00:07:22:19;00:07:22:19;FABst4 gut in Deutschland.ÿÿ-ä,
310;00:07:22:19;00:07:25:23;"Uns ging es die letzten Jahre Èuber

gut in Deutschland."
311;00:07:26:00;00:07:26:00;FABsttB Es wurde schlimmer.ÿÿè
312;00:07:26:00;00:07:27:04;Es wurde schlimmer.
313;00:07:27:07;00:07:27:07;FABstud Und jetzt solche Sachen,( ( die
314;00:07:27:07;00:07:27:07;FABst*viel Geld kosten: ÿÿ7Þ
315;00:07:27:07;00:07:30:04;"Und jetzt solche Sachen,

die viel Geld kosten:"
316;00:07:30:06;00:07:30:06;FABstvN Das können viele nicht stemmen.ÿÿ}ø
317;00:07:30:06;00:07:32:11;Das kÈonnen viele nicht stemmen.
318;00:07:32:19;00:07:32:19;FABstwd Die Regierung muss gerade( ( das HlÊ
319;00:07:32:19;00:07:32:19;FABst2eizungsgesetz stemmen.ÿÿ/ôz
