No.;Timecode In;Timecode Out;Subtitle
141;00:03:11:10;00:03:11:10;FABst3d für Hausbesitzer( ( und eine WärmeVz
142;00:03:11:10;00:03:11:10;FABst0planung der Kommunen.ÿÿ1ê\
143;00:03:11:10;00:03:14:24;"fÈur Hausbesitzer

und eine WÈarmeplanung der Kommunen."
144;00:03:16:10;00:03:16:10;FABst4B Im sächsischen Pirna#Ø
145;00:03:16:10;00:03:17:22;Im sÈachsischen Pirna
146;00:03:17:24;00:03:17:24;FABst5d sind sie mittendrin( ( in der komNî
147;00:03:17:24;00:03:17:24;FABst0munalen Wärmeplanung.9)ú
148;00:03:17:24;00:03:21:05;"sind sie mittendrin

in der kommunalen WÈarmeplanung."
149;00:03:21:08;00:03:21:08;FABst6d Sie machen, was bis 2028( ( deutschl8
150;00:03:21:08;00:03:21:08;FABst2andweit erfolgen soll.ÿÿ/¸.
151;00:03:21:08;00:03:25:00;"Sie machen, was bis 2028

deutschlandweit erfolgen soll."
152;00:03:25:09;00:03:25:09;FABst7d Die Sachsen( ( wollen größer1B
153;00:03:25:09;00:03:25:09;"FABst e WohngebieteÿÿA
¾"
154;00:03:25:09;00:03:27:20;"Die Sachsen

wollen grÈoûere Wohngebiete"
155;00:03:27:22;00:03:27:22;FABst8d und Teile der Innenstadt( ( an das Fe<¤
156;00:03:27:22;00:03:27:22;FABst6rnwärmenetz anschließen.ÿÿ+Í4
157;00:03:27:22;00:03:31:15;"und Teile der Innenstadt

an das FernwÈarmenetz anschlieûen."
158;00:03:31:17;00:03:31:17;FABst9d Fernwärmenetze gibt es schon ( ( an viÿ¨
159;00:03:31:17;00:03:31:17;FABst:elen Orten in Deutschland.ÿÿ'æ^
160;00:03:31:17;00:03:35:09;"FernwÈarmenetze gibt es schon

an vielen Orten in Deutschland."
161;00:03:35:11;00:03:35:11;FABst:d Daran angeschlossen waren 2022( ( aber erf°
162;00:03:35:11;00:03:35:11;FABst>st knapp 14 % der Wohnungen.ÿÿ#,
163;00:03:35:11;00:03:39:16;"Daran angeschlossen waren 2022

aber erst knapp 14 % der Wohnungen."
164;00:03:39:20;00:03:39:20;"FABst;d Die Kommunen müssen aber( ( auch all<i>ª"
165;00:03:39:20;00:03:39:20;FABst4e anderen Heizungsartenÿÿ-»Æ
166;00:03:39:20;00:03:43:02;"Die Kommunen mÈussen aber

auch alle anderen Heizungsarten"
167;00:03:43:04;00:03:43:04;FABst<H in ihrem Gebiet erfassen.ÿÿõ¼
168;00:03:43:04;00:03:44:24;in ihrem Gebiet erfassen.
169;00:03:45:01;00:03:45:01;FABst=dErst wenn die kommunale Wärmeplanung( (
170;00:03:45:01;00:03:45:01;FABst6 abgeschlossen ist,ÿÿ+ã
171;00:03:45:01;00:03:48:09;"Erst wenn die kommunale WÈarmeplanung

abgeschlossen ist,"
172;00:03:48:11;00:03:48:11;FABst>d gelten für alle( ( Haus- und Wo,
173;00:03:48:11;00:03:48:11;"FABst&hnungseigentümerÿÿ;kÞ"
174;00:03:48:11;00:03:51:04;"gelten fÈur alle

Haus- und WohnungseigentÈumer"
175;00:03:51:05;00:03:51:05;FABst?Pdie Regeln für den Heizungstausch.ÿÿXr
176;00:03:51:05;00:03:53:07;die Regeln fÈur den Heizungstausch.
177;00:03:53:09;00:03:53:09;FABst@d Darauf hatte sich die Ampel( ( nach lzf
178;00:03:53:09;00:03:53:09;FABst8angem Streit verständigt.ÿÿ)m
179;00:03:53:09;00:03:56:18;"Darauf hatte sich die Ampel

nach langem Streit verstÈandigt."
180;00:03:56:19;00:03:56:19;FABstARKritik kommt vom Eigentümerverband.ÿÿ
181;00:03:56:19;00:03:59:00;Kritik kommt vom EigentÈumerverband.
182;00:03:59:02;00:03:59:02;FABstBL Die Änderung greift nur dort,J¾
183;00:03:59:02;00:04:01:03;Die ÈAnderung greift nur dort,
184;00:04:01:05;00:04:01:05;FABstCd wo Städte und Gemeinden( ( eine WärmL¦
185;00:04:01:05;00:04:01:05;FABst8eplanung vorlegen müssen.1AÀ
186;00:04:01:05;00:04:04:22;"wo StÈadte und Gemeinden

eine WÈarmeplanung vorlegen mÈussen."
187;00:04:04:24;00:04:04:24;FABstDd Im ländlichen Raum( ( ist das o¬*
188;00:04:04:24;00:04:04:24;FABst(ft nicht der Fallÿÿ9âÊ
189;00:04:04:24;00:04:07:21;"Im lÈandlichen Raum

ist das oft nicht der Fall"
190;00:04:07:23;00:04:07:23;FABstEd bei Gemeinden mit( ( weniger als  
191;00:04:07:23;00:04:07:23;FABst*10.000 Einwohnern.ÿÿ7Ä
192;00:04:07:23;00:04:11:00;"bei Gemeinden mit

weniger als 10.000 Einwohnern."
193;00:04:11:02;00:04:11:02;FABstFF Die Unsicherheit bleibt.ÿÿ®<
194;00:04:11:02;00:04:12:24;Die Unsicherheit bleibt.
195;00:04:13:20;00:04:13:20;FABstGd Der Städte- und Gemeindebund( ( Ö
196;00:04:13:20;00:04:13:20;FABst*lobt die Einigung.ÿÿ7º
197;00:04:13:20;00:04:17:02;"Der StÈadte- und Gemeindebund

lobt die Einigung."
198;00:04:17:22;00:04:17:22;FABstHd Es ist positiv,( ( dass die Ai 
199;00:04:17:22;00:04:17:22;FABst(mpel erkannt hat:A«Z
200;00:04:17:22;00:04:21:03;"Es ist positiv,

dass die Ampel erkannt hat:"
201;00:04:21:05;00:04:21:05;FABstId Die kommunale Wärmeplanung( ( muÿØ
202;00:04:21:05;00:04:21:05;FABst(ss Vorrang haben.A
203;00:04:21:05;00:04:24:06;"Die kommunale WÈarmeplanung

muss Vorrang haben."
204;00:04:24:09;00:04:24:09;FABstJd Sonst tauschen die Menschen( ( fb
205;00:04:24:09;00:04:24:09;FABst(die Heizung ausÿÿ9±Z
206;00:04:24:09;00:04:26:24;"Sonst tauschen die Menschen

die Heizung aus"
207;00:04:27:01;00:04:27:01;FABstKdund wenige Jahre später will man ein( ( Úº
208;00:04:27:01;00:04:27:01;FABstHFern- oder Nahwärmenetz schaffen.ÿÿì
209;00:04:27:01;00:04:31:20;"und wenige Jahre spÈater will man ein

Fern- oder NahwÈarmenetz schaffen."
210;00:04:32:24;00:04:32:24;FABstLd Die Ampel hat sich zwar( ( au
211;00:04:32:24;00:04:32:24;"FABst&uch verständigt,ÿÿ;pn"
212;00:04:32:24;00:04:35:19;"Die Ampel hat sich zwar

auch verstÈandigt,"
213;00:04:35:21;00:04:35:21;FABstMd dass Mieter nicht über Gebühr( ( bhÀ
214;00:04:35:21;00:04:35:21;"FABst2elastet werden sollen.ÿÿ/¸"""
215;00:04:35:21;00:04:38:23;"dass Mieter nicht Èuber GebÈuhr

belastet werden sollen."
216;00:04:39:00;00:04:39:00;FABstNd Mieterschützer kritisieren,( ( dass Verm¨¢
217;00:04:39:00;00:04:39:00;"FABst8ieter beim Heizungstauschÿÿ)¹"""
218;00:04:39:00;00:04:42:15;"MieterschÈutzer kritisieren,

dass Vermieter beim Heizungstausch"
219;00:04:42:17;00:04:42:17;FABstOd mögliche Förderungen( ( nicht in Any
220;00:04:42:17;00:04:42:17;FABst0spruch nehmen müssen.ÿÿ1R<
221;00:04:42:17;00:04:46:02;"mÈogliche FÈorderungen

nicht in Anspruch nehmen mÈussen."
222;00:04:46:06;00:04:46:06;FABstPd Er muss sich die zumindest( ( hypothe
223;00:04:46:06;00:04:46:06;FABst4tisch anrechnen lassen.5Â
224;00:04:46:06;00:04:49:19;"Er muss sich die zumindest

hypothetisch anrechnen lassen."
225;00:04:49:21;00:04:49:21;FABstQd Wenn er keine Förderung ( ( in AnÊÂ
226;00:04:49:21;00:04:49:21;FABst,spruch nehmen will,=Ñ
227;00:04:49:21;00:04:52:17;"Wenn er keine FÈorderung

in Anspruch nehmen will,"
228;00:04:52:19;00:04:52:19;FABstRPmuss er die Kosten selber tragen.ÿÿ¬
229;00:04:52:19;00:04:54:21;muss er die Kosten selber tragen.
230;00:04:54:23;00:04:54:23;FABstSH Morgen wird der Bundestagÿÿõp
231;00:04:54:23;00:04:56:13;Morgen wird der Bundestag
232;00:04:56:15;00:04:56:15;FABstTd erstmals über das( ( Gebäudeenerg¶
233;00:04:56:15;00:04:56:15;FABst0iegesetz debattieren.ÿÿ1</u>v
234;00:04:56:15;00:04:59:17;"erstmals Èuber das

GebÈaudeenergiegesetz debattieren."
235;00:05:00:23;00:05:00:23;FABstUd Etwa 110 Mio. Menschen( ( sind welt²
236;00:05:00:23;00:05:00:23;FABst0weit auf der Flucht -ÿÿ1ïü
237;00:05:00:23;00:05:04:00;"Etwa 110 Mio. Menschen

sind weltweit auf der Flucht -"
238;00:05:04:02;00:05:04:02;FABstVD so viele wie noch nie.ÿÿ¼Ò
239;00:05:04:02;00:05:05:17;so viele wie noch nie.
240;00:05:05:19;00:05:05:19;FABstWd Das geht aus( ( einem neuen UNK
241;00:05:05:19;00:05:05:19;"FABst&-Bericht hervor.ÿÿ;B"
242;00:05:05:19;00:05:08:17;"Das geht aus

einem neuen UN-Bericht hervor."
243;00:05:08:21;00:05:08:21;FABstXdEin Grund für den erneuten Anstieg( ( se</u>¬
244;00:05:08:21;00:05:08:21;FABst8ien gewaltsame Konflikte.ÿÿ)õ6
245;00:05:08:21;00:05:12:10;"Ein Grund fÈur den erneuten Anstieg

seien gewaltsame Konflikte."
246;00:05:12:12;00:05:12:12;FABstYd Demnach verließen 2022( ( die meistÿü
247;00:05:12:12;00:05:12:12;FABst2en Menschen (6,5 Mio.)ÿÿ/¥
248;00:05:12:12;00:05:15:17;"Demnach verlieûen 2022

die meisten Menschen (6,5 Mio.)"
249;00:05:15:19;00:05:15:19;FABstZJ das Bürgerkriegsland Syrien.ÿÿÂ
250;00:05:15:19;00:05:17:20;das BÈurgerkriegsland Syrien.
251;00:05:17:22;00:05:17:22;FABst[d Jeweils 5,7 Mio. Menschen( ( flSh
252;00:05:17:22;00:05:17:22;FABst*ohen vor dem Kriegÿÿ7Â
253;00:05:17:22;00:05:20:22;"Jeweils 5,7 Mio. Menschen

flohen vor dem Krieg"
254;00:05:20:24;00:05:20:24;FABst\d gegen die Ukraine( ( und den Talkj
255;00:05:20:24;00:05:20:24;FABst.iban in Afghanistan.ÿÿ32
256;00:05:20:24;00:05:24:09;"gegen die Ukraine

und den Taliban in Afghanistan."
257;00:05:28:22;00:05:28:22;FABst]d Ein tragisches Ende( ( hat die FluO
258;00:05:28:22;00:05:28:22;FABst2cht Hunderter Menschenÿÿ/ùò
259;00:05:28:22;00:05:32:15;"Ein tragisches Ende

hat die Flucht Hunderter Menschen"
260;00:05:32:17;00:05:32:17;FABst^L über das Mittelmeer genommen.ÿÿ¶
261;00:05:32:17;00:05:34:20;Èuber das Mittelmeer genommen.
262;00:05:34:22;00:05:34:22;FABst_RVor Griechenland kenterte ihr Boot,ÿÿí
263;00:05:34:22;00:05:37:09;Vor Griechenland kenterte ihr Boot,
264;00:05:37:11;00:05:37:11;FABst`d mindestens 79 Menschen( ( kamen laulb
265;00:05:37:11;00:05:37:11;FABst0t Behörden ums Leben.ÿÿ1*
266;00:05:37:11;00:05:40:23;"mindestens 79 Menschen

kamen laut BehÈorden ums Leben."
267;00:05:41:00;00:05:41:00;FABstad Über 100 Flüchtlinge( ( konnten bi^
268;00:05:41:00;00:05:41:00;FABst0sher gerettet werden.ÿÿ1Å`
269;00:05:41:00;00:05:44:11;"ÈUber 100 FlÈuchtlinge

konnten bisher gerettet werden."
270;00:05:44:12;00:05:44:12;FABstbd Helfer suchen vor der Halbinsel( ( Pelopo(þ
271;00:05:44:12;00:05:44:12;FABstBnnes weiter nach Überlebenden,ÿÿp
272;00:05:44:12;00:05:48:11;"Helfer suchen vor der Halbinsel

Peloponnes weiter nach ÈUberlebenden,"
273;00:05:48:13;00:05:48:13;FABstcJ viele werden noch vermisst.ÿÿ¶æ
274;00:05:48:13;00:05:50:17;viele werden noch vermisst.
275;00:05:52:24;00:05:52:24;FABstdB Sie haben überlebt:#f¼
276;00:05:52:24;00:05:54:15;Sie haben Èuberlebt:
277;00:05:54:19;00:05:54:19;FABsted Erschöpft liegen( ( Überlebende dØ
278;00:05:54:19;00:05:54:19;FABst,es Unglücks-Schiffs=Ô
279;00:05:54:19;00:05:57:23;"ErschÈopft liegen

ÈUberlebende des UnglÈucks-Schiffs"
280;00:05:58:00;00:05:58:00;FABstfD in einem Auffanglager.ÿÿ¼z
281;00:05:58:00;00:05:59:16;in einem Auffanglager.
282;00:05:59:18;00:05:59:18;FABstgd Mindestens 104 Menschen ( ( konnt
283;00:05:59:18;00:05:59:18;FABst,en gerettet werden.ÿÿ5Úî
284;00:05:59:18;00:06:02:17;"Mindestens 104 Menschen

konnten gerettet werden."
285;00:06:02:19;00:06:02:19;FABsthd 21 von ihnen( ( werden im Krank9ü
286;00:06:02:19;00:06:02:19;FABst(enhaus behandelt.ÿÿ9®
287;00:06:02:19;00:06:05:18;"21 von ihnen

werden im Krankenhaus behandelt."
288;00:06:06:05;00:06:06:05;FABstid Der Kutter war von der libyschen( ( Stad+d
289;00:06:06:05;00:06:06:05;FABst:t Tobruk aus aufgebrochen.ÿÿ'×B
290;00:06:06:05;00:06:10:05;"Der Kutter war von der libyschen

Stadt Tobruk aus aufgebrochen."
291;00:06:10:07;00:06:10:07;FABstj< Ziel: Italien.ÿÿ!Î 
292;00:06:10:07;00:06:11:14;Ziel: Italien.
293;00:06:12:05;00:06:12:05;FABstkd Die griechische Küstenwache( ( hatt*
294;00:06:12:05;00:06:12:05;FABst4e nach eigenen Angaben ÿÿ-¾¦
295;00:06:12:05;00:06:15:13;"Die griechische KÈustenwache

hatte nach eigenen Angaben"
296;00:06:15:15;00:06:15:15;FABstld den Menschen angeboten,( ( s!P
297;00:06:15:15;00:06:15:15;FABst$ie aufzunehmen.ÿÿ=*
298;00:06:15:15;00:06:18:08;"den Menschen angeboten,

sie aufzunehmen."
299;00:06:18:13;00:06:18:13;FABstmJ Das hätten diese abgelehnt.ÿÿt
300;00:06:18:13;00:06:20:16;Das hÈatten diese abgelehnt.
301;00:06:20:18;00:06:20:18;FABstnD Dann sank das Schiff.ÿÿP
302;00:06:20:18;00:06:22:10;Dann sank das Schiff.
303;00:06:22:14;00:06:22:14;FABstoTDie Küstenwache versuchte zu retten.ÿÿ´
304;00:06:22:14;00:06:25:08;Die KÈustenwache versuchte zu retten.
305;00:06:25:10;00:06:25:10;FABstpd Auf dem Schiff sollen sich( ( Hunderte
306;00:06:25:10;00:06:25:10;FABst8 Menschen befunden haben.ÿÿ)²ð
307;00:06:25:10;00:06:29:09;"Auf dem Schiff sollen sich

Hunderte Menschen befunden haben."
308;00:06:29:14;00:06:29:14;FABstqdEine tragische Situation mit einer( ( hoQ
309;00:06:29:14;00:06:29:14;FABstBhen Zahl an Schiffsbrüchigen. '@X
310;00:06:29:14;00:06:34:20;"Eine tragische Situation mit einer

hohen Zahl an SchiffsbrÈuchigen."
311;00:06:36:13;00:06:36:13;FABstrd In diesen Dimensionen haben wir( ( dasSÜ
312;00:06:36:13;00:06:36:13;FABst: lange nicht mehr gesehen./¿V
313;00:06:36:13;00:06:41:00;"In diesen Dimensionen haben wir

das lange nicht mehr gesehen."
314;00:06:43:11;00:06:43:11;FABstsJ Die Menschen auf dem Schiffÿÿ´
315;00:06:43:11;00:06:45:12;Die Menschen auf dem Schiff
316;00:06:45:14;00:06:45:14;FABsttd sollen aus Ägypten,( ( Syrien undö
317;00:06:45:14;00:06:45:14;FABst* Pakistan stammen.ÿÿ7®
