No.;Timecode In;Timecode Out;Subtitle
1;00:00:18:00;00:00:18:00;FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6
2;00:00:18:00;00:00:18:00;FABst¥¥¥æ¥¥ã¥¥¥ç¥¥§ª¦ªîªªªG¦
3;00:00:18:00;00:00:19:02;* Gong *
4;00:00:19:04;00:00:19:04;FABstdHier ist das Erste Deutsche Fernsehen( ( 9
5;00:00:19:04;00:00:19:04;FABst: mit den tagesthemen.ÿÿ'ºð
6;00:00:19:04;00:00:22:13;"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
7;00:00:22:15;00:00:22:15;FABstd Diese Sendung wurde vom NDR( ( live Af
8;00:00:22:15;00:00:22:15;FABst6untertitelt (14.07.2023)ÿÿ+¼¨
9;00:00:22:15;00:00:26:08;"Diese Sendung wurde vom NDR

live untertitelt (14.07.2023)"
10;00:00:26:10;00:00:26:10;FABstd Heute im Studio:( ( Caren Miosga 1ö
11;00:00:26:10;00:00:26:10;FABst.und Susanne Daubner.ÿÿ3»
12;00:00:26:10;00:00:29:06;"Heute im Studio:

Caren Miosga und Susanne Daubner."
13;00:00:29:20;00:00:29:20;FABstd Schönen guten Abend.( ( Guten AÜL
14;00:00:29:20;00:00:29:20;FABst*bend auch von mir.ÿÿ7í
15;00:00:29:20;00:00:32:22;"SchÈonen guten Abend.

Guten Abend auch von mir."
16;00:00:33:02;00:00:33:02;FABstN Bevor der Kanzler Ferien macht,ÿÿ(
17;00:00:33:02;00:00:35:01;Bevor der Kanzler Ferien macht,
18;00:00:35:03;00:00:35:03;FABstderzählte er der Hauptstadtpresse,( ( Èþ
19;00:00:35:03;00:00:35:03;FABst4wohin die Reise geht.ÿÿ-³
20;00:00:35:03;00:00:38:21;"erzÈahlte er der Hauptstadtpresse,

wohin die Reise geht."
21;00:00:39:23;00:00:39:23;FABstd Ob er wie vergangenes Jahr( ( in den tú
22;00:00:39:23;00:00:39:23;FABst4Allgäuer Alpen wandert,5\´
23;00:00:39:23;00:00:44:08;"Ob er wie vergangenes Jahr

in den AllgÈauer Alpen wandert,"
24;00:00:44:10;00:00:44:10;FABstB hat er nicht gesagt.#</i>x
25;00:00:44:10;00:00:45:20;hat er nicht gesagt.
26;00:00:45:22;00:00:45:22;FABstd Sehr wohl aber sprach er über den( ( Weg¦N
27;00:00:45:22;00:00:45:22;FABstF, den die Ampel hinter sich hat.ÿÿ<i>
28;00:00:45:22;00:00:50:01;"Sehr wohl aber sprach er Èuber den

Weg, den die Ampel hinter sich hat."
29;00:00:50:03;00:00:50:03;FABstdUnd was sie künftig schultern muss,( ( Äþ
30;00:00:50:03;00:00:50:03;FABstBum ein besseres Bild abzugebenÿÿ
31;00:00:50:03;00:00:54:04;"Und was sie kÈunftig schultern muss,

um ein besseres Bild abzugeben"
32;00:00:54:06;00:00:54:06;FABstdund um bei anstehenden Wahlen Höhen( ( P
33;00:00:54:06;00:00:54:06;FABst@zu erklimmen, die fern sind.ÿÿ!\
34;00:00:54:06;00:00:59:12;"und um bei anstehenden Wahlen HÈohen

zu erklimmen, die fern sind."
35;00:01:00:03;00:01:00:03;FABstd Es klang ein wenig ( ( nach WR
36;00:01:00:03;00:01:00:03;"FABst&Berge versetzen,ÿÿ;Ù¨"
37;00:01:00:03;00:01:02:23;"Es klang ein wenig

nach Berge versetzen,"
38;00:01:03:00;00:01:03:00;FABstd als Olaf Scholz( ( vorausschaute3H
39;00:01:03:00;00:01:03:00;FABst0 und sich sicher war:ÿÿ1Úä
40;00:01:03:00;00:01:06:07;"als Olaf Scholz

vorausschaute und sich sicher war:"
41;00:01:06:09;00:01:06:09;FABstd Die AfD, die in den Umfragen( ( so weit-6
42;00:01:06:09;00:01:06:09;FABst8 oben steht wie noch nie,ÿÿ)J
43;00:01:06:09;00:01:10:21;"Die AfD, die in den Umfragen

so weit oben steht wie noch nie,"
44;00:01:10:23;00:01:10:23;FABstJ würde wieder runterklettern.ÿÿel
45;00:01:10:23;00:01:13:02;wÈurde wieder runterklettern.
46;00:01:13:04;00:01:13:04;FABst< Nadine Bader.ÿÿ!
47;00:01:13:04;00:01:14:12;Nadine Bader.
48;00:01:18:02;00:01:18:02;FABstdWer Jingle-Bell als Klingelton hat,( ( xJ
49;00:01:18:02;00:01:18:02;FABst0 der ist es.ÿÿ1É~
50;00:01:18:02;00:01:21:02;"Wer Jingle-Bell als Klingelton hat,

der ist es."
51;00:01:23:06;00:01:23:06;FABstd Selten hat man den Kanzler( ( sgØ
52;00:01:23:06;00:01:23:06;FABst&o gelöst erlebt.CK
53;00:01:23:06;00:01:26:01;"Selten hat man den Kanzler

so gelÈost erlebt."
54;00:01:26:04;00:01:26:04;FABstd Klingelnde Handys,( ( irritiereh<
55;00:01:26:04;00:01:26:04;FABst(nde Zwischentöne:AZê
56;00:01:26:04;00:01:29:00;"Klingelnde Handys,

irritierende ZwischentÈone:"
57;00:01:29:02;00:01:29:02;FABstd Der Kanzler lässt sich heute( ( nichtè
58;00:01:29:02;00:01:29:02;FABst4 aus der Ruhe bringen. ÿÿ-¿à
