No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:17:14";"00:00:17:14";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:17:14";"00:00:17:14";"FABst¥¥¥ä¥¥¥¥ç¥¥ç¥§ª¦ªîªªªG</i>´"
"3";"00:00:17:14";"00:00:18:19";"* Gong *"
"4";"00:00:18:21";"00:00:18:21";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:18:21";"00:00:18:21";"FABst: mit den tagesthemen.ÿÿ'ºð"
"6";"00:00:18:21";"00:00:22:06";"Hier ist das Erste Deutsche Fernsehen

mit den tagesthemen."
"7";"00:00:22:08";"00:00:22:08";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:22:08";"00:00:22:08";"FABst6untertitelt (12.06.2023)ÿÿ+»¬"
"9";"00:00:22:08";"00:00:25:24";"Diese Sendung wurde vom NDR

live untertitelt (12.06.2023)"
"10";"00:00:26:01";"00:00:26:01";"FABstd Heute im Studio: Caren Miosga( ( udn"
"11";"00:00:26:01";"00:00:26:01";"FABst2nd Julia-Niharika Sen.ÿÿ/ÅØ"
"12";"00:00:26:01";"00:00:29:02";"Heute im Studio: Caren Miosga

und Julia-Niharika Sen."
"13";"00:00:29:09";"00:00:29:09";"FABstdEine neue Woche tagesthemen beginnt,( ( r"
"14";"00:00:29:09";"00:00:29:09";"FABstB schön, dass Sie dabei sind.ÿÿSÈ"
"15";"00:00:29:09";"00:00:33:03";"Eine neue Woche tagesthemen beginnt,

schÈon, dass Sie dabei sind."
"16";"00:00:33:05";"00:00:33:05";"FABst: Guten Abend.ÿÿ#Õv"
"17";"00:00:33:05";"00:00:34:12";"Guten Abend."
"18";"00:00:34:18";"00:00:34:18";"FABstd Für viele mögen( ( Jets am HimmY6"
"19";"00:00:34:18";"00:00:34:18";"FABst,el über Deutschlandÿÿ5+"
"20";"00:00:34:18";"00:00:38:04";"FÈur viele mÈogen

Jets am Himmel Èuber Deutschland"
"21";"00:00:38:07";"00:00:38:07";"FABstN heute befremdlich gewesen sein.ÿÿå:"
"22";"00:00:38:07";"00:00:40:12";"heute befremdlich gewesen sein."
"23";"00:00:40:14";"00:00:40:14";"FABstVLaut war es mancherorts sicher auch:ÿÿ<u>"
"24";"00:00:40:14";"00:00:43:06";"Laut war es mancherorts sicher auch:"
"25";"00:00:43:15";"00:00:43:15";"FABstdAls 10.000 Soldatinnen und Soldaten( ( J."
