No.;Timecode In;Timecode Out;Subtitle
"1";"00:00:03:00";"00:00:03:00";"FABst6 * Gong *ÿÿZZZZZZZZZZ¥¥ã¥¥¥¥¥6"
"2";"00:00:03:00";"00:00:03:00";"FABst¥¥¥ä¥¥¥¥ç¥¥ç¥§ª¦ªîªªªG</i>´"
"3";"00:00:03:00";"00:00:04:08";"* Gong *"
"4";"00:00:04:12";"00:00:04:12";"FABstdHier ist das Erste Deutsche Fernsehen( ( 9"
"5";"00:00:04:12";"00:00:04:12";"FABst: mit der tagesschau.ÿÿ'õþ"
"6";"00:00:04:12";"00:00:08:03";"Hier ist das Erste Deutsche Fernsehen

mit der tagesschau."
"7";"00:00:08:07";"00:00:08:07";"FABstd Diese Sendung wurde vom NDR( ( live Af"
"8";"00:00:08:07";"00:00:08:07";"FABst6untertitelt (07.07.2023)ÿÿ+¾¤"
"9";"00:00:08:07";"00:00:12:18";"Diese Sendung wurde vom NDR

live untertitelt (07.07.2023)"
"10";"00:00:14:16";"00:00:14:16";"FABstP Heute im Studio: Susanne Daubner.ÿÿïD"
"11";"00:00:14:16";"00:00:17:02";"Heute im Studio: Susanne Daubner."
"12";"00:00:17:21";"00:00:17:21";"FABstd Guten Abend,( ( ich begrüße Si3¦"
"13";"00:00:17:21";"00:00:17:21";"FABst(e zur tagesschau.A¯R"
"14";"00:00:17:21";"00:00:21:04";"Guten Abend,

ich begrÈuûe Sie zur tagesschau."
"15";"00:00:22:10";"00:00:22:10";"FABstd Die USA wollen offenbar( ( internatinf"
"16";"00:00:22:10";"00:00:22:10";"FABst>onal geächtete Streumunitionÿÿ#W"
"17";"00:00:22:10";"00:00:26:07";"Die USA wollen offenbar

international geÈachtete Streumunition"
"18";"00:00:26:11";"00:00:26:11";"FABstF an die Ukraine liefern.ÿÿê"
"19";"00:00:26:11";"00:00:28:10";"an die Ukraine liefern."
"20";"00:00:28:15";"00:00:28:15";"FABstB US-Medien berichten,ÿÿõP"
"21";"00:00:28:15";"00:00:30:09";"US-Medien berichten,"
"22";"00:00:30:13";"00:00:30:13";"FABstd das Pentagon könnte die Pläne( ( ber"Ä"
"23";"00:00:30:13";"00:00:30:13";"FABst6eits am Abend verkünden.ÿÿ+B"
"24";"00:00:30:13";"00:00:33:21";"das Pentagon kÈonnte die PlÈane

bereits am Abend verkÈunden."
"25";"00:00:34:00";"00:00:34:00";"FABstL Kiew will mit dieser Munitionÿÿã¼"
"26";"00:00:34:00";"00:00:36:00";"Kiew will mit dieser Munition"
"27";"00:00:36:04";"00:00:36:04";"FABstd die russischen Frontlinien( ( *"
"28";"00:00:36:04";"00:00:36:04";"FABst"durchbrechen.ÿÿ?Èn"
"29";"00:00:36:04";"00:00:38:15";"die russischen Frontlinien

durchbrechen."
"30";"00:00:38:19";"00:00:38:19";"FABstd Sollten die USA liefern,( ( könnte¨`"
"31";"00:00:38:19";"00:00:38:19";"FABst. das den NATO-Gipfelÿÿ3ÁÊ"
"32";"00:00:38:19";"00:00:42:07";"Sollten die USA liefern,

kÈonnte das den NATO-Gipfel"
"33";"00:00:42:11";"00:00:42:11";"FABstd kommende Woche in Litauen( ( +F"
"34";"00:00:42:11";"00:00:42:11";"FABst$überschatten.ÿÿ=Af"
"35";"00:00:42:11";"00:00:45:00";"kommende Woche in Litauen

Èuberschatten."
"36";"00:00:45:04";"00:00:45:04";"FABstd Deutschland( ( und andere Bü¾h"
"37";"00:00:45:04";"00:00:45:04";"FABst ndnis-PartnerÿÿA"
"38";"00:00:45:04";"00:00:47:11";"Deutschland

und andere BÈundnis-Partner"
"39";"00:00:47:15";"00:00:47:15";"FABstd haben sich zu einem( ( Streubomben-M¦"
"40";"00:00:47:15";"00:00:47:15";"FABst.Verbot verpflichtet.ÿÿ3Úf"
"41";"00:00:47:15";"00:00:50:15";"haben sich zu einem

Streubomben-Verbot verpflichtet."
"42";"00:00:52:00";"00:00:52:00";"FABstd Sie kann mit Bomben( ( abge*("
"43";"00:00:52:00";"00:00:52:00";"FABst$worfen werden, E½â"
"44";"00:00:52:00";"00:00:54:14";"Sie kann mit Bomben

abgeworfen werden,"
"45";"00:00:54:18";"00:00:54:18";"FABstd per Granate verschossen ( ( oder p"
"46";"00:00:54:18";"00:00:54:18";"FABst.er Marschflugkörper:;V"
"47";"00:00:54:18";"00:00:58:05";"per Granate verschossen

oder per MarschflugkÈorper:"
"48";"00:00:58:09";"00:00:58:09";"FABstd Die Wirkung von Streumunition( ("
"49";"00:00:58:09";"00:00:58:09";"FABst,ist immer gleich.ÿÿ5ÆÒ"
"50";"00:00:58:09";"00:01:01:03";"Die Wirkung von Streumunition

ist immer gleich."
"51";"00:01:01:07";"00:01:01:07";"FABstd Flächendeckend Tod und Zerstörung( ( durcþ"
"52";"00:01:01:07";"00:01:01:07";"FABst@h Tausende Kleinstgeschosse. ÿÿ!áp"
"53";"00:01:01:07";"00:01:05:06";"FlÈachendeckend Tod und ZerstÈorung

durch Tausende Kleinstgeschosse."
"54";"00:01:05:10";"00:01:05:10";"FABstd Waffen dieser Art( ( für ArtÚ"
"55";"00:01:05:10";"00:01:05:10";"FABst&illeriegeschützeÿÿ;oê"
"56";"00:01:05:10";"00:01:07:19";"Waffen dieser Art

fÈur ArtilleriegeschÈutze"
"57";"00:01:07:23";"00:01:07:23";"FABstd könnte die Ukraine( ( nun aus 6"
"58";"00:01:07:23";"00:01:07:23";"FABst(den USA bekommen.ÿÿ9òè"
"59";"00:01:07:23";"00:01:10:15";"kÈonnte die Ukraine

nun aus den USA bekommen."
"60";"00:01:10:19";"00:01:10:19";"FABstd Für den Kampf( ( gegen russi÷T"
"61";"00:01:10:19";"00:01:10:19";"FABst&sche Stellungen.ÿÿ;Ö°"
"62";"00:01:10:19";"00:01:13:11";"FÈur den Kampf

gegen russische Stellungen."
"63";"00:01:13:17";"00:01:13:17";"FABstRDiese Munition kann je nach LadungÌ¼"
"64";"00:01:13:17";"00:01:15:19";"Diese Munition kann je nach Ladung"
"65";"00:01:15:23";"00:01:15:23";"FABstd gegen Panzerungen oder Personen( ( &¢"
"66";"00:01:15:23";"00:01:15:23";"FABst.eingesetzt werden.;à¬"
"67";"00:01:15:23";"00:01:18:22";"gegen Panzerungen oder Personen

eingesetzt werden."
"68";"00:01:19:01";"00:01:19:01";"FABstd Sie ist nützlich( ( bei jed$"
"69";"00:01:19:01";"00:01:19:01";"FABst er Offensive.ÿÿAØ"
"70";"00:01:19:01";"00:01:21:08";"Sie ist nÈutzlich

bei jeder Offensive."
"71";"00:01:21:12";"00:01:21:12";"FABstd Wir wissen, Russland( ( hat diese {2"
"72";"00:01:21:12";"00:01:21:12";"FABst8Munition bereits genutzt.ÿÿ)ìú"
"73";"00:01:21:12";"00:01:25:16";"Wir wissen, Russland

hat diese Munition bereits genutzt."
"74";"00:01:25:24";"00:01:25:24";"FABstD Nach Angaben der NATOÿÿ ä"
"75";"00:01:25:24";"00:01:27:10";"Nach Angaben der NATO"
"76";"00:01:27:14";"00:01:27:14";"FABstd hat auch die Ukraine( ( schon Stre'<"
"77";"00:01:27:14";"00:01:27:14";"FABst0umunition eingesetzt.ÿÿ1"
"78";"00:01:27:14";"00:01:30:15";"hat auch die Ukraine

schon Streumunition eingesetzt."
"79";"00:01:30:19";"00:01:30:19";"FABst: Das Problem:ÿÿ#ÆV"
"80";"00:01:30:19";"00:01:31:22";"Das Problem:"
"81";"00:01:32:01";"00:01:32:01";"FABstd Viele Blindgänger( ( machen ¦"
"82";"00:01:32:01";"00:01:32:01";"FABst&das Schlachtfeldÿÿ;ô"
"83";"00:01:32:01";"00:01:34:10";"Viele BlindgÈanger

machen das Schlachtfeld"
"84";"00:01:34:15";"00:01:34:15";"FABstd auch Jahre nach den Kämpfen( ( ÷"
"85";"00:01:34:15";"00:01:34:15";"FABst,zu einer Todeszone.ÿÿ5÷Ð"
"86";"00:01:34:15";"00:01:37:07";"auch Jahre nach den KÈampfen

zu einer Todeszone."
"87";"00:01:37:11";"00:01:37:11";"FABst d Deshalb wurde Streumunition( ( 20Wþ"
"88";"00:01:37:11";"00:01:37:11";"FABst.08 in Oslo geächtet.ÿÿ3F"
"89";"00:01:37:11";"00:01:40:08";"Deshalb wurde Streumunition

2008 in Oslo geÈachtet."
"90";"00:01:40:12";"00:01:40:12";"FABst!dDie Unterzeichner verbieten Einsatz,( ( ProMr"
"91";"00:01:40:12";"00:01:40:12";"FABstJduktion und Weitergabe der Waffen.ÿÿð@"
"92";"00:01:40:12";"00:01:44:18";"Die Unterzeichner verbieten Einsatz,

Produktion und Weitergabe der Waffen."
"93";"00:01:44:23";"00:01:44:23";"FABst"VSie zerstören ihre Munitionsbestände.ÿÿï"
"94";"00:01:44:23";"00:01:47:03";"Sie zerstÈoren ihre MunitionsbestÈande."
"95";"00:01:47:07";"00:01:47:07";"FABst#d Rund 110 Länder sind dabei,( ( àÌ"
"96";"00:01:47:07";"00:01:47:07";"FABst*auch Deutschland.ÿÿ7µ¶"
"97";"00:01:47:07";"00:01:50:12";"Rund 110 LÈander sind dabei,

auch Deutschland."
"98";"00:01:50:16";"00:01:50:16";"FABst$L Für uns ist das keine Option.{Ê"
"99";"00:01:50:16";"00:01:52:16";"FÈur uns ist das keine Option."
"100";"00:01:52:20";"00:01:52:20";"FABst%d Dieser Konvention( ( haben sich D"
"101";"00:01:52:20";"00:01:52:20";"FABst8u.a. nicht angeschlossen:1ÚD"
"102";"00:01:52:20";"00:01:56:01";"Dieser Konvention

haben sich u.a. nicht angeschlossen:"
"103";"00:01:56:05";"00:01:56:05";"FABst&d China, Russland, die Ukraine( ( und d`ø"
"104";"00:01:56:05";"00:01:56:05";"FABst4ie Vereinigten Staaten.ÿÿ-Ü"
"105";"00:01:56:05";"00:02:00:08";"China, Russland, die Ukraine

und die Vereinigten Staaten."
"106";"00:02:00:12";"00:02:00:12";"FABst'TDas habe ich nicht zu kommentieren.ÿÿÑª"
"107";"00:02:00:12";"00:02:02:13";"Das habe ich nicht zu kommentieren."
"108";"00:02:02:17";"00:02:02:17";"FABst(d Auch Jens Stoltenberg( ( w,ò"
"109";"00:02:02:17";"00:02:02:17";"FABst"ill das nicht:ÿÿ?­¦"
"110";"00:02:02:17";"00:02:05:00";"Auch Jens Stoltenberg

will das nicht:"
"111";"00:02:05:05";"00:02:05:05";"FABst)dBloß kein Streit unter Verbündeten,( ( î"
"112";"00:02:05:05";"00:02:05:05";"FABst<wenige Tage vor dem Gipfel.ÿÿ%Ì"
"113";"00:02:05:05";"00:02:09:00";"Bloû kein Streit unter VerbÈundeten,

wenige Tage vor dem Gipfel."
"114";"00:02:09:04";"00:02:09:04";"FABst*d Bei dem soll die Ukraine weitere( ( Hilfe 7"
"115";"00:02:09:04";"00:02:09:04";"FABst>bekommen auf Jahre hinaus.ÿÿ#ËX"
"116";"00:02:09:04";"00:02:13:11";"Bei dem soll die Ukraine weitere

Hilfe bekommen Ð auf Jahre hinaus."
"117";"00:02:13:15";"00:02:13:15";"FABst+d Das wird helfen, die Ukraine ( ( näheÂ"
"118";"00:02:13:15";"00:02:13:15";"FABst8r an die NATO zu bringen.1
|"
"119";"00:02:13:15";"00:02:17:04";"Das wird helfen, die Ukraine

nÈaher an die NATO zu bringen."
"120";"00:02:17:08";"00:02:17:08";"FABst,RAuch durch einen NATO-Ukraine-Rat,°X"
"121";"00:02:17:08";"00:02:19:11";"Auch durch einen NATO-Ukraine-Rat,"
"122";"00:02:19:16";"00:02:19:16";"FABst-d eine neue Plattform,( ( wo wir ge7"
"123";"00:02:19:16";"00:02:19:16";"FABst.meinsam entscheiden.ÿÿ3êd"
"124";"00:02:19:16";"00:02:23:05";"eine neue Plattform,

wo wir gemeinsam entscheiden."
"125";"00:02:23:09";"00:02:23:09";"FABst.d Der ukrainische Präsident aber( ( Ç "
"126";"00:02:23:09";"00:02:23:09";"FABst$ will mehr.ÿÿ=Ö|"
"127";"00:02:23:09";"00:02:25:18";"Der ukrainische PrÈasident aber

will mehr."
"128";"00:02:25:23";"00:02:25:23";"FABst/F Selenskyj heute in Prag.ÿÿ¥Z"
"129";"00:02:25:23";"00:02:27:10";"Selenskyj heute in Prag."
"130";"00:02:27:14";"00:02:27:14";"FABst0d Er nutzt die Tage vor dem Gipfel( ( für eiüV"
