No.;Timecode In;Timecode Out;Subtitle
232;00:04:51:24;00:04:54:09;einen neuen Regierungsstil prÈagen.
233;00:04:54:11;00:04:54:11;FABstVdDie Regierung hat sich auf Details( ( ®
234;00:04:54:11;00:04:54:11;FABst>zum Heizungsgesetz geeinigt.ÿÿ#~
235;00:04:54:11;00:04:58:16;"Die Regierung hat sich auf Details

zum Heizungsgesetz geeinigt."
236;00:04:58:18;00:04:58:18;FABstWd Aber der Finanzminister( ( vera<i>
237;00:04:58:18;00:04:58:18;FABst*langt Änderungen. ÿÿ7Æ
238;00:04:58:18;00:05:01:18;"Aber der Finanzminister

verlangt ÈAnderungen."
239;00:05:02:22;00:05:02:22;FABstX@ Was gewinnen Sie,ÿÿÇþ
240;00:05:02:22;00:05:04:03;Was gewinnen Sie,
241;00:05:04:05;00:05:04:05;FABstYd wenn Sie die Grünen( ( immer voròN
242;00:05:04:05;00:05:04:05;FABst( den Kopf stoßen?ÿÿ9F
243;00:05:04:05;00:05:07:12;"wenn Sie die GrÈunen

immer vor den Kopf stoûen?"
244;00:05:07:22;00:05:07:22;FABstZL Es gibt bei dem Gesetz darum,ÿÿ
245;00:05:07:22;00:05:10:14;Es gibt bei dem Gesetz darum,
246;00:05:11:10;00:05:11:10;FABst[d dass wir( ( die KlimaneutralZ
247;00:05:11:10;00:05:11:10;FABst$ität erreichen.ÿÿ=$
248;00:05:11:10;00:05:14:14;"dass wir

die KlimaneutralitÈat erreichen."
249;00:05:14:16;00:05:14:16;FABst\d Wir müssen Maßnahmen( ( auf dY$
250;00:05:14:16;00:05:14:16;FABst$en Weg bringen.ÿÿ=ÿ2
251;00:05:14:16;00:05:17:21;"Wir mÈussen Maûnahmen

auf den Weg bringen."
252;00:05:17:23;00:05:17:23;FABst]d Aber die Umsetzung des GEGs,( ( des G7N
253;00:05:17:23;00:05:17:23;FABst4ebäude-Energiegesetzes,ÿÿ-9Æ
254;00:05:17:23;00:05:22:08;"Aber die Umsetzung des GEGs,

des GebÈaude-Energiegesetzes,"
255;00:05:23:12;00:05:23:12;FABst^d muss für die Menschen( ( b,
256;00:05:23:12;00:05:23:12;"FABst""ezahlbar sein.ÿÿ?ä2"
257;00:05:23:12;00:05:26:02;"muss fÈur die Menschen

bezahlbar sein."
258;00:05:26:04;00:05:26:04;FABst_dEs müssen keine funktionierenden( ( Heµ
259;00:05:26:04;00:05:26:04;FABst4izung ausgebaut werden.ÿÿ-Ý¬
260;00:05:26:04;00:05:30:13;"Es mÈussen keine funktionierenden

Heizung ausgebaut werden."
261;00:05:30:15;00:05:30:15;FABst`d Wir müssen die Vielfalt ( ( der Te¢~
262;00:05:30:15;00:05:30:15;FABst.chnologien zulassen.ÿÿ3û,
263;00:05:30:15;00:05:33:18;"Wir mÈussen die Vielfalt

der Technologien zulassen."
264;00:05:33:20;00:05:33:20;FABsta@ Wir wissen nicht,ÿÿ×®
265;00:05:33:20;00:05:35:00;Wir wissen nicht,
266;00:05:35:02;00:05:35:02;"FABstbd was sich noch an Innovationen( ( """""
267;00:05:35:02;00:05:35:02;FABst,durchsetzen wird.ÿÿ5 
268;00:05:35:02;00:05:38:06;"was sich noch an Innovationen

durchsetzen wird."
269;00:05:38:08;00:05:38:08;FABstc> Es ist wichtig,ÿÿ
270;00:05:38:08;00:05:39:12;Es ist wichtig,
271;00:05:39:16;00:05:39:16;FABstdd dass wir den Kabinettsentwurf( ( auf7ö
272;00:05:39:16;00:05:39:16;FABst6 den Weg gebracht haben.ÿÿ+º
273;00:05:39:16;00:05:43:10;"dass wir den Kabinettsentwurf

auf den Weg gebracht haben."
274;00:05:43:12;00:05:43:12;FABstedDamit im parlamentarischen Prozess( (
275;00:05:43:12;00:05:43:12;FABst6 dann hinterher gilt,ÿÿ+¼ð
276;00:05:43:12;00:05:47:06;"Damit im parlamentarischen Prozess

dann hinterher gilt,"
277;00:05:47:08;00:05:47:08;FABstfd dass kein Gesetz( ( den Bundes,
278;00:05:47:08;00:05:47:08;"FABst&tag so verlässt,ÿÿ;/è"
279;00:05:47:08;00:05:50:10;"dass kein Gesetz

den Bundestag so verlÈasst,"
280;00:05:50:12;00:05:50:12;FABstgH wie es hineingekommen ist.ÿÿñ*
281;00:05:50:12;00:05:52:10;wie es hineingekommen ist.
282;00:05:52:12;00:05:52:12;FABsthd Atomkraft-Aus, Verbrenner-Aus,( ( Heizun$¦
283;00:05:52:12;00:05:52:12;FABst:gen, Kindergrundsicherung:ÿÿ':
284;00:05:52:12;00:05:56:17;"Atomkraft-Aus, Verbrenner-Aus,

Heizungen, Kindergrundsicherung:"
285;00:05:56:19;00:05:56:19;FABstid Sie stellen immer wieder( ( >R
286;00:05:56:19;00:05:56:19;"FABst""Dinge infrage,ÿÿ?Í<i>"
287;00:05:56:19;00:05:59:23;"Sie stellen immer wieder

Dinge infrage,"
288;00:06:00:00;00:06:00:00;FABstjd die im Koalitionsvertrag( ( auk@
289;00:06:00:00;00:06:00:00;"FABst&sgemacht wurden.ÿÿ;ã"
290;00:06:00:00;00:06:03:02;"die im Koalitionsvertrag

ausgemacht wurden."
291;00:06:03:04;00:06:03:04;FABstkTSind Sie Opposition oder Regierung?ÿÿí
292;00:06:03:04;00:06:05:11;Sind Sie Opposition oder Regierung?
293;00:06:05:13;00:06:05:13;FABstlL Wir haben eine eigene Meinung,ÿÿ¦ø
294;00:06:05:13;00:06:08:05;Wir haben eine eigene Meinung,
295;00:06:10:15;00:06:10:15;FABstmd die wir nicht( ( am Kabinettssä
296;00:06:10:15;00:06:10:15;"FABst""tisch abgeben.ÿÿ?ó<"
297;00:06:10:15;00:06:13:07;"die wir nicht

am Kabinettstisch abgeben."
298;00:06:13:09;00:06:13:09;FABstnd Aber wir sind in eine Regierung( ( C
299;00:06:13:09;00:06:13:09;FABst4und finden Kompromisse.ÿÿ-îº
300;00:06:13:09;00:06:16:15;"Aber wir sind in eine Regierung

und finden Kompromisse."
301;00:06:16:17;00:06:16:17;FABsto6 Es gehtÿÿ'°^
302;00:06:16:17;00:06:17:19;Es geht
303;00:06:17:21;00:06:17:21;FABstpd bei den angesprochenen Themen( ( nichmº
304;00:06:17:21;00:06:17:21;FABst8t ums Dafür oder Dagegen.ÿÿ)W
305;00:06:17:21;00:06:22:06;"bei den angesprochenen Themen

nicht ums DafÈur oder Dagegen."
306;00:06:22:08;00:06:22:08;FABstqd Es geht um die Frage, ( ( wie e[¶
307;00:06:22:08;00:06:22:08;FABst(s umgesetzt wird.ÿÿ9ßX
308;00:06:22:08;00:06:25:03;"Es geht um die Frage,

wie es umgesetzt wird."
309;00:06:25:05;00:06:25:05;FABstrRAuch bei der Kindergrundsicherung.ÿÿÎB
310;00:06:25:05;00:06:27:05;Auch bei der Kindergrundsicherung.
311;00:06:27:07;00:06:27:07;FABstsd Wir haben( ( in den letzten E
312;00:06:27:07;00:06:27:07;FABst(ntlastungspaketenÿÿ9</u>ø
313;00:06:27:07;00:06:29:16;"Wir haben

in den letzten Entlastungspaketen"
314;00:06:29:18;00:06:29:18;FABsttd 7 Milliarden Euro mehr( ( für KinþJ
315;00:06:29:18;00:06:29:18;FABst,der bereitgestellt.ÿÿ5ú
316;00:06:29:18;00:06:32:17;"7 Milliarden Euro mehr

fÈur Kinder bereitgestellt."
317;00:06:32:19;00:06:32:19;FABstud Die brauchen auch ( ( diese o¨
318;00:06:32:19;00:06:32:19;"FABst""Unterstützung.ÿÿ?ö"
319;00:06:32:19;00:06:34:22;"Die brauchen auch

diese UnterstÈutzung."
320;00:06:34:24;00:06:34:24;FABstvd Aber es muss auch darum gehen, ( ( wie =
321;00:06:34:24;00:06:34:24;FABst<es bei den Kindern ankommt.ÿÿ%ãP
322;00:06:34:24;00:06:38:12;"Aber es muss auch darum gehen,

wie es bei den Kindern ankommt."
323;00:06:38:14;00:06:38:14;FABstwd Es werden nur 30 Prozent( ( der P
