No.;Timecode In;Timecode Out;Subtitle
"23";"00:00:40:22";"00:00:40:22";"FABst> besprochen und beschlossen.ÿÿ#ïz"
"24";"00:00:40:22";"00:00:44:12";"hatten die Ampel-KoalitionÈare

vieles besprochen und beschlossen."
"25";"00:00:44:14";"00:00:44:14";"FABstd Ein zentraler Punkt jedoch,( ( dedv"
"26";"00:00:44:14";"00:00:44:14";"FABst0r Millionen Haushalteÿÿ1<u>´"
"27";"00:00:44:14";"00:00:47:15";"Ein zentraler Punkt jedoch,

der Millionen Haushalte"
"28";"00:00:47:17";"00:00:47:17";"FABstdin Deutschland interessiert hatte,( ( þ"
"29";"00:00:47:17";"00:00:47:17";"FABst4 war vage geblieben.ÿÿ-ÂZ"
"30";"00:00:47:17";"00:00:50:19";"in Deutschland interessiert hatte,

war vage geblieben."
"31";"00:00:52:06";"00:00:52:06";"FABstd Und zwar die Frage:( ( Was kommt a$"
"32";"00:00:52:06";"00:00:52:06";"FABst2uf uns beim Heizen zu?ÿÿ/à"
"33";"00:00:52:06";"00:00:55:11";"Und zwar die Frage:

Was kommt auf uns beim Heizen zu?"
"34";"00:00:55:13";"00:00:55:13";"FABstd Welche Pflichten gibt es( ( beim Aus>"
"35";"00:00:55:13";"00:00:55:13";"FABst<tausch von alten Heizungen?ÿÿ%¿è"
"36";"00:00:55:13";"00:00:58:24";"Welche Pflichten gibt es

beim Austausch von alten Heizungen?"
"37";"00:00:59:01";"00:00:59:01";"FABstd Welche Ausnahmeregelungen( ( gibt es !h"
"38";"00:00:59:01";"00:00:59:01";"FABst:für Öl- und Gas-Heizungen?ÿÿ'ÞÈ"
"39";"00:00:59:01";"00:01:02:12";"Welche Ausnahmeregelungen

gibt es fÈur ÈOl- und Gas-Heizungen?"
"40";"00:01:02:14";"00:01:02:14";"FABstd Ab wann gilt( ( welche gesetKº"
"41";"00:01:02:14";"00:01:02:14";"FABst$zliche Vorgabe?ÿÿ=°&"
"42";"00:01:02:14";"00:01:04:20";"Ab wann gilt

welche gesetzliche Vorgabe?"
"43";"00:01:05:02";"00:01:05:02";"FABstd Details, die die Regierung( ( über²v"
"44";"00:01:05:02";"00:01:05:02";"FABst.wiegend geklärt hat.ÿÿ37Þ"
"45";"00:01:05:02";"00:01:08:11";"Details, die die Regierung

Èuberwiegend geklÈart hat."
"46";"00:01:08:13";"00:01:08:13";"FABstd Einzelheiten und Reaktionen( ( yf"
"47";"00:01:08:13";"00:01:08:13";"FABst,auf die Kompromisseÿÿ5«"
"48";"00:01:08:13";"00:01:11:15";"Einzelheiten und Reaktionen

auf die Kompromisse"
"49";"00:01:11:17";"00:01:11:17";"FABstJ fasst Cosima Gill zusammen.ÿÿ÷Z"
"50";"00:01:11:17";"00:01:13:12";"fasst Cosima Gill zusammen."
"51";"00:01:15:19";"00:01:15:19";"FABstd In den nächsten Jahren ( ( mussãÜ"
"52";"00:01:15:19";"00:01:15:19";"FABst, umgerüstet werden.=J<i>"
"53";"00:01:15:19";"00:01:18:18";"In den nÈachsten Jahren

muss umgerÈustet werden."
"54";"00:01:18:20";"00:01:18:20";"FABstVDas ist Eigentümern und Mietern klar:d"
"55";"00:01:18:20";"00:01:21:06";"Das ist EigentÈumern und Mietern klar:"
"56";"00:01:21:08";"00:01:21:08";"FABstd Mehr als 80 % der Wärme( ( stammt ë."
"57";"00:01:21:08";"00:01:21:08";"FABst2aus fossilen Energien.ÿÿ/~"
"58";"00:01:21:08";"00:01:24:16";"Mehr als 80 % der WÈarme

stammt aus fossilen Energien."
"59";"00:01:24:18";"00:01:24:18";"FABstD Das soll sich ändern.ÿÿL."
"60";"00:01:24:18";"00:01:26:06";"Das soll sich Èandern."
"61";"00:01:26:08";"00:01:26:08";"FABstd Heizungsbauer Konrad Proschmann( ( gehen"
"62";"00:01:26:08";"00:01:26:08";"FABstF die Pläne der Ampel zu schnell.ÿÿd"
"63";"00:01:26:08";"00:01:30:13";"Heizungsbauer Konrad Proschmann

gehen die PlÈane der Ampel zu schnell."
"64";"00:01:31:23";"00:01:31:23";"FABstd Das ist ziemlich( ( übers K³"
"65";"00:01:31:23";"00:01:31:23";"FABst"nie gebrochen.G@"
"66";"00:01:31:23";"00:01:34:09";"Das ist ziemlich

Èubers Knie gebrochen."
"67";"00:01:34:11";"00:01:34:11";"FABstL Ab 2024 soll jede neue HeizungÿÿíÀ"
"68";"00:01:34:11";"00:01:36:13";"Ab 2024 soll jede neue Heizung"
"69";"00:01:36:15";"00:01:36:15";"FABstd mit 65 % erneuerbaren Energien( ( mv"
"70";"00:01:36:15";"00:01:36:15";"FABst*betrieben werden.ÿÿ7¨"
"71";"00:01:36:15";"00:01:40:01";"mit 65 % erneuerbaren Energien

betrieben werden."
"72";"00:01:41:24";"00:01:41:24";"FABstdWir haben jetzt schon Wartezeiten( ( füê|"
"73";"00:01:41:24";"00:01:41:24";"FABst<r Heizungsumbau und -neubauÿÿ%£"
"74";"00:01:41:24";"00:01:47:17";"Wir haben jetzt schon Wartezeiten

fÈur Heizungsumbau und -neubau"
"75";"00:01:50:00";"00:01:50:00";"FABstD von bis zu 'nem Jahr.ÿÿù<i>"
"76";"00:01:50:00";"00:01:51:14";"von bis zu 'nem Jahr."
"77";"00:01:52:04";"00:01:52:04";"FABstd Dafür ist mit dem Kompromiss( ( ei¹ö"
"78";"00:01:52:04";"00:01:52:04";"FABst,ne Austauschpflichtÿÿ5ìx"
"79";"00:01:52:04";"00:01:55:11";"DafÈur ist mit dem Kompromiss

eine Austauschpflicht"
"80";"00:01:55:13";"00:01:55:13";"FABstdfür bestehende Öl- und Gasheizungen( ( 2´"
"81";"00:01:55:13";"00:01:55:13";"FABst* vom Tisch.ÿÿ7Ï"
"82";"00:01:55:13";"00:01:58:08";"fÈur bestehende ÈOl- und Gasheizungen

vom Tisch."
"83";"00:01:58:15";"00:01:58:15";"FABstd Gehen alte Heizungen kaputt,( ( könneçð"
"84";"00:01:58:15";"00:01:58:15";"FABst4n sie repariert werden.ÿÿ-@"
"85";"00:01:58:15";"00:02:02:03";"Gehen alte Heizungen kaputt,

kÈonnen sie repariert werden."
"86";"00:02:02:05";"00:02:02:05";"FABst d Geht das nicht mehr,( ( gelten (B"
"87";"00:02:02:05";"00:02:02:05";"FABst(Übergangsfristen.ÿÿ9vò"
"88";"00:02:02:05";"00:02:04:20";"Geht das nicht mehr,

gelten ÈUbergangsfristen."
"89";"00:02:05:01";"00:02:05:01";"FABst!d Vieles ist noch unklar, etwa, ( ( wie di,B"
"90";"00:02:05:01";"00:02:05:01";"FABst:e Bürger entlastet werden.ÿÿ'L>"
"91";"00:02:05:01";"00:02:09:02";"Vieles ist noch unklar, etwa,

wie die BÈurger entlastet werden."
"92";"00:02:09:16";"00:02:09:16";"FABst"d Klar ist, dass über 80-Jährige( ( ni"
"93";"00:02:09:16";"00:02:09:16";"FABst0cht umsteigen müssen.ÿÿ1X6"
"94";"00:02:09:16";"00:02:13:03";"Klar ist, dass Èuber 80-JÈahrige

nicht umsteigen mÈussen."
"95";"00:02:13:10";"00:02:13:10";"FABst#d Aber die Ausnahmen reichen nicht,( ( sagt ´"
"96";"00:02:13:10";"00:02:13:10";"FABstBder Sozialverband Deutschland.ÿÿøØ"
"97";"00:02:13:10";"00:02:17:11";"Aber die Ausnahmen reichen nicht,

sagt der Sozialverband Deutschland."
"98";"00:02:17:18";"00:02:17:18";"FABst$: Wir fordern,+àÎ"
"99";"00:02:17:18";"00:02:19:02";"Wir fordern,"
"100";"00:02:19:04";"00:02:19:04";"FABst%d dass mehr Parameter angewendet ( ( werde)"
"101";"00:02:19:04";"00:02:19:04";"FABst>n als nur eine Altersgrenze.+</i>Þ"
"102";"00:02:19:04";"00:02:23:02";"dass mehr Parameter angewendet

werden als nur eine Altersgrenze."
"103";"00:02:23:04";"00:02:23:04";"FABst&d Etwa die Betreuung( ( von Pfl>"
"104";"00:02:23:04";"00:02:23:04";"FABst$egebedürftigen,ÿÿ=EÂ"
"105";"00:02:23:04";"00:02:26:03";"Etwa die Betreuung

von PflegebedÈurftigen,"
"106";"00:02:26:05";"00:02:26:05";"FABst'd finanzielle Möglichkeiten,( ( BetreuuÏ¸"
"107";"00:02:26:05";"00:02:26:05";"FABst>ng pflegebedürftiger Kinder.ÿÿ#À"
"108";"00:02:26:05";"00:02:30:01";"finanzielle MÈoglichkeiten,

Betreuung pflegebedÈurftiger Kinder."
"109";"00:02:30:03";"00:02:30:03";"FABst(d Auch die Opposition( ( möcht
\"
"110";"00:02:30:03";"00:02:30:03";"FABst&e mehr Klarheit.ÿÿ;X"
"111";"00:02:30:03";"00:02:32:24";"Auch die Opposition

mÈochte mehr Klarheit."
"112";"00:02:33:09";"00:02:33:09";"FABst)d Sie lässt die Menschen( ( mit dÔ"
"113";"00:02:33:09";"00:02:33:09";"FABst(er Sorge allein, AÅÀ"
"114";"00:02:33:09";"00:02:36:12";"Sie lÈasst die Menschen

mit der Sorge allein,"
"115";"00:02:36:14";"00:02:36:14";"FABst*Vwie sie die Kosten schultern sollen.±ê"
"116";"00:02:36:14";"00:02:39:04";"wie sie die Kosten schultern sollen."
"117";"00:02:39:06";"00:02:39:06";"FABst+d Nach monatelangem Streit,( ( 30 Stun6*"
"118";"00:02:39:06";"00:02:39:06";"FABst6den Koalitionsausschuss,ÿÿ+Ö0"
"119";"00:02:39:06";"00:02:42:18";"Nach monatelangem Streit,

30 Stunden Koalitionsausschuss,"
"120";"00:02:42:19";"00:02:42:19";"FABst,J gibt es kein Gesamtkonzept.ÿÿâ<"
"121";"00:02:42:19";"00:02:44:16";"gibt es kein Gesamtkonzept."
"122";"00:02:44:18";"00:02:44:18";"FABst-d Ein Gesamtkonzept will die Ampel ( ( im Ap¬"
"123";"00:02:44:18";"00:02:44:18";"FABstBril im Kabinett verabschieden.ÿÿn"
"124";"00:02:44:18";"00:02:48:20";"Ein Gesamtkonzept will die Ampel

im April im Kabinett verabschieden."
"125";"00:02:48:22";"00:02:48:22";"FABst.TAuch ein Förderprogramm ist geplant.ÿÿFú"
"126";"00:02:48:22";"00:02:51:11";"Auch ein FÈorderprogramm ist geplant."
"127";"00:02:51:13";"00:02:51:13";"FABst/d Die FDP feiert sich( ( für die "Tì."
"128";"00:02:51:13";"00:02:51:13";"FABst0echnologieoffenheit".ÿÿ1v"
"129";"00:02:51:13";"00:02:54:15";"Die FDP feiert sich

fÈur die "Technologieoffenheit"."
"130";"00:02:54:21";"00:02:54:21";"FABst0d Es wird weiterhin möglich sein,( ( mi¥"
"131";"00:02:54:21";"00:02:54:21";"FABst6t Wasserstoff zu heizen.3ÔP"
"132";"00:02:54:21";"00:02:59:00";"Es wird weiterhin mÈoglich sein,

mit Wasserstoff zu heizen."
"133";"00:02:59:02";"00:02:59:02";"FABst1dMan kann eine Gasheizung umrüsten( ( und z"
"134";"00:02:59:02";"00:02:59:02";"FABst@dann mit Wasserstoff heizen. )|"
"135";"00:02:59:02";"00:03:03:03";"Man kann eine Gasheizung umrÈusten

und dann mit Wasserstoff heizen."
"136";"00:03:03:05";"00:03:03:05";"FABst2L Das ist Technologieoffenheit.¥x"
"137";"00:03:03:05";"00:03:05:01";"Das ist Technologieoffenheit."
"138";"00:03:05:07";"00:03:05:07";"FABst3d Die Grünen unterstützen den Wunsch( ( der n"
"139";"00:03:05:07";"00:03:05:07";"FABstHFDP, zweifeln aber den Nutzen an:ÿÿ"
"140";"00:03:05:07";"00:03:09:22";"Die GrÈunen unterstÈutzen den Wunsch

der FDP, zweifeln aber den Nutzen an:"
"141";"00:03:10:00";"00:03:10:00";"FABst4d Es gibt Ausnahmen, wenn das Netz( ( ausg&,"
"142";"00:03:10:00";"00:03:10:00";"FABstBerichtet wird auf Wasserstoff.'°Ä"
"143";"00:03:10:00";"00:03:14:05";"Es gibt Ausnahmen, wenn das Netz

ausgerichtet wird auf Wasserstoff."
"144";"00:03:14:07";"00:03:14:07";"FABst5d Ich glaube nicht,( ( dass sich d|ä"
"145";"00:03:14:07";"00:03:14:07";"FABst.as durchsetzen wird,; r"
"146";"00:03:14:07";"00:03:17:04";"Ich glaube nicht,

dass sich das durchsetzen wird,"
"147";"00:03:17:06";"00:03:17:06";"FABst6d weil es nicht( ( die effizientPÖ"
"148";"00:03:17:06";"00:03:17:06";"FABst*este Variante ist.ÿÿ7¦"
"149";"00:03:17:06";"00:03:20:02";"weil es nicht

die effizienteste Variante ist."
"150";"00:03:20:04";"00:03:20:04";"FABst7d Am effizientesten( ( werden Wäð"
"151";"00:03:20:04";"00:03:20:04";"FABst$rmepumpen sein.ÿÿ=<u>""
"152";"00:03:20:04";"00:03:22:17";"Am effizientesten

werden WÈarmepumpen sein."
"153";"00:03:22:19";"00:03:22:19";"FABst8d Die Wärmepumpe( ( wird in den P"
"154";"00:03:22:19";"00:03:22:19";"FABst&kommenden Jahrenÿÿ;
Ø"
"155";"00:03:22:19";"00:03:25:10";"Die WÈarmepumpe

wird in den kommenden Jahren"
"156";"00:03:25:12";"00:03:25:12";"FABst9d wohl in Tausenden Haushalten( ( Wø"
"157";"00:03:25:12";"00:03:25:12";"FABst" eingebaut.ÿÿ?¼h"
"158";"00:03:25:12";"00:03:28:01";"wohl in Tausenden Haushalten

eingebaut."
"159";"00:03:28:03";"00:03:28:03";"FABst:d Heizungsbauer Proschmann ( ( hat"
"160";"00:03:28:03";"00:03:28:03";"FABst0schon viele Anfragen,ÿÿ1üt"
"161";"00:03:28:03";"00:03:31:03";"Heizungsbauer Proschmann

hat schon viele Anfragen,"
"162";"00:03:31:05";"00:03:31:05";"FABst;J damit verbunden auch Sorgen.ÿÿ&"
"163";"00:03:31:05";"00:03:33:04";"damit verbunden auch Sorgen."
"164";"00:03:33:10";"00:03:33:10";"FABst<d Die Wärmepumpen laufen mit Strom,( ( ger÷t"
"165";"00:03:33:10";"00:03:33:10";"FABstHade hier im Osten mit Kohlestrom.ÿÿÁä"
"166";"00:03:33:10";"00:03:37:19";"Die WÈarmepumpen laufen mit Strom,

gerade hier im Osten mit Kohlestrom."
"167";"00:03:38:07";"00:03:38:07";"FABst=d Das ist ein Problem, ( ( dass"
"168";"00:03:38:07";"00:03:38:07";"FABst*für jeden Haushaltÿÿ7F:"
"169";"00:03:38:07";"00:03:42:19";"Das ist ein Problem,

dass fÈur jeden Haushalt"
"170";"00:03:43:22";"00:03:43:22";"FABst>d dann 'ne Wärmepumpe( ( und eiçV"
"171";"00:03:43:22";"00:03:43:22";"FABst(n Elektroauto ...ÿÿ9ýò"
"172";"00:03:43:22";"00:03:46:18";"dann 'ne WÈarmepumpe

und ein Elektroauto ..."
"173";"00:03:47:15";"00:03:47:15";"FABst?d Das ist eine Herausforderung( ( für®"
"174";"00:03:47:15";"00:03:47:15";"FABst0 unsere Gesellschaft.ÿÿ1çr"
"175";"00:03:47:15";"00:03:50:22";"Das ist eine Herausforderung

fÈur unsere Gesellschaft."
"176";"00:03:52:23";"00:03:52:23";"FABst@d Was da auf Hausbesitzer( ( n¸"
"177";"00:03:52:23";"00:03:52:23";"FABst"genau zukommt,ÿÿ?ûî"
"178";"00:03:52:23";"00:03:55:09";"Was da auf Hausbesitzer

genau zukommt,"
"179";"00:03:55:11";"00:03:55:11";"FABstAd haben wir zusammengefasst( ( a|@"
"180";"00:03:55:11";"00:03:55:11";"FABst(uf tagesschau.de.ÿÿ9Æ¨"
"181";"00:03:55:11";"00:03:58:17";"haben wir zusammengefasst

auf tagesschau.de."
"182";"00:04:03:17";"00:04:03:17";"FABstBd Am letzten Wochenende ( ( hatten1<i>"
"183";"00:04:03:17";"00:04:03:17";"FABst* sich die Protesteÿÿ7®"
"184";"00:04:03:17";"00:04:06:13";"Am letzten Wochenende

hatten sich die Proteste"
"185";"00:04:06:15";"00:04:06:15";"FABstCN und Demonstrationen zugespitzt.ÿÿÃ"
"186";"00:04:06:15";"00:04:08:12";"und Demonstrationen zugespitzt."
"187";"00:04:08:14";"00:04:08:14";"FABstDdMinisterpräsident Netanjahu sprach( ( von­p"
"188";"00:04:08:14";"00:04:08:14";"FABstD der Gefahr eines Bürgerkriegs ÿÿ"
"189";"00:04:08:14";"00:04:12:14";"MinisterprÈasident Netanjahu sprach

von der Gefahr eines BÈurgerkriegs"
"190";"00:04:12:16";"00:04:12:16";"FABstEd und verschob seine( ( umstrittene'"
"191";"00:04:12:16";"00:04:12:16";"FABst6 Justiz-Reform erst mal.ÿÿ+©8"
"192";"00:04:12:16";"00:04:15:23";"und verschob seine

umstrittene Justiz-Reform erst mal."
"193";"00:04:16:00";"00:04:16:00";"FABstFd Doch wenn( ( Israels RegierunV"
"194";"00:04:16:00";"00:04:16:00";"FABst"gschef hoffte,ÿÿ?ö."
"195";"00:04:16:00";"00:04:18:12";"Doch wenn

Israels Regierungschef hoffte,"
"196";"00:04:18:14";"00:04:18:14";"FABstGd damit Druck( ( von der Str?"
"197";"00:04:18:14";"00:04:18:14";"FABst"aße zu nehmen,ÿÿ?Ô"
"198";"00:04:18:14";"00:04:20:22";"damit Druck

von der Straûe zu nehmen,"
"199";"00:04:20:24";"00:04:20:24";"FABstHd wurde er heute( ( eines bespl"
"200";"00:04:20:24";"00:04:20:24";"FABst"seren belehrt.ÿÿ?ñ"
"201";"00:04:20:24";"00:04:23:06";"wurde er heute

eines besseren belehrt."
"202";"00:04:23:13";"00:04:23:13";"FABstId Denn gegen das Vorhaben,( ( höchs¦"
"203";"00:04:23:13";"00:04:23:13";"FABst,te Gerichtsurteile ÿÿ5¦"
"204";"00:04:23:13";"00:04:27:05";"Denn gegen das Vorhaben,

hÈochste Gerichtsurteile"
"205";"00:04:27:07";"00:04:27:07";"FABstJd außer Kraft setzen zu können,( ( g*("
"206";"00:04:27:07";"00:04:27:07";"FABst0ingen erneut Tausendeÿÿ1£n"
"207";"00:04:27:07";"00:04:30:08";"auûer Kraft setzen zu kÈonnen,

gingen erneut Tausende"
"208";"00:04:30:10";"00:04:30:10";"FABstKd auf die Straße.( ( Sophie vP"
"209";"00:04:30:10";"00:04:30:10";"FABston der Tann.ÿÿCÙ0"
"210";"00:04:30:10";"00:04:32:15";"auf die Straûe.

Sophie von der Tann."
"211";"00:04:34:07";"00:04:34:07";"FABstLd Amit Finkler geht( ( seit drei Mo<u>"
"212";"00:04:34:07";"00:04:34:07";"FABst0naten auf die Straße.9Ê"
"213";"00:04:34:07";"00:04:37:13";"Amit Finkler geht

seit drei Monaten auf die Straûe."
"214";"00:04:37:15";"00:04:37:15";"FABstMN In Rechovot südlich von Tel Aviv"
"215";"00:04:37:15";"00:04:39:23";"In Rechovot sÈudlich von Tel Aviv"
"216";"00:04:40:00";"00:04:40:00";"FABstNd demonstriert der Physiker( ( gegen dien"
"217";"00:04:40:00";"00:04:40:00";"FABst4 geplante Justizreform.ÿÿ-ð¨"
"218";"00:04:40:00";"00:04:43:12";"demonstriert der Physiker

gegen die geplante Justizreform."
"219";"00:04:43:20";"00:04:43:20";"FABstOd Dass Premier Netanjahu( ( einen vPö"
"220";"00:04:43:20";"00:04:43:20";"FABst.orübergehenden Stoppÿÿ3"
"221";"00:04:43:20";"00:04:47:07";"Dass Premier Netanjahu

einen vorÈubergehenden Stopp"
"222";"00:04:47:09";"00:04:47:09";"FABstPd der Reform angekündigt hat,( ( ¥¦"
"223";"00:04:47:09";"00:04:47:09";"FABst*reicht ihm nicht.ÿÿ7ÀÈ"
"224";"00:04:47:09";"00:04:50:03";"der Reform angekÈundigt hat,

reicht ihm nicht."
"225";"00:04:50:18";"00:04:50:18";"FABstQd Wir sehen,( ( dass die Protes1"
"226";"00:04:50:18";"00:04:50:18";"FABst&te was bewirken.CÌ"
"227";"00:04:50:18";"00:04:54:07";"Wir sehen,

dass die Proteste was bewirken."
"228";"00:04:55:21";"00:04:55:21";"FABstRd Ich glaube,( ( dass ohne diesÔ"
"229";"00:04:55:21";"00:04:55:21";"FABst(e DemonstrationenA"
"230";"00:04:55:21";"00:04:58:18";"Ich glaube,

dass ohne diese Demonstrationen"
"231";"00:04:58:20";"00:04:58:20";"FABstSd die Gesetze wie ein Blitz( ( verabaþ"
"232";"00:04:58:20";"00:04:58:20";"FABst2schiedet worden wären.ÿÿ/06"
"233";"00:04:58:20";"00:05:02:12";"die Gesetze wie ein Blitz

verabschiedet worden wÈaren."
"234";"00:05:07:06";"00:05:07:06";"FABstTd Mit seinem Chor singt Amit ( ( die iKö"
"235";"00:05:07:06";"00:05:07:06";"FABst6sraelische Nationalhymneÿÿ+j"
"236";"00:05:07:06";"00:05:10:21";"Mit seinem Chor singt Amit

die israelische Nationalhymne"
"237";"00:05:10:23";"00:05:10:23";"FABstUP Hatikva, übersetzt: Die Hoffnung.ÿÿ4"
"238";"00:05:10:23";"00:05:13:00";"Hatikva, Èubersetzt: Die Hoffnung."
"239";"00:05:14:00";"00:05:14:00";"FABstVD Sie alle hier hoffen,ÿÿ</u>P"
"240";"00:05:14:00";"00:05:15:15";"Sie alle hier hoffen,"
"241";"00:05:15:17";"00:05:15:17";"FABstWd die Demokratie( ( in Israel be+"
"242";"00:05:15:17";"00:05:15:17";"FABst(wahren zu können.ÿÿ9Lx"
"243";"00:05:15:17";"00:05:18:11";"die Demokratie

in Israel bewahren zu kÈonnen."
"244";"00:05:21:18";"00:05:21:18";"FABstXd In einem Monat tritt die Knesset ( ( nach²"
"245";"00:05:21:18";"00:05:21:18";"FABst@ einer Pause wieder zusammen.ÿÿ!Ô"
"246";"00:05:21:18";"00:05:25:21";"In einem Monat tritt die Knesset

nach einer Pause wieder zusammen."
"247";"00:05:25:23";"00:05:25:23";"FABstYd Dann könnte die Reform trotz( ( des StoÓ<u>"
"248";"00:05:25:23";"00:05:25:23";"FABst8pps verabschiedet werden.ÿÿ)Í:"
"249";"00:05:25:23";"00:05:29:18";"Dann kÈonnte die Reform trotz

des Stopps verabschiedet werden."
"250";"00:05:30:06";"00:05:30:06";"FABstZTSie würde dem Parlament ermöglichen,ÿÿ·è"
"251";"00:05:30:06";"00:05:33:09";"Sie wÈurde dem Parlament ermÈoglichen,"
"252";"00:05:33:11";"00:05:33:11";"FABst[d Entscheidungen( ( des Obersten Geì"
"253";"00:05:33:11";"00:05:33:11";"FABst,richts auszuhebeln.ÿÿ5ä"
"254";"00:05:33:11";"00:05:36:11";"Entscheidungen

des Obersten Gerichts auszuhebeln."
"255";"00:05:36:13";"00:05:36:13";"FABst\dUnd der Regierung mehr Kontrolle über( ( È"
"256";"00:05:36:13";"00:05:36:13";"FABstHdie Ernennung von Richtern geben.ÿÿØ"
"257";"00:05:36:13";"00:05:41:01";"Und der Regierung mehr Kontrolle Èuber

die Ernennung von Richtern geben."
"258";"00:05:41:17";"00:05:41:17";"FABst]dDie israelische Politikjournalistin( ( TF"
"259";"00:05:41:17";"00:05:41:17";"FABst<al Schneider ist überzeugt,ÿÿ%""
"260";"00:05:41:17";"00:05:45:18";"Die israelische Politikjournalistin

Tal Schneider ist Èuberzeugt,"
"261";"00:05:45:20";"00:05:45:20";"FABst^d Netanjahu verfolge mit dem( ( Umbau der("
"262";"00:05:45:20";"00:05:45:20";"FABst: Justiz persönliche Ziele.ÿÿ'm$"
"263";"00:05:45:20";"00:05:49:19";"Netanjahu verfolge mit dem

Umbau der Justiz persÈonliche Ziele."
"264";"00:05:49:21";"00:05:49:21";"FABst_dEr steht wegen Korruptionsvorwürfen( ( îF"
"265";"00:05:49:21";"00:05:49:21";"FABst, vor Gericht.ÿÿ5÷Ú"
"266";"00:05:49:21";"00:05:52:19";"Er steht wegen KorruptionsvorwÈurfen

vor Gericht."
"267";"00:05:53:18";"00:05:53:18";"FABst`d Er will seine( ( eigenen RichQ<"
"268";"00:05:53:18";"00:05:53:18";"FABst"ter auswählen.G"
"269";"00:05:53:18";"00:05:56:06";"Er will seine

eigenen Richter auswÈahlen."
"270";"00:05:56:12";"00:05:56:12";"FABstad Das ist ein Merkmal( ( eineZÈ"
"271";"00:05:56:12";"00:05:56:12";"FABst$r Art Diktatur,E 4"
"272";"00:05:56:12";"00:05:59:11";"Das ist ein Merkmal

einer Art Diktatur,"
"273";"00:05:59:13";"00:05:59:13";"FABstbdwenn Regierende aussuchen können,( ( ¸Ð"
"274";"00:05:59:13";"00:05:59:13";"FABst4wer über sie richtet.ÿÿ-ö"
"275";"00:05:59:13";"00:06:02:19";"wenn Regierende aussuchen kÈonnen,

wer Èuber sie richtet."
"276";"00:06:03:24";"00:06:03:24";"FABstcd Netanjahu( ( sei so schwach 4>"
"277";"00:06:03:24";"00:06:03:24";"FABst wie noch nie,ÿÿA³ö"
"278";"00:06:03:24";"00:06:06:22";"Netanjahu

sei so schwach wie noch nie,"
"279";"00:06:06:24";"00:06:06:24";"FABstdd die Zukunft seiner Koalition( ("
"280";"00:06:06:24";"00:06:06:24";"FABst ungewiss.ÿÿA¥ "
"281";"00:06:06:24";"00:06:09:09";"die Zukunft seiner Koalition

ungewiss."
"282";"00:06:12:01";"00:06:12:01";"FABsted Im Wahlkampf( ( versprach e¾"
"283";"00:06:12:01";"00:06:12:01";"FABst r Stabilität.ÿÿA\"
"284";"00:06:12:01";"00:06:14:06";"Im Wahlkampf

versprach er StabilitÈat."
"285";"00:06:14:13";"00:06:14:13";"FABstfd Seit er Ende Dezember 2022 ( ( ins 7n"
"286";"00:06:14:13";"00:06:14:13";"FABst4Amt kam, gibt es keine.ÿÿ-«"
"287";"00:06:14:13";"00:06:18:08";"Seit er Ende Dezember 2022

ins Amt kam, gibt es keine."
"288";"00:06:20:01";"00:06:20:01";"FABstgRDas Land war noch nie so instabil.ÿÿ^"
"289";"00:06:20:01";"00:06:22:10";"Das Land war noch nie so instabil."
