Timecode In,Timecode Out,Subtitle
00:12:06:13,00:12:08:24,forderte bereits viele Menschenleben.
00:12:09:01,00:12:12:16,Jedes dieser Faehnchen steht fuer einen gefallenen Soldaten.
00:12:12:18,00:12:14:20,ÈOffentlich spricht in der Ukraine
00:12:14:22,00:12:17:12,niemand ueber die Zahl der eigenen Verluste.
00:12:17:14,00:12:19:20,Die Moral soll nicht gefaehrdet werden.
00:12:19:23,00:12:23:18,Ich habe mehr als einmal von der Gegenoffensive gehoert.
00:12:23:20,00:12:28:01,"Aber leider laesst mich das, was ich sehe, daran zweifeln."
00:12:30:03,00:12:34:21,Seit mehr als einem Jahr kaempft Marton an der Front im Osten -
00:12:34:23,00:12:36:10,zuletzt in Bachmut.
00:12:37:09,00:12:41:01,Gerade laesst er sich nach einer Verletzung in Kiew behandeln.
00:12:42:10,00:12:45:20,Wir haben hohe Verluste. Sie greifen staendig an.
00:12:45:21,00:12:48:08,Jeden Tag verlieren wir eine Strasse.
00:12:48:10,00:12:51:17,Unsere Einheit arbeitet jetzt im Zentrum von Bachmut.
00:12:51:19,00:12:53:11,Jeden Tag geben wir ab.
00:12:53:13,00:12:55:18,"Leider sind das ungleiche Kraefte,"
00:12:55:20,00:12:59:19,aber wahrscheinlich hat unsere Leitung irgendeinen Plan.
00:13:00:10,00:13:03:17,"Dass die ukrainische Gegenoffensive noch nicht laeuft,"
00:13:03:20,00:13:05:05,hat mehrere Gruende.
00:13:05:07,00:13:08:12,"Ein Grund, neben den hohen Verlusten, das Wetter."
00:13:08:14,00:13:12:22,"Bis die Boeden ueberall trocken sind, duerfte es noch einige Wochen dauern."
00:13:12:24,00:13:16:13,"Bis dahin muessen auch die fehlenden Waffen geliefert werden,"
00:13:16:15,00:13:18:04,erklaeren Militaerexperten.
00:13:18:14,00:13:22:06,Die Technik kommt erst seit kurzer Zeit bei uns an.
00:13:22:08,00:13:25:06,"Aber wir haben noch immer nicht alles erhalten,"
00:13:25:08,00:13:27:05,was uns versprochen wurde.
00:13:27:07,00:13:30:18,"Weder bei den Panzern, noch bei gepanzerten Kampffahrzeugen,"
00:13:30:20,00:13:32:18,noch bei Artillerie und Munition.
00:13:32:20,00:13:37:01,Zudem erneuert die Ukraine ihre Bitte um F16-Kampfflugzeuge.
00:13:37:03,00:13:40:22,"Die brauche es bei der Offensive, nach der Meinung von Experten,"
00:13:40:24,00:13:44:19,als Ergaenzung zu bodengestuetzten Flugabwehrsystemen.
00:13:45:09,00:13:46:24,"Es ist nicht moeglich,"
00:13:47:01,00:13:50:02,das ganze Land mit Flugabwehrsystemen zu schuetzen.
00:13:50:04,00:13:53:05,"Erst recht nicht in der Anzahl, wie wir sie erhalten."
00:13:53:07,00:13:55:11,Deshalb ist die Situation ganz einfach:
00:13:55:13,00:13:58:03,Entweder bekommen wir frueher oder spaeter F16
00:13:58:05,00:14:01:08,oder der Westen wird sich selbst einmischen muessen.
00:14:01:10,00:14:04:15,Die russische Luftwaffe wird sich nicht in Luft aufloesen.
00:14:04:17,00:14:07:19,"Die Ukraine habe noch die zweite Haelfte des Fruehjahrs,"
00:14:07:21,00:14:10:05,"den Sommer und die erste Haelfte vom Herbst,"
00:14:10:08,00:14:12:24,"um Offensiven durchzufuehren, sagt Beleskov."
00:14:13:01,00:14:16:15,Das Land duerfe sich daher nicht unter Druck setzen lassen.
00:14:16:17,00:14:17:18,"Es ist klar,"
00:14:17:20,00:14:21:20,dass alle positive Nachrichten ueber ukrainische Aktionen hoeren wollen.
00:14:21:22,00:14:24:18,"Aber alle verstehen, dass unvorbereitete Aktionen"
00:14:24:20,00:14:26:07,unsere Chancen senken.
00:14:26:09,00:14:30:07,Die ukrainische Gegenoffensive wird ziemlich sicher kommen.
00:14:30:09,00:14:33:22,"Wenn die Soldaten vorbereitet sind, die Technik bereit"
00:14:33:24,00:14:35:21,und der Boden trocken ist.
00:14:35:23,00:14:39:10,Wann und wo soll bis zum Beginn geheim bleiben.
00:14:41:13,00:14:44:08,"Dieser Beginn wird wohl davon abhaengen,"
00:14:44:10,00:14:47:15,wann und welche Waffen und wie viel Munition
00:14:47:17,00:14:50:03,der Westen an die Ukraine liefert.
00:14:50:06,00:14:54:05,Verteidigungsminister Pistorius hat einer moeglichen Lieferung
00:14:54:07,00:14:56:21,deutscher Kampfjets eine Absage erteilt.
00:14:56:23,00:15:00:00,Pistorius war wie viele seiner westlichen Kollegen
00:15:00:02,00:15:03:05,"heute bei einem Treffen auf der US-Basis in Ramstein,"
00:15:03:07,00:15:07:08,um die weitere militaerische Hilfe fuer die Ukraine zu koordinieren.
00:15:07:10,00:15:10:14,"Und die laesst nichts unversucht, um ihrer Forderung"
00:15:10:16,00:15:13:05,nach Kampfjets Nachdruck zu verleihen.
00:15:13:07,00:15:14:16,Juri Sonnenholzner.
00:15:18:07,00:15:20:13,Trotz Krieg mit Tod und Zerstoerung
00:15:20:15,00:15:23:00,bewahrt die ukrainische Regierung Humor:
00:15:23:02,00:15:25:22,Mit diesem Clip wirbt sie seit dem fruehen Morgen
00:15:25:24,00:15:30:12,"fuer Kampfflugzeuge, im Look der 80er- Jahre zu Top-Gun-Filmmusik."
00:15:30:14,00:15:33:17,Nach Panzern aus dem Westen seien jetzt F16-Jets
00:15:33:19,00:15:36:05,bei der Ukraine in guten Haenden.
00:15:36:13,00:15:39:20,Da ist der deutsche Verteidigungsminister fein raus:
00:15:39:22,00:15:43:11,"Deutschland fliegt keine F16, nur Eurofighter und Tornados."
00:15:43:13,00:15:47:07,Letztgenannte seien fuer US-Atombomben im Krisenfall notwendig -
00:15:47:09,00:15:48:14,also nicht zu haben.
00:15:48:22,00:15:52:16,"Tornado und Eurofighter haben andere Faehigkeiten, als die,"
00:15:52:18,00:15:57:05,die jetzt in der Gefechtssituation in der Ukraine gebraucht werden.
00:15:57:07,00:16:00:22,Dennoch: Deutschland tritt als starker Partner auf -
00:16:00:24,00:16:03:09,von sich aus und nicht dazu gedraengt:
00:16:03:11,00:16:07:12,80 Leopard-1-Panzer und etliche Leopard-2 bis zum Sommer
00:16:07:14,00:16:09:23,sind der Ukraine bereits zugesagt.
00:16:09:24,00:16:12:17,Jetzt gibt es zusaetzliche Unterstuetzung:
00:16:12:20,00:16:16:10,Zusammen mit Polen soll es an der polnischen Grenze zur Ukraine
00:16:16:12,00:16:19:11,ein Instandsetzungszentrum fuer Leopard-Panzer geben.
00:16:19:13,00:16:23:00,"Kosten: bis zu 200 Mio. Euro im Jahr, fair geteilt."
00:16:24:04,00:16:25:09,Und die anderen?
00:16:25:11,00:16:27:21,US-Verteidigungsminister Lloyd Austin
00:16:27:23,00:16:31:11,spricht von einer anhaltend starken Unterstuetzung fuer Kiew.
00:16:31:13,00:16:34:17,"Stand bei den bisherigen zehn Treffen immer im Fokus,"
00:16:34:19,00:16:37:22,"welche naechste Waffengattung geliefert werden kann,"
00:16:37:24,00:16:40:15,geht es jetzt um die Munition dafuer.
00:16:40:23,00:16:42:20,"Wir helfen der Ukraine,"
00:16:42:22,00:16:46:12,ihre Zivilisten und ihren Luftraum zu schuetzen.
00:16:46:14,00:16:49:15,Gegen russische Raketen und iranische Drohnen.
00:16:49:17,00:16:52:07,Dafuer erhoehen die Teilnehmer der Kontaktgruppe
00:16:52:10,00:16:56:14,Lieferungen von Luftabwehr und der benoetigten Munition dafuer.
00:16:58:00,00:17:01:20,Die Kontaktgruppe zeigt sich geschlossen wie nie zuvor.
00:17:01:22,00:17:03:06,Alles andere
00:17:03:08,00:17:06:18,wuerde die geplante Gegenoffensive auch konterkarieren.
00:17:06:20,00:17:10:10,"So ist der ukrainische Verteidigungsminister gut gelaunt,"
00:17:10:12,00:17:12:20,als er sein Ramstein-Resuemee zieht:
00:17:12:22,00:17:18:09,Frueher hoerte ich bei den Treffen hier die Leoparden immer nur roehren.
00:17:18:11,00:17:20:07,Jetzt sehe ich sie rollen.
00:17:22:23,00:17:24:09,Der Ukraine-Krieg:
00:17:24:11,00:17:28:03,"Mittlerweile ein Abnutzungskrieg, der mehr Nachschub fordert."
00:17:28:05,00:17:31:18,Die Mitglieder der Kontaktgruppe wollen das leisten.
00:17:31:20,00:17:36:16,"F16-Kampfjets aber, wie sie die Ukrainer humorvoll preisen,"
00:17:36:18,00:17:40:18,"wegen ""spektakulaerer Rundumsicht und Liegesessel"" -"
00:17:40:20,00:17:43:02,wird es vorerst nicht geben.
00:17:46:10,00:17:49:02,"Vor gut 1,5 Jahren haben in Afghanistan"
00:17:49:04,00:17:51:19,die Taliban die Macht wieder uebernommen.
00:17:51:21,00:17:56:05,Menschen- und besonders Frauenrechte gelten seitdem immer weniger.
00:17:56:07,00:17:59:15,"Sie werden aus dem oeffentlichen Leben verdraengt,"
00:17:59:17,00:18:02:02,Berufsverbote werden ausgesprochen.
00:18:02:04,00:18:04:22,So duerfen Frauen bis auf wenige Ausnahmen
00:18:05:00,00:18:08:11,nicht mehr fuer Nichtregierungs- Organisationen arbeiten.
00:18:08:13,00:18:11:02,Und seit Kurzem auch nicht mehr fuer die UN.
00:18:11:04,00:18:14:04,Schulen und Unis sind fuer Frauen geschlossen.
00:18:14:06,00:18:17:07,Und so bleiben nur noch Nischen fuer sie uebrig.
00:18:17:09,00:18:19:20,"Und keiner weiss, fuer wie lange noch."
00:18:19:22,00:18:20:23,Malte Pieper.
00:18:22:05,00:18:25:21,Sahar hatte sich ihr Leben eigentlich anders vorgestellt.
00:18:25:23,00:18:29:06,"Sie stand vor der Aufnahmepruefung fuer die Universitaet,"
00:18:29:08,00:18:33:17,"als die Taliban an die Macht kamen und Frauen verboten, zu studieren."
00:18:33:19,00:18:37:04,"Um sich unter diesen Umstaenden eine Zukunft aufzubauen,"
00:18:37:06,00:18:40:18,brachte sich die heute 18-Jaehrige Kochen und Kellnern bei:
00:18:40:20,00:18:44:06,"Seit dieses Restaurant eroeffnete, arbeite ich hier."
00:18:44:07,00:18:48:01,"Diese Arbeit hilft mir seelisch und Geld zu verdienen,"
00:18:48:03,00:18:50:13,denn die Schulen sind geschlossen.
00:18:50:15,00:18:53:06,Wir koennen nicht zum Unterricht gehen.
00:18:53:08,00:18:57:16,Ganz aehnlich geht es der Besitzerin des Restaurants:
00:18:59:01,00:19:04:17,"Sameera fuehrte eine Schneiderei, ueber 300 Angestellte, alles Frauen."
00:19:06:05,00:19:08:08,Doch ihre Fabrik ging pleite.
00:19:08:10,00:19:12:08,Die dreifache Mutter fing ganz von vorne an und investierte.
00:19:12:14,00:19:17:21,"Heutzutage haben alle finanzielle Probleme, vor allem die Frauen."
00:19:17:23,00:19:20:14,Deshalb habe ich das Restaurant eroeffnet
00:19:20:16,00:19:22:19,und es Frauenrestaurant genannt.
00:19:22:21,00:19:23:24,Damit die Frauen
00:19:24:01,00:19:27:23,ihren Familien helfen und auf eigenen Fuessen stehen.
00:19:28:07,00:19:33:02,ÈUber 28 Mio. Menschen sind aufgrund des wirtschaftlichen Niedergangs
