Timecode In,Timecode Out,Subtitle
00:03:37:23,00:03:39:07,"Was wir hoeren, ist:"
00:03:39:11,00:03:41:17,"Man wird sich vor Dienstag einigen,"
00:03:41:19,00:03:44:05,aber der grosse Wurf ist nicht zu erwarten.
00:03:44:09,00:03:47:10,"Es duerfte nur wenig mehr als die 2 Mrd. Euro geben,"
00:03:47:14,00:03:50:13,die der Finanzminister im Haushalt vorgesehen hat.
00:03:50:17,00:03:54:11,Deshalb werden die Gruenen den Systemumstieg hervorheben:
00:03:54:15,00:03:58:23,"Erstmals werden alle Leistungen fuer beduerftige Kinder gebuendelt,"
00:03:59:02,00:04:02:19,und auf Dauer soll mehr Geld bei den Familien ankommen.
00:04:02:23,00:04:05:18,"Die Einigung wird aber nur Eckpunkte betreffen,"
00:04:05:22,00:04:07:14,mit vielen offenen Fragen.
00:04:07:18,00:04:11:13,Die werden erst mit Verbaenden und Experten beraten werden muessen.
00:04:11:17,00:04:15:24,"Die Ampel will nicht noch einmal einen Kompromiss erzielen,"
00:04:16:03,00:04:19:02,die sofort danach in neuem Streit muendet.
00:04:21:07,00:04:23:10,"Danke, Tina Hassel in Berlin."
00:04:25:02,00:04:27:11,Russische Behoerden bestaetigten den Tod
00:04:27:14,00:04:31:01,von Wagner-Chef Prigoschin (62) bei einem Flugzeugabsturz.
00:04:31:05,00:04:34:18,"DNA-Tests haetten ergeben, dass er an Bord der am Mittwoch"
00:04:34:22,00:04:38:05,"verunglueckten Maschine war, erklaerten die Ermittler."
00:04:38:14,00:04:42:19,"Warum das Flugzeug zwischen Moskau und St. Petersburg abstuerzte,"
00:04:43:08,00:04:44:23,ist weiter unklar.
00:04:46:09,00:04:49:18,Nach dem bewaffneten Wagner-Aufstand vor zwei Monaten
00:04:49:21,00:04:53:06,bezeichnete Praesident Putin Prigoschin als Verraeter.
00:04:53:12,00:04:57:04,"Der Kreml bestreitet, in seinen Tod verwickelt zu sein."
00:04:58:11,00:05:01:18,An der Grenze zu Polen registriert die Bundespolizei
00:05:01:22,00:05:04:10,eine Zunahme der Schleusungsversuche.
00:05:04:14,00:05:08:14,Im ersten Halbjahr wurden an den Ostgrenzen Brandenburgs und Sachsens
00:05:08:18,00:05:12:15,mehr als 12.000 Migranten ohne Einreisedokumente aufgegriffen.
00:05:12:20,00:05:15:09,Das sind im Schnitt fast 70 pro Tag.
00:05:15:13,00:05:19:10,Die Landesregierungen fordern mehr Unterstuetzung vom Bund.
00:05:21:09,00:05:24:23,Ein Einsatz der Bundespolizei in Goerlitz Anfang der Woche:
00:05:25:00,00:05:28:18,In einem Transporter werden 27 Menschen aus Syrien entdeckt.
00:05:28:22,00:05:31:03,Die Fahrerin (41) aus der Ukraine
00:05:31:08,00:05:34:16,wird wegen des Verdachts der Einschleusung festgenommen.
00:05:34:20,00:05:37:12,Fast taeglich werden derzeit illegale Einreisen
00:05:37:16,00:05:40:15,im Grenzraum zu Polen und Tschechien festgestellt.
00:05:40:19,00:05:43:08,Die Bundespolizei ist im Dauereinsatz.
00:05:43:16,00:05:45:17,Besonders problematisch
00:05:46:04,00:05:49:20,ist die Skrupellosigkeit der Schleuser-Organisationen.
00:05:49:24,00:05:52:11,Wir haben vielfach Feststellungen
00:05:52:15,00:05:55:06,von sogenannten Behaeltnisschleusungen.
00:05:55:11,00:05:59:09,In denen werden Menschen teilweise wie Ware transportiert.
00:05:59:17,00:06:04:01,Sie befinden sich ungesichert im Kofferraum eines Fahrzeuges
00:06:04:05,00:06:08:22,"oder werden auf der Ladeflaeche eines Transporters ""transportiert""."
00:06:09:10,00:06:11:23,Deutschlandweit wurden alleine im Juli
00:06:12:01,00:06:14:17,10.714 illegale Einreisen registriert.
00:06:14:21,00:06:17:23,6900 waren es im selben Monat des Vorjahres.
00:06:18:12,00:06:22:17,Laut Sachsens Innenminister duerften die Zahlen im Herbst steigen.
00:06:22:21,00:06:25:22,Die zugangsstaerksten Migrations-Monate
00:06:26:08,00:06:29:21,"sind seit Jahren im September, Oktober, November."
00:06:30:22,00:06:34:14,"Seit Monaten warnen wir die Bundesinnenministerin,"
00:06:34:19,00:06:37:23,sie moege sich auf diese Monate vorbereiten.
00:06:39:23,00:06:43:04,Eine Reaktion des Innenministeriums steht noch aus.
00:06:43:09,00:06:45:15,Unsere Nachfrage sei zu kurzfristig.
00:06:45:19,00:06:48:10,Seit Monaten fordern Sachsen und Brandenburg
00:06:48:12,00:06:50:05,mehr Engagement vom Bund.
00:06:50:07,00:06:53:19,Sachsen unterstuetzt die Bundespolizei mit eigenen Beamten.
00:06:53:21,00:06:55:12,Das soll ausgebaut werden.
00:06:56:17,00:07:00:17,Die Arktis erwaermt sich schneller als andere Regionen der Erde.
00:07:00:21,00:07:04:06,"Durch den Klimawandel schmilzt dort der Permafrost,"
00:07:04:10,00:07:06:23,dicke Schichten gefrorenes Erdreich.
00:07:07:02,00:07:10:13,Besonders deutlich ist das im Norden Kanadas zu sehen.
00:07:10:17,00:07:14:18,Im Dorf Tuktoyaktuk sackt der Boden unter den Haeusern ein.
00:07:14:22,00:07:17:11,Viele koennten ihr Zuhause verlieren.
00:07:19:12,00:07:22:06,"Aus der Luft erkennt man die Erosion am besten,"
00:07:22:08,00:07:23:15,sagt Dustin Whalen.
00:07:23:16,00:07:27:14,Der kanadische Wissenschaftler forscht seit 20 Jahren in der Arktis.
00:07:27:18,00:07:30:18,Noch nie taute der Permafrost so schnell wie jetzt.
00:07:30:22,00:07:34:02,Riesige Eisplatten sind schutzlos der Sonne ausgesetzt.
00:07:34:06,00:07:36:22,Der Boden darueber sackt immer weiter ab.
00:07:37:18,00:07:39:03,"Man muss verstehen,"
00:07:39:07,00:07:42:14,was an Orten mit so extremer Kuestenerosion passiert.
00:07:42:18,00:07:45:06,Jedes Jahr brechen sechs Meter weg.
00:07:45:10,00:07:47:19,"Daraus lassen sich Folgen ableiten,"
00:07:47:21,00:07:50:18,die der tauende Permafrost global haben kann.
00:07:50:22,00:07:55:03,Tuktoyaktuk hoch im Norden: Hier beginnt der arktische Ozean.
00:07:55:09,00:07:58:05,"Es koennte der erste Ort in Kanada sein,"
00:07:58:10,00:08:00:08,der komplett umziehen muss.
00:08:00:12,00:08:03:03,"Der Permafrost, der das Land zusammenhaelt,"
00:08:03:07,00:08:05:06,taut gefaehrlich stark weg.
00:08:05:10,00:08:07:14,Ungewoehnlich heisse 30 Grad:
00:08:07:18,00:08:10:16,Paul Overduin forscht erstmals in Shorts.
00:08:10:20,00:08:14:23,Die hoeheren Temperaturen koennten nicht nur das Leben hier veraendern.
00:08:15:03,00:08:19:12,Permafrost-Auftau in der Arktis kann Treibhausgase freisetzen.
00:08:19:16,00:08:23:15,Und die koennen zur Verstaerkung des globalen Klimawandels fuehren.
00:08:23:19,00:08:26:16,"Was hier passiert, trifft uns auch in Europa."
00:08:26:21,00:08:29:18,"Sie ist eine der Ersten, die umziehen musste."
00:08:29:22,00:08:32:06,Hier stand das Haus von Noella Cockney.
00:08:32:10,00:08:36:08,Der Permafrost darunter wurde immer weicher und sackte ab.
00:08:37:12,00:08:39:20,"Es ist hart, das zu begreifen."
00:08:39:24,00:08:44:06,Viele Menschen werden wegen des Klimawandels ihre Heimat verlieren.
00:08:44:21,00:08:49:00,Tuktoyaktuk hat 36 Mio. Euro von der Regierung bekommen
00:08:49:15,00:08:51:06,fuer den Kuestenschutz.
00:08:51:11,00:08:55:24,"Doch auch das wird die Erosion nur kurz aufhalten, fuerchten sie."
00:08:57:20,00:08:59:10,Gerhard Richter zaehlt
00:08:59:14,00:09:02:21,zu den bekanntesten deutschen Kuenstlern der Gegenwart.
00:09:03:00,00:09:04:13,Im Dresdner Albertinum
00:09:04:17,00:09:08:18,"wurde am Wochenende die Ausstellung ""ÈUbermalte Fotografien"" eroeffnet."
00:09:08:22,00:09:11:16,Die Werke entstanden eher zufaellig.
00:09:11:20,00:09:16:03,"Es sind von Richter aufgenommene, kleinformatige Fotografien,"
00:09:16:08,00:09:19:07,die der Kuenstler durch Farbreste zog.
00:09:22:13,00:09:25:03,"Der Andrang im Dresdner Albertinum ist gross,"
00:09:25:05,00:09:28:19,die Bilder sind sehr klein - 10 mal 15 Zentimeter.
00:09:28:23,00:09:32:17,"Doch die selten gezeigten Objekte von Gerhard Richter beweisen,"
00:09:32:21,00:09:36:07,dass grosse Kunst auf kleinstem Format funktioniert.
00:09:37:24,00:09:41:13,"Alles, was Gerhard Richter in seiner Malerei entwickelt hat,"
00:09:41:17,00:09:44:09,findet sich in diesem kleinen Format wieder.
00:09:44:11,00:09:47:01,"Das Spiel zwischen Realitaet und Abstraktion,"
00:09:47:03,00:09:50:18,Fotografie und Malerei kulminiert in diesen Bildern.
00:09:50:22,00:09:54:00,Richter gestaltete seine abstrakten Kunstwerke
00:09:54:04,00:09:57:10,oft mit der Rakel - einer Art grossem Abstreifer.
00:09:57:14,00:10:01:09,Am Ende seines Arbeitstags zog er ueber die feuchten Farbreste
00:10:01:13,00:10:04:15,auf der Rakel zufaellig ausgewaehlte private Fotos.
00:10:04:19,00:10:08:04,Eine Art kuenstlerisches Upcycling der Farbreste.
00:10:08:10,00:10:12:15,"Das ist einerseits Zufall, aber auch von ihm gesteuert."
00:10:14:21,00:10:17:10,"Mal ist es getupft, mal ist es zart."
00:10:17:14,00:10:21:05,"Man erkennt an den Bildern, wie er durch Gestik gesteuert hat."
00:10:21:08,00:10:25:18,Die ersten Werke verschickte Richter als Postkarten an Freunde.
00:10:25:22,00:10:27:21,Erst Mitte der 1990er-Jahre
00:10:28:00,00:10:31:09,erkannte er den Wert seiner eigenen Kleinkunst.
00:10:31:15,00:10:35:03,"Das reizt dazu, jedes Bild lange anzuschauen."
00:10:35:18,00:10:39:02,"Es hat eine enorme Wirkung, ich bin begeistert."
00:10:39:13,00:10:43:21,Die 72 Miniaturen sind bis Mitte November in Dresden zu sehen.
00:10:46:01,00:10:49:04,In der Fussball-Bundesliga gelang Bayern Muenchen
00:10:49:08,00:10:51:21,am zweiten Spieltag der zweite Sieg.
00:10:52:00,00:10:55:14,Der Rekordmeister gewann gegen den FC Augsburg mit 3:1.
00:10:55:18,00:10:58:18,Das Spiel Mainz gegen Frankfurt endete 1:1.
00:11:01:18,00:11:03:18,"Ein Remis, zwei Gefuehlswelten:"
00:11:03:22,00:11:06:17,"Frust pur bei Mainz 05 ueber nur einen Zaehler,"
00:11:06:21,00:11:09:23,waehrend Frankfurt diesen wie einen Sieg feiert.
00:11:10:10,00:11:13:16,"Die Rheinhessen in der ersten Halbzeit aktiver,"
00:11:13:20,00:11:17:15,gingen in der 25. Minute durch Jae Sung Lee in Fuehrung.
00:11:18:17,00:11:23:01,Die Eintracht-Abwehr samt Torhueter in dieser Szene uneins.
00:11:29:04,00:11:31:15,Und es kam noch bitterer fuer die Hessen.
00:11:31:19,00:11:34:19,Nach der Pause sah der mit Gelb verwarnte Knauff
00:11:34:21,00:11:38:12,nach dieser Aktion gegen Barreiro die gelb-rote Karte.
00:11:40:21,00:11:43:18,Doch trotz Unterzahl zeigte Frankfurt Moral
00:11:43:22,00:11:47:15,und kam noch zum verdienten Ausgleich in der Nachspielzeit.
00:11:48:14,00:11:51:18,Neuzugang Omar Marmoush mit dem 1:1-Endstand.
00:11:53:00,00:11:56:21,Die Eintracht bleibt damit weiter ungeschlagen.
00:11:58:03,00:12:01:18,Bei der Kanu-WM in Duisburg sorgte der Canadier-Zweier
00:12:01:22,00:12:06:13,mit Peter Kretschmer und Tim Hecker fuer einen goldenen Abschluss.
00:12:06:18,00:12:10:19,Das Duo aus Leipzig und Berlin legte ein furioses Finale
00:12:10:23,00:12:15:18,ueber die 500 Meter hin und holte den Titel vor China und Spanien.
00:12:18:16,00:12:22:12,Im Kajak-Zweier holten Jule Hake und Paulina Paszek
00:12:22:22,00:12:24:16,ueber 500 Meter Bronze.
00:12:26:19,00:12:30:08,Deutschland hat bei der Basketball-WM in Asien
00:12:30:12,00:12:32:24,das zweite Vorrundenspiel gewonnen.
00:12:33:03,00:12:37:20,Gegen Mitfavorit Australien setzte sich das Team mit 85:82 durch.
00:12:39:16,00:12:43:20,Eine WM-Medaille holte Deutschland zuletzt vor 21 Jahren.
00:12:45:20,00:12:48:08,Erleichterung bei der deutschen Mannschaft
00:12:48:12,00:12:51:14,nach einer der besten Leistungen der letzten Jahre:
00:12:51:18,00:12:54:22,Ich bin sehr gluecklich ueber die Performance des Teams
00:12:55:01,00:12:58:19,und dass wir gegen so eine Mannschaft gewonnen haben.
00:12:58:23,00:13:00:22,Australien ist sehr tough.
00:13:01:12,00:13:04:05,Gegen Australien zeigt die deutsche Mannschaft
00:13:04:07,00:13:07:24,auch ohne den verletzten Franz Wagner ein spektakulaeres Spiel.
00:13:08:03,00:13:11:19,Australien gelingt kurz vor Schluss der Ausgleich.
00:13:12:00,00:13:15:15,Dennis Schroeder ist mit 30 Punkten der Topscorer des Spiels.
00:13:15:20,00:13:19:04,Er erzielt in Anwesenheit von Basketball-Legende Nowitzki
00:13:19:08,00:13:20:22,wieder die knappe Fuehrung.
00:13:21:01,00:13:25:13,Die Entscheidung faellt kurz vor Ende durch Maodo Lo zum 85:82-Endstand.
00:13:25:16,00:13:28:18,Deutschland gewinnt das zweite WM-Vorrundenspiel.
00:13:28:22,00:13:30:20,Naechster Gegner ist Finnland.
00:13:32:03,00:13:36:04,In mehreren Regionen Deutschlands gab es auch heute Unwetter.
00:13:36:08,00:13:39:23,Gestern entstanden in Bayern schwere Sturmschaeden.
00:13:40:05,00:13:44:08,Die Gemeinde Bad Bayersoien im Landkreis Garmisch-Partenkirchen
00:13:44:12,00:13:46:21,rief den Katastrophenfall aus.
00:13:47:11,00:13:50:14,"THW, Bergwacht und Polizei sind im Einsatz."
00:13:50:16,00:13:54:21,80 Prozent der Gebaeude im Ort wurden schwer beschaedigt.
00:13:55:07,00:13:59:10,Die Aufraeumarbeiten duerften noch mehrere Tage andauern.
00:14:01:21,00:14:06:02,"Die Wettervorhersage fuer morgen, Montag, den 28. August:"
00:14:09:09,00:14:10:24,Das Tief ueber Norditalien
00:14:11:03,00:14:14:19,sorgt im Sueden weiterhin fuer unwetterartigen Dauerregen.
00:14:14:23,00:14:18:05,Es bestehen Warnungen des Deutschen Wetterdienstes.
00:14:18:09,00:14:21:18,"Richtung Nordwesten in der Nacht teils klar, teils wolkig,"
00:14:21:20,00:14:23:19,in Nordseenaehe einzelne Schauer.
00:14:23:21,00:14:28:00,"Am Tag im Sueden ergiebiger Regen, sonst ein Sonne-Wolken-Mix,"
00:14:28:04,00:14:30:23,im Westen und Norden einige Schauer.
00:14:43:20,00:14:46:21,"Dienstag breitet sich der Regen bis zur Mitte aus,"
00:14:46:23,00:14:50:12,"sonst nur einzelne Schauer, am freundlichsten in Nordseenaehe."
00:14:50:14,00:14:53:06,Mittwoch ist der Dauerregen im Sueden zu Ende.
00:14:53:08,00:14:55:16,"Donnerstag dort auch mal laenger sonnig,"
00:14:55:18,00:14:58:07,Richtung Norden dichtere Wolken und nass.
00:15:00:22,00:15:04:17,In den tagesthemen um 23.40 Uhr mit Caren Miosga schauen wir
00:15:04:22,00:15:08:03,auf des Gezerre der Ampel bei der Kindergrundsicherung.
00:15:08:07,00:15:11:17,Bringt das Spitzentreffen im Kanzleramt den Durchbruch?
00:15:11:21,00:15:12:24,Ausserdem:
00:15:13:03,00:15:15:05,Milliarden fuer Spitzenfussballer -
00:15:15:07,00:15:19:03,welches Ziel Saudi-Arabien bei seiner Einkaufstour verfolgt.
00:15:19:07,00:15:22:04,Ich wuensche Ihnen noch einen schoenen Abend.
