Timecode In,Timecode Out,Subtitle
00:00:04:08,00:00:08:07,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:22,00:00:13:07,Diese Sendung wurde vom NDR live untertitelt (10.06.2023)
00:00:15:10,00:00:17:21,Heute im Studio: Susanne Daubner.
00:00:18:20,00:00:21:23,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:16,00:00:24:21,"Die Ukraine hat offenbar begonnen,"
00:00:25:01,00:00:28:07,Angriffe gegen russische Truppen zu verstaerken.
00:00:28:12,00:00:31:22,"Praesident Selenskyj sprach von ""Gegenoffensiv-Aktionen"","
00:00:32:02,00:00:34:07,wollte aber keine Details nennen.
00:00:34:11,00:00:39:04,"Ob es sich um die erwartete Grossoffensive handelt, liess er offen."
00:00:39:09,00:00:42:18,"Russland hatte erklaert, diese laufe bereits."
00:00:42:23,00:00:45:13,Kampfhandlungen werden weiterhin gemeldet
00:00:45:17,00:00:48:18,aus der ÈUberflutungsregion um die Stadt Cherson.
00:00:48:22,00:00:52:14,Dort sinkt nach dem Staudamm-Bruch der Wasserstand allmaehlich.
00:00:54:03,00:00:57:02,Die letzte intakte Tankstelle vor Cherson.
00:00:57:23,00:01:01:05,Freiwillige und Hilfsorganisationen machen hier Pause.
00:01:02:02,00:01:03:21,Wir schicken 80 Lkw
00:01:05:07,00:01:08:17,mit Lebensmitteln und Wasser in die Region.
00:01:10:14,00:01:14:18,Die Tankstelle ist voll mit Soldaten und internationalen Freiwilligen.
00:01:14:22,00:01:19:10,"Wir bringen Medikamente und Sachen, die in Cherson angefragt werden,"
00:01:19:15,00:01:22:12,"wie Medizin, die wird besonders gebraucht."
00:01:23:16,00:01:25:22,In Cherson stehen taeglich mehr Menschen
00:01:25:24,00:01:28:06,in Hilfszentren fuer Trinkwasser an.
00:01:28:22,00:01:32:16,Wolodymir hat auf der russisch besetzten Flussseite gelebt.
00:01:33:12,00:01:35:03,"Das ist alles, was ich hab."
00:01:35:05,00:01:38:22,"So hab ich das Haus verlassen, als wir ueberflutet wurden."
00:01:39:03,00:01:43:10,"Die Leiterin des Zentrums, frueher Modedesignerin, ist uebermuedet."
