Timecode In,Timecode Out,Subtitle
00:02:27:14,00:02:31:15,Er nutzt die Tage vor dem Gipfel fuer eine diplomatische Offensive Ð
00:02:31:19,00:02:35:00,damit sein Land vielleicht doch eine Einladung bekommt:
00:02:35:04,00:02:36:18,Zur NATO-Mitgliedschaft.
00:02:36:22,00:02:39:06,Auch vier Tage vor dem Gipfel in Vilnius
00:02:39:10,00:02:42:17,"wird heftig gerungen, wie sich das Buendnis positioniert."
00:02:42:21,00:02:43:23,"Klar ist,"
00:02:44:02,00:02:47:17,dass Kiew von einzelnen Staaten Sicherheitszusagen bekommt.
00:02:47:21,00:02:49:00,Die Logik:
00:02:49:04,00:02:52:08,"Wenn schon nicht der formelle Beistand der NATO,"
00:02:52:12,00:02:55:20,dann wenigstens bewaffnet bis an die Zaehne.
00:02:57:16,00:03:01:08,Im Bundestag gab es heute schwere Vorwuerfe gegen die Regierung.
00:03:01:12,00:03:05:04,In einer hitzigen Debatte zum Heizungsgesetz warf die Opposition
00:03:05:08,00:03:09:04,der Ampel-Koalition Missachtung des Parlaments vor.
00:03:09:08,00:03:13:10,Das Vorgehen der Koalition sei einer Demokratie unwuerdig.
00:03:13:14,00:03:15:01,Eigentlich sollte heute
00:03:15:05,00:03:18:06,das umstrittene Heizungsgesetz verabschiedet werden.
00:03:18:10,00:03:22:01,Das Bundesverfassungsgericht hatte das Gesetzgebungsverfahren
00:03:22:05,00:03:26:15,wegen zu kurzer Beratungsfristen fuer die Abgeordneten gestoppt.
00:03:28:00,00:03:31:09,"Schon am Morgen turbulente Szenen: Ein ""Hammelsprung""."
00:03:31:14,00:03:35:18,"Die Union moechte ueber den Beschluss des Verfassungsgerichts debattieren,"
00:03:35:23,00:03:38:12,der das Heizungsgesetz vorerst gestoppt hat.
00:03:38:16,00:03:42:02,Der zustaendige Minister Habeck ist aber nicht mehr da.
00:03:42:06,00:03:46:21,Deshalb zitieren wir nach Paragraf 43 Absatz 1 der Geschaeftsordnung
00:03:47:00,00:03:49:07,den Bundesminister Habeck.
00:03:49:13,00:03:51:19,Dafuer gibt es aber keine Mehrheit.
00:03:51:23,00:03:55:15,Der vermisste Minister spricht wie geplant in der Laenderkammer
00:03:55:19,00:03:59:21,zu einem anderen Gesetz und wehrt sich spaeter gegen die Vorwuerfe.
00:04:00:01,00:04:04:03,"Es ist eine Frage des Respekts vor der Landeskammer,"
00:04:04:08,00:04:08:14,sich bei der Beratung der Gesetze hier auch zu verantworten.
00:04:09:00,00:04:12:22,Im Bundestag geht es dann tatsaechlich um das Gebaeudeenergiegesetz.
00:04:13:01,00:04:16:04,"Unions-Fraktionschef Merz kritisiert, dass die Ampel"
00:04:16:07,00:04:19:19,nicht mehr grundsaetzlich neu darueber diskutieren wolle.
00:04:19:23,00:04:23:00,Wenn sie jetzt schon fuer die naechste Sitzungswoche
00:04:23:04,00:04:26:20,dieses Gesetz in unveraenderter Form einbringen:
00:04:28:21,00:04:32:00,Das ist ein weiterer Ausdruck
00:04:32:10,00:04:37:07,von Respektlosigkeit und Ignoranz dem Deutschen Bundestag gegenueber.
00:04:38:09,00:04:41:14,"Die SPD sieht das nicht so, die Zeit draenge."
00:04:41:19,00:04:44:01,Wir wollen mehr Tempo im Klimaschutz.
00:04:44:05,00:04:47:22,Deswegen werden wir in der naechsten regulaeren Sitzung
00:04:48:01,00:04:52:10,des Parlaments das Gebaeudeenergiegesetz verabschieden.
00:04:53:22,00:04:56:08,Am Nachmittag der naechste Hammelsprung.
00:04:56:12,00:05:00:05,Die AfD zweifelt aber an der Beschlussfaehigkeit des Bundestages.
00:05:00:09,00:05:03:24,Tatsaechlich sind nicht mehr genug Abgeordnete anwesend.
00:05:04:03,00:05:07:02,Die Sommerpause beginnt dadurch ungeplant frueher.
00:05:07:07,00:05:10:23,Fuer die Koalition ein Tiefpunkt in einer schwierigen Woche.
00:05:11:03,00:05:15:12,Der Ampel drohen neue Diskussionen um Haushalt und Heizungsgesetz.
00:05:19:01,00:05:22:23,Bundestag und Bundesrat machen den Weg frei fuer eine Genehmigung
00:05:23:02,00:05:27:03,des Hafens Mukran als Standort fuer ein LNG-Terminal.
00:05:27:14,00:05:31:12,Zwei Spezialschiffe zur Umwandlung von Fluessigerdgas
00:05:31:17,00:05:36:14,"sollen vor Ruegen vor Anker gehen, auch eine Pipeline ist geplant."
00:05:37:10,00:05:42:09,"Umweltschuetzer fuerchten Schaeden, auch die Landesregierung ist dagegen."
00:05:42:22,00:05:46:24,Wirtschaftsminister Habeck (Gruene) verteidigt das Projekt.
00:05:47:03,00:05:50:02,"Es gehe darum, die Energieversorgung zu sichern."
00:05:51:18,00:05:55:12,Die Rohre fuer die neue Gaspipeline lagern im Hafen Mukran.
00:05:55:16,00:05:58:23,Sie waren gedacht als Ersatzrohre fuer Nord Stream 2.
00:05:59:03,00:06:03:08,Jetzt werden sie gebraucht fuer das geplante LNG-Terminal.
00:06:03:13,00:06:06:15,Das LNG-Gesetz sichert genau das.
00:06:08:07,00:06:12:06,"Es nimmt die Standorte Rostock und Hamburg raus,"
00:06:12:13,00:06:16:15,"die sich als erledigt erklaeren, es nimmt Mukran rein."
00:06:18:03,00:06:21:10,Es ist ein gutes und richtiges Gesetz.
00:06:22:10,00:06:25:17,Die Ministerpraesidenten von Mecklenburg-Vorpommern
00:06:25:21,00:06:29:04,ist vom Kurs der Bundesregierung nicht ueberzeugt.
00:06:29:13,00:06:32:09,"Wenn alle dagegen sind, muss man sich fragen,"
00:06:32:14,00:06:36:09,"was hat man verpasst, die Buerger zu ueberzeugen?"
00:06:38:21,00:06:42:22,Zwischen Ruegen und Lubmin soll das neue LNG-Terminal entstehen.
00:06:43:20,00:06:47:00,"Mukran, der neue Anlandehafen fuer Fluessiggas."
00:06:47:06,00:06:50:17,Auf Ruegen gibt es auch Befuerworter des LNG-Hafens.
00:06:50:21,00:06:55:08,Zu Wort melden sich vor allem die Gegner des Bundestagsbeschlusses.
00:06:56:17,00:06:59:09,Es wird an unserer Strategie nichts aendern.
00:06:59:13,00:07:02:16,Wir sind auf das Ergebnis vorbereitet.
00:07:03:09,00:07:07:24,Jetzt bereiten wir die Klage vor und bestreiten den juristischen Weg.
00:07:08:05,00:07:10:00,"Die Angst auf der Insel ist,"
00:07:10:05,00:07:13:04,dass weniger Touristen hier kuenftig Urlaub machen.
00:07:13:08,00:07:14:21,Einige zeigen Verstaendnis.
00:07:15:00,00:07:16:11,Wir brauchen LNG.
00:07:16:16,00:07:19:15,Wir muessen Kompromisse eingehen.
00:07:21:11,00:07:23:07,Ich finde es fuerchterlich.
00:07:23:11,00:07:26:02,"Man sollte es so belassen, wie es ist."
00:07:26:07,00:07:28:01,Jetzt muss der neue LNG-Hafen
00:07:28:05,00:07:31:03,die Genehmigungsverfahren des Landes durchlaufen.
00:07:31:07,00:07:33:16,Hier koennte das Projekt noch scheitern.
00:07:34:16,00:07:38:16,"Die Staats- und Regierungschefs von Serbien, ÈOsterreich und Ungarn"
00:07:38:20,00:07:42:12,fordern eine bessere Verteidigung der EU-Aussengrenzen.
00:07:42:17,00:07:45:19,Bei ihrem dritten Migrationsgipfel kritisierten sie
00:07:45:23,00:07:50:00,das bisherige System zur Verhinderung irregulaerer Einwanderung.
00:07:50:04,00:07:53:20,"Es funktioniere nicht, so ÈOsterreichs Bundeskanzler Nehammer."
00:07:53:24,00:07:56:10,Die drei Laender muessten sich selber helfen
00:07:56:14,00:08:00:09,"und wuerden die ""Asylbremse"" anziehen, so Nehammer woertlich."
00:08:00:13,00:08:04:01,Besonders der Umgang Serbiens und Ungarns mit Gefluechteten
00:08:04:04,00:08:05:18,sorgt fuer Kritik.
00:08:07:13,00:08:09:18,Proteste vor dem Kanzleramt in Wien.
00:08:09:22,00:08:12:08,"Die Demonstranten rufen ""schaemt euch"":"
00:08:12:12,00:08:15:08,"Kritik daran, dass ÈOsterreichs Kanzler Nehammer"
00:08:15:12,00:08:19:17,Ungarns Ministerpraesident Orban und Serbiens Praesident Vucic empfaengt.
00:08:19:21,00:08:22:00,Beide Politiker stehen in der Kritik
00:08:22:04,00:08:25:07,wegen Aushoehlung von Rechtsstaat und Menschenrechten.
00:08:25:11,00:08:28:16,Offiziell geht es um Massnahmen gegen illegale Migration.
00:08:28:20,00:08:32:07,Die Botschaft der drei ist gegen die EU gerichtet.
00:08:32:16,00:08:37:00,"Das Asylsystem der EU ist kaputt, funktioniert nicht."
00:08:39:03,00:08:44:03,"Daher ist es wichtig, auch bilateral miteinander zusammenzuarbeiten."
00:08:45:05,00:08:48:05,"Orban gibt den Kurs vor, nach Ungarn darf nur,"
00:08:48:09,00:08:52:10,wer im Ausland einen Asylantrag stellt und anerkannt wird.
00:08:53:14,00:08:55:04,Wir haben Null Migranten.
00:08:55:08,00:08:58:09,Wir sind der einzige migrantenfreie Ort in Europa.
00:08:58:13,00:09:01:03,Das liegt an unserer Verteidigungslinie.
00:09:01:09,00:09:04:19,Das Treffen in Wien soll Entschlossenheit demonstrieren.
00:09:04:23,00:09:07:02,So wie diese gemeinsamen Kontrollen
00:09:07:06,00:09:09:21,serbischer und ungarischer Grenzschuetzer.
00:09:10:00,00:09:13:08,Serbien ging zuletzt rigoros gegen Migranten vor.
00:09:13:12,00:09:16:06,Hier loest die Polizei ein Camp auf.
00:09:16:11,00:09:21:00,Experten sehen in dem Austausch vor allem eine politische Strategie.
00:09:21:05,00:09:25:12,Es ist eine Suche nach Feinbildern - unter anderem die EU.
00:09:25:21,00:09:29:18,Man will kaempfen gegen irregulaere Migration.
00:09:31:24,00:09:36:06,"Das ist absurd, denn niemand ist fuer illegale Einwanderung."
00:09:36:11,00:09:40:21,Man vermischt schamlos das Zuwanderungsthema mit dem Asylthema.
00:09:41:04,00:09:44:16,"Dass das Thema Migration so in den Vordergrund gerueckt wird,"
00:09:44:20,00:09:46:19,kann wahltaktische Gruende haben:
00:09:46:22,00:09:50:11,2024 stehen Europa- und oesterreichische Parlamentswahlen an.
00:09:52:04,00:09:56:17,Fuenf Monate nach dem toedlichen Messerangriff in einem Regionalzug
00:09:56:21,00:10:00:14,begann der Prozess gegen den mutmasslichen Taeter.
00:10:00:20,00:10:04:21,"Die Staatanwaltschaft beschuldigt einen Palaestinenser (34),"
00:10:05:00,00:10:08:19,zwei Menschen getoetet und weitere vier schwer verletzt zu haben.
00:10:08:23,00:10:10:10,Er bestreitet die Tat.
00:10:10:14,00:10:14:08,"Hauptfrage in dem Verfahren am Landgericht Itzehoe duerfte sein,"
00:10:14:14,00:10:19:02,ob der psychisch auffaellige und vorbestrafte Mann schuldfaehig ist.
00:10:20:23,00:10:25:10,Der Angeklagte Ibrahim A. wird in den Gerichtssaal gefuehrt.
00:10:25:16,00:10:28:12,Die Staatsanwaltschaft wirft ihm zweifachen Mord
00:10:28:16,00:10:30:24,und vierfachen versuchten Mord vor.
00:10:31:04,00:10:36:01,Am 25.01.2023 steigt Ibrahim A. in einen Regionalzug nach Hamburg.
00:10:36:05,00:10:39:23,Bei Brokstedt in Schleswig-Holstein soll er eine 17-Jaehrige
00:10:40:03,00:10:44:18,und ihren Freund (19) mit Dutzenden Messerstichen getoetet haben.
00:10:44:22,00:10:47:14,Vier Menschen soll er schwer verletzt haben.
00:10:47:18,00:10:50:12,Zuvor war er in Kiel bei der Auslaenderbehoerde.
00:10:50:17,00:10:53:16,Laut eigener Aussage wurde er dort nicht angehoert.
00:10:53:21,00:10:57:02,Die Staatsanwaltschaft geht bei den Taten von Heimtuecke
00:10:57:06,00:10:59:05,und niedrigen Beweggruenden aus.
00:10:59:12,00:11:02:14,"Es ist davon auszugehen, dass der Angeklagte"
00:11:02:18,00:11:07:09,aus Frust ueber seine ungeklaerte persoenliche Situation handelte.
00:11:07:14,00:11:12:05,Die Tatopfer wurden blosse Objekte seiner Frustrationsbewaeltigung.
00:11:13:00,00:11:16:14,Laut dem Verteidiger hat sein Mandant eine Psychose.
00:11:17:06,00:11:19:23,Die Frage der Schuldfaehigkeit
00:11:20:04,00:11:24:04,wird eine bedeutende Rolle in dem Verfahren spielen.
00:11:24:10,00:11:29:01,"Im Ermittlungsverfahren wurde darueber schon einmal verhandelt,"
00:11:29:22,00:11:34:09,ob er moeglicherweise statt in U-Haft in die Psychiatrie gehoert.
00:11:35:04,00:11:37:21,"Ibrahim A. sagte heute, er sei unschuldig."
00:11:38:01,00:11:41:05,Der Prozess soll am 17. Juli fortgesetzt werden.
00:11:41:09,00:11:43:21,Dann sollen erste Zeugen vernommen werden.
00:11:45:03,00:11:49:05,"Gesundheitsminister Lauterbach plant ein Rauchverbot im Auto,"
00:11:49:10,00:11:52:06,wenn Schwangere und Kinder mitfahren.
00:11:52:12,00:11:55:23,"Ein Sprecher des Ministeriums sagte, das Rauchverbot koenne"
00:11:56:02,00:11:59:15,aehnlich kontrolliert werden wie das Handyverbot am Steuer.
00:11:59:19,00:12:01:10,Lauterbach greift damit
00:12:01:14,00:12:04:13,eine fruehere Initiative aus den Bundeslaendern auf.
00:12:04:18,00:12:08:12,Die Vorlage muss noch mit den anderen Ressorts abgestimmt werden.
00:12:08:16,00:12:10:22,Die FDP meldete Bedenken an.
00:12:13:08,00:12:17:22,In den USA wurde ein neues Medikament gegen Alzheimer zugelassen.
00:12:18:03,00:12:19:17,"Das weltweit erste,"
00:12:19:22,00:12:24:02,dass den Krankheitsverlauf zumindest verlangsamen kann.
00:12:24:06,00:12:27:13,Studien der Arzneimittelbehoerde FDA ergaben:
00:12:27:18,00:12:31:21,Der Wirkstoff verzoegert den Verlust von Merk- und Denkfaehigkeit
00:12:32:00,00:12:33:20,um etwa fuenf Monate.
00:12:34:02,00:12:38:04,Das Medikament kann aber auch schwere Nebenwirkungen ausloesen.
00:12:38:08,00:12:41:14,In Europa laeuft ein Antrag auf Zulassung.
00:12:42:23,00:12:45:01,"Karten spielen funktioniert noch,"
00:12:45:05,00:12:48:24,obwohl das Gedaechtnis und die Orientierungsfaehigkeit nachlassen.
00:12:49:03,00:12:52:01,Vor sechs Jahren bekam Joe Montminy die Diagnose:
00:12:52:05,00:12:53:10,Alzheimer.
00:12:53:14,00:12:57:18,Seitdem kaempft der 59-jaehrige Familienvater gegen das Vergessen.
00:12:58:03,00:12:59:19,Die Neurologin sagte mir:
00:12:59:23,00:13:02:21,"""Sie sind in einem fruehen Stadium von Alzheimer."
00:13:03:00,00:13:05:20,Aber erste Einbussen werden sich bald zeigen.
00:13:05:24,00:13:08:12,"Dass sie Ihre Familie nicht mehr erkennen,"
00:13:08:16,00:13:12:15,"koennte schon in fuenf bis sieben Jahren soweit sein."""
00:13:13:18,00:13:16:14,Die US-Arzneimittelbehoerde hat ein neues Mittel
00:13:16:18,00:13:20:03,fuer Patienten wie Joe Montminy zugelassen: Leqembi.
00:13:20:07,00:13:23:00,Entwickelt von einem US-Biotech-Unternehmen
00:13:23:04,00:13:25:11,und einem japanischen Pharmakonzern.
00:13:25:16,00:13:29:01,Es muss alle zwei Wochen per Infusion verabreicht werden.
00:13:29:05,00:13:32:19,"Klinischen Studien zeigen, dass es dann Protein-Ablagerungen"
00:13:32:23,00:13:37:02,im Gehirn loesen und dessen Verfall um bis zu fuenf Monate verzoegern kann.
00:13:37:06,00:13:40:01,Aufhalten kann das Mittel die Krankheit nicht.
00:13:40:05,00:13:43:19,Zu den Nebenwirkungen gehoeren Hirnschwellungen und Blutungen.
00:13:43:23,00:13:45:22,"Es behandelt nicht die Symptome,"
00:13:46:01,00:13:48:06,verzoegert aber den Krankheitsverlauf.
00:13:48:10,00:13:51:13,"Die Patienten spueren weiterhin eine Verschlechterung,"
00:13:51:17,00:13:54:09,"aber wir hoffen, diese verlangsamen zu koennen."
00:13:54:12,00:13:57:11,Durch die Zulassung koennten die Behandlungskosten
00:13:57:15,00:14:00:09,von ueber einer Million Patienten in den USA
00:14:00:13,00:14:03:15,durch Krankenkassen uebernommen werden.
00:14:04:03,00:14:08:18,In Europa koennte das Medikament Anfang 2024 auf den Markt kommen.
00:14:08:23,00:14:10:23,Ein Antrag ist gestellt.
00:14:13:13,00:14:17:10,"Die Wettervorhersage fuer morgen, Samstag, den 08. Juli:"
00:14:19:08,00:14:22:11,Ein Hoch sorgt in weiten Landesteilen fuer Sonne.
00:14:22:15,00:14:25:18,Im Suedwesten und Westen wird es zunehmend schwueler.
00:14:25:22,00:14:27:16,Heute Nacht ist es oft klar.
00:14:27:20,00:14:32:02,"In den Suedwesten ziehen Wolken, aber nur oertlich faellt etwas Regen."
00:14:32:06,00:14:34:05,Morgen verbreitet sonnig.
00:14:34:09,00:14:37:20,"Am Nachmittag im Westen und Suedwesten etwas wolkiger,"
00:14:37:24,00:14:40:19,dort im Verlauf lokale Hitzegewitter.
00:14:50:18,00:14:54:11,"Am Sonntag sehr heiss und oft sonnig, im Westen schwuel"
00:14:54:15,00:14:57:22,und gebietsweise Schauer und Gewitter mit Unwettergefahr.
00:14:58:02,00:15:01:10,Montag im Osten einzelne Schauer und Gewitter.
00:15:01:14,00:15:05:16,"Dienstag erst oft sonnig, von Westen her Unwettergefahr."
00:15:09:05,00:15:13:00,Mit einer Kurzausgabe der tagesthemen meldet sich Ingo Zamperoni
00:15:13:04,00:15:14:13,gegen 21.20 Uhr:
00:15:14:17,00:15:16:06,In der Halbzeitpause
00:15:16:10,00:15:20:03,im Spiel der deutschen Frauen-Fussballnationalmannschaft.
00:15:20:07,00:15:23:12,Darin unter anderem: Vor dem NATO-Gipfel in Vilnius.
00:15:23:16,00:15:26:17,Ukraines Praesident Selenskyj zu Gast in Istanbul.
00:15:26:22,00:15:29:17,Ich wuensche Ihnen einen schoenen Abend.
