Timecode In,Timecode Out,Subtitle
00:00:04:12,00:00:07:23,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:09:21,00:00:13:15,Diese Sendung wurde vom NDR live untertitelt (01.04.2023)
00:00:14:01,00:00:16:10,Heute im Studio: Judith Rakers.
00:00:17:10,00:00:20:12,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:21:19,00:00:25:11,Der Kompromiss der Ampel-Regierung zum Austausch von Heizungen
00:00:25:13,00:00:26:13,stoesst auf Kritik.
00:00:26:21,00:00:30:09,"Im Kern soll es dabei bleiben, dass neue Heizungen zu 65 %"
00:00:30:11,00:00:33:11,mit erneuerbaren Energien betrieben werden muessen.
00:00:34:11,00:00:37:10,Geplant sind aber Ausnahmen und ÈUbergangsfristen.
00:00:37:12,00:00:41:21,"Union und Linkspartei bemaengeln, dass die Foerderung noch unklar sei."
00:00:45:15,00:00:49:11,Heizen mit Erdgas oder Heizoel Ð in Deutschland bisher die Regel.
00:00:49:19,00:00:52:24,Mehr als 80 % der Waerme stammt aus fossilen Energien.
00:00:53:12,00:00:55:04,Das soll sich aendern.
00:00:55:06,00:00:57:07,Ab 2024 soll jede neue Heizung
00:00:57:09,00:01:00:23,zu 65 % mit erneuerbaren Energien betrieben werden.
00:01:02:21,00:01:05:18,Aber es gilt: keine generelle Austauschpflicht.
00:01:06:05,00:01:08:24,Kaputte alte Heizungen koennen repariert werden.
00:01:09:06,00:01:10:21,"Ist dies nicht moeglich,"
00:01:10:23,00:01:13:08,gelten ÈUbergangsfristen fuer den Umstieg.
00:01:14:05,00:01:17:11,Keine Pflicht umzusteigen gibt es fuer ueber 80-Jaehrige.
00:01:17:21,00:01:20:22,Dem Sozialverband reichen die Ausnahmen nicht.
00:01:22:23,00:01:26:07,Wir fordern mehr Parameter als nur eine Altersgrenze.
00:01:26:09,00:01:28:24,"Etwa die Betreuung von Pflegebeduerftigen,"
00:01:29:01,00:01:32:16,"finanzielle Moeglichkeiten, Betreuung pflegebeduerftiger Kinder."
00:01:32:22,00:01:35:16,"Das muss eine Rolle spielen, wenn es darum geht,"
00:01:35:18,00:01:38:02,wer einen Beitrag leisten soll.
00:01:39:11,00:01:42:11,Fuer Neubauten sind als Heizmoeglichkeiten vorgesehen:
00:01:49:03,00:01:52:05,Die Buerger sollen bei den Kosten unterstuetzt werden.
00:01:52:24,00:01:56:12,Fuer Menschen mit geringen Einkommen soll eine Waermepumpe
00:01:56:14,00:01:58:19,nicht mehr kosten als eine Gasheizung.
00:01:58:21,00:02:01:01,"Wir haben Menschen mit mehr Geld,"
00:02:01:03,00:02:03:19,fuer die das eine Zukunftsinvestition ist.
00:02:04:02,00:02:06:13,Da sollten wir mit Krediterleichterungen
00:02:06:15,00:02:08:22,und guten Konditionen arbeiten.
00:02:10:14,00:02:12:11,Die Details sind noch offen.
00:02:12:13,00:02:16:16,"Die Union kritisiert, dass die Regierung nicht fuer Klarheit sorge."
00:02:16:23,00:02:19:16,"Sie laesst die Menschen mit der Sorge allein,"
00:02:19:18,00:02:22:00,wie sie die Kosten schultern sollen.
00:02:22:08,00:02:25:13,"Nach monatelangem Streit, 30 Stunden Koalitionsausschuss,"
00:02:25:15,00:02:27:07,gibt es kein Gesamtkonzept.
00:02:27:09,00:02:31:13,Ein Gesamtkonzept will die Regierung im April im Kabinett verabschieden.
00:02:31:22,00:02:35:17,Bis dahin muss die Ampel noch einige Unstimmigkeiten klaeren:
00:02:35:19,00:02:38:12,Etwa bei der Laenge von ÈUbergangsfristen
00:02:38:14,00:02:42:01,und der Bedeutung von Wasserstoff fuer die Waermewende.
00:02:42:11,00:02:45:23,"Auch bei der Frage, wie die Buerger entlastet werden."
00:02:48:24,00:02:51:11,Krankschreibungen wegen Erkaeltungssymptomen
00:02:51:14,00:02:54:05,sind ab sofort nicht mehr telefonisch moeglich.
00:02:54:07,00:02:56:20,Nach drei Jahren endet eine Sonderregelung.
00:02:56:22,00:03:00:02,Die sollte in der Pandemie die Arztpraxen entlasten
00:03:00:04,00:03:01:19,und Ansteckungen vermeiden.
00:03:02:01,00:03:04:15,Der Hausaerzteverband und Verbraucherzentralen
00:03:04:17,00:03:06:09,kritisierten die Abschaffung.
00:03:06:16,00:03:09:14,Gesundheitsminister Lauterbach zeigte sich offen
00:03:09:16,00:03:12:18,fuer eine Beibehaltung der bisherigen Sonderregelung.
00:03:13:03,00:03:15:21,Zustaendig dafuer sei aber der Bundesausschuss
00:03:15:23,00:03:18:05,"von ÈArzten, Kliniken und Krankenkassen."
00:03:19:23,00:03:23:10,Die Tarifpartner der Textil- und Bekleidungsindustrie
00:03:23:12,00:03:27:11,einigten sich auf einen Abschluss fuer die 100.000 Beschaeftigten.
