Timecode In,Timecode Out,Subtitle
00:00:04:08,00:00:07:14,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:07:18,00:00:13:07,Diese Sendung wurde vom NDR live untertitelt (15.05.2023)
00:00:13:12,00:00:16:19,Heute im Studio: Julia-Niharika Sen.
00:00:18:14,00:00:21:17,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:10,00:00:24:11,In der Tuerkei wird zum ersten Mal
00:00:24:13,00:00:27:20,in einer Stichwahl ueber den Praesidenten entschieden.
00:00:27:22,00:00:32:05,"Bei der Abstimmung gestern holte Erdogan die meisten Stimmen,"
00:00:32:07,00:00:37:09,verfehlte wie Herausforderer Kilicdaroglu die absolute Mehrheit.
00:00:37:13,00:00:40:07,In zwei Wochen ist die entscheidende Runde.
00:00:40:09,00:00:41:20,Die Wahl in der Tuerkei
00:00:41:22,00:00:45:03,gilt als eine der weltweit wichtigsten in diesem Jahr.
00:00:45:05,00:00:48:23,Sie ist richtungsweisend fuer die Zukunft des Landes.
00:00:49:00,00:00:50:23,Stichwahl nach einem Wahlkrimi.
00:00:51:00,00:00:54:05,"Am Nachmittag verkuendigt der Chef der Wahlkommission,"
00:00:54:07,00:00:56:24,dass fuer keinen der beiden Kandidaten reicht.
00:00:57:01,00:01:00:20,Am Morgen nach der Wahl kommt das Leben nur langsam in die Gaenge.
00:01:00:22,00:01:04:02,"Die Anhaenger der Opposition fanden den Wahlkampf unfair,"
00:01:04:04,00:01:05:15,hatten sich mehr erhofft.
00:01:05:17,00:01:09:03,Die Unterstuetzer der Regierung koennen mit dem Ergebnis leben.
00:01:09:05,00:01:13:07,"Ich hatte erwartet, dass unser Praesident gewinnt."
00:01:13:09,00:01:14:13,Nicht nur erwartet.
00:01:14:15,00:01:17:24,"Es war offensichtlich, dass er gewinnt."
00:01:19:01,00:01:20:12,Ich bin enttaeuscht.
00:01:20:15,00:01:23:24,Aber am Ende hat der Praesident alle Mittel zur Verfuegung.
00:01:24:01,00:01:26:14,Seine AKP gewinnt auch deshalb.
00:01:28:10,00:01:31:22,"Erdogan, seit 20 Jahren im Amt, muss in die Stichwahl."
00:01:31:24,00:01:33:06,Fuer ihn das erste Mal.
00:01:33:08,00:01:36:04,Dennoch zeigt er sich gestern Nacht siegessicher.
00:01:36:06,00:01:40:13,Trotz schlechter Wirtschaftslage und hoher Inflation gilt er als Favorit.
00:01:40:15,00:01:44:05,"Auch, weil er Medien und den Staatsapparat hinter sich hat."
00:01:44:08,00:01:46:02,Die Opposition: geschockt.
00:01:46:07,00:01:49:18,In vielen Umfragen lag Herausforderer Kilicdaroglu vorne.
00:01:49:20,00:01:52:24,Ein breites Parteienbuendnis hat ihn unterstuetzt.
00:01:53:01,00:01:55:16,"Kilicdaroglu hofft, in zwei Wochen zu siegen."
00:01:55:18,00:01:59:00,Er beklagt Unregelmaessigkeiten bei der Stimmenauszaehlung.
00:01:59:02,00:02:02:06,"Wahlbeobachter von Europarat und OSZE berichten heute,"
00:02:02:08,00:02:06:07,das Ergebnis sei im Grossen und Ganzen korrekt.
00:02:06:15,00:02:10:24,"Die Wahl wurde von der Verwaltung gut und effizient organisiert,"
00:02:11:01,00:02:14:05,aber es gab Maengel bei Kommunikation und Transparenz.
00:02:14:07,00:02:17:01,Die Frage nach der Unabhaengigkeit stellt sich.
00:02:17:07,00:02:19:10,Eine Entscheidung ist gefallen:
00:02:19:12,00:02:20:19,Das Regierungsbuendnis
00:02:20:21,00:02:23:23,hat trotz Verlusten eine knappe Mehrheit errungen.
00:02:24:01,00:02:26:00,Er koennte Praesidentenmacher sein:
