Timecode In,Timecode Out,Subtitle
00:00:19:12,00:00:22:20,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:22:22,00:00:25:16,Herzlich willkommen zur Live- Untertitelung des NDR (28.03.2023)
00:00:25:18,00:00:28:22,Heute im Studio: Thorsten Schroeder und Ingo Zamperoni.
00:00:29:02,00:00:31:16,"Guten Abend, willkommen zu den tagesthemen."
00:00:31:18,00:00:33:14,Ebenfalls einen schoenen Abend.
00:00:33:16,00:00:37:11,Es wurde Abend und es wurde Morgen und es gab einen dritten Tag.
00:00:37:13,00:00:41:03,Diese fast biblische Dimensionen der Koalitionsausschusssitzung
00:00:41:05,00:00:44:12,hatten sie sich zu Beginn dieses Treffens vorgestern Abend
00:00:44:14,00:00:46:12,wohl auch nicht traeumen lassen.
00:00:47:13,00:00:51:05,Aber offensichtlich musste nach Wochen der staendigen Querelen
00:00:51:07,00:00:54:02,alles auf den Tisch - und zwar grundsaetzlich.
00:00:54:04,00:00:56:08,Wie haelt's du's mit dem Klimaschutz?
00:00:56:10,00:00:59:15,"Das war die Haupt-Gretchenfrage, aber nicht die einzige."
00:00:59:17,00:01:03:18,"Es ging auch um Themen, mit denen im Vorfeld wenig gerechnet haben."
00:01:03:20,00:01:06:14,Kanzler Scholz bilanzierte: Es hat sich gelohnt.
00:01:06:16,00:01:09:15,"Die Aufloesung dann am Abend, als die drei Parteien"
00:01:09:17,00:01:12:20,die Mammut-Sitzung beendeten und vor die Presse traten.
00:01:12:22,00:01:15:20,"Was sie praesentierten, fasst Iris Sayram zusammen."
00:01:16:16,00:01:19:06,Sie kommen aus verschiedenen Richtungen
00:01:19:08,00:01:22:21,und treffen sich doch zu einem gemeinsamen Statement.
00:01:24:17,00:01:26:21,Wir drei stehen hier hochzufrieden.
00:01:26:23,00:01:30:10,"Man kann 2,5 Tage verhandeln, wenn man die Garantie hat,"
00:01:30:16,00:01:34:01,dass die Dinge anschliessend schneller laufen.
00:01:34:24,00:01:40:22,Wir bewegen uns als Koalition in Richtung Zukunft.
00:01:42:16,00:01:45:05,Das waren keine einfachen Verhandlungen.
00:01:45:07,00:01:47:19,Es war eine Ringen an sehr vielen Stellen.
00:01:47:22,00:01:49:24,"Ich moechte sagen, woran das liegt."
00:01:50:01,00:01:53:17,In den letzten Jahren ist im Land vieles liegen geblieben.
00:01:53:19,00:01:58:17,"Wir haben uns auf den Weg gemacht, dieses Land zu modernisieren."
00:02:00:20,00:02:05:15,Man schweigt sich auseinander und diskutiert sich zusammen.
00:02:06:06,00:02:10:10,"Das ist das Gefuehl, dass wir als Koalitionspartner haben."
00:02:14:01,00:02:15:21,Sie haben sich geeinigt.
00:02:15:23,00:02:18:05,Etwa beim schwierigen Thema
00:02:18:08,00:02:20:22,des beschleunigten Ausbaus einiger Autobahnen.
00:02:20:24,00:02:23:13,Das hatten die Gruenen bislang ausgeschlossen.
00:02:23:15,00:02:25:00,Jetzt die Kehrtwende.
00:02:25:02,00:02:26:06,"Jedenfalls dann,"
00:02:26:07,00:02:29:17,wenn am Rande der Autobahnen Solaranlagen mitgebaut werden.
00:02:29:19,00:02:32:17,Ausserdem soll der Schienenverkehr gestaerkt werden.
00:02:32:18,00:02:36:04,Die Lkw-Maut soll dafuer im naechsten Jahr erhoeht werden.
00:02:37:12,00:02:42:07,Wir wollen das Netz modernisieren.
00:02:42:19,00:02:49:05,Den CO2-Aufschlag auf die Lkw-Maut wollen wir fuer die Schiene verwenden
00:02:50:24,00:02:55:23,Insgesamt soll der Druck aus dem Verkehrssektor genommen werden.
00:02:56:07,00:03:00:05,"Sein Bereich muss nun nicht mehr die hohen CO2-Ziele erreichen,"
00:03:00:08,00:03:03:18,wenn in anderen Bereichen eingespart wird.
00:03:04:13,00:03:08:00,Dafuer muss das Klimaschutzgesetz aufgeweicht werden.
00:03:08:06,00:03:12:09,Bei den Heizungen soll niemand im Stich gelassen werden.
00:03:14:16,00:03:17:12,16 Seiten lang ist die Einigung von heute.
00:03:17:19,00:03:19:23,Schon am Abend
00:03:20:04,00:03:23:09,vor der Pressekonferenz zeigte er sich zufrieden.
00:03:25:03,00:03:28:18,Deshalb ist die Muehe sinnvoll. Es wird sich gelohnt haben.
00:03:30:11,00:03:35:14,"Ich bin sehr zuversichtlich, dass wir ein grosses Werk haben."
00:03:43:01,00:03:46:11,Der ÈArger ueber durchgestochene Gesetze scheint verflogen.
00:03:50:02,00:03:53:20,Das Thema Finanzen war in der Mammutsitzung nicht Thema.
00:04:01:00,00:04:04:03,"In Berlin begruesse ich die Co-Partei-Chefin der Gruenen,"
00:04:04:05,00:04:05:05,Ricarda Lang.
00:04:05:07,00:04:06:09,Guten Abend.
00:04:06:11,00:04:10:06,"Vor einer Woche beklagte Robert Habeck hier im Interview beklagt,"
00:04:10:08,00:04:12:23,die Koalition komme ihrem Auftrag nicht nach.
00:04:13:00,00:04:15:17,Wird sie das nach dieser Marathon-Sitzung nun?
00:04:18:03,00:04:23:09,Wir kommen aus nicht einfachen Verhandlungen.
00:04:23:13,00:04:28:23,Es waren zaehe Verhandlungen.
00:04:29:18,00:04:34:18,"Wir schaffen es immer noch nicht, die Luecke beim Verkehr zu schliessen."
00:04:34:22,00:04:38:11,In den letzten Jahren ist vieles liegen geblieben.
00:04:38:15,00:04:43:15,"Gerade, wenn es um Klima und Verkehr geht."
00:04:43:19,00:04:48:19,Wir tragen stellvertretend fuer die Gesellschaft die Konflikte aus.
00:04:51:23,00:04:54:18,"Bei der Pressekonferenz sprach Lindner davon,"
00:04:54:20,00:04:56:19,das Klimaschutz-Gesetz zu aendern
00:04:56:21,00:05:00:14,und von der ÈOffnung des Raums fuer marktwirtschaftliche Elemente.
00:05:00:16,00:05:02:14,Mussten Sie da nicht schlucken?
00:05:06:00,00:05:13:20,Ich hab kein Problem mit marktwirtschaftlichen Instrumenten.
00:05:15:11,00:05:22:18,Die Sektorziele im Klimaschutzgesetz bleiben erhalten.
00:05:23:13,00:05:26:14,Jedes Ressort behaelt seine Ziele.
00:05:29:16,00:05:34:18,Die Sektoren koennen sich untereinander helfen.
00:05:36:02,00:05:40:24,"Wenn die Klimaziele insgesamt nicht eingehalten werden,"
