Timecode In,Timecode Out,Subtitle
00:00:04:08,00:00:07:19,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:07:21,00:00:12:21,Diese Sendung wurde Vom NDR live untertitelt (22.05.2023)
00:00:14:23,00:00:17:01,Heute im Studio: Jens Riewa.
00:00:17:23,00:00:21:10,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:21:23,00:00:24:18,Nach der Entlassung von Staatssekretaer Graichen
00:00:24:20,00:00:28:03,steht dessen Nachfolger im Wirtschaftsministerium fest:
00:00:28:05,00:00:31:23,"Der Gruenen-Politiker Nimmermann (57) wird den Posten uebernehmen,"
00:00:32:00,00:00:36:01,Damit auch die Weichenstellungen fuer das umstrittene Heizungsgesetz.
00:00:36:03,00:00:40:17,Er wechselt aus dem hessischen Wirtschaftsministerium nach Berlin.
00:00:40:19,00:00:45:02,"Laut Wirtschaftsminister Habeck wird Nimmermann mit ""frischem Blick"""
00:00:45:04,00:00:46:24,Prozesse neu durchdenken.
00:00:48:06,00:00:51:05,Hier zieht bald ein neuer Staatssekretaer ein Ð
00:00:51:07,00:00:53:18,der Ex-Banker Philipp Nimmermann.
00:00:53:20,00:00:57:09,"Er war schon im Finanzministerium in Schleswig-Holstein,"
00:00:57:11,00:01:00:15,wechselte dann ins hessische Wirtschaftsministerium.
00:01:00:17,00:01:02:08,Robert Habeck zufrieden:
00:01:02:10,00:01:04:20,"Er ist ein erfahrener Verwaltungschef,"
00:01:04:22,00:01:07:10,seit vielen Jahren Staatssekretaer.
00:01:07:12,00:01:11:04,"Ein Kenner von Energiemaerkten und ein guter ÈOkonom,"
00:01:11:07,00:01:15:14,der die Energiewende mit Leidenschaft bereichern wird.
00:01:16:16,00:01:20:18,"Statt Leidenschaft koennte der Neue eher Leidensfaehigkeit brauchen,"
00:01:20:20,00:01:24:16,denn bei dem Thema Heizungsgesetz hat sich die Koalition verhakt.
00:01:24:18,00:01:28:08,"Die FDP fordert, das Gesetz komplett umzuarbeiten:"
00:01:28:24,00:01:32:14,"Wenn man sich anschaut, was auf dem Tisch liegt,"
00:01:33:10,00:01:35:18,ist es eine grosse Baustelle.
