Timecode In,Timecode Out,Subtitle
00:08:35:18,00:08:38:01,Die Parteichefs stellen klar:
00:08:38:03,00:08:42:17,"Wir haben bei der AfD eine Partei, die zu einem beachtlichen Teil"
00:08:42:19,00:08:46:12,ausserhalb des Verfassungsspektrums unseres Landes steht.
00:08:46:14,00:08:50:03,"Es ist nicht nur ein Wettbewerber, nicht nur ein Gegner,"
00:08:50:05,00:08:52:14,sondern ein Feind unserer Demokratie.
00:08:52:16,00:08:55:12,Braucht es eine Alternative fuer Deutschland?
00:08:55:14,00:08:58:08,"Nein, eine Loesung. Und das ist die Union."
00:08:58:18,00:09:00:19,Doch was ist mit den Gruenen?
00:09:00:21,00:09:02:20,CDU und CSU bleiben dabei:
00:09:02:22,00:09:05:06,"Die Gruenen seien dafuer verantwortlich,"
00:09:05:08,00:09:07:21,dass viele Menschen unzufrieden sind.
00:09:07:23,00:09:11:01,Diese Waehler wollen die Schwesterparteien gewinnen
00:09:11:03,00:09:15:13,und grenzen sich in der Wirtschafts- und Klimapolitik deutlich ab.
00:09:15:21,00:09:20:05,"Es geht um die Frage, wie wir eine solche notwendige Transformation"
00:09:20:08,00:09:22:13,in Deutschland gestalten wollen.
00:09:22:15,00:09:25:19,Hier haben wir andere Vorstellungen als die Gruenen.
00:09:25:21,00:09:28:08,Wir wollen es nicht mit Reglementierung
00:09:28:10,00:09:31:12,und einem ÈUbermass an Verboten und Bevormundung.
00:09:31:14,00:09:33:16,Der Kurs scheint also gefunden.
00:09:33:18,00:09:36:07,"Die Zeit draengt, denn aus Sicht der Union"
00:09:36:10,00:09:39:01,sind die Landtagswahlen richtungsweisend.
00:09:39:03,00:09:42:02,Sogar als Abstimmung ueber die Ampel im Bund.
00:09:42:06,00:09:45:08,CDU und CSU versuchen einen Befreiungsschlag.
00:09:45:10,00:09:49:06,Ausgestanden duerfte der Richtungsstreit damit nicht sein.
00:09:52:02,00:09:54:06,Ist er's oder ist er's nicht?
00:09:54:14,00:09:58:08,"Jeder, der Russlands Praesident nahekommen will,"
00:09:58:17,00:10:04:11,muss erst in Quarantaene und dann an meterlangen Tischen Platz nehmen.
00:10:05:05,00:10:09:02,"Da kann man schon Zweifel haben, dass es sich wirklich"
00:10:09:04,00:10:13:01,"um Wladimir Putin handelt, der hier in der Menge badet."
00:10:14:01,00:10:18:24,Nach dem Aufstand der Wagner-Truppe um ihren Anfuehrer Jewgeni Prigoschin
00:10:19:01,00:10:21:18,ist der Praesident allerdings angeschlagen.
00:10:21:20,00:10:25:13,Er braucht unbedingt gute Nachrichten und starke Bilder.
00:10:25:19,00:10:27:19,"Bilder, die dem Volk zeigen,"
00:10:27:21,00:10:30:12,dass der Praesident alles im Griff hat.
00:10:30:16,00:10:34:15,Sabine Krebs ueber das neue Gesicht des Wladimir Putin.
00:10:36:23,00:10:40:07,"Stolpert der russische Praesident, Wladimir Putin,"
00:10:40:09,00:10:43:14,geht es nun in seiner Amtszeit womoeglich bergab?
00:10:43:16,00:10:47:07,"Oder hat er weiter im Blick, wohin sein Land steuert?"
00:10:47:13,00:10:49:19,"Gefeiert fast wie ein Popstar,"
00:10:50:06,00:10:55:21,laesst der Kreml ununterbrochen positive Putin-Bilder verbreiten.
00:10:57:13,00:11:00:20,"Haende schuetteln hier, Haende schuetteln da."
00:11:01:02,00:11:04:03,Nach dem Kurzzeit-Aufstand der Wagner-Kaempfer
00:11:04:04,00:11:07:10,ist die russische Regierung um Normalitaet bemueht.
00:11:07:22,00:11:11:12,Aussenminister Lawrow heute auf einer Pressekonferenz.
00:11:12:15,00:11:17:00,"Vielen Dank, dass Sie sich um unsere nationalen Interessen sorgen,"
00:11:17:02,00:11:18:23,aber das muessen Sie nicht.
00:11:19:00,00:11:23:19,Russland ist aus allen Schlamasseln staerker herausgekommen Ð
00:11:24:12,00:11:28:18,und man kann dies schwer mehr als einen Schlamassel bezeichnen.
00:11:28:21,00:11:31:11,So wird es auch dieses Mal sein.
00:11:36:11,00:11:39:22,Wagner-Chef Prigoschin hatte am vergangenen Wochenende
00:11:39:24,00:11:43:14,auch gegenueber Praesident Putin die Maske fallengelassen.
00:11:43:16,00:11:47:03,Er rief seine Kaempfer zum Marsch Richtung Moskau auf.
00:11:47:05,00:11:50:16,"Von Sueden sind sie, offenbar ohne grossen Widerstand,"
00:11:50:18,00:11:53:11,mehrere hundert Kilometer weit gekommen.
00:11:53:13,00:11:55:15,Dann war der Vormarsch vorbei.
00:11:55:17,00:11:57:15,"Noch immer wird spekuliert,"
00:11:57:17,00:12:01:12,ob sich Prigoschin inzwischen in Belarus aufhaelt oder nicht.
00:12:01:14,00:12:05:12,"Unklar auch, ob General Surowikin, Vizekommandeur der Truppen"
00:12:05:14,00:12:09:09,"in der Ukraine, beim Praesidenten in Ungnade gefallen ist."
00:12:09:11,00:12:11:23,Er soll von dem Aufstand gewusst haben -
00:12:12:00,00:12:13:12,gilt als verschollen.
00:12:13:14,00:12:15:08,Das letzte Lebenszeichen:
00:12:15:10,00:12:18:16,"Ein Video auf Telegram, zu Beginn des Aufstands."
00:12:19:00,00:12:21:19,"Ich fordere euch auf, aufzuhoeren."
00:12:24:00,00:12:27:00,Der Feind wartet auf die Verschaerfung
00:12:27:13,00:12:30:02,unserer innenpolitischen Situation.
00:12:31:23,00:12:35:14,Wir duerfen dem Feind in diesem schwierigen Moment
00:12:35:16,00:12:37:18,nicht in die Haende spielen.
00:12:41:14,00:12:45:02,"Im russischen Staatsfernsehen wird es so dargestellt,"
00:12:45:04,00:12:47:07,als sei die Krise ausgestanden.
00:12:47:09,00:12:49:22,Quasi jeden Tag zur Hauptsendezeit
00:12:49:24,00:12:53:18,"Beitraege ueber den Praesidenten, fest im Sattel sitzend."
00:12:54:07,00:12:55:22,"Niemand weiss,"
00:12:55:24,00:13:00:11,ob seine Rechnung in Bezug auf die Wagner-Kaempfer aufgegangen ist.
00:13:03:08,00:13:06:21,Wir sind verbunden mit dem ehemaligen Oligarchen
00:13:06:22,00:13:10:17,und heutigen Oppositionellen Michail Chodorkowski in London.
00:13:10:19,00:13:14:03,Er war von 2003 bis 2013 in Russland im Gefaengnis
00:13:14:05,00:13:16:15,und ging anschliessend ins Exil.
00:13:16:22,00:13:18:21,Guten Abend.
00:13:22:10,00:13:23:23,Ich gruesse Sie.
00:13:24:12,00:13:27:16,Beginnt jetzt in Russland Putins Rachefeldzug?
00:13:27:18,00:13:31:13,"Erwarten Sie, dass er Mitwisser und Unterstuetzer Prigoschins"
00:13:31:15,00:13:34:01,im Machtapparat kaltstellen laesst?
00:13:35:04,00:13:37:15,Das waere fuer ihn sehr schwierig.
00:13:37:24,00:13:44:01,"Dieser Aufstand hatte wesentlich breitere und tiefer gehende Wurzeln,"
00:13:45:03,00:13:47:16,als Putin das gerne gehabt haette.
00:13:48:10,00:13:50:13,Auch in den aktiven Truppen.
00:13:51:18,00:13:56:10,"Der Versuch, all die zu bestrafen, die in diesem Aufstand"
00:13:57:19,00:14:02:13,"eine Rolle spielten, wuerde zum Zusammenbruch der Front fuehren."
00:14:06:06,00:14:09:01,Wie viele Unterstuetzer hat Prigoschin?
00:14:09:09,00:14:12:18,Er ist wahrscheinlich nur deshalb so weit gekommen
00:14:12:20,00:14:17:14,"auf seinem Marsch Richtung Moskau, weil er so viele Unterstuetzer hat."
00:14:19:12,00:14:24:01,Prigoschin war nicht die einzige Kraft in diesem Aufstand.
00:14:25:18,00:14:28:19,Er war eher der Unterstuetzer.
00:14:31:05,00:14:34:22,"Unterstuetzer fuer Surowikin, der auf den Posten"
00:14:35:12,00:14:39:09,des Verteidigungsministers einen Anspruch erheben koennte.
00:14:39:12,00:14:42:10,Also auf eine einflussreiche Position
00:14:44:00,00:14:49:00,"im Rahmen der Machtkonfiguration, die sich da ergeben koennte."
00:14:53:04,00:14:57:22,Surowikin ist eine akzeptable Figur fuer viele in der Armee.
00:15:01:24,00:15:04:23,"In dem Zusammenhang sah man,"
00:15:05:05,00:15:09:24,dass die Armeeeinheiten eine grosse Traegheit gezeigt haben.
00:15:15:09,00:15:19:03,"Ich denke, dass alle jetzt ueberzeugt sind in Russland:"
00:15:19:18,00:15:23:19,Die Unterstuetzung Putins in der Bevoelkerung und den Truppen
00:15:23:21,00:15:25:04,ist sehr niedrig.
00:15:26:07,00:15:29:22,"Prigoschin war der erste, der sich getraut hat,"
00:15:30:04,00:15:32:21,oeffentlich Putins Luegen zu entlarven.
00:15:33:04,00:15:37:07,"Er sagte, dass bei dem Krieg nicht um die Ukraine gehe,"
00:15:37:12,00:15:41:18,sondern um das Machtstreben des Verteidigungsministers Schoigu.
00:15:41:20,00:15:43:19,Glauben das die Menschen?
00:15:52:02,00:15:56:06,"Prigoschin ist nicht der einzige, der davon gesprochen hat."
00:15:56:10,00:16:00:21,"Davon hat nicht nur die demokratische Opposition gesprochen,"
00:16:01:21,00:16:04:20,sondern auch viele National-Patrioten.
00:16:11:17,00:16:16:24,"Zu sagen, es ginge ausschliesslich um den Machterhalt von Schoigu,"
00:16:20:08,00:16:24:15,"oder einen neuen Stern auf der Schulter, einen neuen Orden,"
00:16:24:24,00:16:27:14,ist eine erhebliche Untertreibung.
00:16:33:09,00:16:35:24,Prigoschin hat taktisch gehandelt.
00:16:37:16,00:16:41:09,"Worin besteht die Bedeutung dessen, was er gesagt hat?"
00:16:41:11,00:16:46:07,"Darin, dass er diesen Gedanken ueber die Kreise hinaus getragen hat,"
00:16:48:00,00:16:52:03,die derartige Sachen sonst nur von anderen hoeren.
00:16:53:11,00:16:57:13,"Er hat diesen Gedanken zum einfachen Russen getragen,"
00:16:58:03,00:17:00:03,zum einfachen Soldaten.
00:17:03:21,00:17:08:06,Das ist sicher der schmerzlichste Schlag gegen das Regime Putin.
00:17:10:21,00:17:13:21,"Als am Wochenende dieser Aufstand publik wurde,"
00:17:13:23,00:17:17:08,"haben Sie die Menschen in Russland dazu aufgerufen,"
00:17:17:10,00:17:20:19,sich zu bewaffnen und sich Putin entgegenzustellen.
00:17:21:15,00:17:25:07,"Sind Sie der ÈUberzeugung, dass es einen Machtwechsel"
00:17:25:09,00:17:28:01,in Russland nur mit Gewalt geben kann?
00:17:29:18,00:17:34:09,In Zeiten des Krieges kann man eine Diktatur nur mit Gewalt
00:17:36:13,00:17:39:03,oder ihrer Androhung beseitigen.
00:17:41:11,00:17:44:01,Alles andere ist unrealistisch.
00:17:49:10,00:17:52:20,"Putin hat gezeigt, dass er bereit ist,"
00:17:54:05,00:17:58:10,"Zehntausende zu opfern, um an der Macht zu bleiben."
00:18:03:17,00:18:08:11,Er macht dabei keinen Unterschied zwischen Ukrainern und Russen.
00:18:12:10,00:18:16:22,Darum ist jeder friedliche Protest aussichtslos.
00:18:18:19,00:18:23:00,Hinter einem friedlichen Protest muessen bewaffnete Menschen stehen.
00:18:23:02,00:18:25:17,"Sollte es einen Machtwechsel geben,"
00:18:25:19,00:18:28:14,dann wollen Sie ja keinen Putin 2.0 haben.
00:18:28:16,00:18:31:13,Dann sollte eine Opposition uebernehmen.
00:18:31:15,00:18:36:13,"Gibt es ueberhaupt eine Opposition, die schlagkraeftig waere?"
00:18:37:21,00:18:41:12,"Der eine Prominente, Nawalny, sitzt im Gefaengnis."
00:18:41:14,00:18:44:14,"Der andere, naemlich Sie, ist im Exil."
00:18:45:19,00:18:49:16,Tatsaechlich sitzen neben Nawalny
00:18:52:02,00:18:56:07,noch viele sehr faehige Menschen im Gefaengnis.
00:18:58:07,00:19:02:23,Das sind Hunderte politische Gefangene.
00:19:08:02,00:19:14:05,Diese Menschen koennte man nur mit einem Aufstand befreien.
00:19:18:24,00:19:23:01,Leider war die Opposition nicht darauf vorbereitet.
00:19:31:01,00:19:34:08,Wir wollen so einen Fehler nicht wiederholen.
00:19:35:17,00:19:39:23,"Gaebe es einen Neuanfang, in welcher Rolle saehen Sie sich?"
00:19:40:18,00:19:44:02,"Der ehemalige Schachweltmeister Kasparow sagt,"
00:19:44:04,00:19:47:19,Sie seien der Mann der Stunde fuer die Zeit nach Putin.
00:19:51:11,00:19:53:06,Ich bin kein Politiker.
00:19:54:16,00:20:00:01,Ich wurde niemals fuer etwas gewaehlt und habe keinen Wunsch danach.
00:20:03:10,00:20:04:20,Ich bin Manager.
00:20:05:06,00:20:09:20,"Wenn es erforderlich ist, bin ich bereit so zu arbeiten."
00:20:11:18,00:20:16:23,"Fuer eine gewisse Zeit, die mir eine ÈUbergangsregierung gewaehrt."
00:20:24:10,00:20:28:21,So sagt es uns der Oppositionelle Michail Chodorkowski.
00:20:29:15,00:20:35:01,Danke fuer das Gespraech. Vielen Dank auch an Sie.
00:20:39:19,00:20:42:18,Das Interview habe ich am Abend gefuehrt.
00:20:42:21,00:20:45:20,Den Hunger in der Welt zu bekaempfen
00:20:45:22,00:20:49:05,und den Lebensstandard der Menschen zu verbessern:
00:20:49:07,00:20:53:23,Diese Ziele hat sich die Ernaehrungs- und Landwirtschaftsorganisation
00:20:54:00,00:20:58:09,"der UN, kurz FAO, gesetzt, eine Unterorganisation der UNO."
00:20:58:17,00:21:01:08,"Praesident dieser FAO ist ein Mann,"
00:21:01:10,00:21:05:18,der sich nun unappetitlichen Vorwuerfen ausgesetzt sieht.
00:21:05:20,00:21:08:10,Eine Recherche der ARD dokumentiert:
00:21:08:12,00:21:11:23,Der chinesische Direktor hat sich die Organisation
00:21:12:00,00:21:14:18,mundgerecht zurecht gelegt.
00:21:15:05,00:21:20:16,"Sodass das, was sie veranlasst, ganz besonders den Chinesen schmeckt"
00:21:21:12,00:21:23:21,und vor allem der Staatsfuehrung.
00:21:24:02,00:21:26:11,Anja Miller und Verena Schaelter.
00:21:28:17,00:21:30:13,Vor einigen Monaten in Rom:
00:21:30:15,00:21:33:04,Jemand aus der Welternaehrungsorganisation
00:21:33:06,00:21:36:17,meldet sich bei uns: Es laufe etwas schief in der FAO.
00:21:36:19,00:21:41:03,"Ich habe das Gefuehl, dass China die FAO zu ihren eigenen Zwecken nutzt."
00:21:41:05,00:21:44:22,Ich meine vor allem geopolitische Zwecke und Interessen.
00:21:45:21,00:21:50:01,Der Beginn einer monatelangen Recherche auf vier Kontinenten.
00:21:50:02,00:21:53:01,"Chinas Einfluss waechst, auch durch die FAO."
00:21:53:11,00:21:58:01,Das duerfte auch an dem chinesischen Generaldirektor Qu Dongyu liegen.
00:22:01:04,00:22:03:08,Er baute die Behoerde massiv um.
00:22:03:11,00:22:06:20,"Zuvor gab es zwei chinesische Direktoren, nun sechs."
00:22:07:20,00:22:11:03,"Die Einflussnahme auf bestimmte Projekte sei spuerbar,"
00:22:11:05,00:22:12:18,sagt unser Informant.
00:22:12:21,00:22:16:02,Bei der Projektplanung als auch bei der Umsetzung
00:22:16:04,00:22:20:16,bekommt man direkte Anweisungen vom chinesischen Agrarministerium.
00:22:21:01,00:22:24:13,"Wenn man Kollegen oder Vorgesetzte deswegen fragt,"
00:22:24:14,00:22:27:13,bekommt man die Antwort: Das ist halt China.
00:22:29:01,00:22:34:00,Das Land hat eine Eisenbahnverbindung durch Laos direkt nach China gebaut.
00:22:34:01,00:22:37:08,"Viele Projekte, die die FAO unterstuetzt,"
00:22:37:10,00:22:39:23,liegen entlang dieser Zugstrecke.
00:22:40:21,00:22:45:01,Sie ist Teil des gigantischen Seidenstrassen-Projekts Chinas.
00:22:47:03,00:22:48:07,Dessen Ziel:
00:22:48:11,00:22:51:18,"Internationale Beziehungen, Handelsrouten,"
00:22:51:20,00:22:54:02,Konnektivitaet neu auszurichten.
00:22:54:10,00:22:59:07,"Und letztlich auch der Versuch, die Welt neu umzugestalten,"
00:23:00:09,00:23:04:04,"in eine Art, wo China zentraler ist und mehr Macht hat."
00:23:04:14,00:23:06:09,Und da ist noch mehr.
00:23:06:11,00:23:10:01,Unter dem chinesischen Generaldirektor Qu hat sich die FAO
00:23:10:03,00:23:13:20,fuer die Privatwirtschaft und grosse Chemiekonzerne geoeffnet.
00:23:13:22,00:23:17:21,Am meisten profitiert der chinesische Staatskonzern Syngenta.
00:23:17:23,00:23:22:23,Von 2020 bis 2023 genehmigt die FAO massiv Pestizidlieferungen
00:23:23:00,00:23:25:05,in Laender des globalen Suedens.
00:23:25:12,00:23:28:19,"Darunter Pestizide, die in Europa verboten sind."
00:23:30:00,00:23:32:13,Wir zeigen unsere Recherchen
