Timecode In,Timecode Out,Subtitle
00:04:07:13,00:04:10:16,und in jedem Fall selbst ueber seinen Tod entscheiden.
00:04:13:02,00:04:14:07,Das Heizungsgesetz
00:04:14:09,00:04:18:00,wird doch erst nach der Sommerpause im Bundestag beraten.
00:04:18:02,00:04:21:22,"Das Bundesverfassungsgericht stoppte den Plan der Ampelkoalition,"
00:04:21:24,00:04:24:06,morgen darueber abstimmen zu lassen.
00:04:24:08,00:04:26:13,Die Karlsruher Richter gaben gestern
00:04:26:15,00:04:30:02,einem Eilantrag des CDU-Abgeordneten Heilmann statt:
00:04:30:04,00:04:34:15,Seine Rechte wuerden durch den engen Zeitplan moeglicherweise verletzt.
00:04:34:17,00:04:37:22,Die Regierungsfraktionen hatten umfangreiche ÈAnderungen
00:04:37:24,00:04:40:21,an dem Gesetz erst am Freitag vorgelegt.
00:04:42:19,00:04:45:24,"Unionschef Merz weiss, bei wem er sich bedanken muss."
00:04:46:01,00:04:49:21,Schliesslich zog Thomas Heilmann vor das Bundesverfassungsgericht
00:04:49:23,00:04:53:03,und hat so das Heizungsgesetz zumindest ausgebremst.
00:04:53:05,00:04:56:07,Dem Berliner CDU-Abgeordneten geht es aber um mehr.
00:04:56:09,00:05:00:03,"Er bemaengelt, dass die Abgeordneten zu oft zu wenig Zeit haetten,"
00:05:00:06,00:05:03:09,um sich mit allen Details eines Gesetzes zu befassen.
00:05:03:19,00:05:08:07,"Wir sind nicht nur dafuer da, die Hand zu heben und abzustimmen."
00:05:08:09,00:05:11:16,"Wir sind auch dazu da, sich um diese Details zu kuemmern."
00:05:11:18,00:05:13:08,Dafuer werden wir bezahlt.
00:05:13:10,00:05:16:00,Beim Heizungsgesetz raet Heilmann der Ampel:
00:05:16:11,00:05:20:00,"Experten noch mal fragen, Ausschuss noch mal tagen lassen,"
00:05:20:02,00:05:23:13,dann haette man die formellen Voraussetzungen erfuellt.
00:05:24:01,00:05:26:12,Das Verfahren noch mal aufschnueren?
00:05:26:14,00:05:29:11,Das wollen weder Gruene noch SPD oder FDP.
00:05:30:04,00:05:33:07,Nach der Sommerpause soll ueber das fertige Gesetz
00:05:33:09,00:05:35:17,debattiert und abgestimmt werden.
00:05:35:19,00:05:38:03,Das soll Planungssicherheit geben.
00:05:39:00,00:05:41:09,Damit wollen wir den Menschen sagen:
00:05:41:10,00:05:45:14,"Ihr koennt euch darauf einstellen, Unternehmerinnen, Handwerkerinnen,"
00:05:45:16,00:05:49:00,"Heizungsbauerinnen, Immobilien-Besitzerinnen:"
00:05:49:02,00:05:52:02,"Die fragen sich, welche Heizung sie einbauen sollen."
00:05:52:07,00:05:54:17,Der FDP-Fraktionsvorsitzende betont:
00:05:54:19,00:05:57:04,"Ihm sei nie um Schnelligkeit gegangen,"
00:05:57:06,00:05:59:00,sondern um ein gutes Gesetz.
00:05:59:03,00:06:01:08,Das sei mit den ÈAnderungen der Fall.
00:06:01:10,00:06:04:13,Die FDP wuerde dazu auch nach der Sommerpause stehen.
00:06:05:09,00:06:08:09,"Wir haben den Gesetzentwurf ja schon beschlossen,"
00:06:08:11,00:06:10:09,insofern gibt es keinen Zweifel.
00:06:10:16,00:06:13:05,Einfach mehr Lesezeit fuer die Abgeordneten
00:06:13:07,00:06:14:18,reicht der Union nicht.
00:06:15:03,00:06:16:15,"Es gibt allen Grund,"
00:06:16:17,00:06:19:13,dieses Gesetz inhaltlich sauber zu beraten.
00:06:19:15,00:06:22:14,Die Einwaende der Sachverstaendigen ernst zu nehmen.
00:06:22:16,00:06:25:15,Die Union will einen Neustart beim Heizungsgesetz.
00:06:25:17,00:06:29:05,Schon morgen will sie darueber im Bundestag debattieren lassen.
00:06:29:23,00:06:34:03,"Tina Hassel in Berlin, wie geht die Koalition mit dieser Niederlage um?"
00:06:35:13,00:06:38:11,"Heute war deutlich zu spueren, wie sehr die Ampel"
00:06:38:13,00:06:42:02,durch die Eilentscheidung aus Karlsruhe kalt erwischt wurde.
00:06:42:04,00:06:45:15,Entsprechend wortreich versuchten sich die Fraktionsspitzen
00:06:45:17,00:06:48:23,der drei Regierungsparteien heute in Schadensbegrenzung.
00:06:49:00,00:06:51:11,Man nehme den Weckruf aus Karlsruhe ernst
00:06:51:13,00:06:54:12,und werde das Parlament kuenftig frueher beteiligen.
00:06:54:15,00:06:58:09,Das umstrittene Gesetz selbst werde aber nicht mehr aufgeschnuert.
00:06:58:11,00:07:01:22,Auch eine weitere Ausschussbefassung sei nicht mehr noetig.
00:07:01:24,00:07:05:11,"Das ist nicht nur eine Absage an die Union, die das fordert."
00:07:05:13,00:07:08:19,"Sondern auch ein Stoppschild an jene FDP-Abgeordneten,"
00:07:08:22,00:07:11:16,die weitere grundlegende ÈAnderungen forderten.
00:07:11:18,00:07:15:06,"Die gegenseitigen Schuldzuweisungen zwischen FDP und Gruenen,"
00:07:15:08,00:07:18:10,"wer die Verantwortung fuer das Debakel traegt, zeigen:"
00:07:18:12,00:07:21:14,Das Klima in der Regierung ist destruktiv geworden.
00:07:21:16,00:07:24:15,"Dass die Regierung krachend damit gescheitert ist,"
00:07:24:17,00:07:28:03,"ein Gesetz im Eilverfahren durch das Parlament zu bringen,"
00:07:28:05,00:07:30:07,faellt auch auf den Kanzler zurueck.
00:07:30:09,00:07:32:13,Olaf Scholz und der Bundesregierung
00:07:32:15,00:07:34:24,duerfte ein unruhiger Sommer bevorstehen.
00:07:39:04,00:07:41:22,Eine mutmassliche islamistische Terrorzelle
00:07:41:24,00:07:43:13,ist in NRW aufgeflogen.
00:07:43:15,00:07:48:07,"Sieben Maenner aus Tadschikistan, Kirgistan und Turkmenistan"
00:07:48:09,00:07:50:05,wurden heute festgenommen.
00:07:50:07,00:07:52:01,Sie gelten als Unterstuetzer
00:07:52:03,00:07:54:16,der Terrororganisation Islamischer Staat.
00:07:54:18,00:07:58:12,"Ihnen wird vorgeworfen, eine terroristische Vereinigung gegruendet"
00:07:58:14,00:08:00:17,und Anschlaege geplant zu haben.
00:08:00:19,00:08:03:24,Gegen vier der Verdaechtigen wurde Haftbefehl erlassen.
00:08:04:01,00:08:08:16,Die drei anderen sollen morgen dem Ermittlungsrichter vorgefuehrt werden.
00:08:10:12,00:08:13:20,Bei russischen Raketenangriffen auf ukrainische Staedte
00:08:13:22,00:08:17:17,sind mindestens sieben Menschen getoetet und 50 verletzt worden.
00:08:17:19,00:08:20:15,Bei einem schweren Luftschlag im Zentrum von Lwiw
00:08:20:17,00:08:23:02,fernab der Front starben fuenf Menschen.
00:08:23:04,00:08:25:20,"Die Stadt liegt im Westen der Ukraine,"
00:08:25:22,00:08:29:06,60 km von der polnischen Grenze entfernt.
00:08:30:15,00:08:36:12,In Lwiw haben viele Menschen aus dem umkaempften Osten Zuflucht gefunden.
00:08:38:14,00:08:40:05,Der Moment des Einschlags.
00:08:40:07,00:08:41:11,* Explosion *
00:08:41:14,00:08:44:01,Festgehalten von einem Paar in Lwiw.
00:08:44:05,00:08:48:03,"Die russischen Raketenangriffe der Nacht zaehlen zu den heftigsten,"
00:08:48:05,00:08:51:19,die die Stadt seit Beginn des Angriffskriegs erlebt hat.
00:08:51:21,00:08:54:19,Von zehn Raketen konnte die ukrainische Luftwaffe
00:08:54:21,00:08:57:03,nach eigenen Angaben sieben abwehren.
00:08:57:08,00:09:01:01,"Die Russen sagen, dass sie nur militaerische Objekte angreifen."
00:09:01:02,00:09:03:20,Aber sie haben ein friedliches Haus getroffen.
00:09:03:23,00:09:05:16,Die Leute haben geschlafen.
00:09:05:18,00:09:07:12,Der Angriff auf Lwiw zeigt:
00:09:07:15,00:09:10:02,Auch ueber 1000 km von der Front entfernt
00:09:10:05,00:09:13:19,gibt es keine Sicherheit vor russischen Raketen und Drohnen.
00:09:13:21,00:09:16:14,"Saporischschja, im Suedosten der Ukraine."
00:09:17:00,00:09:18:20,"In der Naehe wird gekaempft,"
00:09:18:22,00:09:21:10,die Stadt wird immer wieder angegriffen.
00:09:21:12,00:09:24:16,Es gibt die Sorge vor einem nuklearen Zwischenfall.
00:09:24:18,00:09:26:04,Das AKW Saporischschja
00:09:26:06,00:09:29:21,ist seit ueber einem Jahr von russischen Soldaten besetzt.
00:09:29:22,00:09:32:21,Inzwischen sind alle Reaktoren heruntergefahren.
00:09:32:23,00:09:35:03,Der Chef der ukrainischen Atombehoerde
00:09:35:05,00:09:37:22,warnt vor unberechenbaren Szenarien.
00:09:39:06,00:09:41:21,"Wir wissen nicht, was sie vorhaben."
00:09:42:02,00:09:44:13,Sie koennen einen Reaktor einschalten
00:09:44:15,00:09:47:04,und einen Terroranschlag darauf verueben.
00:09:47:06,00:09:52:01,Es koennte zu Szenarien der Groesse von Fukushima oder Tschernobyl kommen.
00:09:52:19,00:09:55:07,Es gibt viele Moeglichkeiten -
00:09:55:09,00:09:59:04,von den kleinsten bis zu den schwersten Folgen.
00:10:03:21,00:10:08:01,Diese Kinder sind mit ihren Eltern aus den russisch besetzten Gebieten
00:10:08:03,00:10:10:15,im Sueden nach Saporischschja gefluechtet.
00:10:10:17,00:10:13:02,"Der Ort, an dem sie unbekuemmert spielen,"
00:10:13:04,00:10:14:22,ist 50 km vom AKW entfernt.
00:10:15:14,00:10:18:08,Wir machen uns Sorgen um die Kinder.
00:10:18:14,00:10:22:08,"Die Notfallkoffer sind gepackt, Schutzmasken haben wir parat."
00:10:22:10,00:10:25:06,Aber wir bleiben in Saporischschja.
00:10:26:02,00:10:30:22,"Sie hoffen, dass eine nukleare Katastrophe in der Ukraine ausbleibt."
00:10:33:10,00:10:36:05,Seit dem Beginn des russischen Angriffskrieges
00:10:36:07,00:10:40:19,"nutzen mehr Menschen die Tafeln, v.a. Gefluechtete aus der Ukraine."
00:10:41:09,00:10:45:17,Der Dachverband verzeichnete einen Zuwachs um etwa 50 %.
00:10:46:07,00:10:50:06,Gleichzeitig seien die Spenden um 76 % zurueckgegangen.
00:10:50:12,00:10:51:18,Mit ein Grund:
00:10:51:24,00:10:55:16,"Lebensmittelhaendler haben weniger uebriggebliebene Waren,"
00:10:55:19,00:10:58:01,weil sie effizienter kalkulieren.
00:10:58:06,00:11:02:15,Auf ihrem Bundestreffen in Mannheim suchen die Tafeln nach Loesungen.
00:11:03:21,00:11:05:10,Bei der Stuttgarter Tafel
00:11:05:12,00:11:08:16,laufen die letzten Vorbereitungen vor der ÈOffnung.
00:11:08:18,00:11:12:04,Draussen stehen die ersten Kunden seit ueber drei Stunden.
00:11:12:06,00:11:13:15,Was sie nicht wissen:
00:11:13:17,00:11:17:16,Auch heute ist die Auswahl an gespendeten Waren eher uebersichtlich.
00:11:18:23,00:11:20:02,Na ja ...
00:11:20:06,00:11:22:18,Es ist wenig. Wir hatten schon mehr.
00:11:22:20,00:11:25:06,Trotzdem beginnt kurz darauf der Ansturm.
00:11:25:08,00:11:28:04,"Die Zahl der Kunden habe sich verdreifacht,"
00:11:28:06,00:11:31:18,"sagt Bernd Mueller, der seit seit Jahren an der Kasse sitzt."
00:11:31:22,00:11:34:07,Man sieht viel mehr aeltere Menschen.
00:11:34:09,00:11:36:19,"Viele mit Minijob, die berufstaetig sind,"
00:11:36:21,00:11:39:05,die das nicht mehr gestemmt kriegen.
00:11:39:07,00:11:42:06,Die Preiserhoehung setzt sich jetzt durch.
00:11:42:24,00:11:46:01,Hinzu kommen die Gefluechteten aus der Ukraine.
00:11:46:03,00:11:49:06,"Ihr Anteil ist seit dem Fruehjahr deutlich gestiegen,"
00:11:49:08,00:11:51:08,liegt mittlerweile bei ueber 90 %.
00:11:51:10,00:11:54:00,Das hat die Versorgungslage verschaerft.
00:11:54:02,00:11:56:21,Beim Bundestafeltreffen bis Samstag in Mannheim
00:11:56:23,00:11:58:20,ist das eines der Hauptthemen.
00:11:58:22,00:12:02:07,Vertreter der ueber 960 Tafeln wollen sich enger vernetzen
00:12:02:09,00:12:04:22,und beraten ueber Auswege aus der Krise.
00:12:05:00,00:12:08:24,Sabine Werth hat 1993 Deutschlands erste Tafel gegruendet.
00:12:09:04,00:12:12:17,"Sie fordert, Supermaerkte staerker in die Pflicht zu nehmen."
00:12:13:24,00:12:17:07,Es gibt in Frankreich und anderen europaeischen Laendern
00:12:17:09,00:12:21:02,ein Gesetz zur Zwangsabgabe von uebriggebliebenen Lebensmitteln
00:12:21:04,00:12:24:03,fuer den Handel ab 400 qm Verkaufsflaeche.
00:12:24:08,00:12:28:08,"Wenn wir das Gesetz haetten, haetten wir Sicherheit."
00:12:28:21,00:12:32:01,Bei der Tafel Stuttgart wuerden sie das begruessen.
00:12:32:04,00:12:34:20,Damit die Regale bald wieder voller sind.
00:12:36:16,00:12:39:21,Zum letzten Mal brachte eine europaeische Traegerrakete
00:12:39:23,00:12:42:23,vom Typ Ariane 5 von Franzoesisch-Guayana aus
00:12:43:00,00:12:44:10,Satelliten ins All.
00:12:44:24,00:12:46:15,Seit ueber 25 Jahren
00:12:46:17,00:12:50:21,war dieser Raketen-Typ Europas Zugang zum Weltraum.
00:12:51:21,00:12:55:14,"Wann das Nachfolge-Modell Ariane 6 einsatzbereit sein wird,"
00:12:55:17,00:12:56:21,steht nicht fest:
00:12:56:23,00:12:59:24,Seine Entwicklung hat sich um drei Jahre verzoegert.
00:13:05:21,00:13:08:22,Mit diesem Start ist die Ariane 5 Geschichte.
00:13:09:10,00:13:13:14,Die europaeische Traegerrakete wird nach 27 Jahren ausgemustert.
00:13:16:00,00:13:17:17,Bei ihrer letzten Mission
00:13:17:19,00:13:22:01,bringt sie auch einen deutschen Kommunikationssatelliten ins All.
00:13:22:06,00:13:25:15,Im Bremer Werk der ArianeGroup fieberten sie mit.
00:13:25:23,00:13:29:12,"Hier wurde jahrzehntelang der obere Teil der Rakete gebaut,"
00:13:29:14,00:13:30:20,"die ""Oberstufe""."
00:13:32:02,00:13:34:09,Das kann man nicht in Worte fassen.
00:13:34:11,00:13:38:07,Dieses Wunderwerk der Technik und dass man da mitarbeiten durfte.
00:13:38:12,00:13:43:05,"Das ist schon so ein Ende, die letzte fliegen zu sehen."
00:13:45:24,00:13:47:06,Die Ariane 5:
00:13:47:08,00:13:52:04,"117-mal transportierte sie Sonden, Satelliten und Teleskope ins All."
00:13:53:15,00:13:56:09,Ihr Erfolg war anfangs nicht absehbar.
00:13:56:23,00:13:59:06,Bei ihrem Jungfernflug 1996
00:13:59:08,00:14:02:18,explodierte die erste Ariane 5 kurz nach dem Start.
00:14:03:23,00:14:05:15,Ein Hoehepunkt: 2021.
00:14:06:14,00:14:11:13,"Die NASA waehlte die Ariane 5 aus, um ihr zehn Milliarden Dollar teures"
00:14:11:15,00:14:14:08,James-Webb-Teleskop ins All zu bringen.
00:14:15:05,00:14:18:18,Mit dem letzten Start hinterlaesst Ariane 5 eine Luecke.
00:14:18:20,00:14:21:09,"Weil Ariane 6 noch nicht einsatzbereit ist,"
00:14:21:11,00:14:24:08,steht Europa erst mal ohne Traegerrakete da.
00:14:26:07,00:14:30:13,"Die Wettervorhersage fuer morgen, Freitag, den 7. Juli:"
00:14:31:19,00:14:34:02,Morgen sonniges Hochsommerwetter.
00:14:34:04,00:14:37:15,Zum Wochenende wird es sehr heiss und schwuel.
00:14:38:05,00:14:41:23,Heute Nacht bis auf wenige Wolken im Norden sternenklar.
00:14:42:04,00:14:44:00,Morgen verbreitet sonnig.
00:14:44:06,00:14:45:17,Ein paar Quellwolken
00:14:45:19,00:14:49:05,bilden sich vor allem im Nordosten sowie ueber dem Bergland.
00:14:49:07,00:14:50:12,Es bleibt trocken.
00:15:02:01,00:15:06:07,"Auch am Samstag oft sonnig, im Suedwesten und Westen wolkiger."
00:15:06:12,00:15:08:19,Dort sind Hitzegewitter moeglich.
00:15:08:21,00:15:11:06,"Am Sonntag im Westen schwuel,"
00:15:11:08,00:15:14:16,im Tagesverlauf Schauer und Gewitter mit Unwettergefahr.
00:15:14:19,00:15:17:15,"Am Montag im Norden und Osten einzelne Schauer,"
00:15:17:17,00:15:19:01,im Westen oft trocken.
00:15:21:01,00:15:24:01,In den tagesthemen um 22.15 Uhr mit Helge Fuhst
00:15:24:03,00:15:26:22,gibt es den neuesten Deutschland-Trend:
00:15:26:24,00:15:30:07,Die Menschen beunruhigt die Politik im Land.
00:15:30:12,00:15:31:20,Und:
00:15:31:22,00:15:33:21,"Ibiza, Formentera und Co. -"
00:15:33:23,00:15:36:19,der Urlaub auf den Balearen wird zum Luxus.
00:15:37:15,00:15:40:12,Ich wuensche Ihnen einen schoenen Abend.
