Timecode In,Timecode Out,Subtitle
00:00:03:08,00:00:07:02,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.
00:00:07:04,00:00:11:17,Diese Sendung wurde vom NDR live untertitelt (08.09.2023)
00:00:15:07,00:00:17:15,Ein Sieg gegen den Top-Favoriten.
00:00:17:17,00:00:20:23,Die deutschen Basketballer gewinnen gegen die USA
00:00:21:00,00:00:22:17,und stehen im WM-Finale.
00:00:25:09,00:00:27:10,"Willkommen zu den tagesthemen,"
00:00:27:12,00:00:31:02,in denen wir spaeter ausfuehrlich ueber dieses Spiel berichten.
00:00:31:04,00:00:34:12,Mit mir im Studio ist Thorsten Schroeder.Guten Abend.
00:00:34:16,00:00:36:15,Eine Mehrheit im Bundestag
00:00:36:17,00:00:39:12,errang Habeck nach monatelanger Diskussion.
00:00:39:14,00:00:42:20,Doch wie ein Sieg mag es sich nicht angefuehlt haben.
00:00:42:22,00:00:46:09,Schritt fuer Schritt verschwinden ÈOl- und Gasheizungen.
00:00:47:17,00:00:50:19,Ab 2045 soll klimaneutral geheizt werden.
00:00:52:12,00:00:57:03,"Mancher wird das ""Heizungsgesetz"" den Sommer ueber verdraengt haben."
00:00:57:05,00:01:01:08,Der zustaendige Minister Habeck brachte es auf die Tagesordnung
00:01:01:11,00:01:04:02,und warb noch einmal fuer die neuen Regeln.
00:01:04:04,00:01:06:13,Die betreffen Millionen im Land.
00:01:06:18,00:01:09:22,"Bevor wir auf die Debatte im Bundestag schauen,"
00:01:09:24,00:01:12:22,gibt uns Carolyn Wissing einen ÈUberblick.
00:01:15:11,00:01:17:22,"Eine alte ÈOlheizung, Baujahr 1997."
00:01:17:24,00:01:21:17,Sie wird Heizungsbauer Ulrich Menck bald austauschen.
00:01:21:20,00:01:25:05,Die Kundin wuenscht eine Standard-Gasheizung -
00:01:25:24,00:01:28:22,am besten noch bis Jahresende.
00:01:31:11,00:01:34:10,Es werden sehr viele Gasheizungen gefragt.
00:01:34:12,00:01:36:18,Weil die Unsicherheit da ist.
00:01:37:05,00:01:40:11,Und auch die Investition im Raum steht.
00:01:40:24,00:01:44:22,Weil die bei einer neuen Gasheizung zunaechst geringer ausfaellt
00:01:44:24,00:01:48:00,"als bei einer Waermepumpe, ist die Nachfrage hoch."
00:01:48:02,00:01:51:02,"Der Hersteller, von dem Menck Gaskessel bezieht,"
00:01:51:04,00:01:55:03,hatte fuer 2023 mit 100.000 zu produzierenden Geraeten geplant.
00:01:55:05,00:01:58:24,Im Maerz wurde die Zahl auf 200.000 angehoben als Ziel.
00:01:59:01,00:02:02:22,Zwei Monate spaeter lagen 500.000 Bestellungen vor.
00:02:03:14,00:02:06:14,Das ist von keinem Hersteller zu schaffen.
00:02:07:16,00:02:12:09,"Seit der Bund die ersten Entwuerfe fuer das Heizungsgesetz vorgelegt hat,"
00:02:12:11,00:02:14:14,sind viele Hausbesitzer nervoes.
00:02:14:16,00:02:18:04,Wollen noch schnell die bewaehrte Technik einbauen lassen.
00:02:18:06,00:02:21:16,Obwohl fuer die meisten kein Handlungsdruck besteht.
00:02:21:18,00:02:26:12,Ab Januar 2024 muessen nur Neubauten klimafreundliche Heizungen einbauen.
00:02:26:15,00:02:30:24,"Ab wann alle anderen klimafreundliche Loesungen installieren muessen,"
00:02:31:01,00:02:35:07,"wenn sie eine neue Heizung brauchen, richtet sich nach den Kommunen."
00:02:35:09,00:02:37:16,Staedte mit mehr als 100.000 Einwohnern
00:02:37:18,00:02:41:15,muessen bis spaetestens Juni 2026 eine Waermeplanung vorlegen.
00:02:41:17,00:02:44:00,Kleinere Kommunen bis Juni 2028.
00:02:44:07,00:02:45:17,Erst dann ist klar:
00:02:45:19,00:02:49:15,"Wo kommt ein Fernwaermenetz, wo ist eine Waermepumpe ratsam?"
00:02:49:17,00:02:52:01,Wo eine Umstellung auf Wasserstoff?
00:02:52:03,00:02:56:03,Heizen ohne fossile Brennstoffe - das gilt erst ab 2045.
00:02:57:23,00:03:01:06,Verbraucherschuetzer warnen vor Schnellschuessen.
00:03:01:10,00:03:05:07,"Raten davon ab, eine neue Gasheizung installieren zu lassen,"
00:03:05:09,00:03:08:03,zumal der CO2-Preis auf Gas immer hoeher wird.
00:03:08:07,00:03:11:05,Man solle auch nicht die Haende in den Schoss legen.
00:03:11:08,00:03:15:17,Man sollte sich mit dem Thema Heizungsmodernisierung beschaeftigen
00:03:15:19,00:03:17:24,und die Gebaeudehuelle anschauen.
00:03:18:01,00:03:20:23,In Ruhe eine Heizlastberechnung beauftragen:
00:03:21:00,00:03:23:18,Wie sind die Temperaturen im Heizsystem?
00:03:23:20,00:03:29:01,Passt eine Waermepumpe oder muss ich die Gebaeudehuelle fit machen?
00:03:30:12,00:03:32:22,"Gebaeudesanierung, neue Heizungen -"
00:03:32:24,00:03:36:14,"alles wichtige Schritte, sagt Klimaforscher Niklas Hoehne."
00:03:36:16,00:03:38:05,"Aber zu wenig, zu spaet."
00:03:38:09,00:03:40:12,Mit dem Gesetz kann man nicht
00:03:40:14,00:03:43:18,das Klimaschutzziel im Gebaeudesektor erreichen.
00:03:43:20,00:03:48:17,"Die Koalition hat wohl das Erreichen des Klimaschutzzieles abgeschrieben,"
00:03:48:19,00:03:51:08,denn man muesste viel mehr machen.
00:03:52:14,00:03:56:19,Das ist nach dem Hickhack um das Gesetz nicht mehr abzusehen.
00:03:57:02,00:04:00:07,Als Hickhack hat das auch Ulrich Menck empfunden.
00:04:00:09,00:04:03:06,"Er ist froh, dass endlich ein Gesetz da ist."
00:04:03:09,00:04:05:19,Auf der Grundlage will er seine Kunden
00:04:05:21,00:04:09:15,"von langfristigen, klimafreundlichen Loesungen ueberzeugen."
00:04:10:20,00:04:14:15,Auch Robert Habeck musste viel ÈUberzeugungsarbeit leisten.
00:04:14:17,00:04:17:11,Als Wirtschafts- und als Klimaminister.
00:04:17:13,00:04:21:00,Auf dem Weg bis zur heutigen Verabschiedung im Bundestag
00:04:21:02,00:04:23:17,hat die Regierung viele Menschen verloren.
00:04:23:19,00:04:26:11,Nicht nur die politische Sonntagsfrage
00:04:26:13,00:04:29:12,sieht die Ampel-Parteien geschrumpft.
00:04:30:02,00:04:34:24,Womoeglich ist nachhaltig Vertrauen in die Politik verloren gegangen.
00:04:35:06,00:04:38:11,Darueber spreche ich gleich mit Stephan Lamby.
00:04:38:13,00:04:40:06,Er hat die Ampel-Regierung
00:04:40:08,00:04:43:16,zwei Jahre lang fuer eine Dokumentation eng begleitet.
00:04:43:18,00:04:47:16,Daniel Pokraka ueber die Entstehung des Heizungsgesetzes.
00:04:49:10,00:04:52:00,Der Gesetzentwurf ist angenommen.
00:04:52:12,00:04:55:00,Mit diesen Worten endet ein langer Weg.
00:04:55:02,00:04:57:01,Er begann vor knapp zwei Jahren:
00:04:57:03,00:05:00:20,Im Koalitionsvertrag der Ampel-Parteien steht der Einstieg
00:05:00:22,00:05:04:12,"in die Pflicht, ab Januar '25 klimafreundlich zu heizen."
00:05:04:14,00:05:06:05,Niemanden regt das auf.
00:05:06:09,00:05:09:09,Nach dem russischen Angriff auf die Ukraine
00:05:09:11,00:05:12:13,"zieht die Ampel den Termin vor, auf Januar '24."
00:05:12:15,00:05:14:11,Immer noch keine Aufregung.
00:05:14:15,00:05:16:06,Dann diese Schlagzeile.
00:05:16:10,00:05:20:24,Die Bild veroeffentlicht Ende Februar einen fruehen Entwurf des Gesetzes.
00:05:21:02,00:05:24:24,Muessen Eigentuemer eine funktionierende Heizung rausreissen?
00:05:25:03,00:05:27:03,Wird die Waermepumpe Pflicht?
00:05:27:07,00:05:30:05,Muessen Gebaeude fuer Unsummen saniert werden?
00:05:30:18,00:05:34:14,"Dem Minister entgleitet die Deutungshoheit ueber sein Gesetz,"
00:05:34:16,00:05:35:19,er ist sauer.
00:05:36:00,00:05:39:13,Hier wurde der Gesetzentwurf an die Bild-Zeitung Ð
00:05:39:15,00:05:42:00,ich unterstelle: bewusst Ð geleakt.
00:05:42:02,00:05:45:01,Um dem Vertrauen in der Regierung zu schaden.
00:05:45:03,00:05:46:10,Einigungs-Versuche:
00:05:46:12,00:05:50:15,Ein 48-Stunden-Koalitionsausschuss ebnet dem Heizungsgesetz den Weg
00:05:50:17,00:05:51:19,ins Kabinett.
00:05:51:21,00:05:55:08,Dort stimmt der Finanzminister nur unter Vorbehalt zu:
00:05:55:10,00:05:57:15,Pocht auf Technologie-Offenheit.
00:05:57:17,00:05:59:23,Das beschliesst der FDP-Parteitag.
00:06:00:09,00:06:04:14,"Wir wollen das Gebaeudeenergiegesetz, das Habeck eingebracht hat,"
00:06:04:16,00:06:08:23,"das ein Heizungsverbotsgesetz ist, vom Kopf auf die Fuesse stellen."
00:06:09:05,00:06:12:18,Einem Teil der Bevoelkerung reisst der Geduldsfaden.
00:06:12:20,00:06:16:09,In Erding bei Muenchen protestieren mehr als 10.000 Menschen
00:06:16:11,00:06:18:02,gegen das Heizungsgesetz.
00:06:18:04,00:06:21:03,So mancher nutzt die Proteste fuer eigene Zwecke.
00:06:21:05,00:06:25:05,"Jetzt ist der Punkt erreicht, wo die schweigende Mehrheit"
00:06:25:07,00:06:28:20,sich die Demokratie wieder zurueckholen muss.
00:06:29:06,00:06:34:11,"Und denen in Berlin sagen: ""Ihr habt den Arsch offen da oben."""
00:06:35:04,00:06:39:16,"Die in Berlin einigen sich wenige Tage spaeter, es ist Juni."
00:06:39:21,00:06:42:19,"Erleichterung, Zufriedenheit, Galgenhumor."
00:06:43:22,00:06:46:22,"Heute hat es sich, glaube ich, zu Ende geruckelt."
00:06:46:24,00:06:48:04,Zu frueh gefreut.
00:06:48:06,00:06:51:08,In den Bundestag eingebracht wird das Heizungsgesetz.
00:06:51:12,00:06:54:14,"Aber Thomas Heilmann (CDU) hindert die Ampel daran,"
00:06:54:16,00:06:56:21,es vor der Sommerpause durchzubringen.
00:06:56:23,00:07:00:11,Das Bundesverfassungsgericht gibt seinem Eilantrag statt -
00:07:00:13,00:07:03:06,zu wenig Beratungszeit fuer die Abgeordneten.
00:07:03:08,00:07:06:19,"Deshalb heute, nach der Sommerpause, noch eine Debatte."
00:07:07:15,00:07:11:09,Dieses Heizgesetz ist der Gipfel der Respektlosigkeit
00:07:11:11,00:07:12:18,gegenueber Buergern.
00:07:12:20,00:07:15:17,"Es geht nicht darum, wie man es veraendern kann."
00:07:15:19,00:07:18:18,"Es geht darum, dass es abgeschafft werden muss."
00:07:19:03,00:07:22:23,Doch etwas ist anders heute: Die Ampel zeigt Einigkeit.
00:07:23:03,00:07:26:16,"Gegen die Union, fuer ihr veraendertes Heizungsgesetz."
00:07:27:03,00:07:29:19,Dieses Gesetz schafft Rechtssicherheit.
00:07:29:21,00:07:33:03,Es schuetzt die Verbraucher vor hohen Energiepreisen.
00:07:33:05,00:07:36:09,"Es sorgt dafuer, dass Kommunen mitgenommen werden."
00:07:36:12,00:07:39:03,Es sorgt fuer eine soziale Ausbalancierung.
00:07:39:05,00:07:41:02,Es ist ein gutes Gesetz.
00:07:42:00,00:07:44:04,Applaus von der ganzen Ampel.
00:07:44:21,00:07:47:16,Die das Zustandekommen des Heizungsgesetzes
00:07:47:18,00:07:50:11,wohl am liebsten schnell vergessen moechte.
00:07:51:22,00:07:54:07,"Bei uns im Studio ist Stephan Lamby,"
00:07:54:09,00:07:58:13,Dokumentarfilmer mit Einblicken in die politische Welt in Berlin.
00:07:58:15,00:08:00:14,"Schoen, dass Sie bei uns sind."
00:08:00:24,00:08:05:08,Kommenden Montag nach der tagesschau sehen wir Ihre Doku im Ersten:
00:08:05:10,00:08:07:12,"""Ernstfall - Regieren am Limit""."
00:08:07:14,00:08:11:19,"Zwei Jahre lang begleiteten Sie die rot-gruen-gelbe Bundesregierung,"
00:08:11:21,00:08:13:18,auch hinter den Kulissen.
00:08:13:20,00:08:17:15,Wie kam die Koalition beim Heizungsgesetz ans Limit?
00:08:20:24,00:08:22:02,"Es begann damit,"
