Timecode In,Timecode Out,Subtitle
00:02:10:18,00:02:15:11,und mit ÈUberzeugung bis zur Sommerpause auf den Weg kommt.
00:02:19:03,00:02:22:10,Auch der Kanzler dringt beim Heizungsgesetz auf Tempo.
00:02:22:12,00:02:24:05,Die FDP bremst die Ampel.
00:02:24:13,00:02:27:07,Die Union wirft Scholz Fuehrungsschwaeche vor.
00:02:27:12,00:02:31:16,"Es waere gut, wenn der Kanzler die Fuehrung der Koalition uebernimmt"
00:02:31:18,00:02:35:00,"und dafuer sorgt, dass dieses Chaos ein Ende hat."
00:02:35:20,00:02:38:12,Die Union hat eine Aktuelle Stunde beantragt.
00:02:38:14,00:02:42:18,So wird das Gesetz trotz FDP-Blockade morgen Thema im Bundestag sein.
00:02:43:21,00:02:46:15,Ein Machtwort des Kanzlers beim Heizungsgesetz
00:02:46:17,00:02:48:07,fordern Union und Gruene.
00:02:48:09,00:02:51:01,Wie das aussehen soll und wie die Differenzen
00:02:51:03,00:02:54:10,"ueberbrueckt werden koennen, ist schwer ersichtlich."
00:02:55:01,00:02:59:02,"Offenkundig ist angesichts der Verzoegerungen und Verbalattacken,"
00:02:59:04,00:03:01:21,dass das Ampelklima belastet ist.
00:03:04:11,00:03:07:14,Fuer die Energiewende will Wirtschaftsminister Habeck
00:03:07:16,00:03:10:21,den Ausbau von Windraedern an Land beschleunigen.
00:03:10:23,00:03:15:07,"Dafuer stellte er beim Spitzentreffen mit Laendern, kommunalen Verbaenden"
00:03:15:09,00:03:17:24,und Energiebranche eine Strategie vor.
00:03:18:11,00:03:22:14,"Sie zielt auf mehr Flaechen fuer Windraeder, verbesserte Transportwege"
00:03:22:16,00:03:24:14,und schnellere Genehmigung.
00:03:25:06,00:03:30:15,Anfang 2023 lieferten in Deutschland ueber 28.000 Windraeder an Land Strom.
00:03:32:09,00:03:35:10,"Ein Rotorblatt zu transportieren, ist Massarbeit."
00:03:35:12,00:03:39:18,"Nicht nur auf der Strasse ist es kompliziert, auch der Weg dorthin."
00:03:40:18,00:03:44:07,Die Genehmigungen fuer Schwerlasttransporte dauern lange.
00:03:44:09,00:03:45:23,Manchmal mehrere Monate.
00:03:46:08,00:03:48:19,Die Bundesregierung will das aendern.
00:03:49:13,00:03:51:03,"Wir werden dafuer sorgen,"
00:03:51:05,00:03:54:14,dass die Transporte leichtgaengiger genehmigt werden.
00:03:54:16,00:03:58:18,"Wir werden schauen, dass wir die Wasserwege mit einbeziehen,"
00:03:59:04,00:04:01:03,um die Strassen zu entlasten.
00:04:01:08,00:04:04:17,Beim Windkraftausbau gibt es erste Erfolge:
00:04:05:16,00:04:09:23,Im ersten Quartal 2023 wurden bundesweit 128 Windenergieanlagen
00:04:10:13,00:04:13:10,mit rund 600 Megawatt in Betrieb genommen.
00:04:13:17,00:04:17:10,Ein Plus von 46 % gegenueber dem ersten Quartal 2022.
00:04:18:03,00:04:21:08,Auch bei den Genehmigungen geht es voran.
00:04:22:11,00:04:26:11,Jedoch mit unterschiedlicher Geschwindigkeit in den Bundeslaendern.
00:04:26:19,00:04:30:07,"In Baden-Wuerttemberg ist eine neue Anlage genehmigt worden,"
00:04:30:09,00:04:31:13,in Bayern zwei.
00:04:32:02,00:04:35:12,"Nordrhein-Westfalen, Schleswig-Holstein und Niedersachsen"
00:04:35:14,00:04:38:20,haben im ersten Quartal die meisten Windraeder genehmigt.
00:04:38:22,00:04:42:10,Die Union haelt einen schnelleren Ausbau fuer unrealistisch.
00:04:42:20,00:04:44:17,"Der Windgipfel hat gezeigt,"
00:04:44:19,00:04:48:01,dass die Regierungsplaene nicht umzusetzen sind.
00:04:48:03,00:04:51:09,"Es fehlt an Flaechen, es fehlt an Genehmigungspersonal."
00:04:51:11,00:04:53:19,an Kapazitaeten bei den Herstellern.
00:04:53:24,00:04:56:12,"Nein, sagt der Bundesverband Windenergie,"
00:04:56:15,00:04:59:08,die Kapazitaeten und Fachkraefte seien vorhanden.
00:04:59:13,00:05:02:05,Viele junge Menschen wollen in die Branche.
00:05:02:07,00:05:04:13,Sie wollen einen sinnstiftenden Job.
00:05:04:15,00:05:07:02,Sie moechten die Energiewende vorantreiben.
00:05:07:05,00:05:10:08,Und die Unternehmen der Branche koennen das.
00:05:11:16,00:05:15:14,Im Schnitt werden in Deutschland zehn Windraeder pro Woche gebaut.
00:05:15:16,00:05:18:18,Fuer die Ausbauziele der Regierung waeren 30 noetig.
00:05:18:20,00:05:21:15,Der Bundesverband Windenergie forderte Tempo
00:05:21:17,00:05:24:16,"und nannte den Sueden Deutschlands ""Totalausfall""."
00:05:24:18,00:05:29:04,Fuer E-Autos und Waermepumpen wird deutlich mehr Strom benoetigt.
00:05:31:20,00:05:36:13,Bei der Pflegereform einigte sich die Regierung auf einen Kompromiss.
00:05:37:19,00:05:40:19,Nachbesserungen gibt es bei der Pflege zu Hause.
00:05:40:21,00:05:43:14,"Es soll Angehoerigen leichter gemacht werden,"
00:05:43:16,00:05:46:24,Vertretungen oder kurzzeitige Pflege zu finanzieren.
00:05:47:01,00:05:49:20,Im Gegenzug will die Regierung die Leistungen
00:05:49:22,00:05:53:11,fuer die ambulante Pflege weniger anheben als geplant.
00:05:53:13,00:05:58:01,Zu Hause versorgt werden rund 80 % der fuenf Mio. Pflegebeduerftigen.
00:06:00:07,00:06:01:24,Demenzkrank zu Hause:
00:06:02:01,00:06:05:17,"Fuer Patienten ist es ein Glueck, wenn sich die Familie kuemmert."
00:06:05:19,00:06:08:07,Fuer die Angehoerigen oft eine Belastung.
00:06:08:17,00:06:11:18,Erleichterung soll durch die Pflegereform kommen -
00:06:11:20,00:06:14:03,geringer als von der Ampel geplant.
00:06:14:10,00:06:17:21,"Wir haetten uns mehr Entlastung gewuenscht fuer die,"
00:06:18:04,00:06:21:18,die zu Hause pflegen und Pflegebeduerftige versorgen.
00:06:22:06,00:06:25:02,Am Ende ist noch einiges erreicht worden.
00:06:26:02,00:06:28:21,"Im Kern steht das ""Entlastungsbudget"":"
00:06:53:16,00:06:56:24,Dazu sollen die Beitraege der Pflegeversicherung steigen:
00:06:57:01,00:06:59:07,"Auf 3,4 % des Bruttoeinkommens."
00:06:59:09,00:07:02:05,"Die Union kritisiert, die Ampel bleibe damit"
00:07:02:07,00:07:06:00,hinter ihren eigenen Anspruechen aus dem Koalitionsvertrag.
00:07:07:09,00:07:09:15,"Wenn ich mir das Pflegegeld anschaue,"
00:07:09:18,00:07:12:03,"die Pflegeleistungen, die Dynamisierung."
00:07:12:05,00:07:15:06,Das wird nicht so angehoben wie die Inflationsrate.
00:07:15:08,00:07:18:20,"Die Bundesregierung lasse Patienten und Angehoerige im Stich,"
00:07:18:22,00:07:20:21,kritisieren Interessenvertreter.
00:07:20:24,00:07:23:12,Versprochen war mit der Regierungskoalition:
00:07:23:14,00:07:24:19,Alles wird anders.
00:07:24:21,00:07:27:17,Tatsaechlich warten die Pflegebeduerftigen zu Hause
00:07:27:19,00:07:30:12,seit ueber sechs Jahren auf eine Verbesserung.
00:07:30:14,00:07:32:07,Sie kommt viel zu spaet.
00:07:32:09,00:07:36:14,Am Freitag soll die Pflegereform vom Bundestag verabschiedet werden.
00:07:37:01,00:07:40:03,Damit soll vorerst ein Schlussstrich gezogen werden
00:07:40:05,00:07:43:18,unter jahrelange Forderungen nach mehr Geld fuer die Pflege.
00:07:43:20,00:07:45:23,Am Ende steht eine kleine Reform Ð
00:07:46:00,00:07:49:05,die Ampel zeigt sich damit trotz aller Kritik zufrieden.
00:07:50:08,00:07:54:00,"Das BKA nahm drei Verdaechtige fest, die der Reichsbuerger-Szene"
00:07:54:02,00:07:57:19,um den Frankfurter Geschaeftsmann Prinz Reuss angehoeren sollen.
00:07:58:05,00:08:00:20,Sie befinden sich in Untersuchungshaft.
00:08:00:22,00:08:02:17,"Der Gruppe wird vorgeworfen,"
00:08:02:19,00:08:06:02,einen Umsturz des politischen Systems geplant zu haben.
00:08:06:04,00:08:09:18,Die Bundesanwaltschaft war im Dezember mit einer Grossrazzia
00:08:09:20,00:08:12:17,gegen das mutmassliche Terrornetzwerk vorgegangen.
00:08:13:10,00:08:17:13,"Die ""Kampfjet-Koalition"" ist der Zusammenschluss mehrerer Staaten"
00:08:17:15,00:08:21:04,zur Unterstuetzung der Ukraine mit F-16-Kampfflugzeugen.
00:08:21:06,00:08:22:19,Sie nimmt Gestalt an.
00:08:22:21,00:08:26:06,Den Weg frei gemacht hatten vergangene Woche die USA.
00:08:26:18,00:08:30:20,Heute berieten in Bruessel die EU-Verteidigungsminister darueber.
00:08:30:23,00:08:32:23,"Deutschland haelt sich zurueck,"
00:08:33:13,00:08:37:06,die Luftwaffe hat keine F-16-Kampfjets im Einsatz.
00:08:39:09,00:08:42:17,"Das sind die Jets, die die Bundeswehr im Einsatz hat."
00:08:42:19,00:08:45:18,"Nicht mit F-16-Kampfflugzeugen aus US-Produktion,"
00:08:45:20,00:08:50:08,sondern mit solchen Eurofightern sind die Piloten der Luftwaffe unterwegs.
00:08:50:20,00:08:54:18,Entsprechend gelassen heute der Verteidigungsminister in Bruessel:
00:08:54:20,00:08:58:06,Anders als bei den Panzer- Lieferungen ist bei den Kampfjets
00:08:58:08,00:09:01:14,"nicht primaer Deutschland gefragt, der Ukraine zu helfen."
00:09:01:16,00:09:04:21,"Die paar Moeglichkeiten, die es theoretisch geben koennte,"
00:09:04:23,00:09:06:01,pruefen wir gerade.
00:09:06:03,00:09:10:07,"Aber der Beitrag ist nicht massgeblich, da wir keine F-16 haben"
00:09:10:09,00:09:14:16,und auch bei der Pilotenausbildung nicht viel helfen koennten.
00:09:16:01,00:09:18:18,Pilotenausbildung auf diesem Flieger:
00:09:19:00,00:09:22:14,Um das Mehrzweckkampfflugzeug F-16 bittet die Ukraine.
00:09:22:16,00:09:24:06,Aus mehreren Gruenden:
00:09:24:08,00:09:27:17,"Der Jet ist zwar recht alt, in den 70ern entwickelt."
00:09:28:08,00:09:31:19,Gerade das macht die Schulung auch unkomplizierter.
00:09:31:21,00:09:33:08,Zudem verfuegt die F-16
00:09:33:10,00:09:37:05,ueber modernere Radarsysteme als viele russische Flugzeuge.
00:09:37:18,00:09:42:01,"Kurz hiess es heute, einige Laender haetten schon mit Schulungen begonnen."
00:09:42:07,00:09:45:09,"Wir haben noch nicht mit der Ausbildung angefangen,"
00:09:45:11,00:09:46:22,aber wir sind startklar.
00:09:46:24,00:09:48:22,So Polens Verteidigungsminister.
00:09:48:24,00:09:52:02,"Ein Vorteil der F-16 ist aus Sicht der Ukraine zudem,"
00:09:52:04,00:09:53:23,dass es so viele davon gibt.
00:09:54:00,00:09:57:08,"ÈUber 4000 wurden gebaut, ueber 2000 sind noch im Einsatz,"
00:09:57:10,00:09:59:22,der meistgenutzte Kampfjet der Welt.
00:09:59:24,00:10:04:03,"In Europa verfuegen etwa Daenemark, Polen und die Niederlande ueber F-16."
00:10:04:05,00:10:06:15,Diese Laender wollen schnell helfen:
00:10:07:10,00:10:10:24,Die Ukraine weiss: Das ist ein komplexes Waffensystem.
00:10:11:01,00:10:13:20,Da muss mehr passieren als nur Pilotentraining.
00:10:13:22,00:10:17:13,"Es wird dauern, bevor wir ueber die Lieferung von F-16 sprechen"
00:10:17:15,00:10:19:12,oder ihren Einsatz im Kampf.
00:10:20:00,00:10:23:19,"Vier Monate rechnen Experten fuer die Umschulung auf F-16,"
00:10:23:21,00:10:25:13,fuer erfahrene Piloten.
00:10:26:20,00:10:28:19,Wer liefert wann wie viel?
00:10:28:21,00:10:32:09,"Je konkreter die Fragen, desto vager heute die Antworten."
00:10:32:17,00:10:34:03,"Manch Minister mahnt,"
00:10:34:06,00:10:36:15,die dringendere Hilfe nicht zu vergessen.
00:10:36:17,00:10:38:14,Denn neben F-16 in der Zukunft
00:10:38:16,00:10:41:16,brauche die Ukraine Munition in der Gegenwart.
00:10:42:15,00:10:46:23,Im russischen Grenzgebiet Belgorod soll es seit zwei Tagen Kaempfe geben.
00:10:47:21,00:10:49:18,Die Hintergruende sind unklar.
00:10:49:20,00:10:52:17,"Russland spricht von einem ""Anti-Terror-Einsatz"""
00:10:52:19,00:10:54:17,gegen ukrainische Angreifer.
00:10:55:10,00:10:57:10,"Kiew streitet ab und erklaert,"
00:10:57:12,00:11:01:07,die Ukraine fuehre keinen Krieg auf dem Gebiet anderer Laender.
00:11:01:09,00:11:05:10,Es handele sich bei dem Kaempfern um russische Guerilla.
00:11:06:14,00:11:11:02,Diese Aufnahmen veroeffentlicht das russische Verteidigungsministerium.
00:11:11:04,00:11:14:15,"Mit der Meldung, man habe ukrainische Nationalisten"
00:11:14:17,00:11:17:21,von russischem Gebiet verdraengt und vernichtet.
00:11:17:23,00:11:21:07,Gestern frueh drangen Kaempfer mit gepanzerten Fahrzeugen
00:11:21:09,00:11:23:23,in grenznahe russische Orte ein.
00:11:25:13,00:11:28:04,So sieht es aus im Dorf Golowtschino.
00:11:28:06,00:11:31:05,Einen Tag lang lieferten sich die Kaempfer Gefechte
00:11:31:07,00:11:32:20,mit russischem Militaer.
00:11:32:22,00:11:36:08,"Es ist unklar, ob die Angreifer Ukrainer waren."
00:11:37:24,00:11:42:06,"Zwei russische Freiwilligenverbaende, die fuer die Ukraine kaempfen,"
00:11:42:08,00:11:44:15,bekannten sich zu den Angriffen.
00:11:45:02,00:11:48:02,"Videos zeigten, wie sie sagen, ihren Vormarsch."
00:11:48:04,00:11:50:16,"Einer der Verbaende gilt als rechtsextrem,"
00:11:50:18,00:11:54:05,der andere gilt in Russland als Terrororganisation.
00:11:54:07,00:11:58:04,Kreml-Sprecher Peskow spricht von einem ukrainischen Angriff.
00:11:58:14,00:12:01:18,Kiew wolle von der Niederlage in Bachmut ablenken.
00:12:01:20,00:12:05:15,Nach Darstellung Moskaus ist die ukrainische Stadt gefallen.
00:12:06:02,00:12:09:13,Kiew streitet eine Verbindung zu den Kaempfern ab.
00:12:09:21,00:12:13:14,"Ob es ukrainische Soldaten oder russische Nationalisten waren,"
00:12:13:16,00:12:15:09,die angegriffen haben.
00:12:15:12,00:12:17:13,"Viele fragen sich, wie es sein kann:"
00:12:17:19,00:12:19:04,Dass Bewaffnete bei Tag
00:12:19:06,00:12:22:23,ueber die gesicherte Grenze nach Russland eindringen.
00:12:24:07,00:12:26:22,Und sich mehr als einen Tag dort halten.
00:12:29:10,00:12:32:18,Deutschland steht im Viertelfinale der Eishockey-WM.
00:12:32:20,00:12:36:14,Nach einem ungluecklichen Auftakt sicherte sich der DEB
00:12:36:16,00:12:40:12,mit einem 5:0 gegen Frankreich den Einzug in die K.o-Runde.
00:12:42:11,00:12:46:01,Dort wartet Erzrivale Schweiz - gegen sich die Deutschen
00:12:46:03,00:12:49:18,in den letzten drei K.o.-Spielen durchsetzten.
00:12:52:21,00:12:55:11,Vierter WM-Sieg in Folge fuer Deutschland.
00:12:55:13,00:12:58:21,Damit steht das DEB-Team am Donnerstag im WMÐViertelfinale
00:12:58:23,00:13:00:02,gegen die Schweiz.
00:13:00:04,00:13:03:05,Deutschland in Weiss gegen Frankreich mit Traumstart.
00:13:03:07,00:13:04:19,Stachowiak sieht Ehl.
00:13:04:21,00:13:06:18,Wieder der starke vierte Sturm.
00:13:06:20,00:13:08:00,"1:0, vierte Minute."
00:13:08:02,00:13:09:19,Kurz vor der ersten Sirene.
00:13:09:21,00:13:12:00,Schwarz-Rot-Gold im Eishockey-Glueck.
00:13:12:02,00:13:13:05,"Tiffels, 2:0."
00:13:13:07,00:13:15:07,Zweites Drittel. Mittelabschnitt.
00:13:15:09,00:13:17:13,Geniales Solo - John Jason Peterka.
00:13:17:15,00:13:20:20,Der Jungstar aus der NHL von den Buffalo Sabres: 3:0.
00:13:20:22,00:13:22:03,Letztes Drittel.
00:13:22:05,00:13:25:12,Das DEB-Team eine Klasse besser als limitierte Franzosen.
00:13:25:14,00:13:26:16,"Fischbuch, 4:0."
00:13:26:18,00:13:30:08,"54. Minute, ÈUberzahl Deutschland. Kastner mit dem 5:0."
00:13:30:10,00:13:31:16,Der Endstand.
00:13:31:18,00:13:34:11,Die deutsche Eishockey-Nationalmannschaft
00:13:34:14,00:13:38:08,steht zum vierten Mal hintereinander in einem WM-Viertelfinale.
00:13:39:21,00:13:43:08,"Die Wettervorhersage fuer morgen, Mittwoch, 24. Mai:"
00:13:44:22,00:13:47:11,In kuehler Luft und unter Tiefdruckeinfluss
00:13:47:13,00:13:49:20,gibt es morgen unbestaendiges Wetter.
00:13:49:22,00:13:53:09,Von Suedwesten macht sich steigender Luftdruck bemerkbar.
00:13:53:11,00:13:56:11,Heute Nacht sind im Norden Schauer unterwegs.
00:13:56:18,00:14:01:05,"An den Alpen regnet es gebietsweise, im Westen klart es zeitweise auf."
00:14:01:07,00:14:04:05,"Am Tag gibt es teils dichte Wolken, teils Sonne."
00:14:04:07,00:14:07:18,Die hat im Suedwesten und an der Ostsee die besten Chancen.
00:14:07:20,00:14:10:16,In den Regionen dazwischen sind Schauer moeglich.
00:14:10:18,00:14:12:12,Am Alpenrand faellt Regen.
00:14:12:14,00:14:15:21,"Am Donnerstag neben Wolken laengere Zeit Sonne,"
00:14:23:01,00:14:25:24,"Am Donnerstag neben Wolken laengere Zeit Sonne,"
00:14:26:02,00:14:28:09,an den Alpen stellenweise Schauer.
00:14:28:11,00:14:31:00,ÈAhnliches Wetter in den folgenden Tagen.
00:14:31:02,00:14:33:02,Es wird langsam wieder waermer.
00:14:35:07,00:14:37:18,In den tagesthemen um 22.15 Uhr
00:14:37:20,00:14:41:20,spricht Helge Fuhst mit Marie-Agnes Strack-Zimmermann.
00:14:41:22,00:14:44:22,Es geht um den Heizungsstreit der Koalition.
00:14:45:18,00:14:46:24,"Und wir zeigen,"
00:14:47:01,00:14:50:15,wie aus einem maroden Parkhaus neuer Wohnraum wird.
00:14:50:18,00:14:53:01,Ihnen einen schoenen Abend.
