Timecode In,Timecode Out,Subtitle
00:03:30:14,00:03:33:01,die normalerweise ein Gericht verhaengt.
00:03:33:05,00:03:36:20,"Das Staatsanwaltschaft ist und in dem Politiker sitzen,"
00:03:36:22,00:03:39:06,und zwar die Politiker einer Fraktion.
00:03:39:10,00:03:43:00,"Polens Praesident Duda hatte das Gesetz schnell unterzeichnet,"
00:03:43:04,00:03:46:20,"ruderte nach heftiger Kritik, auch aus dem Ausland, aber zurueck."
00:03:46:22,00:03:48:13,Und will es entschaerfen.
00:03:48:14,00:03:51:01,Im Herbst sind in Polen Parlamentswahlen.
00:03:51:03,00:03:54:00,In Umfragen liegt die Regierungspartei PiS vorn.
00:03:54:02,00:03:56:24,Die Lex Tusk koennte der PiS auf die Fuesse fallen.
00:03:57:01,00:04:01:00,Sie mobilisiert wie kaum etwas die Waehler der Opposition.
00:04:03:02,00:04:05:09,Kristin Joachim in Warschau.
00:04:05:20,00:04:09:11,"Duda kuendigte an, dass er ÈAnderungen vornehmen will."
00:04:10:01,00:04:13:10,Warum seine Kehrtwende - entschaerft es das Gesetz?
00:04:17:17,00:04:21:15,Die Kehrtwende kommt durch die heftige Kritik aus dem Ausland.
00:04:22:03,00:04:25:23,"Vom engsten Verbuendeten Polens, naemlich aus den den USA."
00:04:28:05,00:04:30:19,Da kritisierte man das Gesetz scharf.
00:04:32:02,00:04:34:09,Auch die EU aeusserte sich scharf.
00:04:37:01,00:04:40:14,Polen ist auf Gelder von der EU angewiesen.
00:04:41:14,00:04:45:09,Etwa auf die Gelder aus dem Corona-Wiederaufbau-Fonds.
00:04:49:17,00:04:53:07,Das Gesetz soll entschaerft werden.
00:04:54:03,00:04:58:03,"Man soll dann keine Strafe mehr verhaengen koennen,"
00:04:59:02,00:05:02:18,wo man kein oeffentliches Mandat ausueben darf.
00:05:03:16,00:05:05:14,Man darf in Berufung gehen.
00:05:06:09,00:05:10:23,Die meisten Richter hier sind von der PiS benannt worden.
00:05:11:16,00:05:15:05,Die Justiz ist damit nicht mehr unabhaengig.
00:05:15:14,00:05:18:23,"Auch wenn man keine Strafen mehr verhaengen kann,"
00:05:20:00,00:05:23:18,"so soll die Kommission die Faehigkeit absprechen koennen,"
00:05:24:23,00:05:27:09,oeffentliche ÈAmter zu uebernehmen.
00:05:27:21,00:05:29:21,Das ist ein scharfes Mittel.
00:05:31:23,00:05:34:16,"Ist das Rennen um die Parlamentswahlen so eng,"
00:05:34:18,00:05:37:22,dass die Regierung zu solchen Mitteln greifen muss?
00:05:39:17,00:05:42:12,Die PiS liegt um die 30 Prozent.
00:05:44:03,00:05:48:04,Donald Tusk liegt bei 27 Prozent mit seiner Partei.
00:05:50:05,00:05:53:04,"Die PiS scheint es noetig zu sehen,"
00:05:53:08,00:05:55:24,zu solchen Mitteln zu greifen.
00:05:56:15,00:05:59:20,Sie hat grosse Wahlversprechen gemacht.
00:06:00:02,00:06:02:13,Das Kindergeld soll erhoeht werden.
00:06:02:21,00:06:06:12,Die Medikamente fuer Kinder sollen kostenfrei werden.
00:06:06:20,00:06:11:13,"Man sieht doch, dass die PiS alles daran setzt, die Wahl zu gewinnen."
00:06:13:02,00:06:15:13,Sie greift dafuer zu allen Mitteln.
00:06:19:14,00:06:23:00,"Der Juni zeigte sich heute von seiner sonnigen Seite,"
00:06:23:04,00:06:26:16,fast ueberall - auch im Regierungsviertel in Berlin.
00:06:26:20,00:06:30:15,"Aber die Regierenden haben wenig Ruhe, mal zu relaxen."
00:06:32:15,00:06:34:16,Die Umfragewerte sind mies.
00:06:35:01,00:06:36:10,"Das liegt auch daran,"
00:06:36:12,00:06:39:22,dass ueber das geplante Heizungsgesetz gestritten wird.
00:06:40:01,00:06:41:19,"Es sind noch fuenf Wochen,"
00:06:41:23,00:06:44:18,dann beginnt die parlamentarische Sommerpause.
00:06:44:22,00:06:48:16,Bis dahin wollen die Gruenen das Gesetz unter Dach und Fach haben.
00:06:48:20,00:06:49:22,Ob das klappt?
00:06:50:01,00:06:52:14,Das wurde heute noch unwahrscheinlicher.
00:06:52:16,00:06:55:08,Die FDP scheint es nicht eilig zu haben.
00:06:56:10,00:06:57:14,Heiner Heller.
00:06:58:21,00:07:02:10,Sven Lehmann aus Sachsen-Anhalt lehnt sich entspannt zurueck.
00:07:02:12,00:07:04:17,Er hat die Energiewende hinter sich.
00:07:04:19,00:07:08:10,In seinem gedaemmten Haus heizt bei Bedarf eine Waermepumpe.
00:07:08:12,00:07:10:06,"Beim Einbau packte er mit an,"
00:07:10:08,00:07:13:00,oeffentliche Foerderung schont seinen Geldbeutel.
00:07:13:02,00:07:16:08,"Er ist fein raus, hat aber Mitgefuehl mit Nachbarn."
00:07:16:24,00:07:20:13,Was kann sich die Bevoelkerung leisten aufgrund der Inflation?
00:07:20:15,00:07:22:17,Oder nicht - das ist wesentlich.
00:07:22:19,00:07:25:23,Uns ging es die letzten Jahre ueber gut in Deutschland.
00:07:26:00,00:07:27:04,Es wurde schlimmer.
00:07:27:07,00:07:30:04,"Und jetzt solche Sachen, die viel Geld kosten:"
00:07:30:06,00:07:32:11,Das koennen viele nicht stemmen.
00:07:32:19,00:07:36:09,Die Regierung muss gerade das Heizungsgesetz stemmen.
00:07:36:13,00:07:38:15,"Die Ampel-Parteien kuendigten an,"
00:07:38:16,00:07:42:10,sich nach dem Zank der letzten Wochen rasch zu einigen.
00:07:42:19,00:07:45:11,Zu spueren ist davon am Wochenende wenig.
00:07:45:15,00:07:49:09,"Die Menschen sollen erfahren, worauf sie sich einstellen muessen."
00:07:49:11,00:07:51:10,"Betonen die Gruenen und bemaengeln,"
00:07:51:12,00:07:54:02,dass in der Ampel zu viel gestritten werde.
00:07:54:03,00:07:55:09,"Wir haben ein Gesetz,"
00:07:55:11,00:07:58:20,"das wir pragmatischer machen koennen, sozialer machen koennen."
00:07:58:22,00:08:01:14,Das tun wir in den Verhandlungen im Bundestag.
00:08:01:16,00:08:04:21,"Dann tun wir gemeinsam, was wir uns vorgenommen haben,"
00:08:04:23,00:08:08:09,naemlich es vor der Sommerpause im Bundestag beschliessen.
00:08:08:11,00:08:13:05,"Der FDP-Generalsekretaer widerspricht im Bericht aus Berlin und sagt,"
00:08:13:09,00:08:15:15,dass er sich nicht hetzen lasse.
00:08:17:18,00:08:19:20,"Ich teile die Auffassung nicht,"
00:08:19:22,00:08:22:07,vor der Sommerpause diese Dinge zu machen.
00:08:22:09,00:08:25:07,"Im Glauben, dass hinterher keiner darueber spricht."
00:08:25:09,00:08:28:12,Ein schlechtes Gesetz wird eine Belastung fuer das Land.
00:08:28:14,00:08:29:23,Wird dieser Regierung
00:08:30:00,00:08:32:17,bis Ende der Wahlperiode auf die Fuesse fallen.
00:08:32:19,00:08:35:22,Auch aus der SPD kommt kein Rueckenwind fuer die Gruenen.
00:08:35:24,00:08:39:06,Einzelne Sozialdemokraten machen den Wirtschaftsminister
00:08:39:08,00:08:43:23,fuer die Umfragewerte der Regierung im Deutschlandtrend verantwortlich.
00:08:44:02,00:08:47:09,"Habeck ist sich bewusst darueber, dass das Gesetz,"
00:08:47:10,00:08:50:12,"wie er es sich vorgestellt hat, nicht umsetzbar ist."
00:08:50:14,00:08:54:23,"Und fuer viele Buergerinnen und Buerger, das sagte ich deutlich,"
00:08:56:12,00:08:59:05,Wut und Empoerung hervorgerufen hat.
00:09:00:18,00:09:04:14,Fuer die Opposition ist der Streit ein drastisches Beispiel
00:09:04:16,00:09:07:07,fuer das Versagen von Regierung und Kanzler.
00:09:07:09,00:09:10:03,Der Generalsekretaer der CDU sieht mehr Gruende
00:09:10:05,00:09:13:06,fuer politische Radikalisierung in den Umfragen.
00:09:13:08,00:09:16:13,"Wir haben keine Antworten auf die Krankenhausreform,"
00:09:16:15,00:09:19:11,die der Gesundheitsminister umsetzen moechte.
00:09:19:15,00:09:22:12,Die Fluechtlingskrise beschaeftigt viele Menschen.
00:09:22:16,00:09:25:12,Das Heizungsgesetz fuehrt Verunsicherung herbei.
00:09:25:14,00:09:29:11,"Das fuehrt dazu, dass die Menschen zu den politischen Raendern gehen."
00:09:29:13,00:09:33:04,Die Union profitiert nicht von der Schwaeche der Regierung.
00:09:33:08,00:09:36:16,Sie verharrt in den Umfragen auf gleichbleibendem Niveau.
00:09:36:18,00:09:39:21,"Manche Christdemokraten fragen besorgt, warum."
00:09:41:15,00:09:45:13,Deutschland fehlen Fachkraefte - besonders in der Pflege.
00:09:46:24,00:09:51:07,"Bis 2030 werden in Deutschland 0,5 Mio. Pflegekraefte fehlen."
00:09:52:14,00:09:57:07,"Ersatz soll aus dem Ausland kommen und helfen, die Luecke zu schliessen."
00:09:57:11,00:10:00:23,Die Bilanz dieser Anwerbeaktion ist ernuechternd.
00:10:01:24,00:10:07:02,Nur 656 auslaendische Pflegekraefte sind 2022 nach Deutschland gekommen.
00:10:08:15,00:10:12:07,"Wenn sie hier angekommen sind, stehen sie vor Huerden."
00:10:12:15,00:10:16:15,Morgen reisen Arbeitsminister Heil und Aussenministerin Baerbock
00:10:16:16,00:10:19:24,"nach Brasilien, um dort Fachpersonal anzuwerben."
00:10:20:10,00:10:22:04,Xenia Boettcher berichtet.
00:10:24:07,00:10:28:13,Das ist die Postkartenansicht vom Leben in Rio de Janeiro.
00:10:29:20,00:10:33:06,"Der Alltag, sagt Werner Lourinho, ist weniger idyllisch:"
00:10:33:08,00:10:35:17,Taeglich zwei Stunden Fahrt zur Arbeit.
00:10:35:19,00:10:39:18,"Weil er als studierter Krankenpfleger nur 500 Euro im Monat verdient,"
00:10:39:20,00:10:41:15,arbeitet er Doppelschichten:
00:10:41:19,00:10:43:11,Es reicht zum ÈUberleben.
00:10:43:18,00:10:46:07,Ich arbeite oft sehr erschoepft.
00:10:48:07,00:10:52:10,"Manchmal schlafe ich nicht, muss dann in den knallvollen Bus."
00:10:52:14,00:10:54:17,Ich bin oft muede und hungrig.
00:10:57:09,00:11:01:04,"Jetzt sei er hellwach, angetrieben von einer Hoffnung."
00:11:01:11,00:11:05:03,"Schon in wenigen Monaten will er in Sachsen leben und arbeiten,"
00:11:05:05,00:11:06:05,in Chemnitz.
00:11:06:09,00:11:09:03,Wenn er die Sprachpruefung im Juli schafft.
00:11:09:07,00:11:11:06,Heute geht es um Landeskunde:
00:11:12:23,00:11:15:04,Erholung und Freizeitaktivitaet.
00:11:17:14,00:11:19:15,Erholung und Freizeitaktivitaet.
00:11:20:21,00:11:22:06,Leicht ist es nicht.
00:11:22:10,00:11:26:08,"Werner wurde, wie alle hier, von einer deutschen Klinik ausgewaehlt."
00:11:26:10,00:11:30:06,Die zahlt ihm den Lebensunterhalt in Brasilien und den Sprachkurs.
00:11:30:10,00:11:33:02,Die Anerkennung soll rasch gehen.
00:11:33:04,00:11:37:15,"Deutschland braucht Fachkraefte, um den Pflegekollaps zu verhindern:"
00:11:38:07,00:11:39:23,"Ja, ich bin aufgeregt."
00:11:41:14,00:11:43:12,Die brasilianische Gewerkschaft
00:11:43:14,00:11:46:18,blickt kritisch auf das Anwerben der Bundesregierung.
00:11:46:20,00:11:50:05,"Wuerden beide Laender ihre Pflegekraefte ordentlich bezahlen,"
00:11:50:07,00:11:52:06,haette Deutschland weniger Bedarf.
00:11:52:08,00:11:55:18,Und Brasilianer muessten ihr Land nicht verlassen.
00:11:56:00,00:11:58:11,Erhielten sie hier einen wuerdigen Lohn
00:11:58:13,00:12:00:17,und waeren nicht total ueberlastet:
00:12:00:19,00:12:03:01,"Viele blieben lieber in der Heimat,"
00:12:03:03,00:12:06:15,auch wenn sie weniger verdienen als in Deutschland.
00:12:09:13,00:12:11:14,Werner geht wegen des Geldes.
00:12:11:18,00:12:13:15,360 weitere Pflegekraefte
00:12:13:17,00:12:17:02,bereiten sich auf die Arbeit in Deutschland vor.
00:12:17:13,00:12:20:18,"Ein Freund arbeitet in Schwerin und was er verdient,"
00:12:20:20,00:12:22:08,klingt unfassbar gut.
00:12:24:03,00:12:28:01,"Anfangs lag sein Gehalt bei 1.200 Euro, er konnte einkaufen,"
00:12:28:04,00:12:30:01,"reisen, ordentlich Essen."
00:12:30:05,00:12:32:18,Jetzt bekommt er mehr - unfassbar.
00:12:34:18,00:12:36:11,Aber Probleme gibt es.
00:12:39:09,00:12:43:13,Die Sprachbarriere ist da und sorgt auf beiden Seiten fuer Unwohlsein.
00:12:43:15,00:12:47:01,"Ich konnte nicht alles verstehen oder mich genau ausdruecken,"
00:12:47:03,00:12:50:10,das beeinflusst dein Verhaeltnis zu den Kollegen.
00:12:51:23,00:12:54:20,Werner konzentriert sich auf das Positive.
00:12:54:24,00:12:57:14,"Mit 30 Jahren lebt er bei seiner Mutter,"
00:12:57:16,00:13:00:04,vielleicht kann er sie bald unterstuetzen.
00:13:00:08,00:13:04:19,"Seine Mutter hat gemischte Gefuehle, sie wird ihren Sohn vermissen."
00:13:07:00,00:13:08:11,Weitere Nachrichten.
00:13:09:12,00:13:14:01,Der chinesische Verteidigungsminister Li kritisiert die Politik der USA
00:13:14:05,00:13:16:08,im asiatisch-pazifischen Raum.
00:13:17:12,00:13:20:16,Bei der Shangri-La- Sicherheitskonferenz in Singapur
00:13:20:18,00:13:25:07,"sagte er, ""NATO-aehnliche"" Allianzen stuerzten die Region in Konflikte."
00:13:25:11,00:13:29:14,Zwischen Taiwan und dem chinesischen Festland gab es eine gefaehrliche
00:13:29:18,00:13:33:11,Annaeherung zwischen Kriegsschiffen aus China und den USA.
00:13:33:21,00:13:37:05,"Der deutsche Verteidigungsminister Pistorius kuendigte an,"
00:13:37:07,00:13:41:09,2024 zwei deutsche Schiffe in den Indopazifik zu entsenden.
00:13:42:23,00:13:45:20,Russische Truppen attackierten einen Vorort
00:13:45:24,00:13:48:20,der ukrainischen Stadt Dnipro mit Raketen.
00:13:49:01,00:13:51:23,Laut Behoerden kam ein Maedchen (2) ums Leben.
00:13:52:02,00:13:55:05,"22 Menschen wurden verletzt, unter ihnen fuenf Kinder."
00:13:55:07,00:13:58:14,Bei dem Angriff wurden mehrere Wohnhaeuser zerstoert.
00:13:58:16,00:14:02:01,"Rettungskraefte versuchten, Opfer aus den Truemmern zu retten."
00:14:02:03,00:14:06:08,Der ukrainische Praesident Selenskyj bezeichnete Russland als Terrorstaat.
00:14:08:15,00:14:12:24,Bei einem Brand in einer Fluechtlings- Unterkunft in Apolda in Thueringen
00:14:13:01,00:14:14:06,starb ein Mensch.
00:14:14:19,00:14:16:12,"Eine Obduktion soll klaeren,"
00:14:16:14,00:14:20:18,ob es sich um einen vermissten Jungen (9) aus der Ukraine handelt.
00:14:20:20,00:14:22:24,Elf weitere Menschen wurden verletzt.
00:14:23:14,00:14:26:03,Das Feuer brach gegen 5 Uhr morgens aus.
00:14:26:07,00:14:28:16,Die Brandursache ist noch unklar.
00:14:28:20,00:14:31:09,Etwa 300 Menschen waren dort untergebracht.
00:14:33:06,00:14:36:20,Das Treffen der EU-Innenminister zur Asylpolitik steht bevor
00:14:36:22,00:14:39:16,und entfachte in Deutschland die Diskussion neu.
00:14:40:02,00:14:41:07,Die EU-Kommission
00:14:41:16,00:14:45:11,schlug Vorpruefungen von Asylantraegen an den EU-Aussengrenzen vor.
00:14:46:10,00:14:50:14,"Regierungspolitiker von SPD und Gruenen wollen das mittragen,"
00:14:50:18,00:14:55:07,verlangen aber Ausnahmen fuer Kinder und Jugendliche sowie deren Familien.
00:14:55:20,00:14:57:16,FDP und CDU lehnen das ab.
00:14:59:20,00:15:03:18,"Das Zugunglueck in Indien, bei dem ueber 275 Menschen starben,"
00:15:03:20,00:15:06:16,wurde durch einen Signalfehler verursacht.
00:15:08:11,00:15:10:12,"Der zustaendige Minister sagte,"
00:15:10:16,00:15:14:18,einer der Passagierzuege sei auf ein falsches Gleis geleitet worden.
00:15:14:22,00:15:17:12,An der Unfallstelle im Bundesstaat Odisha
00:15:17:16,00:15:19:23,sind Hunderte Helfer im Einsatz.
00:15:20:02,00:15:23:22,Die Aufraeumarbeiten sollen bis Mittwoch abgeschlossen werden.
00:15:25:18,00:15:28:10,ueDie Ironman-EM in Hamburg heute.
00:15:29:06,00:15:33:03,Es haette ein tolles Event werden koennen fuer Sportler und Fans.
00:15:33:05,00:15:37:06,Dann kam es auf der Radstrecke zu einem tragischen Unglueck.
00:15:37:10,00:15:41:17,Ein Motorradfahrer starb bei der Kollision mit einem Triathleten.
00:15:41:21,00:15:45:20,"Trotzdem lief das Rennen weiter, das sorgte fuer Unverstaendnis."
00:15:45:24,00:15:49:17,Schon im Vorfeld gab es Kritik am Sicherheitskonzept.
00:15:50:00,00:15:51:08,Sebastian Rieth.
00:15:52:12,00:15:55:16,"Als Jan Frodeno am Mittag das Ziel erreicht hat,"
00:15:55:20,00:15:58:08,sind seine Gedanken nicht mehr beim Sport.
00:15:58:12,00:16:00:17,Der erfolgreichste deutsche Triathlet
00:16:00:19,00:16:04:01,erlebte den tragischen Unfall auf der Strecke mit.
00:16:04:05,00:16:05:16,Das war so chaotisch.
00:16:07:18,00:16:09:02,Es war so krass.
00:16:09:22,00:16:14:07,"Ich hab gerade gehoert, dass der Motorradfahrer verstorben ist."
00:16:15:01,00:16:17:06,Mehr muss man dazu nicht sagen.
00:16:17:10,00:16:19:05,Ich war direkt neben dran
00:16:19:14,00:16:23:08,und hab das Fahrrad in tausend Teile zerspringen sehen.
00:16:23:22,00:16:28:02,"Die Triathleten befinden sich auf der Radstrecke im Sueden Hamburgs,"
00:16:28:06,00:16:30:01,als sich der Unglueck ereignet.
00:16:30:03,00:16:32:09,Ein Kameramotorrad begleitet die Profis.
00:16:32:11,00:16:34:24,Es faehrt auf der falschen Seite der Fahrbahn
00:16:35:02,00:16:37:10,und kollidiert mit einem Amateursportler.
00:16:37:12,00:16:40:04,"Der Motorradfahrer erliegt seinen Verletzungen,"
00:16:40:06,00:16:43:07,sein Fotograf und der Sportler sind im Krankenhaus.
00:16:43:12,00:16:46:23,Im Rennen kam es immer wieder zu gefaehrlichen Situationen.
00:16:47:00,00:16:50:10,"Die Strecke zu eng, die Anzahl der Motorraeder zu hoch,"
00:16:50:14,00:16:54:12,so die Kritik u.a. vom dreifachen Ironman-Weltmeister Jan Frodeno.
00:16:57:14,00:16:59:11,Das war eine voellige Farce.
00:16:59:15,00:17:01:20,Dann noch mit dem Gegenverkehr ...
00:17:03:04,00:17:06:07,"Ich hab's nicht gesehen, weil ich den Kopf unten."
00:17:06:11,00:17:09:15,"Es war so eng, da duerfen keine Motorraeder sein."
00:17:12:04,00:17:16:17,Der Veranstalter hat sich noch nicht zu den Sicherheitsvorwuerfen geaeussert.
00:17:16:21,00:17:20:09,Er setzte das Rennen trotz des toedlichen Unfalls fort.
00:17:20:13,00:17:24:14,"Eine Entscheidung, die von Fans und Sportlern kritisiert wird."
00:17:27:06,00:17:29:14,Die Profis wurden vom Veranstalter
00:17:29:16,00:17:32:20,waehrend des Rennens nicht ueber die Umstaende informiert.
00:17:32:22,00:17:36:19,"Sie hatten keine Chance, den Wettkampf von sich aus abzubrechen."
00:17:36:21,00:17:40:02,Erst kurz vor dem Zieleinlauf erfuhren sie davon.
00:17:40:04,00:17:43:06,Den EM-Titel holte sich der Franzose Dennis Chevrot.
00:17:43:08,00:17:46:24,Jan Frodeno kam bei einem seiner letzten grossen Karriere-Rennen
00:17:47:01,00:17:48:12,auf Platz vier ins Ziel.
00:17:48:14,00:17:51:23,Der Sport spielte da schon laengst nur noch eine Nebenrolle.
00:17:53:08,00:17:55:02,Wir kommen noch zum Wetter.
00:17:55:06,00:17:58:12,"Karsten, gibt's noch eine Woche voller Sonnenschein?"
00:18:00:06,00:18:02:09,"Nein, nicht wie bisher."
00:18:04:02,00:18:07:00,Ab Dienstag haben wir mehr Wolken.
00:18:10:18,00:18:14:03,Wir schauen in den Sueden Europas zum Mittelmeer.
00:18:14:07,00:18:16:05,Deutschland ist oben.
00:18:20:21,00:18:24:12,"Diese Wolken hier, das ist ein kleines Tief."
00:18:25:08,00:18:27:18,Das Tief zog nach Norden.
00:18:32:04,00:18:36:07,"Das ist eine Luft, die mit Schauern und Gewittern angereichert ist."
00:18:37:24,00:18:40:13,Am Dienstag kommt diese Luft hier an.
00:18:42:15,00:18:45:09,Das Tief bewegt sich Richtung Westen fort.
00:18:45:13,00:18:47:12,Wir bekommen Schauer.
00:18:48:20,00:18:52:03,Der Staat morgen ist meistens wolkenlos.
00:18:53:10,00:18:57:17,"Ausser in Bayern, da gibt es schon Regen und Gewitter."
00:19:01:05,00:19:03:08,Sonst bleibt es sonnig.
00:19:03:13,00:19:05:02,Es wird waermer.
00:19:21:03,00:19:24:17,Am Dienstag ziehen die Wolken weiter zu uns.
00:19:26:04,00:19:29:04,Am Mittwoch erreichen sie auch den Westen.
00:19:30:14,00:19:32:18,Drumherum ist es sonnig.
00:19:35:04,00:19:36:10,Danke.
00:19:38:11,00:19:40:03,Das waren die tagesthemen.
00:19:40:05,00:19:42:05,Hier geht es weiter mit ttt.
00:19:44:00,00:19:47:24,"Wir sind morgen wieder fuer Sie da, einen schoenen Abend - tschuess."
00:19:48:03,00:19:49:05,Tschuess.
