Timecode In,Timecode Out,Subtitle
00:04:08:06,00:04:10:24,mit einer Hybridanlage aus Waermepumpe und Gas.
00:04:11:03,00:04:12:20,Seine ÈOlheizung war alt.
00:04:13:05,00:04:18:07,"Die alte Heizung war von den Kosten, der Wartung, enorm teuer geworden."
00:04:19:19,00:04:24:04,"Und wir wollten weg vom ÈOl, aufgrund der jetzigen Situation."
00:04:25:11,00:04:28:15,Olaf Ebling kann sich vor Anfragen kaum retten.
00:04:28:20,00:04:31:03,"Er beraet Menschen, die umsteigen wollen,"
00:04:31:05,00:04:32:19,hilft bei Foerderantraegen.
00:04:32:21,00:04:37:10,"Diese Heizung kostete 55.000 Euro, 40 % hat der Staat uebernommen."
00:04:38:14,00:04:42:07,Nach dem neuen Gesetz steigt die Foerderung auf bis zu 70 % Ð
00:04:42:12,00:04:44:08,gedeckelt bei 21.000 Euro.
00:04:45:00,00:04:48:19,"Was sich lohnt, unterscheide sich nach Kunde und Gebaeude."
00:04:48:24,00:04:53:08,"Das Einzige, wovon ich abrate, ist eine reine ÈOl- oder Gasheizung."
00:04:53:13,00:04:55:15,Das funktioniert nicht mehr.
00:04:56:11,00:04:59:03,Die ÈOl- und Gaspreise steigen wohl weiter.
00:04:59:07,00:05:03:02,Die CO2-Abgabe wird sich bis 2026 mehr als verdoppeln.
00:05:03:06,00:05:05:23,Fuer Mehrfamilienhaeuser gebe es Alternativen.
00:05:06:02,00:05:08:13,Einige Kunden wollen das nicht wahrhaben.
00:05:08:17,00:05:10:23,"Ich hatte eine Eigentuemerversammlung,"
00:05:11:02,00:05:13:08,die mich teeren und federn wollten:
00:05:13:13,00:05:18:00,"Ich schlug eine Pelletheizung vor, die wollten eine ÈOlheizung."
00:05:19:00,00:05:21:22,Die meisten Kunden seien offen fuer Empfehlungen Ð
00:05:22:00,00:05:24:02,die Verunsicherung sei gross.
00:05:24:06,00:05:26:03,Fuer Ebling ein gutes Geschaeft -
00:05:26:07,00:05:29:09,auch wenn er nicht alle Anfragen bedienen kann.
00:05:30:05,00:05:34:18,Der Koerber-Preis geht dieses Jahr an die Informatikerin Cordelia Schmid.
00:05:34:22,00:05:39:14,Schmid (55) wurde fuer ihre Forschung in der Bilderkennung ausgezeichnet.
00:05:39:19,00:05:42:20,"Sie hat dazu beigetragen, dass Computer verstehen,"
00:05:43:00,00:05:45:00,was auf Bildern zu sehen ist.
00:05:45:04,00:05:49:10,Die Koerber-Stiftung verleiht den Preis seit 1985 jaehrlich
00:05:51:10,00:05:54:08,an Forschende in den Naturwissenschaften.
00:05:55:13,00:05:59:01,"Im Vordergrund ein Mensch, im Hintergrund ein Haus."
00:05:59:06,00:06:01:23,Computer koennen Bilder immer besser verstehen.
00:06:02:02,00:06:05:12,Auch Dank ihr: Informatikerin Cordelia Schmid.
00:06:06:19,00:06:11:10,"Ich fing mit der Erkennung eines Wuerfels an, das war vor 30 Jahren."
00:06:11:14,00:06:15:14,"Ich dachte, dass es unmoeglich ist, dass der Computer das nicht kann."
00:06:15:18,00:06:17:09,Daran wollte ich arbeiten.
00:06:17:13,00:06:18:23,"Es fasziniert mich,"
00:06:19:02,00:06:22:05,dass das so schwer ist fuer einen Computer.
00:06:23:02,00:06:27:11,Geometrische Formen konnten Computer Mitte der 90er erkennen.
00:06:27:21,00:06:31:18,Aber halb verdeckt durften die Formen nicht sein.
00:06:33:08,00:06:36:10,Jetzt werden auch komplexere Motive erfasst Ð
00:06:36:14,00:06:39:09,selbst aus verschiedenen Perspektiven.
00:06:39:15,00:06:41:21,"Die KI sucht sich Punkte aus,"
00:06:42:04,00:06:45:15,die die Informationen im Bild zusammenfasst.
00:06:46:22,00:06:49:15,Zum Beispiel hier auf den Tragflaechen.
00:06:49:19,00:06:53:14,"Dann gibt's Algorithmen, die die in den Bildern entdecken."
00:06:53:18,00:06:58:05,"Grundlage fuer die Entwicklung intelligenter Roboter, wie TiaGO."
00:06:59:00,00:07:01:21,Der koennte in Krankenhaeusern oder Pflegeheimen
00:07:02:00,00:07:03:23,das Personal unterstuetzen.
00:07:04:14,00:07:08:00,"Ziel ist, dass der autonom durch den Raum fahren kann,"
00:07:08:04,00:07:10:02,den er vorher nicht gesehen hat.
00:07:10:06,00:07:12:07,Er steht hier und Sie sagen:
00:07:12:11,00:07:15:17,Fahr zu dem Schrank und hol mir die Kaffeetasse.
00:07:15:23,00:07:20:11,"Fuer ihre Forschung erhaelt Schmid heute in Hamburg den Koerber-Preis,"
00:07:20:15,00:07:22:17,dotiert mit einer Million Euro.
00:07:22:21,00:07:27:20,"Geld, mit dem die Wissenschaftlerin ihre Arbeit voranbringen will."
00:07:29:06,00:07:33:20,"Vor dem morgen beginnenden G20-Gipfel in Indien waechst die Sorge,"
00:07:33:24,00:07:38:18,die Staaten koennten sich nicht auf eine Abschlusserklaerung einigen.
00:07:38:23,00:07:43:06,Ein Streitpunkt ist der russische Krieg gegen die Ukraine.
00:07:44:02,00:07:46:17,"Moskau wirft den westlichen Staaten vor,"
00:07:46:19,00:07:49:09,Druck auf den Gastgeber Indien auszuueben.
00:07:49:11,00:07:52:18,"Russlands Praesident Putin bleibt dem Treffen fern,"
00:07:52:20,00:07:55:13,ebenso der chinesische Staatschef Xi.
00:07:57:05,00:08:00:18,Monatelang wurde Neu-Delhi fuer den G20-Gipfel verschoenert.
00:08:00:20,00:08:03:01,Zum Teil mit drastischen Massnahmen.
00:08:03:03,00:08:05:21,"Slumbewohner mussten das Viertel verlassen,"
00:08:05:23,00:08:08:02,ihre Unterkuenfte wurden zerstoert.
00:08:08:04,00:08:10:07,"Die ersten Staatsgaeste kommen an,"
00:08:10:09,00:08:13:10,Strassen werden gesperrt und Geschaefte geschlossen.
00:08:13:12,00:08:18:13,Sichtbar zelebriert Premier Modi Indiens G20-Praesidentschaft.
00:08:20:19,00:08:25:01,"Es geht um die Beschleunigung nachhaltiger Entwicklung,"
00:08:25:17,00:08:28:08,Klimawandel und Klimafinanzierung.
00:08:28:16,00:08:30:21,Das braucht auch einen Umbau
00:08:31:00,00:08:34:07,"multilateraler, internationaler Institutionen."
00:08:39:17,00:08:44:24,"Daraus gemeinsame Papiere zu machen, daran wird noch intensiv verhandelt,"
00:08:46:02,00:08:48:01,so deutsche Regierungskreise.
00:08:48:03,00:08:53:02,Mit ueber 200 Veranstaltungen war G20 ein Jahr lang in ganz Indien praesent.
00:08:53:06,00:08:55:10,"Indien macht der Welt deutlich,"
00:08:55:14,00:08:58:09,dass wir eine groessere Rolle spielen wollen.
00:08:58:13,00:09:01:06,Wir wollen eine fuehrende Macht sein.
00:09:01:10,00:09:05:01,"Eine Macht, die globale Entwicklungen mitgestaltet."
00:09:05:10,00:09:08:04,"Ein Anspruch, der China nicht gefaellt."
00:09:08:08,00:09:12:09,"Dass Praesident Xi das erste Mal nicht zu einem G20-Gipfel kommt,"
00:09:12:13,00:09:16:10,wird als Affront gegenueber dem aufstrebenden Indien gewertet.
00:09:16:14,00:09:18:11,Die Beziehung ist angespannt.
00:09:18:21,00:09:21:16,Es gibt Grenzkonflikte im Himalaja.
00:09:22:16,00:09:26:12,Angesichts der Absagen von China und Russlands Praesident Putin
00:09:26:16,00:09:30:12,scheint eine gemeinsame Abschlusserklaerung unwahrscheinlich.
00:09:31:18,00:09:35:10,In der Kaukasus-Region Berg-Karabach spitzt sich die Lage zu.
00:09:35:14,00:09:38:21,Laut armenischer Regierung ruestet Aserbaidschan auf.
00:09:39:05,00:09:42:07,Die Ex-Sowjetrepubliken Armenien und Aserbaidschan
00:09:42:11,00:09:45:06,streiten seit Jahrzehnten um Berg-Karabach.
00:09:45:10,00:09:48:05,"Voelkerrechtlich gehoert es zu Aserbaidschan,"
00:09:48:09,00:09:51:02,wird aber mehrheitlich von Armeniern bewohnt.
00:09:51:06,00:09:54:21,Seit Monaten blockiert Aserbaidschan den Latschin-Korridor.
00:09:55:00,00:09:58:11,Er ist der einzige Zugang von Armenien nach Berg-Karabach.
00:09:58:15,00:10:01:02,ÈUber ihn kommen Hilfsgueter in das Gebiet.
00:10:01:06,00:10:05:12,Hilfsorganisationen nennen die Versorgungslage katastrophal.
00:10:06:24,00:10:09:03,Seit Monaten geht hier nichts.
00:10:09:17,00:10:13:24,Hilfstransporte stecken fest in Staus am Latschin-Korridor.
00:10:14:13,00:10:18:14,"Aserbaidschan, das den Zugang nach Berg-Karabach kontrolliert,"
00:10:18:18,00:10:20:09,laesst kaum etwas durch.
00:10:20:13,00:10:24:12,Keine hundert Kilometer oestlich sieht es deshalb so aus:
00:10:24:19,00:10:28:20,"Leere Geschaefte und leere Strassen, Benzin ist knapp."
00:10:29:24,00:10:33:09,"Stepanakert, das Zentrum des Gebietes Berg-Karabach,"
00:10:33:13,00:10:35:10,abgeschnitten von der Welt.
00:10:35:14,00:10:38:03,"Nichts kommt an, kaum jemand kommt rein."
00:10:38:07,00:10:42:01,Diese Aufnahmen haben oertliche Journalisten fuer uns gedreht.
00:10:42:05,00:10:45:00,Auch das Interview mit Narine Karapetian.
00:10:45:05,00:10:48:18,"Sie hat drei Kinder, ist in Berg-Karabach geboren."
00:10:49:04,00:10:52:12,"Dass es in den Laeden keine Lebensmittel gibt,"
00:10:52:16,00:10:54:14,darueber reden wir nicht mehr.
00:10:54:18,00:10:56:23,"Wer etwas hat, tauscht mit anderen."
00:10:57:02,00:10:59:10,"Man hat immer eine Stofftasche dabei,"
00:10:59:12,00:11:02:20,falls jemand selbst gezogenes Gemuese verkauft.
00:11:03:09,00:11:08:01,"Schlangen dort, wo es was gibt, Rationierungen fuer Lebensmittel."
00:11:09:03,00:11:12:13,Besonders schlimm ist die Situation in den Apotheken.
00:11:12:17,00:11:16:10,Seit Juli kommen fast keine Medikamente mehr in das Gebiet.
00:11:16:14,00:11:20:09,Voelkerrechtlich gehoert Berg-Karabach zu Aserbaidschan.
00:11:20:13,00:11:22:24,Doch hier leben vor allem Armenier.
00:11:23:03,00:11:25:09,Zwei Kriege gab es um das Gebiet.
00:11:25:13,00:11:29:08,Aserbaidschan eroberte vor drei Jahren Teile von Berg-Karabach.
00:11:29:12,00:11:32:24,"Es sagte zu, den Latschin-Korridor offenzuhalten."
00:11:33:04,00:11:34:21,Den blockiert es nun Ð
00:11:35:00,00:11:38:05,und bietet im Gegenzug eigene Hilfsgueter an.
00:11:38:11,00:11:41:15,"Russland, eigentlich Schutzmacht Armeniens,"
00:11:41:19,00:11:45:05,"haelt sich weitgehend raus, zum ÈArger der Armenier."
00:11:45:09,00:11:50:07,Ab Montag will Armenien kleinere Militaeruebungen mit den USA abhalten.
00:11:51:17,00:11:56:01,Der Regen in den Hochwassergebieten in Griechenland laesst nach.
00:11:56:05,00:11:58:19,Trotzdem stiegen die Pegelstaende weiter.
00:11:58:23,00:12:01:19,Die Zahl der Todesopfer stieg auf zehn.
00:12:01:23,00:12:03:23,Vier Menschen werden vermisst.
00:12:04:02,00:12:08:12,"Das Militaer ist mit Hubschraubern und Fahrzeugen im Einsatz,"
00:12:08:16,00:12:10:05,um Menschen zu retten.
00:12:10:09,00:12:14:20,Fachleute befuerchten Schaeden bei Infrastruktur und Landwirtschaft
00:12:14:24,00:12:16:05,in Milliardenhoehe.
00:12:18:07,00:12:21:12,Auch in Hongkong kam es zu schweren ÈUberschwemmungen.
00:12:21:14,00:12:24:21,Vergangene Nacht regnete es innerhalb einer Stunde
00:12:25:00,00:12:27:17,ueber 158 Liter pro Quadratmeter:
00:12:28:00,00:12:31:10,Ein Rekord seit Aufzeichnungsbeginn vor 140 Jahren.
00:12:31:14,00:12:35:10,Die Wassermassen brachten den Verkehr und das oeffentliche Leben
00:12:35:14,00:12:37:18,in der Metropole zum Erliegen.
00:12:37:22,00:12:41:22,"Zwei Menschen sind gestorben, es gibt mehr als 100 Verletzte."
00:12:43:08,00:12:46:05,Vermutlich Brandanschlaege auf Technik der Bahn
00:12:46:09,00:12:50:11,haben die ICE-Strecke zwischen Hamburg und Berlin beeintraechtigt.
00:12:50:15,00:12:52:21,Es gab Zugausfaelle und Verspaetungen.
00:12:53:01,00:12:56:01,Betroffen war auch die Verbindung Hamburg-Rostock.
00:12:56:05,00:13:00:07,Laut Polizei haben Unbekannte nachts an drei Stellen in Hamburg
00:13:00:20,00:13:03:12,Kabelschaechte der Bahn in Brand gesetzt.
00:13:03:16,00:13:07:12,Die Beamten vermuten ein politisches Motiv und ermitteln.
00:13:07:17,00:13:11:17,Reisende muessen bis morgen Vormittag mit Problemen rechnen.
00:13:13:12,00:13:17:19,Sie traten als Aussenseiter gegen den Olympiasieger USA an -
00:13:17:23,00:13:19:08,und haben gewonnen.
00:13:19:12,00:13:23:01,Nach einem 113:111 stehen die deutschen Basketballer
00:13:23:05,00:13:27:20,im Finale der WM in Manila und haben die Silbermedaille schon sicher.
00:13:29:14,00:13:34:00,"Es ist ein WM-Halbfinale voller Emotionen, Spannung und Klasse."
00:13:34:12,00:13:36:10,Das deutsche Nationalteam
00:13:36:14,00:13:40:13,agiert gegen die favorisierten Amerikaner auf Augenhoehe.
00:13:40:17,00:13:44:18,Das deutsche Team setzt sich nach dem Seitenwechsel ab.
00:13:45:12,00:13:47:21,"Andreas Obst, 9 Punkte Fuehrung."
00:13:48:01,00:13:51:09,Deutschland geht mit einem Vorsprung ins letzte Viertel.
00:13:51:14,00:13:53:14,Doch entschieden ist noch nichts.
00:13:53:18,00:13:57:03,Edwards bringt die Favoriten wieder auf drei Zaehler heran.
00:13:57:05,00:13:59:00,Es entwickelt sich ein Krimi.
00:13:59:04,00:14:02:06,Letzte Minute - ganz wichtiger Korb Dennis Schroeder.
00:14:02:10,00:14:05:09,"6 Punkte Vorsprung, 40 Sekunden vor Schluss."
00:14:05:13,00:14:07:10,Danach wird's noch mal knapp.
00:14:07:14,00:14:11:07,Deutschland gewinnt mit 113:111 und steht im WM-Finale.
00:14:11:11,00:14:15:01,Der groesste Erfolg in der deutschen Basketball-Geschichte.
00:14:16:05,00:14:19:00,"Wir geniessen den Moment, wollen aber Gold."
00:14:19:12,00:14:23:02,"Wir haben ein Spiel vor uns, noch einen Job zu machen."
00:14:23:16,00:14:26:12,Gegner am Sonntag im Endspiel ist Serbien.
00:14:26:16,00:14:30:04,In dieser Form ist den Deutschen der WM-Titel zuzutrauen.
00:14:32:07,00:14:36:04,"Die Wettervorhersage fuer morgen, Samstag, den 9. September."
00:14:37:09,00:14:39:24,Am Wochenende wird die Luft etwas feuchter
00:14:40:03,00:14:43:03,und es sind Nebelfelder und Wolken moeglich.
00:14:43:07,00:14:46:03,"Die gibt's heute Nacht im Norden stellenweise,"
00:14:46:08,00:14:49:16,weiter suedlich bildet sich Nebel in den Flussniederungen.
00:14:49:20,00:14:52:17,Morgen erwartet uns wieder viel Sonnenschein.
00:14:52:21,00:14:57:15,"Im Osten und Norden Schleier-, im suedwestlichen Bergland Quellwolken."
00:15:12:05,00:15:16:01,"Am Sonntag haelt sich der Nebel laenger, sonst aendert sich wenig."
00:15:16:05,00:15:17:24,Auch am Montag viel Sonne.
00:15:18:03,00:15:21:00,"Spaeter sind Schauer oder Gewitter moeglich,"
00:15:21:04,00:15:25:13,die sich am Dienstag ausbreiten und unwetterartig sein koennen.
00:15:27:24,00:15:30:07,Um 21.45 Uhr in den tagesthemen:
00:15:30:11,00:15:33:16,"Helge Fuhst fragt Filmemacher Stephan Lamby,"
00:15:33:20,00:15:37:21,wie er die Bundesregierung beim Heizungsstreit erlebt hat.
00:15:38:05,00:15:41:03,"Und wir berichten, wie Kuenstliche Intelligenz"
00:15:41:07,00:15:43:22,Robotern das Sehen und Verstehen beibringt.
00:15:44:01,00:15:46:07,Ihnen noch einen schoenen Abend.
