Timecode In,Timecode Out,Subtitle
00:04:07:22,00:04:10:22,und niedriger als vor dem russischen Angriffskrieg.
00:04:10:24,00:04:12:18,"Trotzdem hat es gedauert,"
00:04:12:20,00:04:16:06,bis Privathaushalte davon profitieren koennen.
00:04:17:08,00:04:19:23,Zum Glueck haben sich die Gasuhren
00:04:20:00,00:04:22:23,im milden Winter nicht so schnell gedreht.
00:04:23:24,00:04:26:08,Trotzdem merken auch Unternehmer:
00:04:26:10,00:04:30:10,"Es koennte sein, dass sie nicht mehr lange durchhalten."
00:04:32:16,00:04:35:07,Mittagsbetrieb in der Baeckerei Korte:
00:04:35:09,00:04:39:17,Statt ganzer werden hier vor allem halbe und Viertelbrote verkauft.
00:04:39:19,00:04:43:24,"Soeren Korte spuert, die hohen Preise machen seinen Kunden zu schaffen."
00:04:44:01,00:04:45:03,Fuer ihn selbst
00:04:45:05,00:04:48:15,sind die hohen Energiepreise sogar existenzbedrohend.
00:04:48:17,00:04:52:12,"Wir muessen gucken, die Preise eventuell noch erhoehen."
00:04:52:14,00:04:56:23,"Einfach gucken, wo wir Einsparpotenziale einholen koennen."
00:04:57:19,00:05:02:01,"Die ÈOfen statt auf 290 Grad nur auf 280 Grad heizen,"
00:05:03:05,00:05:05:03,dafuer fuenf Minuten laenger.
00:05:05:19,00:05:09:01,Bis August ist er an den alten Stromvertrag gebunden.
00:05:09:02,00:05:12:10,"Danach koennte es noch teurer werden, so sein Versorger."
00:05:12:12,00:05:16:19,Von fallenden Preisen ist in der Baeckerei noch nichts zu spueren.
00:05:16:21,00:05:20:18,"Innerlich freut man sich, dass die Energiepreise runtergehen,"
00:05:20:21,00:05:24:04,"aber es ist doch die Frage, wann kommt es an."
00:05:24:16,00:05:28:20,Die Einkaufspreise fallen an den Energiemaerkten seit Jahresbeginn.
00:05:28:22,00:05:32:16,Erste Grundversorger geben das an ihre Kunden weiter.
00:05:32:18,00:05:34:19,"Grundversorger sind Unternehmen,"
00:05:34:21,00:05:38:13,die regional die meisten Haushalte mit Strom und Gas beliefern.
00:05:38:15,00:05:42:09,Laut einer Analyse von Verivox senken von Mai bis Juli
00:05:42:11,00:05:47:10,insgesamt 91 Strom- und 80 Gasfirmen ihre Grundversorgungstarife.
00:05:47:12,00:05:52:06,"Strom wird dabei im Schnitt um 12 % guenstiger, Gas um 23 %."
00:05:53:01,00:05:56:06,"Doch das Preisniveau bleibt hoch, so Verivox."
00:05:56:08,00:05:59:10,Das haengt mit der Beschaffungsstrategie zusammen.
00:05:59:12,00:06:03:02,Gerade Grundversorger kaufen langfristig Strom und Gas ein.
00:06:03:05,00:06:06:06,Die haben gerade noch die hohen Preise zu schultern
00:06:06:08,00:06:08:24,und koennen daher Preise nicht senken.
00:06:09:01,00:06:11:19,Wir beobachten sehr grosse Preisunterschiede.
00:06:11:21,00:06:15:07,"Es gibt Energieversorger, die erhoehen sogar noch die Preise."
00:06:15:09,00:06:19:10,Die Preisbremsen der Bundesregierung liegen bei 40 Cent pro kwH Strom
00:06:19:12,00:06:20:24,und 12 Cent beim Gas.
00:06:21:01,00:06:25:06,Doch 80 % aller Strom- und 90 % der Gastarife in der Grundversorgung
00:06:25:08,00:06:26:13,liegen darueber.
00:06:28:09,00:06:32:21,Verbraucher profitieren von sinkenden Preisen am Strom- und Gasmarkt Ð
00:06:32:23,00:06:34:14,und zwar als Neukunden.
00:06:34:16,00:06:37:07,Denn die zahlen in der Regel weniger.
00:06:37:14,00:06:41:22,"Wenn ich in Grundversorgung bin, kann ich in 14 Tagen wechseln."
00:06:41:24,00:06:46:08,Man wird vermutlich einen guenstigeren Anbieter finden.
00:06:48:22,00:06:53:00,Auch Baecker Soeren Korte will seinen Anbieter wechseln Ð
00:06:53:02,00:06:57:05,damit er sich weniger Gedanken um hohe Strompreise machen muss.
00:06:57:07,00:07:00:24,Er kann sich dann wieder mehr um sein Handwerk kuemmern.
00:07:02:03,00:07:04:10,Preissenkungen fuer Strom und Gas.
00:07:04:12,00:07:06:07,"Wer alles etwas davon hat,"
00:07:06:09,00:07:10:12,dazu die Meinung von Daniel Pokraka vom Bayerischen Rundfunk.
00:07:11:14,00:07:15:18,"Die Preise sinken Ð das klingt schoen, ist es auch."
00:07:15:20,00:07:18:13,Die meisten Verbraucher spueren davon nichts.
00:07:18:15,00:07:21:20,"Erstens, weil nicht alle Anbieter ihre Preise senken."
00:07:21:22,00:07:26:18,"Zweitens, weil diese Preise immer noch ueber den Preisdeckeln liegen."
00:07:28:00,00:07:30:04,Deshalb sind die Preissenkungen
00:07:30:06,00:07:32:16,fuer den Finanzminister eine gute Nachricht.
00:07:32:18,00:07:35:18,"Der Staat muss den Energieversorgern weniger zahlen,"
00:07:35:20,00:07:37:16,um die Preise stabil zu halten.
00:07:37:18,00:07:40:17,"Wie viel weniger, das laesst sich schwer berechnen."
00:07:40:19,00:07:43:21,Aber Lindner kann jede Million gut gebrauchen.
00:07:43:23,00:07:45:15,Womoeglich muss er schon bald
00:07:45:17,00:07:48:11,Unternehmen mit hohem Energieverbrauch entlasten.
00:07:48:13,00:07:49:21,Mit Milliardenhilfen.
00:07:49:24,00:07:52:11,"Die Industrie, die SPD und die Gruenen"
00:07:52:13,00:07:56:04,werden bei ihren Forderungen zum Strompreis nicht nachlassen.
00:07:56:06,00:07:59:12,"Lindner und die FDP wollen sich nicht nachsagen lassen,"
00:07:59:14,00:08:01:14,durch zu strenge Sparpolitik
00:08:01:16,00:08:05:10,die Wettbewerbsfaehigkeit deutscher Unternehmen zu gefaehrden.
00:08:05:12,00:08:09:05,"Es aendert sich weder politisch, noch fuer Verbraucher viel"
00:08:09:07,00:08:12:15,durch die Preissenkung einiger Strom- und Gasanbieter.
00:08:12:17,00:08:16:14,"Preise vergleichen und zu einem guenstigeren Anbieter zu gehen,"
00:08:16:16,00:08:19:18,dafuer werben Verbraucherschuetzer regelmaessig.
00:08:19:20,00:08:23:24,"Mit Strom und Gas sparsam umzugehen, bleibt sinnvoll."
00:08:24:01,00:08:26:23,Fuers Klima und fuer den eigenen Geldbeutel.
00:08:27:00,00:08:31:06,"Es bleibt auch dabei, dass Heizen mit Erdgas teurer werden wird."
00:08:31:08,00:08:33:21,Die Freude ueber sinkende Energiepreise
00:08:33:23,00:08:36:08,ist wohl eher eine Momentaufnahme.
00:08:37:24,00:08:40:13,Die Meinung von Daniel Pokraka.
00:08:40:15,00:08:46:04,Bei solchen Fotos werden bei einigen von Ihnen schoene Erinnerungen wach.
00:08:46:16,00:08:48:20,"Egal, ob in Ost oder West,"
00:08:48:22,00:08:53:01,"in den Urlaub zu reisen, war einst etwas ganz Besonderes."
00:08:53:13,00:08:56:23,Erst nach der Wende begann fuer die vereinten Bundesbuerger
00:08:57:00,00:08:58:15,der Billigflieger-Boom.
00:08:58:17,00:09:00:20,"Vom Auto aufs Flugzeug umgestiegen,"
00:09:00:21,00:09:04:11,wurden die Ziele immer weiter und haeufiger angeflogen.
00:09:04:19,00:09:09:00,Doch seit der Pandemie hat die Reisebranche sich veraendert.
00:09:09:02,00:09:11:08,Ist sie nachhaltiger geworden?
00:09:11:10,00:09:15:07,Auch das war Thema beim Tourismus-Gipfel in Berlin.
00:09:15:09,00:09:19:08,Nach dem Einbruch durch Corona ist die Reiselust der Deutschen
00:09:19:11,00:09:23:20,"wieder auf Rekord-Niveau, obwohl Flugpreise gestiegen sind."
00:09:23:22,00:09:25:19,Reisen wir jetzt anders
00:09:25:21,00:09:28:23,und spielt der Klimaschutz dabei eine Rolle?
00:09:29:00,00:09:30:05,Susanna Zdrzalek.
00:09:31:07,00:09:33:06,Warten auf den naechsten Zug:
00:09:33:08,00:09:37:08,Familie Brink aus Hamburg reist mit dem Zug in den Urlaub.
00:09:37:10,00:09:40:14,Wir treffen sie beim Umsteigen am Koelner Hauptbahnhof
00:09:40:16,00:09:44:02,unterwegs nach Hause von einem Kurz-Trip in Paris.
00:09:44:12,00:09:47:07,Es gibt viele Bahnverbindungen in Europa.
00:09:47:09,00:09:50:07,"Wenn jetzt die Nachtzuege ausgebaut werden,"
00:09:50:09,00:09:52:21,kann man im Schlaf von A nach B kommen.
00:09:52:23,00:09:56:09,Man kann sich einfach mit der Bahn von A nach B bewegen.
00:09:56:11,00:09:58:13,Das ist nachhaltiges Reisen.
00:09:58:15,00:10:02:23,Den Flieger Flieger sein zu lassen und sich rollenderweise
00:10:03:00,00:10:06:00,durch Europa zu bewegen - das ist einfach.
00:10:06:02,00:10:09:18,Nur 5 % der Menschen in Deutschland reisen so wie die Brinks
00:10:09:20,00:10:12:14,in den Urlaub - klimafreundlich mit der Bahn.
00:10:12:16,00:10:17:05,"Die meisten, 47 %, waren 2022 mit Auto oder Wohnmobil unterwegs,"
00:10:17:19,00:10:21:14,41 % sind fuer ihren Urlaub ins Flugzeug gestiegen.
00:10:23:08,00:10:26:16,"Wie soll ich das machen, nach Griechenland, Spanien?"
00:10:26:18,00:10:31:03,"Deswegen: Ich fliege nicht oft, aber wenn ich fliege, dann in schoen."
00:10:31:10,00:10:35:01,"Fliegen ist was Besonderes, das Feeling, das man hat."
00:10:35:03,00:10:38:16,Einmal im Jahr wuerde ich es mir schon goennen.
00:10:39:07,00:10:41:15,Nachdem wir Pleiten erlebt haben
00:10:41:17,00:10:44:21,"mit Zuegen nach Amsterdam, Hamburg und Berlin:"
00:10:44:23,00:10:48:09,"Wir fahren doch mit dem Auto, das bekuemmert uns."
00:10:48:12,00:10:51:10,"Dennoch: Nachhaltig Reisen ist ein Trend,"
00:10:51:12,00:10:55:09,fuer einen Teil der Kunden - auch in diesem Koelner Reisebuero.
00:10:55:11,00:10:57:20,Eine von ihnen ist Christiane Luebke:
00:11:00:01,00:11:03:19,Wir wollen mit der Familie ein bisschen raus ans Meer.
00:11:03:21,00:11:07:09,"Wir hatten uns ueberlegt, ob wir nicht versuchen koennen,"
00:11:07:11,00:11:09:01,ohne Flugreise zu fahren.
00:11:09:03,00:11:12:14,"Fuer die meisten Kunden stehe das Erlebnis an erster Stelle,"
00:11:12:16,00:11:14:21,sagt Inhaberin Astrid Brettmann.
00:11:14:22,00:11:17:17,Dazu gehoert das Reisen an ferne Orte.
00:11:17:19,00:11:23:09,"Wenn ich mit dem Flugzeug reise, wenn wir da nicht drumherum kommen,"
00:11:23:11,00:11:27:02,kann ich den Flug immer noch auch kompensieren.
00:11:28:13,00:11:30:09,"Es gibt z. B. Atmosfair,"
00:11:30:11,00:11:33:05,eine gemeinnuetzige Klimaschutz-Organisation.
00:11:33:07,00:11:37:16,Da kann man den CO2-Ausstoss ueber eine Spende kompensieren.
00:11:42:15,00:11:46:11,Auch Guetesiegel fuer nachhaltige Hotels und Freizeitaktivitaeten
00:11:46:13,00:11:50:20,gibt es inzwischen - doch manche fuehlen sich davon ueberfordert.
00:11:50:23,00:11:54:11,Christiane Luebke geht deshalb pragmatisch an das Thema ran:
00:11:54:13,00:11:58:02,Man wird nicht von 100 auf Null reduzieren koennen.
00:11:58:04,00:12:02:07,Privat ist es zielabhaengig doch vielfach der Flieger.
00:12:03:15,00:12:05:10,"Dann versucht man eben,"
00:12:05:12,00:12:09:09,vor Ort so nachhaltig wie moeglich zu verbringen.
00:12:14:06,00:12:18:09,"Sie will noch mal in sich gehen, mit Mann und Kindern beraten,"
00:12:18:11,00:12:21:10,ob sie sich auf das Abenteuer Zug einlassen.
00:12:21:12,00:12:24:04,Oder wieder in den Flieger steigen.
00:12:25:21,00:12:28:07,Wie Reisen nachhaltiger werden kann:
00:12:28:09,00:12:32:00,"Darueber spreche ich mit TUI-Chef Sebastian Ebel,"
00:12:34:14,00:12:37:21,guten Abend nach Hannover. Guten Abend.
00:12:39:19,00:12:43:10,TUI bedeutet fuer viele Pauschalreisen mit dem Flieger
00:12:43:12,00:12:44:22,oder Kreuzfahrtschiff.
00:12:44:24,00:12:47:11,Sind Sie zufrieden mit diesem Image?
00:12:49:08,00:12:53:16,Wir bieten viel mehr als eine Pauschalreise und Kreuzfahrten.
00:12:54:13,00:12:57:00,Wir haben verschiedenste Produkte.
00:12:57:02,00:13:00:20,"Deshalb arbeiten wir daran, unser Image zu verbessern."
00:13:01:22,00:13:03:02,Zu verbessern:
00:13:03:04,00:13:06:21,Geht es dabei auch um die Verbreiterung des Angebots?
00:13:07:13,00:13:10:20,Muessen Sie nicht fuer ein nachhaltiges Image
00:13:11:13,00:13:13:18,ein anderes Angebot schaffen?
00:13:14:06,00:13:17:05,"Weg von Fluegen, hin zu mehr Bahnreisen?"
00:13:20:10,00:13:24:19,"Wir haben ein breites Angebot, da sind auch Bahnreisen dabei."
00:13:25:07,00:13:30:05,"Wir haben den neuen TUI-Train, der in die Alpen und nach Prag geht."
00:13:31:02,00:13:35:01,Wir haben viele Produkte fuer unterschiedliche Kundengruppen.
00:13:36:17,00:13:39:05,Konkret zu Fluegen und Bahnreisen:
00:13:39:07,00:13:44:13,"Unterstuetzen Sie: Flugpreise rauf, Bahnpreise runter?"
00:13:46:00,00:13:47:14,Das fordern einige.
00:13:48:18,00:13:52:03,Die Flugpreise haben sich sehr stark entwickelt.
00:13:53:06,00:13:56:04,Das hat Nachfrage- und Kosten-Gruende.
00:13:57:05,00:14:00:16,"Die Flugpreise sind heute in einem Bereich,"
00:14:01:07,00:14:06:05,der fuer Kunden attraktiv ist und dem Umweltschutz Rechnung traegt.
00:14:08:19,00:14:12:16,"In diesem Zusammenhang kam aus der Politik, v.a. den Gruenen,"
00:14:12:18,00:14:15:18,"die Forderung, die Fluege teurer zu machen."
00:14:15:20,00:14:17:20,Damit weniger geflogen wird.
00:14:17:21,00:14:20:08,Geht diese Gleichung eines Tages auf?
00:14:22:14,00:14:26:19,"Das ist eine interessante Aussage, die ich immer wieder hoere."
00:14:26:21,00:14:30:20,"Wir duerfen nicht vergessen, dass der Tourismus wichtig ist"
00:14:30:22,00:14:33:13,"fuer die Laender, in die der Tourismus geht."
00:14:33:15,00:14:37:07,"Ohne Tourismus waere dort kein Wohlstand, keine Bildung."
00:14:37:08,00:14:40:03,Umweltschutz waere dort nicht machbar.
00:14:40:15,00:14:43:08,"Tourismus ist eine Grundvoraussetzung dafuer,"
00:14:43:10,00:14:45:19,dass diese Laender sich entwickeln koennen.
00:14:45:22,00:14:48:03,Das kommt dem Umweltschutz zugute.
00:14:48:17,00:14:49:21,Das heisst:
00:14:49:23,00:14:53:05,"Die Preise etwa fuer Fluege nur so weit heraufsetzen,"
00:14:53:07,00:14:55:18,dass die Menschen noch fliegen?
00:14:57:10,00:15:01:02,Wer moechte den Kunden die Urlaubsreise wegnehmen?
00:15:01:24,00:15:06:14,Das wuerde sehr viele Kollateralschaeden hervorrufen.
00:15:08:14,00:15:12:09,"Ich weiss nicht, ob die Politik sich damit einen Gefallen taete."
00:15:12:11,00:15:15:01,"Ich bin mir sicher, dass wir den Laendern,"
00:15:15:02,00:15:17:16,"die auf Tourismus-Einnahmen angewiesen sind,"
00:15:17:18,00:15:19:12,damit keinen Gefallen taeten.
00:15:19:14,00:15:21:17,Vielleicht darf ich das noch sagen:
00:15:21:19,00:15:23:21,Ich komme von einer deutschen Insel.
00:15:23:23,00:15:26:04,Was ich dort an Pfingsten erlebt habe Ð
00:15:26:05,00:15:29:15,"ich weiss nicht, wie dort mehr Tourismus verkraftbar waere."
00:15:29:17,00:15:32:23,"Heisst das nicht, dass Sie als Touristik-Unternehmen"
00:15:33:00,00:15:37:05,"nur so nachhaltig sein koennen, wie die Kunden es haben wollen?"
00:15:37:07,00:15:40:02,Zwingen koennen Sie die Kunden ja nicht.
00:15:42:22,00:15:47:21,Hier ist in den letzten zwei Jahren was Spannendes passiert.
00:15:47:23,00:15:51:20,Dieser Widerspruch zwischen Umweltschutz und Reisen
00:15:56:19,00:15:59:05,hebt sich im Augenblick auf.
00:16:01:01,00:16:05:12,"Wir sehen einen Trend zu sehr umweltfreundlichen Reisen,"
00:16:06:08,00:16:09:19,"was nicht bedeuten muss, dass es teurer wird."
00:16:10:16,00:16:15:12,"Wir sind dabei, unsere Hotels auf null Emissionen umzustellen,"
00:16:17:09,00:16:20:12,keine fossilen Traeger mehr zu verbrennen.
00:16:21:07,00:16:23:18,Das ist auch wirtschaftlich sinnvoll.
00:16:23:20,00:16:27:20,"Solar, Geothermie, Biogas sind heutzutage wirtschaftlich."
00:16:27:22,00:16:30:21,Der Widerspruch ist also nicht mehr vorhanden.
00:16:30:23,00:16:34:22,Wir sehen Umweltschutz daher als Chance und nicht als Risiko.
00:16:34:24,00:16:37:16,Das ist noch nicht ueberall bekannt.
00:16:39:14,00:16:43:00,"Wir bemuehen uns sehr, das zu transportieren,"
00:16:43:02,00:16:46:02,dass dieser Widerspruch nicht mehr da ist.
00:16:46:04,00:16:50:03,"wir wissen alle, dass Kreuzfahrtschiffe,"
00:16:50:05,00:16:55:06,"in Zukunft auch Flugzeuge, verstaerkt mit Bio-Fuels betrieben werden."
00:16:55:19,00:16:57:11,Dann haben wir beides:
00:16:57:13,00:17:00:14,"Den Umweltschutz, dem Rechnung getragen wird,"
00:17:00:16,00:17:04:04,und wir koennen Kunden weiter einen schoenen Urlaub bieten.
00:17:04:06,00:17:08:03,Und der Destination eine gute wirtschaftliche Zukunft bieten.
00:17:08:05,00:17:11:09,"Bis dahin gibt es keine Alternative dazu,"
00:17:11:11,00:17:15:17,"den Widerspruch in Kauf zu nehmen, etwa bei Kreuzfahrtschiffen?"
00:17:16:22,00:17:19:20,"Die werden zukuenftig zwar etwas nachhaltiger,"
00:17:19:22,00:17:22:16,aber nicht wirklich nachhaltig sein.
00:17:22:19,00:17:25:18,Kreuzfahrten sind nachhaltig.
00:17:27:10,00:17:31:06,Wir stellen gerade von LNG auf Bio-LNG um.
00:17:33:07,00:17:35:16,Das ist Gas aus Bioabfaellen.
00:17:39:09,00:17:42:21,"Wir ruesten die Schiffe um in Richtung Methanol,"
00:17:43:08,00:17:45:08,was aus Wasserstoff kommt.
00:17:45:10,00:17:47:15,Wir sind in einem starken Prozess.
00:17:47:17,00:17:52:06,Als Marktfuehrer wollen wir diesen Prozess fordern und foerdern.
00:17:52:08,00:17:55:04,Wir wollen zeitnah zu guten Loesungen kommen.
00:17:55:06,00:17:58:18,Wir sind da schneller als der Individualverkehr.
00:17:59:07,00:18:02:03,"Das eine ist, was Sie selbst vorantreiben,"
00:18:02:05,00:18:05:09,aber die Politik spielt auch eine grosse Rolle.
00:18:05:11,00:18:07:14,"Was muss die Politik beisteuern,"
00:18:07:16,00:18:10:05,damit Sie nachhaltiger werden koennen?
00:18:12:13,00:18:15:00,"Wir machen das, was wir machen koennen."
00:18:15:02,00:18:17:02,Wir warten nicht auf die Politik.
00:18:17:04,00:18:20:12,"Auf die Politik zu warten, ist oft kein guter Ratgeber."
00:18:20:14,00:18:23:21,"Wir haben in den Destinationen gute Partner,"
00:18:23:24,00:18:27:07,wo wir diesen Prozess vorantreiben koennen.
00:18:29:10,00:18:31:12,Ohne auf irgendjemanden zu warten.
00:18:31:14,00:18:33:22,"Generell glaube ich, dass es gut waere,"
00:18:33:24,00:18:37:14,wenn wir Unterstuetzung in Wasserstoffproduktion bekommen.
00:18:37:16,00:18:40:01,Wenn wir weniger Regulierung haben.
00:18:40:03,00:18:44:09,Eines der groessten Probleme in Deutschland ist ÈUberregulierung.
00:18:44:11,00:18:46:22,Wir als Unternehmen sind nicht dumm.
00:18:46:24,00:18:50:24,"Wir tun das, was fuer uns, die Kunden und die Welt richtig ist."
00:18:51:02,00:18:55:01,"Uns immer damit zu konfrontieren, Reisen seien umweltschaedlich:"
00:18:55:03,00:18:57:13,Da sollte man sich in der Politik
00:18:57:15,00:19:00:12,der Diskussion besser nicht verschliessen.
00:19:00:14,00:19:04:10,"Nicht Thesen in den Raum stellen, sondern mit uns sprechen."
00:19:04:12,00:19:08:03,"Danke fuer den Blick auf die Reisebranche und das Gespraech,"
00:19:08:05,00:19:11:05,TUI-Chef Sebastian Ebel. Herzlichen Dank.
00:19:14:16,00:19:18:05,Das Gespraech haben wir vor der Sendung gefuehrt.
00:19:18:07,00:19:20:23,"Schauen wir in ein Gebiet, das als Reiseziel"
00:19:21:00,00:19:24:02,seit Jahrzehnten in keinem Katalog auftaucht.
00:19:24:04,00:19:28:18,Weil es im westlichen Himalaja immer wieder zu Konflikten kommt.
00:19:28:20,00:19:33:17,Sowohl Indien also auch Pakistan beanspruchen seit der Unabhaengigkeit
00:19:33:19,00:19:36:02,die Region Kaschmir fuer sich.
00:19:37:06,00:19:41:24,"Der Konflikt hat zu mehreren Kriegen gefuehrt und flammt immer wieder auf,"
00:19:42:01,00:19:45:10,wenn es um den Autonomiestatus von Kaschmir geht.
00:19:45:12,00:19:49:02,Den hat Indien vor fast vier Jahren aufgehoben.
00:19:49:04,00:19:53:10,Vor diesem Hintergrund sieht die Landschaft fast zu schoen aus.
00:19:53:12,00:19:56:18,"Und nun bemueht man sich von staatlicher Seite aus,"
00:19:56:20,00:19:58:22,der Gegend den Schrecken zu nehmen.
00:19:58:24,00:20:02:18,Unser Korrespondent Oliver Mayer konnte waehrend des G-20-Treffens
00:20:02:20,00:20:04:24,in Indien nach Srinagar reisen.
00:20:12:14,00:20:16:04,Wali Mohammad singt von der Schoenheit des Sees in Srinagar.
00:20:16:06,00:20:19:09,Seit mehr als 50 Jahren schippert er in Kaschmir
00:20:19:11,00:20:21:15,mit Touristen ueber das Wasser.
00:20:21:17,00:20:25:12,"Er liebt seinen Beruf - und die Natur, die ihn umgibt."
00:20:29:07,00:20:31:16,Kaschmir ist so unglaublich schoen.
00:20:31:18,00:20:33:05,Schauen Sie doch nur:
00:20:33:07,00:20:36:01,"Die Touristen, die zu mir aufs Boot kommen,"
00:20:36:03,00:20:38:18,"schwaermen davon, wie toll es hier sei."
00:20:38:21,00:20:41:11,ÈUber alles andere kann ich nicht sprechen.
00:20:41:13,00:20:43:06,Ich bin kein Politiker.
00:20:46:03,00:20:48:23,"Das andere - damit ist der Konflikt gemeint,"
00:20:49:00,00:20:51:11,der Kaschmir seit Jahrzehnten begleitet.
00:20:51:13,00:20:54:24,Journalisten duerfen das Gebiet nur mit Ausnahmegenehmigung
