Timecode In,Timecode Out,Subtitle
00:00:04:10,00:00:07:21,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:01,00:00:12:02,Diese Sendung wurde vom NDR live untertitelt (24.05.2023)
00:00:15:01,00:00:17:10,Heute im Studio: Susanne Daubner.
00:00:18:04,00:00:21:23,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:20,00:00:27:12,In mehreren Bundeslaendern ging die Polizei und Staatsanwaltschaft
00:00:27:14,00:00:31:18,mit einer Razzia gegen die Letzte Generation vor.
00:00:31:20,00:00:35:09,"Dabei durchsuchten die Beamten Raeume, beschlagnahmten Konten"
00:00:35:11,00:00:38:17,und sperrten die Webseite der Aktivisten.
00:00:38:20,00:00:42:13,"Die Generalstaatsanwaltschaft Muenchen verdaechtigt die Gruppe,"
00:00:42:15,00:00:45:06,eine kriminelle Vereinigung gegruendet zu haben.
00:00:45:08,00:00:47:16,Mit umstrittenen Klebeaktionen
00:00:47:18,00:00:51:18,protestiert die Letzte Generation regelmaessig fuer mehr Klimaschutz.
00:00:52:14,00:00:55:05,Heute Morgen durchsuchten Ermittler
00:00:55:07,00:00:59:00,Wohnungen und Geschaeftsraeume der Letzten Generation.
00:00:59:02,00:01:02:20,Es wird neben Faellen von Noetigung auch wegen versuchter Sabotage
00:01:02:23,00:01:06:14,an der ÈOl-Pipeline Triest-Ingolstadt ermittelt.
00:01:06:19,00:01:09:12,Diese Unterlagen werden ausgewertet.
00:01:09:14,00:01:12:22,Am Ende der Auswertung der umfangreichen Unterlagen
00:01:12:24,00:01:17:00,steht ein Ermittlungsergebnis und eine gesamte Bewertung.
00:01:17:08,00:01:19:17,Ziel sei das Auffinden von Beweismitteln
00:01:19:20,00:01:22:24,zu Mitgliederstruktur und Finanzierung.
00:01:23:04,00:01:28:00,"Die Gruppierung soll 1,4 Mio. Euro an Spenden gesammelt haben,"
00:01:28:03,00:01:31:20,"um Straftaten zu finanzieren, so die Staatsanwaltschaft."
00:01:31:24,00:01:36:06,Auch die Wohnung des Klimaaktivisten Ingo Blechschmidt wurde durchsucht.
00:01:36:08,00:01:38:24,Er betreibt Website und Hotline.
00:01:39:12,00:01:43:02,Eine kriminelle Vereinigung ist etwas ganz Erhebliches.
00:01:43:04,00:01:45:24,"Gangsterbanden, die sich zusammenschliessen,"
00:01:46:01,00:01:49:09,"um nachts Straftaten zu begehen, das sind Kriminelle."
00:01:49:11,00:01:52:24,Die Menschen der Letzten Generation und ich vom Klimacamp
00:01:53:01,00:01:56:00,engagieren uns friedlich fuer Klimagerechtigkeit.
00:01:56:02,00:01:59:05,"Am Mittag kuendigten die Aktivisten an, weiterzumachen:"
00:01:59:09,00:02:03:12,"Die 15 Hausdurchsuchen, die stattgefunden haben,"
00:02:03:14,00:02:06:14,haben alle Unterstuetzer hart getroffen.
00:02:06:21,00:02:08:19,"Sie machen uns Angst,"
00:02:08:21,00:02:11:19,aber wir duerfen nicht in dieser Angst verharren.
00:02:11:24,00:02:15:10,Die Innenministerin rechtfertigte die Ermittlungen:
00:02:15:15,00:02:17:02,"Die Massnahmen zeigen,"
00:02:17:04,00:02:21:03,dass sich der Rechtsstaat nicht auf der Nase herumtanzen laesst.
00:02:21:06,00:02:25:16,"Polizei und Justiz nehmen Straftaten nicht hin, sondern handeln."
00:02:25:21,00:02:29:18,"Die Frage, wie die Letzte Generation juristisch einzuordnen ist,"
00:02:29:20,00:02:31:14,wird kontrovers diskutiert:
00:02:32:05,00:02:36:02,Ermittlungsverfahren wegen Bildung einer kriminellen Vereinigung
00:02:36:04,00:02:40:13,werden bei unterschiedlichen Staatsanwaltschaften gefuehrt.
00:02:40:18,00:02:44:04,Ob die Aktivisten eine kriminelle Vereinigung
00:02:44:06,00:02:48:04,"im Sinne des Gesetzes sind, ist komplex und nicht geklaert."
00:02:48:14,00:02:53:06,Als Reaktion auf die Razzia formierte sich in Berlin ein Protestmarsch.
00:02:53:08,00:02:58:05,Die Letzte Generation ruft zu weiteren Protestmaerschen auf.
00:02:59:08,00:03:03:01,Der Bundestag beschaeftigte sich heute in einer Aktuellen Stunde
00:03:03:03,00:03:06:07,mit den Heizungsplaenen von Wirtschaftsminister Habeck.
00:03:06:10,00:03:09:12,Sein Gesetzentwurf sollte eigentlich in dieser Woche
00:03:09:14,00:03:12:04,in erster Lesung im Parlament beraten werden.
00:03:12:06,00:03:15:12,"Das scheiterte an der FDP, die noch Klaerungsbedarf sieht."
00:03:15:14,00:03:19:11,"SPD und Gruene forderten ihren Koalitionspartner auf,"
00:03:19:13,00:03:23:09,das Vorhaben zuegig im Bundestag zu behandeln.
00:03:23:14,00:03:26:07,Die Union lehnte den Gesetzentwurf ab
00:03:26:09,00:03:29:20,und zog die Handlungsfaehigkeit der Ampel in Frage.
00:03:31:01,00:03:33:05,"Ob es der Tagesordnungspunkt ist,"
00:03:33:07,00:03:36:19,ueber den Wirtschaftsminister Habeck etwas schmunzelt - offen.
00:03:36:21,00:03:40:08,Aber das Heizungsgesetz hat es doch ins Parlament geschafft:
00:03:40:10,00:03:42:22,"Eine Aktuelle Stunde, auf Antrag der Union."
00:03:42:24,00:03:45:08,Die teilt gleich Richtung Ampel aus.
00:03:45:13,00:03:50:01,"Sie sorgen sich um Zeitplaene und Formalien, streiten auf Twitter."
00:03:50:03,00:03:55:00,Nur um die existenziellen ÈAngste der Leute im echten Leben
00:03:55:02,00:03:56:20,kuemmert sich keiner.
00:03:56:24,00:04:03:09,"Das ist machtvergessen, selbstbezogen, unwuerdig."
00:04:03:17,00:04:07:17,Ziehen Sie den Gesetzentwurf zurueck.
00:04:08:07,00:04:11:06,Konkrete Verbesserungsvorschlaege gibt es nicht.
00:04:11:10,00:04:12:23,Die SPD wehrt sich.
00:04:13:12,00:04:19:24,"Wo sind Vorschlaege, das Thema Waerme von der CDU zu beantworten?"
00:04:20:23,00:04:24:15,Auch AfD und Linke sparen nicht mit Kritik.
00:04:25:10,00:04:30:01,Jetzt muss auch dieser Heizungshammer weg - komplett.
00:04:30:03,00:04:35:17,"Es ist doch absurd, den Menschen zu verbieten, mit Gas zu heizen."
00:04:36:00,00:04:40:21,"Bauministerin Geywitz und der SPD faellt erst jetzt auf,"
00:04:40:23,00:04:47:07,dass die Mehrkosten auf die Mieten abgewaelzt werden wird.
00:04:48:07,00:04:51:18,Die Mieten werden massiv steigen!
00:04:53:09,00:04:56:22,"Die Liberalen, die gestern kaum mit Kritik sparten,"
00:04:56:24,00:05:00:19,"schlagen heute andere Toene an, lenken ein."
00:05:02:01,00:05:07:02,"Es ist doch klar, dass wir ein neues GEG brauchen."
00:05:07:12,00:05:08:19,Auch klar ist:
00:05:08:24,00:05:12:17,"So wie es gekommen ist, kommt es nicht durchs Parlament."
00:05:12:22,00:05:16:10,"Hier ist der richtige Ort, wo wir das diskutieren."
00:05:16:18,00:05:20:17,"Dass die Liberalen es waren, die das Gesetz an diesem richtigen Ort"
00:05:20:19,00:05:23:15,"in dieser Woche nicht auf den Weg bringen wollten,"
00:05:23:16,00:05:25:11,daran erinnern die Gruenen.
00:05:25:15,00:05:28:19,"Das Gesetz muss hier beraten werden,"
00:05:28:22,00:05:32:16,das ist Aufgabe von uns Parlamentariern.
00:05:32:18,00:05:35:16,Lassen Sie uns die Blockade an der Stelle aufloesen.
00:05:35:18,00:05:37:07,"Ein intensiver Austausch,"
00:05:37:09,00:05:41:11,den Wirtschaftsminister Habeck schweigend zur Kenntnis nimmt.
00:05:42:11,00:05:47:05,Neben dem Heizungsgesetz ist auch die Etatplanung fuer 2024 Streitthema.
00:05:47:07,00:05:53:04,Bundesfinanzminister Lindner legte weder Zeitplan noch Eckwerte vor.
00:05:53:15,00:05:58:16,"Bekannt ist nur, dass noch eine Luecke von 20 Mrd. Euro klafft."
00:05:59:00,00:06:02:02,Heute musste der FDP-Politiker im Haushaltsausschuss
00:06:02:04,00:06:03:15,Rede und Antwort stehen.
00:06:03:17,00:06:05:02,Auch hier blieb er vage.
00:06:05:04,00:06:08:14,"Aber er bekraeftigte, keine neuen Schulden machen zu wollen."
00:06:09:21,00:06:13:11,Von Finanzminister Linder wollen alle Antworten haben.
00:06:13:15,00:06:17:04,Wofuer wird Geld aus dem Haushalt 2024 da sein?
00:06:17:09,00:06:20:19,Wer muss sparen? Wann gibt es einen Entwurf?
00:06:20:23,00:06:23:23,"Zeitnah, so der Minister, konkreter wird es nicht."
00:06:24:00,00:06:28:00,Pauschal gekuerzt werden Etats bei den Ministerien aber nicht.
00:06:28:03,00:06:29:05,Es sei klar ...
00:06:29:06,00:06:35:21,"... dass es keine pauschale Einsparung geben kann,"
00:06:35:23,00:06:37:20,das waere nicht gestaltend.
00:06:37:22,00:06:42:00,Entsprechende Medienspekulationen sind gegenstandslos.
00:06:42:02,00:06:46:10,"Gemeinsam gestalten bedeutet auch, dass es nicht moeglich ist,"
00:06:46:12,00:06:50:15,Einsparungen und Belastungen einseitig zu verteilen.
00:06:51:07,00:06:54:06,"Im Haushaltsausschuss ist die Stimmung angespannt,"
00:06:54:08,00:06:57:20,da die Parlamentarier ueber die Gelder noch beraten muessen.
00:06:57:22,00:07:01:23,"Die Zeit draengt, ein Termin fuer einen Entwurf ist noch nicht in Sicht."
00:07:02:00,00:07:03:20,"Man hat den Eindruck,"
00:07:03:22,00:07:07:05,"Der Finanzminister ist alleine nicht mehr in der Lage,"
00:07:07:07,00:07:10:24,diese Haushaltsaufstellung in geordnete Bahnen zu bringen.
00:07:11:05,00:07:14:06,"Das Parlament soll nicht die Gelegenheit haben,"
00:07:14:08,00:07:15:21,gruendlich zu beraten.
00:07:15:23,00:07:18:18,Das ist einer Demokratie nicht wuerdig.
00:07:18:23,00:07:22:17,"Die Budgetverhandlungen sind schwierig, die Kasse knapp."
00:07:22:19,00:07:24:18,Die Gruenen sehen folgende Loesung:
00:07:24:20,00:07:28:21,"Wir muessen auch ueber Alternativen reden, ueber eine blinde Sparpolitik."
00:07:28:23,00:07:33:02,"Etwa, wie man eine gerechtere Steuerpolitik machen kann,"
00:07:33:04,00:07:35:11,die Reiche staerker in die Pflicht nimmt.
00:07:35:13,00:07:38:02,Oder auch klimaschaedliche Subventionen kuerzt.
00:07:38:08,00:07:39:13,Vor der Sommerpause
00:07:39:15,00:07:44:03,soll der Finanzminister einen Haushaltsentwurf vorlegen.
00:07:45:20,00:07:50:10,Kanzler Scholz hat zurueckhaltend auf Forderungen der Kommunen
00:07:50:12,00:07:54:11,nach dauerhafter Hilfe bei der Versorgung von Fluechtlingen reagiert.
00:07:54:13,00:07:58:04,"Der Bund leiste bereits seinen Teil, deutlich mehr als frueher,"
00:07:58:06,00:08:02:05,sagte er auf der Hauptversammlung des Deutschen Staedtetages.
00:08:02:11,00:08:04:24,Auch beim Thema Energie- und Waermewende.
00:08:05:03,00:08:08:01,Es ging um Geld und um mehr politische Mitsprache.
00:08:08:03,00:08:12:20,Der kommunale Spitzenverband vertritt 3200 Staedte und Gemeinden.
00:08:14:17,00:08:16:12,"""Gemeinsam neue Wege wagen"":"
00:08:16:14,00:08:20:06,"Der Titel, des Deutschen Staedtetages fuer seine Hauptversammlung."
00:08:20:09,00:08:24:11,"Neue Wege muessen die Staedte suchen, denn sie stehen vor grossen Aufgaben:"
00:08:24:13,00:08:28:01,"Unterbringung von Fluechtlingen, Erneuerung von Infrastruktur,"
00:08:28:03,00:08:29:18,Umgang mit dem Klimawandel.
00:08:29:20,00:08:34:00,Das muessen die Staedte finanzieren und deswegen geht es auch ums Geld.
00:08:34:21,00:08:37:03,"Wenn unser Land funktionieren soll,"
00:08:37:05,00:08:40:16,wenn die Menschen zusammenhalten sollen ...
00:08:40:18,00:08:43:01,Dann muessen wir fuer wesentliche Punkte
00:08:43:03,00:08:47:18,wie Klimaschutz und Klimaanpassung mitberuecksichtigt werden.
00:08:47:20,00:08:48:22,Auch finanziell.
00:08:49:03,00:08:53:01,Gerade die Zahl von Gefluechteten ist fuer die Kommunen ein Problem.
00:08:53:03,00:08:55:02,Es gibt nicht genug Unterkuenfte.
00:08:55:04,00:08:59:02,"Und es sei mehr Unterstuetzung noetig bei Sprachkursen und Kitaplaetzen,"
00:08:59:04,00:09:02:23,kritisierte der Praesident des Deutschen Staedtetages.
00:09:03:02,00:09:07:18,"Kanzler Scholz betonte, der Bund habe den Kommunen bereits geholfen."
00:09:07:23,00:09:11:08,Wir duerfen unseren Umgang mit Fluchtmigration
00:09:11:10,00:09:14:07,nicht auf finanzielle Fragen reduzieren.
00:09:14:09,00:09:17:06,"Wer das tut, spielt denen in die Haende,"
00:09:17:08,00:09:20:23,die mit dem Feuer des Ressentiments zuendeln.
00:09:21:00,00:09:24:22,"Es geht darum, Migration zu steuern und ordnen."
00:09:25:02,00:09:30:02,"Nur wenn uns das gelingt, entlasten wir unsere Kommunen."
00:09:31:10,00:09:34:23,"Scholz wolle versuchen, ueberschuldeten Kommunen zu helfen."
00:09:35:00,00:09:37:23,Er moechte ihnen einen Teil ihrer Schulden erlassen.
00:09:38:00,00:09:41:00,Doch dafuer muss erst das Grundgesetz geaendert werden.
00:09:41:20,00:09:45:13,Darf ein freigesprochener Angeklagter wegen derselben Straftat
