Timecode In,Timecode Out,Subtitle
00:00:04:17,00:00:08:01,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:05,00:00:12:14,Diese Sendung wurde vom NDR live untertitelt (22.04.2023)
00:00:15:02,00:00:17:18,Heute im Studio: Julia-Niharika Sen.
00:00:18:11,00:00:21:11,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:13,00:00:25:13,Die Tarifverhandlungen fuer den oeffentlichen Dienst
00:00:25:18,00:00:29:11,von Bund und Kommunen sind in der entscheidenden vierten Runde.
00:00:29:15,00:00:32:22,Grundlage ist die Empfehlung der Schlichtungskommission.
00:00:33:01,00:00:35:24,"Falls sich die Tarifparteien nicht darauf einigen,"
00:00:36:04,00:00:39:20,koennen die Gewerkschaften ueber unbefristete Streiks abstimmen.
00:01:01:19,00:01:05:14,Die Gewerkschaften fordern mehr vor dem Tagungshotel in Potsdam:
00:01:05:18,00:01:09:09,"10,5 % mehr Geld, mindestens aber 500 Euro mehr im Monat"
00:01:09:13,00:01:12:19,bei einer Laufzeit von zwoelf Monaten.
00:01:13:01,00:01:15:01,Uns trifft die Inflation hart.
00:01:15:05,00:01:18:07,Wir muessen auch unsere Lebenshaltungskosten bezahlen.
00:01:18:11,00:01:19:12,Alles ist teurer.
00:01:19:16,00:01:22:05,Wir brauchen eine gerechtere Bezahlung.
00:01:22:09,00:01:26:19,Drinnen treffen sich Gewerkschaften und Vertreter von Bund und Kommunen.
00:01:26:23,00:01:31:05,Beamtenbund und ver.di zeigten sich vorsichtig optimistisch:
00:01:33:20,00:01:37:20,Wie bei jedem Kompromiss gibt es starke Seiten und schwache Seiten.
00:01:37:24,00:01:40:12,Aus meiner Sicht ist hervorzuheben:
00:01:41:16,00:01:46:08,Bei einer Laufzeit von 24 Monaten wuerde eine wirksame Steigerung
00:01:46:12,00:01:49:12,im Rahmen dieser Empfehlung erreicht werden.
00:01:51:18,00:01:54:11,Staedte und Kommunen befuerchten hohe Kosten.
00:01:54:15,00:01:59:05,Die Empfehlung sei hoeher als viele Tarifabschluesse in anderen Branchen.
00:01:59:09,00:02:01:00,So eine Groessenordnung
00:02:01:05,00:02:04:18,wurde in den letzten Jahrzehnten nie aufgerufen.
00:02:04:23,00:02:09:08,Wir sprechen ueber ein Paket von 17 Mrd.
00:02:09:12,00:02:12:18,fuer die Jahre '23 und '24.
00:02:12:23,00:02:16:16,Und wir sprechen ueber lineare Steigerungen von fast 12 %
00:02:16:20,00:02:19:07,fuer die Jahre ab '25.
