Timecode In,Timecode Out,Subtitle
00:06:19:08,00:06:22:18,"und ein Spruchband ""Wir brechen das Gesetz"":"
00:06:22:20,00:06:26:23,Die Bundesregierung verstosse gegen das Klimaschutzgesetz.
00:06:27:11,00:06:30:03,Die Polizei loeste die Blockaden auf.
00:06:31:17,00:06:34:00,Der Rat fuer deutsche Rechtschreibung
00:06:34:03,00:06:38:08,veroeffentliche heute seinen Beschluss zu den umstrittenen Genderzeichen.
00:06:38:10,00:06:41:18,"Demnach gehoeren Sternchen, Doppelpunkt und Unterstrich"
00:06:41:20,00:06:46:10,im Wortinneren weiter nicht zum Kernbestand der Rechtschreibung.
00:06:47:02,00:06:49:14,Die Entwicklung werde weiter beobachtet.
00:06:49:16,00:06:53:17,Die Sonderzeichen sollen alle Geschlechter beruecksichtigen.
00:06:53:19,00:06:59:13,Der Rat ist die massgebliche Instanz fuer die deutsche Rechtschreibung.
00:07:02:13,00:07:06:21,"Schueler*innen, mit Genderzeichen: Unterstrich, Doppelpunkt, oder Stern."
00:07:06:23,00:07:09:10,"So soll sich niemand ausgeschlossen fuehlen,"
00:07:09:12,00:07:11:15,"ob maennlich, weiblich oder divers."
00:07:11:17,00:07:13:09,Viele benutzen die Zeichen.
00:07:13:11,00:07:16:04,Doch im Regelwerk der deutschen Rechtschreibung
00:07:16:06,00:07:20:17,"haben sie nichts zu suchen, entschied der Rat fuer Deutsche Rechtschreibung."
00:07:20:19,00:07:25:06,"Die einen werfen dem Rat vor, nicht die Zeichen erkannt zu haben"
00:07:25:08,00:07:29:20,"und fordern, die Zeichen in das Regelwerk aufzunehmen."
00:07:30:21,00:07:33:09,"Die anderen werden uns vorhalten,"
00:07:33:11,00:07:37:21,dass wir von der reinen deutschen Sprache abweichen.
00:07:38:22,00:07:43:07,"Genderzeichen fuehren zu grammatischen Folgeproblemen, so das Argument."
00:07:43:09,00:07:46:10,Aber man wolle die Entwicklung weiter beobachten.
00:07:46:15,00:07:49:17,Sprachwissenschaftler Anatol Stefanowitsch hingegen
00:07:49:19,00:07:52:01,glaubt an eine Zukunft des Genderns.
00:07:52:10,00:07:55:16,Grundsaetzlich sollte sich der deutsche Rechtschreibrat
00:07:55:18,00:07:57:13,aus dieser Frage raushalten.
00:07:57:15,00:08:00:10,"Hier geht es um eine gesellschaftliche Praxis,"
00:08:00:12,00:08:04:12,"die entstanden ist, aber im Moment nicht mehrheitsfaehig ist."
00:08:04:14,00:08:08:15,Insofern waere jede Regelung in die ein oder andere Richtung voreilig.
00:08:08:20,00:08:11:15,An den Schulen geht es derzeit durcheinander:
00:08:11:17,00:08:14:14,"Mal ist ein Genderzeichen ein Fehler, mal nicht,"
00:08:14:16,00:08:16:04,abhaengig vom Bundesland.
00:08:16:06,00:08:19:04,Der Philologenverband haelt das fuer problematisch.
00:08:19:18,00:08:23:16,"Die Kultusministerin in Niedersachen erlaubt es ihren Lehrkraeften,"
00:08:23:18,00:08:25:19,Genderzeichen zu benutzen.
00:08:25:21,00:08:29:11,Die Kultusministerin in Schleswig-Holstein lehnt es ab.
00:08:29:13,00:08:33:20,Und orientiert sich an den Regeln des deutschen Rechtsschreibrats.
00:08:33:22,00:08:36:00,Da haben wir einen Widerspruch.
00:08:36:13,00:08:38:16,Genderzeichen auf Wiedervorlage.
00:08:38:18,00:08:40:22,Der Rat fuer deutsche Rechtschreibung
00:08:40:24,00:08:44:06,will sich in etwa drei Jahren erneut damit beschaeftigen.
00:08:45:13,00:08:48:02,Unter verstaerkten Sicherheitsvorkehrungen
00:08:48:04,00:08:51:04,wurde in Frankreich der Nationalfeiertag begangen.
00:08:51:06,00:08:55:10,Am 14. Juli wird an die Erstuermung der Bastille 1789
00:08:55:11,00:08:59:19,und den Beginn der franzoesischen Revolution erinnert.
00:09:00:17,00:09:04:06,Nach dem Tod eines Jugendlichen bei einer Polizeikontrolle
00:09:04:08,00:09:08:02,und tagelangen Unruhen gab es Sorge vor neuen Krawallen.
00:09:09:10,00:09:13:04,Verschaerfte Sicherheitsmassnahmen entlang der Champs Elysees.
00:09:13:06,00:09:16:20,Praesident Macron praesentiert sich heute unerschuetterlich.
00:09:16:22,00:09:19:14,Trotz einzelner Buhrufe aber auch Applaus
00:09:19:16,00:09:21:04,am Rande des Defilees.
00:09:21:19,00:09:25:20,"Frankreich faehrt alles auf, was es militaerisch zu bieten hat."
00:09:25:22,00:09:29:22,Der Nationalfeiertag steht im Schatten der juengsten Krawalle.
00:09:30:13,00:09:34:16,10.000 Polizisten waren im Grossraum Paris im Einsatz.
00:09:36:11,00:09:39:15,"Ich bin froh, dass es all diese Sicherheit gibt"
00:09:39:18,00:09:41:16,nach den ganzen Randalen.
00:09:42:08,00:09:45:11,Vergangene Nacht: Polizeiwagen dicht an dicht.
00:09:45:13,00:09:48:22,Im Vorort Nanterre nahmen die Unruhen ihren Ausgang.
00:09:49:05,00:09:52:05,Entgegen aller Befuerchtungen blieb es ruhig.
00:09:52:15,00:09:57:01,Praesident Macron hatte den indischen Premier Modi als Ehrengast geladen.
00:09:57:03,00:10:01:16,Er ist einer der wichtigsten Kunden der franzoesischen Ruestungsindustrie.
00:10:02:06,00:10:06:04,Nach der Parade verzichtete Macron auf die erwartete Rede
00:10:06:06,00:10:11:00,zur Bilanz seiner Politik und die Massnahmen der Regierung.
00:10:13:01,00:10:16:22,Die Franzosen waren schockiert von den Ausschreitungen.
00:10:16:24,00:10:19:13,"Das hat sie wirklich mitgenommen,"
00:10:19:15,00:10:23:06,und sie haben eine Rede des Praesidenten erwartet.
00:10:23:24,00:10:26:17,Doch aus dem Elysee-Palast kein Ton heute.
00:10:27:13,00:10:31:15,"Seit den Unruhen wartet Frankreich auf ein Wort des Praesidenten,"
00:10:31:17,00:10:34:21,wie er den sozialen Frieden wieder herstellen will.
00:10:35:01,00:10:37:22,Seine Antwort bisher lautet: mehr Polizei.
00:10:38:03,00:10:40:19,Seine Devise: Sicherheit und Ordnung.
00:10:41:08,00:10:46:13,"Viele bezweifeln, dass dies zur Beruhigung der Lage beitraegt."
00:10:48:16,00:10:53:13,Zum ersten Mal seit 60 Jahren gibt es in Hollywood zwei parallele Streiks.
00:10:53:23,00:10:57:16,Seit Mai haben Drehbuchautoren ihre Arbeit niedergelegt
00:10:57:20,00:11:01:20,"und zwingen so viele Shows, Wiederholungen zu senden."
00:11:02:04,00:11:06:02,Seit gestern Nacht protestieren auch Schauspieler.
00:11:06:14,00:11:10:09,"Der Streik ist verpflichtend und bedeutet fuer die Darsteller,"
00:11:10:11,00:11:14:08,"auf Dreharbeiten, Premieren und Interviews zu verzichten."
00:11:16:01,00:11:18:11,Mit dem Bus auf dem Weg zum Streik.
00:11:18:13,00:11:22:07,Seit heute haben auch die gewerkschaftlich organisierten
00:11:22:09,00:11:26:09,Schauspielerinnen und Schauspieler die Arbeit niedergelegt.
00:11:26:11,00:11:31:01,In Hollywood ist praktisch vorerst die letzte Klappe gefallen -
00:11:31:03,00:11:35:24,in den USA koennen nun kaum noch Serien und Filme gedreht werden.
00:11:36:01,00:11:40:24,Seit Mai streiken auch schon die Drehbuchautorinnen- und Autoren.
00:11:41:00,00:11:43:15,Sie fordern eine bessere Verguetung
00:11:43:17,00:11:47:22,und Regelungen fuer den Einsatz Kuenstlicher Intelligenz.
00:11:47:24,00:11:50:09,Wir rutschen in eine gefaehrliche Zeit.
00:11:50:11,00:11:54:03,"Grosse Unternehmen glauben, dass sie Menschen arbeitslos machen"
00:11:54:06,00:11:57:13,und durch Kuenstliche Intelligenz ersetzen koennen.
00:11:58:16,00:12:02:24,"Wie weit duerfen die Studios gehen, wenn sie die Stimme oder das Gesicht"
00:12:03:01,00:12:06:20,"eines Schauspielers in Filmszenen nutzen, ohne ihn zu bezahlen?"
00:12:06:22,00:12:09:16,Auch Hollywood-Stars unterstuetzen den Streik.
00:12:09:18,00:12:13:16,"Es gehe um die Darsteller, die deutlich weniger verdienen als sie,"
00:12:13:18,00:12:15:18,sagte Schauspieler Matt Damon.
00:12:15:20,00:12:18:12,Er verliess diese Filmpremiere vorzeitig.
00:12:18:14,00:12:23:00,Die grossen Studios wiesen die Erwartungen als unrealistisch zurueck.
00:12:23:16,00:12:25:21,Das ist ein grosser Kollateralschaden.
00:12:25:22,00:12:28:13,Viele sind von der Industrie abhaengig.
00:12:29:09,00:12:32:08,"Wie gross die Auswirkungen sein werden, ist unklar."
00:12:33:11,00:12:35:18,Nach einer missglueckten Mission 2019
00:12:48:20,00:12:51:13,will Indien eine neue Mondlandung versuchen.
00:12:51:15,00:12:56:04,Vor Tausenden Zuschauern startete heute eine unbemannte Rakete ins All.
00:12:56:06,00:12:58:17,"Sie bringt ein Raumfahrzeug auf den Mond,"
00:12:58:19,00:13:02:16,das die bisher wenig untersuchte Suedseite erforschen soll.
00:13:02:18,00:13:05:06,Die Rakete soll Ende August ankommen.
00:13:06:23,00:13:09:00,Den Menschen im Sueden Europas
00:13:09:02,00:13:12:03,steht ein Wochenende mit extremer Hitze bevor.
00:13:12:13,00:13:15:02,"In einigen Laendern, wie etwa in Italien,"
00:13:15:04,00:13:17:15,stiegen die Temperaturen deutlich an.
00:13:17:19,00:13:21:13,Die Werte sollen vielerorts mehr als 40 Grad erreichen.
00:13:21:17,00:13:27:04,Die europaeische Raumfahrtbehoerde ESA rechnet mit neuen Hitzerekorden.
00:13:27:09,00:13:32:18,Fuer die Insel Sizilien werden bis zu 48 Grad im Schatten erwartet.
00:13:34:13,00:13:39:13,"Nun die Wettervorhersage fuer morgen, Samstag, den 15. Juli."
00:13:41:00,00:13:45:01,Zwischen einem Tief im Nordwesten und einem Hoch im Suedosten Europas
00:13:45:03,00:13:47:01,fliesst sehr heisse Luft zu uns.
00:13:47:03,00:13:50:24,Die Kaltfront sorgt von Westen fuer Schauer und Gewitter.
00:13:51:01,00:13:54:15,"Heute Nacht ist es oft klar, im Norden teils stark bewoelkt."
00:13:54:17,00:13:57:00,In Nordseenaehe faellt etwas Regen.
00:13:57:10,00:13:59:16,Am Tag im Osten und Sueden sonnig.
00:13:59:18,00:14:02:15,Richtung Westen neben Sonne teils dichte Wolken.
00:14:02:17,00:14:05:16,"Nachmittags breiten sich Schauer und Gewitter aus,"
00:14:05:18,00:14:08:03,die lokal unwetterartig sein koennen.
00:14:18:22,00:14:21:16,"Am Sonntag wechselhaft und nicht mehr so heiss,"
00:14:21:18,00:14:24:11,"im Nordwesten windig, an der Nordsee stuermisch."
00:14:24:14,00:14:27:14,"In der neuen Woche im Norden und Sueden unbestaendig,"
00:14:27:16,00:14:29:18,sonst recht freundliches Wetter.
00:14:31:08,00:14:35:18,"In den tagesthemen um 21.45 Uhr mit Caren Miosga geht es darum,"
00:14:35:20,00:14:39:15,wir der Kanzler sich und die Arbeit der Ampel sieht.
00:14:40:08,00:14:45:06,Ausserdem sind wir oben auf der Alm und berichten vom Leben und Arbeiten
00:14:45:08,00:14:46:13,ueber den Wolken.
00:14:47:04,00:14:49:10,Ihnen noch einen schoenen Abend.
