Timecode In,Timecode Out,Subtitle
00:08:36:07,00:08:42:08,In den meisten Waermenetzen gibt es nur einen Anbieter.
00:08:43:02,00:08:45:08,Der kann Preise diktieren.
00:08:45:11,00:08:49:00,Das ist doch ein Problem fuer die Verbraucher.
00:08:49:21,00:08:51:23,Das ist richtig.
00:08:52:05,00:08:56:19,"Wenn ich nur ein Angebot schaffe, treibe ich die Preise in die Hoehe"
00:08:56:22,00:09:00:00,und damit die Verbraucher in die Abhaengigkeit.
00:09:00:07,00:09:02:07,Das braucht Regulierung.
00:09:02:11,00:09:06:23,Erstens wird Fernwaerme mit anderen Technologien konkurrieren muessen.
00:09:08:11,00:09:11:20,"Das ist wichtig, um die Preise zu regulieren."
00:09:12:02,00:09:16:21,Es gibt ein grosses Aber:
00:09:18:15,00:09:23:13,Die Waermeanbieter sind ueberwiegend kommunale Versorger.
00:09:24:24,00:09:27:14,"Sie sind ueberwiegend in kommunaler Hand,"
00:09:27:16,00:09:30:02,stehen unter kommunaler Aufsicht.
00:09:30:23,00:09:34:07,Das koennte man ueber Regulierung regeln.
00:09:34:15,00:09:38:12,Man koennte etwa eine Preisklausel reinschreiben.
00:09:41:13,00:09:44:02,Waermenetze ausbauen dauert Jahre.
00:09:44:04,00:09:46:16,"Warum sprechen wir erst jetzt darueber,"
00:09:46:18,00:09:50:14,nachdem wir ueber jede einzelne Heizung geredet haben?
00:09:53:16,00:09:55:14,Das ist eine gute Frage.
00:09:55:17,00:09:57:17,"Man hat am Anfang versucht,"
00:09:57:20,00:10:01:06,ein Gesetz um eine elektrische Loesung zu schreiben.
00:10:01:10,00:10:05:11,Man hat nur bestimmte Optionen in Betracht gezogen.
00:10:05:16,00:10:08:24,"Jetzt versucht man, weitere Optionen zu etablieren."
00:10:09:02,00:10:13:00,Man hat den dritten Schritt vor dem ersten gemacht.
00:10:14:11,00:10:16:21,Das sollte man erst vorbereiten.
00:10:17:11,00:10:22:16,Im Moment ist der Gesetzentwurf auf dem Papier technologieneutral.
00:10:22:19,00:10:26:01,"Jetzt geht es darum, andere Kriterien zu definieren."
00:10:26:05,00:10:28:16,Damit diese Optionen in die Breite kommen.
00:10:28:22,00:10:33:13,"Stand heute heisst es , dass bei neuen Fernwaermenetzen"
00:10:33:24,00:10:38:14,65 % erneuerbarer Energieanteil sein muss.
00:10:39:19,00:10:43:22,Das hinterfragt man nicht bei einer Waermepumpe.
00:10:44:22,00:10:47:23,Da plaediere ich fuer einen Stufenplan.
00:10:48:14,00:10:53:03,"Zumindest fuer mehr Zeit, um diese Option erschliessen zu koennen."
00:10:54:03,00:10:58:01,Fernwaerme besteht gerade aus fossiler Energie.
00:10:58:14,00:11:01:10,Wie lange wird die Umstellung dauern?
00:11:02:22,00:11:05:06,Das ist eine Baumassnahme.
00:11:06:02,00:11:09:04,Wir muessen die Waermequellen erschliessen.
00:11:09:22,00:11:12:05,Das muessen wir planen.
00:11:12:21,00:11:16:01,Da brauchen wir Planungsbeschleunigung.
00:11:16:24,00:11:20:14,"Wir brauchen auch einen Plan, mit dem man Stueck fuer Stueck"
00:11:20:16,00:11:23:06,die Waermenetze erneuerbar gestaltet.
00:11:23:09,00:11:25:07,Das gilt auch fuer den Strom.
00:11:25:10,00:11:28:02,Auch da ist nicht alles erneuerbar.
00:11:28:08,00:11:31:14,Bei der Waerme haben wir viel nachzuholen.
00:11:32:08,00:11:35:00,Man braucht einen Transformationsplan.
00:11:35:04,00:11:38:14,Der muss von den Kommunen entwickelt werden.
00:11:38:19,00:11:41:22,"Also da, wo die Leute wissen, was gebraucht wird"
00:11:41:24,00:11:44:21,und welche Moeglichkeiten es gibt.
00:11:46:00,00:11:50:04,Morgen wird es moeglicherweise im Streit um das Gebaeude-Energie-Gesetz
00:11:50:06,00:11:51:15,eine Einigung geben.
00:11:51:17,00:11:55:15,Doch die Bevoelkerung scheint den Plaenen nicht folgen zu wollen.
00:11:55:17,00:11:58:03,"Es gibt einen Run auf Gasheizungen,"
00:11:58:05,00:12:01:07,weil die Leute mindestens verunsichert sind.
00:12:01:09,00:12:04:00,Wie koennte die Politik dem begegnen?
00:12:07:16,00:12:11:16,Man hat sicherlich anfangs viele Kommunikationsfehler begangen.
00:12:11:19,00:12:13:08,Das ist Vergangenheit.
00:12:13:10,00:12:15:21,Jetzt gibt es nur zwei Moeglichkeiten:
00:12:16:02,00:12:17:15,Einen Neustart
00:12:18:00,00:12:21:12,oder grundlegende Korrekturen vornehmen.
00:12:22:03,00:12:25:07,Sodass alle mitgenommen werden.
00:12:26:08,00:12:28:07,"Ich beobachte mit Sorge,"
00:12:28:09,00:12:32:18,"dass die Situation die Raender staerkt, rechts wie links."
00:12:33:14,00:12:36:20,Die soziale Akzeptanz brauchen wir.
00:12:38:08,00:12:42:12,Die wichtigste Waehrung ist die soziale Akzeptanz.
00:12:44:05,00:12:46:08,Es gibt auch ein Verfahren.
00:12:46:12,00:12:49:12,Das wird noch im Bundestag diskutiert.
00:12:49:18,00:12:54:05,Es gibt noch Vorschlaege aus dem Bundesrat.
00:12:56:04,00:12:59:02,"Es ist wichtig, dass die Ampel-Koalition"
00:12:59:04,00:13:02:05,Vorschlaege aus der Opposition ernst nimmt.
00:13:02:08,00:13:06:01,Dass sie Vorschlaege noch realisieren kann.
00:13:07:18,00:13:09:07,Ich bin optimistisch:
00:13:09:09,00:13:12:15,Das kann eine Sternstunde der Demokratie werden.
00:13:13:02,00:13:16:00,"Vielen Dank fuer Ihre Zeit, Lamia Messari-Becker."
00:13:17:11,00:13:18:18,Gern.
00:13:19:07,00:13:21:14,Die Partei Die Linke
00:13:21:22,00:13:25:00,hat die Nase voll von Sahra Wagenknecht.
00:13:26:16,00:13:28:14,Das ist nicht verwunderlich:
00:13:28:16,00:13:32:13,"Sahra Wagenknecht hat ein grosses Talent, anderen die Show zu stehlen"
00:13:32:15,00:13:33:23,und zu provozieren.
00:13:34:00,00:13:38:04,"In der Fluechtlingsfrage, bei Corona oder zuletzt im Umgang mit Russland."
00:13:38:06,00:13:39:19,Und zu allem ÈUberfluss
00:13:39:21,00:13:43:01,hat Sahra Wagenknecht auch die Nase voll von der Linken.
00:13:43:03,00:13:46:23,"Sie kokettiert schon lange damit, eine neue Partei zu gruenden."
00:13:47:00,00:13:51:06,"Weshalb es dem Vorstand nun reicht und er Wagenknecht auffordert,"
00:13:51:08,00:13:53:15,ihr Bundestagsmandat abzulegen.
00:13:53:17,00:13:58:08,"Chance oder Schaden fuer eine Partei, die ohnehin ums ÈUberleben kaempft?"
00:13:58:10,00:13:59:21,Alexander Budweg.
00:14:01:14,00:14:03:03,"Dresden, heute Abend:"
00:14:03:05,00:14:06:23,Die Linke hat zu einer Mahnwache vor den Kulturpalast geladen.
00:14:07:00,00:14:09:15,Besonders viele sind dem Aufruf nicht gefolgt.
00:14:09:17,00:14:12:15,"Doch die, die da sind, sind gegen Waffenlieferungen"
00:14:12:16,00:14:16:00,an die Ukraine und fordern stattdessen Friedensinitiativen.
00:14:16:01,00:14:18:02,"Das eint sie mit Sahra Wagenknecht,"
00:14:18:04,00:14:21:17,weshalb die meisten hier an der prominenten Linken festhalten.
00:14:21:18,00:14:24:17,Sahra Wagenknecht ist die beste Frau im Bundestag.
00:14:24:19,00:14:27:19,"Die sich auch mit Themen auseinandersetzt,"
00:14:27:21,00:14:29:18,die andere gar nicht anfassen.
00:14:29:20,00:14:33:22,"Es ist eine Katastrophe, wenn eine vielschichtige Partei"
00:14:33:24,00:14:37:06,einen fuehrenden Politiker beseitigen will.
00:14:40:05,00:14:42:10,Nur zusammen geht der Weg.
00:14:44:17,00:14:45:24,Der Bundesvorstand
00:14:46:01,00:14:49:01,wuerde sich gern von Wagenknecht trennen.
00:14:49:02,00:14:51:23,"Am Wochenende forderte er sie per Beschluss auf,"
00:14:52:00,00:14:54:05,ihr Bundestagsmandat niederzulegen.
00:14:54:08,00:14:58:04,"Unter anderem weil Wagenknecht seit Monaten offenlasse,"
00:14:58:06,00:15:01:17,ob sie in der Linken bleibt oder eine neue Partei gruendet.
00:15:02:18,00:15:06:13,"Ich will deutlich machen, dass wir den Beschluss gefasst haben,"
00:15:06:16,00:15:11:16,"weil es nachweislich so ist, dass Menschen abgeworben werden."
00:15:12:02,00:15:15:14,Strukturen werden aufgebaut.
00:15:18:16,00:15:23:13,Wahlkreisbueros werden gekuendigt und Ressourcen abgezogen.
00:15:25:02,00:15:28:23,Kritik kommt unter anderem vom ehemaligen Bundesvorsitzenden und
00:15:29:00,00:15:32:17,"Wagenknecht-Vertrauen Klaus Ernst, der nun seinerseits den"
00:15:32:19,00:15:35:03,Bundesvorstand zum Ruecktritt auffordert.
00:15:35:06,00:15:37:03,"Was der Vorstand will, ist klar."
00:15:37:05,00:15:42:15,Der will bedeutende Teile dieser Partei aus dieser Partei draengen.
00:15:42:17,00:15:44:24,Allen voran Sahra Wagenknecht.
00:15:45:01,00:15:48:13,Insofern ist das Ziel: Spaltung der Partei.
00:15:49:18,00:15:53:19,Auch andere halten das Vorgehen des Bundesvorstandes fuer falsch.
00:15:53:21,00:15:58:00,"Denn die Linke koennte ihren Status als Fraktion im Bundestag verlieren,"
00:15:58:02,00:16:01:12,sollte Wagenknecht nur drei weitere Abgeordnete mitnehmen.
00:16:01:14,00:16:05:14,"Intern heisst es, dass acht bis zehn sich mit ihr solidarisieren wuerden."
00:16:05:16,00:16:08:23,Man darf eine Bundestagsfraktion nicht aufs Spiel setzen.
00:16:09:00,00:16:10:19,"Waeren wir keine Fraktion mehr,"
00:16:10:20,00:16:14:09,"haetten wir wesentlich weniger Mittel, um oeffentlich zu wirken."
00:16:14:11,00:16:17:16,"Der Politikwissenschaftler Constantin Wurthmann meint,"
00:16:17:18,00:16:21:17,"Die Linke wuerde profitieren, wenn Wagenknecht die Partei verlaesst."
00:16:21:19,00:16:23:13,Die Linke koennte dann wieder
00:16:23:15,00:16:26:24,linke Politik mit Weltoffenheit und offenen Grenzen machen.
00:16:27:01,00:16:29:04,Das war mit Sahra Wagenknecht
00:16:29:06,00:16:32:15,und ihren migrationskritischen Positionen schwer vereinbar.
00:16:32:17,00:16:35:09,"Gerade vor dem Hintergrund, dass SPD und Gruene"
00:16:35:11,00:16:38:18,"bei vielen Waehlern, die diese Politik wollen, verlieren,"
00:16:38:20,00:16:41:24,kann die Linke ein Sammelbecken fuer diese Waehler sein.
00:16:42:01,00:16:45:01,"Waehrend sich die Linke einmal mehr zerfleischt,"
00:16:45:03,00:16:47:15,schweigt die sonst so Redegewandte.
00:16:47:17,00:16:49:18,Morgen wird sie wohl auch nicht
00:16:49:20,00:16:52:10,zur Fraktionssitzung im Bundestag erscheinen.
00:16:52:12,00:16:54:05,Dort duerfte dann einmal mehr
00:16:54:07,00:16:57:16,um den Umgang mit der prominenten Linken gestritten werden.
00:16:57:18,00:17:00:23,"Das wird wohl so lange weitergehen, bis Wagenknecht sagt,"
00:17:01:00,00:17:02:12,ob sie eigene Wege geht.
00:17:02:15,00:17:05:14,Zum Streit in der Linkspartei um Sahra Wagenknecht
00:17:05:16,00:17:08:11,hat Kerstin Palzer vom MDR folgende Meinung:
00:17:09:24,00:17:13:00,"Es ist aus, sie passen nicht zusammen:"
00:17:13:02,00:17:14:21,Die Linke und Sahra.
00:17:15:21,00:17:18:01,"Drum pruefe, wer sich ewig bindet,"
00:17:18:03,00:17:21:03,ob sich nicht noch eine bessere Partei findet.
00:17:21:04,00:17:23:09,Das mag Sahra Wagenknecht denken.
00:17:23:11,00:17:26:22,"Die Wahrscheinlichkeit, dass sie eine eigene Partei gruendet"
00:17:26:24,00:17:28:09,ist so hoch wie nie.
00:17:28:11,00:17:31:16,Wagenknecht ist die populaerste Politikerin der Linken.
00:17:31:17,00:17:35:24,"Dass sie aber schon laengst nicht mehr die Politik der Linkspartei vertritt,"
00:17:36:01,00:17:37:02,ist auch klar.
00:17:37:04,00:17:40:07,"Beim Ukraine-Krieg, bei der Asylpolitik,"
00:17:40:09,00:17:44:12,Wagenknecht vertritt konsequent andere Positionen.
00:17:47:20,00:17:50:15,Deshalb atmen viele in der Partei auf.
00:17:50:17,00:17:55:13,"Es gibt viele Neueintritte, seit man die Zukunft der Partei"
00:17:55:14,00:17:58:03,von Wagenknecht abgekoppelt hat.
00:18:00:06,00:18:02:13,Aber Wagenknecht ist maechtig:
00:18:02:14,00:18:05:24,"Sie spricht fuer Hunderttausende, die die Linke waehlen"
00:18:06:01,00:18:08:19,oder sich das zumindest vorstellen koennen.
00:18:08:21,00:18:11:23,"Ein bisschen Popularitaet koennte eine Partei,"
00:18:12:00,00:18:15:21,"die bei vier bis fuenf Prozent liegt, schon gebrauchen."
00:18:15:23,00:18:19:20,"Dazu kommt die ganz reale Gefahr, dass die Bundestagsfraktion"
00:18:19:22,00:18:22:19,am Streit um Sahra Wagenknecht zerbricht.
00:18:22:21,00:18:26:09,Damit ginge die letzte Bastion der Linken unter.
00:18:26:12,00:18:29:05,"Ob die Linke es ohne Wagenknecht schafft,"
00:18:29:07,00:18:33:10,"bei den naechsten Wahlen auf fuenf Prozent zu kommen, ist fraglich."
00:18:33:12,00:18:37:24,"Ob Sahra Wagenknecht es ohne die Linkspartei schaffen wird, aber auch."
00:18:38:00,00:18:43:23,"Linke Politik, die das Sprachrohr der aermeren Leute sein sollte,"
00:18:44:00,00:18:45:20,verliert so an Bedeutung.
00:18:46:13,00:18:48:13,"Nun ist er da, der Bruch."
00:18:48:15,00:18:52:14,"Endlich, sagen viele - alternativlos, sage ich."
00:18:52:16,00:18:57:16,Meine Prognose: Bald gibt es zwei linke Parteien in Deutschland.
00:18:58:23,00:19:01:07,Die Meinung von Kerstin Palzer.
00:19:01:09,00:19:02:22,Von links nach rechts.
00:19:03:19,00:19:06:05,Zumindest stand er dezidiert rechts
00:19:06:07,00:19:09:02,im Spektrum in der italienischen Politik.
00:19:09:04,00:19:12:22,"Der Mann, der sich immer gut ins Bild zu setzen vermochte:"
00:19:12:24,00:19:17:12,"Als Schlagersaenger, als Macho, als Medienmogul, als Ministerpraesident."
00:19:17:14,00:19:21:20,"Als ""Jesus Christus der Politik"" - wie er sich selbst nannte."
00:19:22:23,00:19:26:01,Silvio Berlusconi war beileibe kein Heiliger.
00:19:26:03,00:19:29:12,"Aber fuer viele doch so faszinierend, dass ihm gelang,"
00:19:29:14,00:19:33:07,aus Italien ein populistisches Versuchslabor zu machen.
00:19:33:09,00:19:37:00,Heute ist Berlusconi im Alter von 86 Jahren gestorben.
00:19:37:03,00:19:39:21,Ruediger Kronthaler mit einem Nachruf.
00:19:40:07,00:19:43:00,Trauer vor der Villa von Silvio Berlusconi.
00:19:43:02,00:19:44:09,"Arcore bei Mailand,"
00:19:44:11,00:19:47:06,knapp 30 Jahre das Macht-Zentrum Berlusconis.
00:19:47:08,00:19:51:04,Am Nachmittag wird der Sarg mit dem Leichnam von Silvio Berlusconi
00:19:51:06,00:19:52:14,in die Villa gebracht.
00:19:52:16,00:19:54:20,Hier wurde Geschichte geschrieben.
00:19:54:22,00:19:57:03,Geboren wurde er 1936 in Mailand.
00:19:57:05,00:20:00:08,Spaeter steigt Berlusconi in die Medien-Branche ein.
00:20:00:10,00:20:04:17,Und baut ein Imperium auf mit den drei groessten Privatsendern Italiens.
00:20:04:19,00:20:07:08,Diese Medienmacht und seine Popularitaet
00:20:07:10,00:20:11:09,als erfolgreicher Eigentuemer von AC Mailand nutzt er 1994:
00:20:11:11,00:20:13:22,Fuer seinen Einstieg in die Politik.
00:20:13:24,00:20:16:21,"Zur Primetime verspricht er in seinen Kanaelen,"
00:20:16:23,00:20:20:22,als Ministerpraesident gute Deals fuer das ganze Land rauszuschlagen.
00:20:20:24,00:20:24:07,Eine neue Form des Populismus ist geboren.
00:20:26:15,00:20:29:14,Wenige Wochen spaeter ist er Ministerpraesident.
