Timecode In,Timecode Out,Subtitle
00:01:41:02,00:01:45:00,Wagner voellig frei unter dem Korb: 11 Punkte die Fuehrung.
00:01:45:08,00:01:48:16,Die Serben kommen im letzten Viertel wieder heran.
00:01:48:18,00:01:52:11,"60 Sekunden vor Spielende fuehrt Deutschland nur mit 3 Punkten,"
00:01:52:13,00:01:55:17,doch Guduric verfehlt den offenen Dreipunktewurf.
00:01:55:21,00:01:58:13,"Schroeder, mit 28 Punkten bester Werfer,"
00:01:58:23,00:02:01:11,bringt Deutschland in Fuehrung.
00:02:03:19,00:02:05:22,Der 4-Punkte-Vorsprung reicht.
00:02:06:04,00:02:08:12,Deutschland macht die Sensation perfekt.
00:02:08:18,00:02:11:12,"Im letzten Jahr Erfolg, darauf bauen wir auf."
00:02:11:14,00:02:13:13,Jetzt sind wir Weltmeister!
00:02:14:22,00:02:17:18,"Unglaublich, das mit den Jungs zu feiern!"
00:02:18:13,00:02:21:12,Dennis Schroeder praesentiert den WM-Pokal.
00:02:22:21,00:02:26:15,Es ist der groesste Erfolg im deutschen Basketball.
00:02:27:22,00:02:30:07,"Basketball-Deutschland feiert,"
00:02:30:09,00:02:33:09,doch der hiesige Fussball steckt in einer Krise:
00:02:33:16,00:02:37:08,Nach dem WM-Vorrunden-Aus und der Serie von Niederlagen
00:02:37:10,00:02:40:08,entliess der DFB Bundestrainer Hansi Flick.
00:02:40:16,00:02:43:01,Das Testspiel gegen Japan gestern
00:02:43:05,00:02:46:07,hatte die Mannschaft mit 1:4 verloren.
00:02:46:24,00:02:50:03,Beim kommenden Test gegen Frankreich am Dienstag
00:02:50:07,00:02:54:04,soll Sportdirektor Rudi Voeller als Interimstrainer einspringen.
00:02:55:05,00:02:57:23,Es war sein letzter oeffentlicher Auftritt.
00:02:58:00,00:03:00:22,Hansi Flick leitete heute noch das Training.
00:03:00:24,00:03:05:07,Am Nachmittag dann die Mitteilung: Der DFB trennt sich von ihm.
00:03:05:16,00:03:09:12,Praesident Neuendorf bezeichnete das als unumgaenglich.
00:03:18:08,00:03:21:16,Flick gab sich gestern noch kaempferisch.
00:03:23:15,00:03:26:01,Sie wollen weitermachen?Ja.
00:03:26:22,00:03:29:08,Ihm sind die Argumente ausgegangen.
00:03:29:10,00:03:32:15,Keine der letzten fuenf Partien hat er gewonnen.
00:03:32:19,00:03:36:10,Dabei sollte im September alles besser werden.
00:03:37:17,00:03:39:09,Sportdirektor Rudi Voeller
00:03:39:11,00:03:42:17,vermied gestern ein klares Bekenntnis zum Trainer.
00:03:42:19,00:03:45:05,Erst mal 'ne Nacht darueber schlafen.
00:03:45:10,00:03:48:11,Rudi Voeller selbst wird als Interimstrainer
00:03:48:15,00:03:51:17,am Dienstag auf der Trainerbank Platz nehmen.
00:03:51:21,00:03:54:14,Die grosse Baustelle bleibt die Defensive.
00:03:54:19,00:03:58:24,Auch gegen Japan mit grossen Problemen und ohne Selbstvertrauen.
00:03:59:04,00:04:02:17,Jeder hat gerade mit sich selbst zu kaempfen.
00:04:02:19,00:04:04:24,"Man merkt das auch auf dem Platz,"
00:04:05:01,00:04:09:11,dass bei einigen eine grosse Verunsicherung ist.
00:04:11:14,00:04:14:16,"Die Mannschaft um Kapitaen Guendogan bestaetigte,"
00:04:14:18,00:04:18:08,dass sie in einem besorgniserregenden Zustand ist.
00:04:19:08,00:04:22:00,Flick konnte dem nicht entgegenwirken.
00:04:22:02,00:04:25:13,"Ziel ist es jetzt, einen Nachfolger zu finden."
00:04:27:02,00:04:31:14,"Julian Nagelsmann und Matthias Sammer sind im Gespraech,"
00:04:31:23,00:04:35:09,um die Krise der Nationalmannschaft zu beenden.
00:04:36:15,00:04:39:14,Am zweiten Tag nach dem Erdbeben in Marokko
00:04:39:16,00:04:42:07,dauert die Suche nach Vermissten an.
00:04:42:09,00:04:45:20,"Die Lage in den Ungluecksgebieten ist unuebersichtlich,"
00:04:45:22,00:04:49:19,nur mit Muehe kommen die Helfer in den Bergregionen voran.
00:04:50:06,00:04:53:22,Die Zahl der Toten ist auf mehr als 2100 angestiegen.
00:04:54:10,00:04:58:13,Am Morgen erschuetterte ein Nachbeben die Provinz Al Haouz.
00:05:01:16,00:05:06:05,"Wo einmal Haeuser standen, liegen nun Huegel aus Stein und Staub."
00:05:06:14,00:05:10:05,So sieht es in manchen Doerfern suedlich von Marrakesch aus.
00:05:10:07,00:05:13:08,"Manche Bewohner versuchen, noch etwas zu retten."
00:05:13:10,00:05:16:13,"Hinter Tueren, die sich kaum mehr oeffnen lassen."
00:05:16:15,00:05:20:10,"Viele leben jetzt in Zelten, die provisorisch aufgestellt wurden."
00:05:20:12,00:05:23:21,In den Krankenhaeusern kommen noch immer Verletzte an.
00:05:26:06,00:05:29:23,"Bei einer solchen Katastrophe ist der Druck gross,"
00:05:30:00,00:05:32:17,weil die Zahl der Verletzten sehr hoch ist.
00:05:32:19,00:05:35:17,"Gestern stieg schnell die Zahl der Menschen,"
00:05:35:19,00:05:38:01,die medizinische Hilfe brauchen.
00:05:39:14,00:05:40:21,"Es gibt Klagen,"
00:05:40:23,00:05:45:06,andere Hilfen kaemen nicht ausreichend in den Katastrophengebieten an.
00:05:45:10,00:05:49:03,"Es dauert alles noch. Es fehlt Brot, Wasser und Strom!"
00:05:51:14,00:05:55:09,Laut Weltgesundheitsorganisation seien etwa 300.000 Menschen
00:05:55:11,00:05:58:01,von den Folgen des Erdbebens betroffen.
00:05:58:05,00:06:00:22,Die Zahl der Opfer steigt weiter.
00:06:02:24,00:06:06:20,In der Metropole Marrakesch beginnen die Aufraeumarbeiten.
00:06:06:22,00:06:09:18,Touristen kommen wieder ins Stadtzentrum.
00:06:12:21,00:06:16:13,"Ich sehe nicht die Notwendigkeit, frueher abzureisen."
00:06:16:15,00:06:19:16,Wir fuehlen uns in Marrakesch ziemlich sicher.
00:06:19:22,00:06:22:20,Oben in den Bergen ist es viel schlimmer.
00:06:24:15,00:06:27:24,"Spanien schickt eine militaerische Spezialeinheit,"
00:06:28:05,00:06:30:20,die bei Katastrophen zum Einsatz kommt.
00:06:30:22,00:06:34:20,Das THW aus Deutschland wurde bislang nicht um Hilfe gebeten.
00:06:35:02,00:06:39:04,Gebraucht werden Spezialisten in den Doerfern im Atlas-Gebirge.
00:06:39:08,00:06:43:16,Die Zufahrt dorthin ist schwierig und die Lage unuebersichtlich.
00:06:45:10,00:06:48:00,Kristina Boeker ist im Erdbebengebiet
00:06:48:02,00:06:50:15,"im Dorf Asni, suedlich von Marrakesch."
00:06:51:01,00:06:52:20,Wie ist die Lage dort?
00:06:56:24,00:07:01:24,"Das Dorf liegt im Atlasgebirge, nicht im Epizentrum des Bebens."
00:07:02:03,00:07:04:19,Hier waren die Zerstoerungen auch hoch.
00:07:04:22,00:07:09:05,Viele Menschen haben ihr Dach ueber dem Kopf verloren.
00:07:09:19,00:07:13:02,Hinter mir im Zeltlager bekommen sie Hilfe.
00:07:13:08,00:07:17:00,Sie haben sich in den Zelten eingerichtet.
00:07:18:09,00:07:20:07,Ihre Haeuser sind zerstoert.
00:07:20:09,00:07:24:15,Sie kommen aus den umliegenden Doerfern weiter oben im Gebirge.
00:07:24:17,00:07:27:01,Dort kommt man nur schwer hin.
00:07:27:03,00:07:30:17,Das ist gerade fuer die Hilfskraefte Schwer.
00:07:34:06,00:07:37:18,"Viele Staaten haben Hilfe angeboten, auch Deutschland."
00:07:37:20,00:07:41:14,Noch gibt es aus Marokko offenbar keine Hilfsanfrage an Berlin.
00:07:41:16,00:07:43:12,Wie ist das zu erklaeren?
00:07:46:04,00:07:48:04,Da koennen wir nur spekulieren.
00:07:48:06,00:07:50:10,"Wir wissen nicht, woran es liegt."
00:07:50:12,00:07:52:19,"Ob das Koenigreich Marokko glaubte,"
00:07:52:21,00:07:56:13,sie koennen sich mit eigenen Mitteln befreien.
00:07:56:21,00:08:01:01,Dass sie keine Hilfe aus europaeischen Laendern brauchten.
00:08:01:17,00:08:05:08,Mittlerweile sind Spanier aber im Land und helfen.
00:08:05:12,00:08:08:06,Auch Teams aus Frankreich helfen.
00:08:08:13,00:08:11:01,"Allerdings beklagen sich die Menschen,"
00:08:11:03,00:08:13:17,dass Hilfe nicht angekommen sei.
00:08:13:23,00:08:16:00,Erst im Laufe der naechsten Tage
00:08:16:02,00:08:20:06,"wird klar werden, wie viel Hilfe gebraucht wird."
00:08:20:09,00:08:23:12,"Ich glaube, es wird noch mehr Hilfe sein."
00:08:28:12,00:08:31:15,In Indien ist der G20-Gipfel zu Ende gegangen.
00:08:31:17,00:08:36:10,Die Staats-Chefs der 20 fuehrenden Industrie- und Schwellenlaender
00:08:36:12,00:08:40:24,versammelten sich am Ehrenmal von Unabhaengigkeitskaempfer Gandhi.
00:08:41:01,00:08:45:03,Gestern verstaendigte sich der Gipfel nach langen Diskussionen
00:08:45:05,00:08:47:08,auf eine Abschlusserklaerung.
00:08:47:10,00:08:52:00,Unumstritten war die Aufnahme der afrikanischen Staaten in die G20.
00:08:52:06,00:08:56:21,Bei den Themen Ukraine-Krieg und Klima gab es einen Formelkompromiss.
00:08:58:04,00:09:00:03,Barfuss oder in Badelatschen
00:09:00:04,00:09:03:13,auf dem Weg zu Indiens groesstem Freiheitskaempfer:
00:09:03:16,00:09:05:17,Am Ehrenmal von Mahatma Ghandi
00:09:05:19,00:09:08:21,legen Staats- und Regierungschefs Kraenze nieder.
00:09:08:23,00:09:10:13,Sie zollen dem Vordenker
00:09:10:15,00:09:13:09,des Grundsatzes der Gewaltlosigkeit Respekt.
00:09:13:11,00:09:14:14,Diese Bilder
00:09:14:16,00:09:17:13,will Indiens Premier Modi in die Welt senden.
00:09:17:15,00:09:20:19,Zufrieden mit sich und den Ergebnissen des Gipfels.
00:09:20:21,00:09:24:01,Die Afrikanische Union ist neues Mitglied der G20
00:09:24:03,00:09:26:14,und es gibt eine Abschlusserklaerung.
00:09:26:16,00:09:29:16,Die wird unterschiedlich gewichtig wahrgenommen.
00:09:29:18,00:09:32:01,Der Kanzler gibt sich zufrieden.
00:09:33:14,00:09:35:23,"Auf alle Faelle ist es gelungen,"
00:09:36:00,00:09:38:14,eine Entscheidung zustande zu kriegen.
00:09:38:16,00:09:41:14,"Die hat die wichtigsten Fragen thematisiert,"
00:09:41:16,00:09:45:07,wie territoriale Integritaet und Souveraenitaet von Staaten.
00:09:45:09,00:09:47:06,Gemeint ist die Ukraine.
00:09:47:08,00:09:51:10,"Es ist uns gelungen, den Versuch des Westens zu verhindern,"
00:09:51:13,00:09:55:00,die Tagesordnung des Gipfels wieder zu ukrainisieren.
00:09:55:02,00:09:59:18,Und die fuer die Entwicklungslaender wichtigen Themen zu vernachlaessigen.
00:09:59:23,00:10:02:14,Gemeint sind Themen wie die Finanzierung
00:10:02:16,00:10:07:12,"des Kampfes gegen den Klimawandel und den Ausstieg aus Kohle, ÈOl und Gas."
00:10:07:14,00:10:10:05,Aus Sicht von Entwicklungsorganisationen
00:10:10:07,00:10:12:22,ist beides ins Hintertreffen geraten.
00:10:13:20,00:10:18:20,Es gibt keine neuen Beschluesse zum Ausstieg aus fossilen Brennstoffen.
00:10:18:22,00:10:22:06,Das ist keine gute Ausgangsposition fuer die Zukunft.
00:10:22:08,00:10:25:22,Deshalb sind die Ergebnisse dieses Gipfels enttaeuschend.
00:10:25:24,00:10:28:22,Brasilien uebernimmt den naechsten G20-Vorsitz -
00:10:28:24,00:10:31:11,und eine Menge ungeloester Probleme.
00:10:32:13,00:10:35:03,Die G20-Staaten sind verantwortlich
00:10:35:05,00:10:38:12,fuer ueber 80 % des weltweiten Treibhausgas-Ausstosses.
00:10:38:14,00:10:39:21,Tendenz: steigend.
00:10:39:24,00:10:42:19,"Dieser G20-Gipfel hat die Chance vertan,"
00:10:42:21,00:10:44:17,eine Vorlage zu liefern:
00:10:44:24,00:10:47:20,"Fuer die anstehende UN-Generalversammlung,"
00:10:47:22,00:10:51:03,das Herbsttreffen des Internationalen Waehrungsfonds
00:10:51:06,00:10:53:24,und die Welt-Klimakonferenz in Dubai.
00:10:56:06,00:10:58:01,AfD-Bundessprecherin Weidel
00:10:58:03,00:11:02:09,hat im ARD-Sommerinterview den Kurs der Regierung kritisiert.
00:11:02:14,00:11:07:07,Die Ampel-Koalition mache Politik gegen die Mehrheit der Deutschen.
00:11:07:11,00:11:11:11,Kanzler Scholz' Plaene zur Modernisierung der Gesellschaft
00:11:11:13,00:11:14:04,bezeichnete sie als Armutszeugnis.
00:11:14:23,00:11:19:11,"Auch am Co-Bundessprecher der AfD, Chrupalla, uebte Weidel Kritik."
00:11:21:17,00:11:24:08,"Die Umfragewerte fuer die AfD sind hoch,"
00:11:24:10,00:11:26:10,die Laune der Co-Chefin gut.
00:11:26:16,00:11:29:04,Doch gleich zu Beginn des Interviews
00:11:29:06,00:11:33:10,eine Spitze in Richtung ihres Co-Vorsitzenden Tino Chrupalla.
00:11:33:16,00:11:37:13,"Dafuer, dass er am Jahrestag des Sieges ueber Nazi-Deutschland"
00:11:37:15,00:11:40:23,am Empfang des russischen Botschafters teilgenommen hat.
00:11:41:00,00:11:45:16,Die Kritik aeussert sie aber nicht wegen des russischen Angriffskrieges.
00:11:45:20,00:11:49:12,Die Niederlage des eigenen Landes zu befeiern
00:11:49:21,00:11:52:15,mit einer ehemaligen Besatzungsmacht:
00:11:52:22,00:11:55:10,"Da habe ich fuer mich entschieden,"
00:11:55:12,00:12:00:10,"auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen."
00:12:01:05,00:12:04:20,Weidel spart nicht mit Kritik an der Ampel-Koalition:
00:12:04:22,00:12:08:09,Diese mache Politik gegen die Mehrheit der Deutschen.
00:12:08:11,00:12:11:17,Beispielsweise durch das Aus fuer die Atomkraftwerke
00:12:11:19,00:12:14:20,oder das gerade beschlossene Heizungsgesetz.
00:12:14:22,00:12:20:00,"Dieser Kanzler, der die Mehrheiten verloren hat im deutschen Volk,"
00:12:21:01,00:12:25:08,sollte den Weg frei machen fuer Neuwahlen.
00:12:25:19,00:12:29:04,Und sie formuliert einen Fuehrungsanspruch ihrer Partei.
00:12:29:06,00:12:31:17,"Ungeachtet der Tatsache, dass alle anderen"
00:12:31:20,00:12:34:23,eine politische Zusammenarbeit mit der AfD ablehnen.
00:12:35:00,00:12:37:05,"Auch, weil sie vom Verfassungsschutz"
00:12:37:07,00:12:40:00,wegen rechtsextremer Tendenzen beobachtet wird.
00:12:40:02,00:12:42:03,"Die kann Weidel nicht erkennen,"
00:12:42:05,00:12:45:23,auch nicht beim rechtsextremen Thueringer Landesvorsitzenden.
00:12:46:00,00:12:48:22,Bjoern Hoecke hat sich sehr gut entwickelt.
00:12:49:06,00:12:53:13,Vor Jahren wollte auch Weidel Hoecke aus der Partei ausschliessen Ð
00:12:53:15,00:12:56:01,wegen einer Naehe zum Nationalsozialismus.
00:12:56:04,00:12:59:17,Heute sieht sie ihn als erfolgreichen Parteifunktionaer.
00:13:00:22,00:13:05:04,In Muenchen endete heute die Auto- und Mobilitaetsmesse IAA.
00:13:06:03,00:13:09:19,"Laut den Veranstaltern kamen mehr als 500.000 Besucher,"
00:13:09:21,00:13:13:12,um alternative Verkehrsmittel und neue Autos zu sehen.
00:13:13:14,00:13:18:06,Chinesische Hersteller praesentierten viele elektrische Fahrzeuge.
00:13:18:17,00:13:20:21,Wie in den vergangenen Jahren
00:13:20:23,00:13:26:00,begleiteten Demos und Blockaden von Klima-Aktivisten die Veranstaltung.
00:13:27:20,00:13:31:09,Die Duerresituation in Deutschland hat sich verbessert:
00:13:31:12,00:13:36:02,Durch den feuchten Winter und den teils sehr regenreichen Sommer.
00:13:36:16,00:13:40:02,Laut Helmholtz-Zentrum fuer Umweltforschung in Leipzig
00:13:40:07,00:13:44:02,sind die Boeden ueberall bis auf eine Tiefe von 60 Zentimetern
00:13:44:05,00:13:45:15,gut durchfeuchtet.
00:13:45:18,00:13:47:05,Fuer die Landwirtschaft
00:13:47:07,00:13:50:01,habe es keine Probleme mit Duerre gegeben.
00:13:50:04,00:13:54:15,Im Osten des Landes herrsche in tieferen Boeden aber noch Trockenheit.
00:13:55:07,00:13:57:11,In Venedig endeten gestern Abend
00:13:57:13,00:14:00:07,die 80. Internationalen Filmfestspiele.
00:14:00:09,00:14:03:05,"Der renommierteste Preis, der Goldene Loewe,"
00:14:03:07,00:14:08:06,"ging an den griechischen Regisseur Lanthimos fuer ""Poor Things""."
00:14:08:17,00:14:10:11,Als beste Schauspielerin
00:14:10:13,00:14:14:11,"wurde Cailee Spaeny fuer ihre Rolle in ""Priscilla"" ausgezeichnet."
00:14:14:13,00:14:17:03,Den Preis fuer den besten Schauspieler
00:14:17:05,00:14:20:01,"bekam Peter Sarsgaard als Saul im Film ""Memory""."
00:14:21:03,00:14:25:14,"Nun die Wettervorhersage fuer morgen, Montag, den 11. September."
00:14:26:12,00:14:29:04,Atlantische Tiefauslaeufer aus Nordwesten
00:14:29:06,00:14:31:10,leiten einen Wetterwechsel ein.
00:14:31:24,00:14:34:00,Heute Nacht ist es oft klar.
00:14:34:01,00:14:37:01,"Spaeter gibt's im Nordosten gebietsweise Hoch-,"
00:14:37:03,00:14:39:17,vor allem in Flusstaelern auch Bodennebel.
00:14:39:20,00:14:43:11,Nach dessen Aufloesung scheint morgen vielerorts die Sonne.
00:14:43:13,00:14:46:20,Im Nordwesten und Westen gegen Abend dichtere Wolken
00:14:46:22,00:14:49:20,und stellenweise Schauer oder Gewitter.
00:14:56:24,00:15:01:00,"Am Dienstag in der Nordwesthaelfte Schauer und kraeftige Gewitter,"
00:15:01:02,00:15:04:00,Richtung Suedosten oft noch sonnig und heiss.
00:15:04:02,00:15:07:06,"Am Mittwoch ueberall kuehler, dazu teils kraeftiger Regen,"
00:15:07:08,00:15:09:02,mitunter heftige Gewitter.
00:15:09:04,00:15:11:08,Richtung Nordwesten freundlicher.
00:15:11:10,00:15:15:13,Am Donnerstag mehr Sonne als Wolken und es bleibt meist trocken.
00:15:16:09,00:15:18:14,In den tagesthemen um 22.45 Uhr
00:15:18:16,00:15:23:09,geht es um den WM-Sieg der deutschen Basketballer und die Frage:
00:15:24:09,00:15:27:23,Kann nach dem Rauswurf von Bundestrainer Hansi Flick
00:15:28:04,00:15:31:16,auch der deutsche Fussball wieder erfolgreich werden?
00:15:32:17,00:15:35:02,Ihnen noch einen schoenen Abend.
