Timecode In,Timecode Out,Subtitle
00:09:23:10,00:09:26:01,"Nur falls jetzt eine neue Flut kaeme,"
00:09:26:03,00:09:29:00,wuerde sie die Erdmassen mit ins Tal reissen.
00:09:29:02,00:09:32:04,"Die Schlammlawine traefe dann auf diese neuen Haeuser,"
00:09:32:06,00:09:36:02,die an gleicher Stelle im Flutgebiet wieder aufgebaut wurden.
00:09:36:21,00:09:38:09,Die zustaendige Behoerde
00:09:38:11,00:09:42:03,hat 300 von 400 Bauantraegen im Ahrtal genehmigt.
00:09:43:07,00:09:46:22,"Joachim Gerke, der Referent dieser Informationsveranstaltung"
00:09:46:24,00:09:50:19,"ueber Hochwasser in Dernau, musste ueber diese Antraege entscheiden."
00:09:50:21,00:09:54:11,80 % des Ortes liegen im ÈUberschwemmungsgebiet.
00:09:54:15,00:09:57:14,Man muss sich auch die Frage stellen:
00:09:57:16,00:10:00:00,"Wo koennen die Leute denn hin,"
00:10:00:02,00:10:03:05,wenn sie nicht mehr hier bauen duerfen?
00:10:06:02,00:10:09:07,Tatsaechlich hatten die Hausbesitzer kaum eine Wahl.
00:10:09:09,00:10:12:03,"Der staatliche Fluthilfefonds zahlt nur dann,"
00:10:12:05,00:10:15:03,wenn genau wie vor der Flut wiederaufgebaut wird:
00:10:15:05,00:10:16:12,An gleicher Stelle.
00:10:17:01,00:10:19:22,Viele wollten aber auch genau dort wieder hin.
00:10:20:05,00:10:22:09,Wir waren 14 Monate in Sinzig.
00:10:22:11,00:10:24:22,"Wie wir zurueckkamen, merkten wir erst,"
00:10:24:24,00:10:28:13,wie emotional man mit dem eigenen Haus verbunden ist.
00:10:28:24,00:10:32:09,"Das war was ganz anderes, wieder im Heimatort zu sein."
00:10:32:11,00:10:35:06,Deshalb moechten wir auch gerne wieder aufbauen.
00:10:35:18,00:10:39:17,"Und so wird wohl vieles doch wieder so, wie es vorher war."
00:10:39:24,00:10:43:00,Den Bewohnern kann man es am wenigsten vorwerfen.
00:10:43:02,00:10:46:18,Sie sehnen sich nur nach ihrem alten Leben zurueck.
00:10:48:04,00:10:51:23,"Zugeschaltet aus Altenahr ist uns jetzt Cornelia Weigand,"
00:10:52:00,00:10:54:13,die Landraetin fuer den Kreis Ahrweiler.
00:10:54:16,00:10:56:22,Wir haben hier in den tagesthemen
00:10:56:24,00:11:00:21,in den dramatischen Tagen vor zwei Jahren mehrfach gesprochen.
00:11:00:23,00:11:05:01,"Guten Abend, Frau Weigand. Guten Abend."
00:11:05:16,00:11:09:14,Sie kommen gerade von dem sogenannten Kirchtrepp-Treff.
00:11:09:22,00:11:13:09,"Da fanden sich alle im Ort in den Tagen der Flut zusammen,"
00:11:13:11,00:11:15:11,weil es nur dort noch Licht gab.
00:11:15:13,00:11:18:18,"Wie ist es, sich dort nun wiederzutreffen?"
00:11:18:20,00:11:20:13,Wie geht es Ihren Leuten?
00:11:22:18,00:11:27:09,"Es tut gut, einfach Nachbarn und Freunde zu sehen."
00:11:27:16,00:11:29:17,Ins Gespraech zu kommen
00:11:29:23,00:11:33:23,und miteinander diesen Tag der Erinnerung zu begehen.
00:11:34:04,00:11:37:16,Und auch positiv in die Zukunft zu blicken.
00:11:38:11,00:11:41:24,Manche konnten schon zurueckkehren in ihre Haeuser.
00:11:43:24,00:11:46:00,"Einiges ist zurueckgekommen,"
00:11:46:02,00:11:49:11,viele Laeden haben schon wieder geoeffnet.
00:11:50:02,00:11:54:16,Einige Menschen konnten noch nicht wieder ihre Haeuser erobern.
00:11:55:00,00:11:59:01,Die Menschen sind einfach erschoepft nach zwei Jahren.
00:12:00:10,00:12:03:10,Der Aufbau braucht noch lang.
00:12:04:10,00:12:07:22,"Es geht darum, die Kraefte einzuteilen."
00:12:08:09,00:12:11:17,Warum verlaeuft der Wiederaufbau so schleppend?
00:12:15:12,00:12:17:12,Da kommt vieles zusammen:
00:12:17:18,00:12:20:11,"Handwerkermangel, Materialmangel."
00:12:20:22,00:12:23:13,Und es sind komplizierte Planungen.
00:12:23:18,00:12:26:04,Vieles haengt voneinander ab.
00:12:26:22,00:12:30:24,Man moechte auch nicht eins zu eins wieder alles aufbauen.
00:12:31:01,00:12:34:11,Man moechte das zukunftsgerecht wieder aufbauen.
00:12:34:14,00:12:39:03,Da ist die Planung nicht einfach und auch das Beschaffen der Gelder.
00:12:42:10,00:12:47:03,"Die Ministerpraesidentin Malu Dreyer sagte gerade vor wenigen Tagen,"
00:12:47:05,00:12:50:13,es sei genug Geld da fuer den Wiederaufbau.
00:12:50:18,00:12:53:01,Kommt das bei Ihnen nicht an?
00:12:56:16,00:12:59:20,Der Wiederaufbaufonds ist prall gefuellt.
00:13:00:04,00:13:04:16,Aber die Auslegung ist nah an einem Eins-zu-eins-Wiederaufbau.
00:13:04:20,00:13:06:15,Das wollen wir nicht.
00:13:08:24,00:13:14:00,"Der Aufbaufonds muss weiterreichend ausgelegt werden,"
00:13:14:05,00:13:18:17,damit der Aufbau nachhaltiger und sinnvoller ist.
00:13:19:24,00:13:22:23,Es geht auch um Barrierefreiheit.
00:13:23:18,00:13:29:05,Bei oeffentlichen Gebaeuden reden wir da von einer Rollstuhlrampe
00:13:29:07,00:13:30:23,oder ueber einen Aufzug.
00:13:31:15,00:13:33:17,Da bleiben Kosten uebrig.
00:13:34:04,00:13:36:23,Und es dauert lang.
00:13:37:24,00:13:42:01,Diese Finanzierungsluecke wird mit jedem Projekt groesser.
00:13:42:11,00:13:46:09,"Jeder, der das hoert, sagt: Das ist sinnvoll."
00:13:47:03,00:13:51:15,"Wir ringen darum: Was ist zeitgemaess, was duerfen wir machen?"
00:13:51:21,00:13:56:15,Wir wollen auch die Ortschaften fuer den Klimawandel vorbereiten.
00:13:57:09,00:14:00:20,Und den demographischen Wandel und Hochwasserschutz
00:14:00:22,00:14:02:20,in den Blick nehmenm.
00:14:10:24,00:14:14:07,"Sie appellieren also auch an die Landesregierung,"
00:14:14:09,00:14:16:13,die Aufbaufonds aufzustocken?
00:14:19:04,00:14:21:13,Ja.
00:14:22:11,00:14:27:14,"Wir wollen, dass der Fonds sinnvoll fuer den Aufbau genutzt werden kann."
00:14:30:07,00:14:35:08,"Das, was wir hier erlebt haben, muessen wir in Schutz umwandeln."
00:14:41:17,00:14:45:04,"Wir muessen auch die Energiewende hinbekommen,"
00:14:45:06,00:14:47:09,eine Mobilitaetswende.
00:14:48:11,00:14:51:21,"Wenn wir jetzt eins zu eins wieder aufbauen,"
00:14:51:23,00:14:55:01,ist der Schutz nicht sehr viel groesser.
00:14:55:06,00:14:59:14,Oder wir muessen das zum Beispiel in zehn Jahren nachholen.
00:15:02:01,00:15:05:16,"Sehr viele Menschen, die ihre Haeuser verloren haben,"
00:15:05:18,00:15:09:05,wollen wieder genau dort in den Risikogebieten bauen.
00:15:09:07,00:15:13:12,"Warum machen die das, ist das nicht viel zu gefaehrlich?"
00:15:16:17,00:15:20:03,Es ist wahrscheinlich nicht ganz ungefaehrlich.
00:15:20:08,00:15:24:05,Die Menschen leben seit Generationen an diesem Fluss.
00:15:24:18,00:15:28:08,Viele moechten weiterhin mit den gleichen Nachbarn
00:15:28:14,00:15:31:00,und Familien im Tal leben.
00:15:31:21,00:15:35:03,Und es waren fast 40.000 Menschen betroffen.
00:15:35:10,00:15:40:06,Es gibt nicht genuegend Bauplaetze ausserhalb fuer diese Menschen.
00:15:40:23,00:15:43:06,Hier ist ihr eigener Baugrund.
00:15:43:19,00:15:47:01,Sie sagen dann: Wo soll ich sonst hingehen?
00:15:49:11,00:15:55:10,Viele haben eigene zusaetzliche Hochwasserschutzmassnahmen am Bau.
00:15:55:19,00:15:59:09,Dazu kommen die neuen Sirenen.
00:16:03:20,00:16:08:00,Es gibt jetzt mehr Hochwasservorsorge im Tal.
00:16:12:24,00:16:17:08,Es braucht dringend umfassenden Hochwasserschutz.
00:16:17:23,00:16:22:21,Wieso kommt das Konzept dazu erst Ende 2024?
00:16:27:06,00:16:31:15,Wir konnten gerade erst den Planungsauftrag vergeben.
00:16:31:24,00:16:34:19,Wir mussten europaweit ausschreiben.
00:16:34:24,00:16:39:21,Diese Prozesse sind kompliziert und auch die Finanzierung.
00:16:40:11,00:16:44:22,Wir wollen immer das komplette Einzugsgebiet der Ahr planen.
00:16:46:14,00:16:48:23,"Das sind 900 Quadratkilometer,"
00:16:49:03,00:16:52:22,unter anderem in anderen Landkreisen.
00:16:55:16,00:17:00:15,Da sind viele Fragen bei zu loesen und es ist technisch sehr aufwendig.
00:17:04:22,00:17:08:06,Wir wollen es gut und gruendlich machen.
00:17:08:13,00:17:13:05,Und die hochsignifikanten Massnahmen entsprechend umsetzen.
00:17:18:03,00:17:21:23,"Aber auch dann brauchen wir Grundstuecke, Gelder."
00:17:22:03,00:17:25:14,Auch da ist die Finanzierung nicht gesichert.
00:17:26:05,00:17:29:18,"Cornelia Weigand, vielen Dank."
00:17:41:11,00:17:45:08,Diese Bilder wollen sie in Frankreich heute nicht sehen.
00:17:45:10,00:17:47:04,Heute ist Nationalfeiertag.
00:17:47:06,00:17:50:16,"Da koennten die Krawalle vor zwei Wochen nur beschmutzen,"
00:17:50:18,00:17:53:20,was Emmanuel Macron heute glaenzen sehen will.
00:17:54:00,00:17:56:16,234 Jahre nach dem Sturm auf die Bastille
00:17:56:18,00:17:59:17,ist Frankreich so aufgewuehlt wie lange nicht.
00:17:59:19,00:18:03:07,"Damit nicht hervorbricht, was unter der Oberflaeche brodelt,"
00:18:03:09,00:18:06:23,hat sich das Land hochgeruestet zu einer Festung.
00:18:07:00,00:18:09:18,Darin ein einsam wirkender Praesident.
00:18:09:20,00:18:13:02,Der zur Feier des Tages den schoenen Schein wahrt.
00:18:13:04,00:18:14:09,Sabine Bohland.
00:18:17:12,00:18:20:09,"Blau, Weiss, Rot Ð die Farben der Trikolore."
00:18:20:11,00:18:22:08,Die Kunstflieger der Luftwaffe
00:18:22:10,00:18:25:17,zeichnen die franzoesische Flagge in den Pariser Himmel.
00:18:25:19,00:18:29:05,Einer der Hoehepunkte der Parade zum Nationalfeiertag.
00:18:29:24,00:18:32:13,"Fast feiern Frankreich und sein Praesident,"
00:18:32:15,00:18:34:09,als ob nichts passiert waere.
00:18:34:11,00:18:38:02,Nur die uebliche Rede hat Macron aufgrund der angespannten Lage
00:18:38:04,00:18:39:16,heute nicht gehalten.
00:18:42:04,00:18:44:15,"Freiheit, Gleichheit, Bruederlichkeit:"
00:18:44:17,00:18:47:18,Der Wahlspruch der Republik ist ins Wanken geraten.
00:18:47:20,00:18:50:08,"In den Pariser Vororten fragen sich viele,"
00:18:50:10,00:18:52:18,was von diesen Werten uebrig ist.
00:18:53:09,00:18:55:02,Zum Beispiel in Grigny.
00:18:55:20,00:18:58:17,"Man sieht noch Spuren der gewalttaetigen Randale,"
00:18:58:19,00:19:01:13,die Frankreich vor zwei Wochen in Atem hielten.
00:19:01:15,00:19:04:24,"Die Haelfte der Menschen hier lebt unter der Armutsgrenze,"
00:19:05:01,00:19:07:00,mehr als 20 % sind arbeitslos.
00:19:08:11,00:19:10:21,Joshua (18) jobbt sich so durch.
00:19:12:11,00:19:14:20,Was man hier verbessern koennte:
00:19:15:02,00:19:18:18,"Das sie auch mal auf uns hoeren, wenn wir um etwas bitten."
00:19:18:20,00:19:22:00,"Das machen sie manchmal nicht, uns zuhoeren."
00:19:23:06,00:19:26:03,Immerhin gibt es jetzt einen neuen Sportplatz.
00:19:26:05,00:19:29:02,"So etwas reicht nicht, um die aufgestaute Wut"
00:19:29:04,00:19:32:06,in den benachteiligten Vierteln zu beseitigen.
00:19:32:21,00:19:37:16,"2005 wurden viele franzoesische Staedte nach dem Tod zweier Jugendlicher,"
00:19:37:18,00:19:41:14,"die vor der Polizei geflohen waren, von Gewalt erschuettert."
00:19:41:16,00:19:44:02,Besonders schlimm war es in Grigny.
00:19:45:08,00:19:48:04,Bis 2020 wurden etwa 12 Mrd. Euro
00:19:48:06,00:19:51:02,in Frankreichs aermste Viertel investiert.
00:19:51:24,00:19:54:11,Wirklich geaendert hat sich nichts.
00:19:55:06,00:19:59:01,"Nach wie vor haben die Menschen aus der Banlieue, der Vorstadt,"
00:19:59:03,00:20:03:09,"schlechtere Bedingungen bei Infrastruktur, Arbeit oder Bildung."
00:20:03:14,00:20:05:15,Aurelie Gigot ist Lehrerin.
00:20:05:18,00:20:08:16,Sie wohnt und unterrichtet gerne in der Banlieue.
00:20:08:18,00:20:12:11,"Sie sieht aber auch, wie schwer es ihre Schuelerinnen und Schueler"
00:20:12:13,00:20:14:02,nach dem Abschluss haben.
00:20:14:04,00:20:15:24,Und es gibt noch ein Problem.
00:20:16:18,00:20:21:08,"Sie nennen sich Malier, Senegalesen, Marokkaner oder Tunesier."
00:20:21:10,00:20:26:02,"Nur selten gibt es einen Schueler, der sich als Franzose bezeichnet."
00:20:26:05,00:20:27:18,Dabei sind sie von hier.
00:20:27:20,00:20:30:19,An der Integration muss Frankreich arbeiten.
00:20:33:24,00:20:38:01,"Seit vielen Jahren setzt sich Grignys Buergermeister dafuer ein,"
00:20:38:03,00:20:41:15,dass die Menschen hier bessere Bedingungen bekommen.
00:20:41:24,00:20:44:20,Seiner Meinung nach wird es immer schwieriger.
00:20:45:20,00:20:49:05,Wir reden in unserem Land nicht mehr miteinander.
00:20:49:06,00:20:52:24,Wir koennen keine nationale Einheit mehr schaffen.
00:20:53:01,00:20:56:05,Wir rufen zu nationaler Versoehnung auf.
00:20:57:11,00:20:59:24,"Wie die aussehen kann, ist offen."
00:21:00:01,00:21:04:06,In den kommenden Tagen will Macron sich ans franzoesische Volk wenden
00:21:04:08,00:21:05:21,und Bilanz ziehen.
00:21:07:09,00:21:11:11,"Die Regierung hofft, dass es in der Nacht des Nationalfeiertags"
00:21:11:13,00:21:13:12,nicht zu neuer Gewalt kommt.
00:21:15:22,00:21:19:16,"Aus einem Land, in dem Protest auf den Strassen alltaeglich ist"
00:21:19:18,00:21:24:01,"in die USA, wo nun eine Branche einen Aufstand probt."
00:21:28:00,00:21:31:23,"Es geht um diesen Schluessel, dem im neuem Mission Impossible"
00:21:32:00,00:21:36:02,"alle Schurken hinterherjagen, weil er die Welt veraendern kann."
00:21:36:04,00:21:39:16,"Es ist der Schluessel zur Kuenstlichen Intelligenz,"
00:21:39:18,00:21:42:23,die inzwischen ganz Hollywood Angst einjagt.
00:21:43:14,00:21:46:13,"Die Schauspieler und Drehbuchautoren fuerchten,"
00:21:46:15,00:21:50:08,dass ihre Stimmen und Gesichter kuenstlich ersetzt werden.
00:21:50:10,00:21:54:11,Deshalb bringen sie die Filmbranche zum Erliegen.
00:21:55:11,00:21:56:16,Sarah Schmidt.
00:21:58:06,00:22:01:13,Sie haben den Hollywood-Studios und Streaming-Diensten
00:22:01:15,00:22:02:21,den Kampf angesagt.
00:22:05:07,00:22:09:08,Unter den Demonstrierenden: die Schauspielerin Nina Rausch.
00:22:09:10,00:22:13:07,Sie gehoert wie viele hier nicht zu den Top-Verdienern der Branche.
00:22:13:09,00:22:17:17,Hatte aber kleinere Rollen in Erfolgsserien wie Grey's Anatomy.
00:22:18:07,00:22:20:24,Wir treffen sie zu Hause in Los Angeles.
00:22:21:07,00:22:23:09,Vorbereitungen fuer den Streik.
00:22:24:05,00:22:27:05,Wie viele in ihrer Branche macht sie sich Sorgen
00:22:27:07,00:22:29:17,beim Thema Kuenstliche Intelligenz.
00:22:30:20,00:22:32:21,Ich war immer der Meinung:
00:22:32:23,00:22:35:23,'n Mensch kann einfach nicht ersetzt werden -
00:22:36:00,00:22:39:10,"die Gefuehle, die Gedanken, die Feinfuehligkeit."
00:22:39:12,00:22:42:00,Das kann die Maschine nicht ersetzen.
00:22:42:02,00:22:44:02,Aber wie man jetzt sieht:
00:22:44:04,00:22:48:21,"Die Bilder und Scripts, die entwickelt werden durch KI -"
00:22:49:16,00:22:51:18,das ist erschreckend.
00:22:53:06,00:22:57:10,Unter den Demonstrierenden auch Hollywood-Stars wie Fran Drescher Ð
