Timecode In,Timecode Out,Subtitle
00:02:49:01,00:02:51:13,Familienministerin Paus von den Gruenen
00:02:51:17,00:02:53:19,haelt das nicht fuer ausreichend.
00:02:53:23,00:02:56:10,Sie dringt auf zusaetzliche Mittel.
00:02:56:14,00:02:58:01,Die Kindergrundsicherung
00:02:58:05,00:03:01:24,soll Leistungen wie Kindergeld und Kinderzuschlaege buendeln.
00:03:03:06,00:03:07:22,Russland hat turnusgemaess den Vorsitz im UN-Sicherheitsrat uebernommen -
00:03:08:01,00:03:11:07,trotz des Angriffskrieges in der Ukraine.
00:03:11:11,00:03:13:02,Deren Praesident Selenskyj
00:03:13:06,00:03:16:23,sprach von einem Bankrott internationaler Institutionen.
00:03:17:03,00:03:20:08,"Dass Russland dem wichtigsten UN-Gremium vorsitze,"
00:03:20:12,00:03:23:01,sei absurd und destruktiv.
00:03:23:03,00:03:25:18,"Der EU-Aussenbeauftragte Borrell kuendigte an,"
00:03:25:22,00:03:30:13,die EU werde den Sicherheitsrat vor Missbrauch durch Russland schuetzen.
00:03:31:17,00:03:35:04,In Bulgarien ist ein neues Parlament gewaehlt worden -
00:03:35:08,00:03:37:21,zum fuenften Mal binnen zwei Jahren.
00:03:38:00,00:03:41:00,Es zeichnet sich ein Kopf-an-Kopf-Rennen ab:
00:03:41:04,00:03:45:07,Zwischen dem liberal-konservativen Block von Ex-Ministerpraesident Petkov
00:03:45:11,00:03:48:23,und dem Mitte-Rechts-Buendnis des Ex-Regierungschefs Borissow.
00:03:49:02,00:03:52:18,"Die Neuwahl war noetig geworden, nachdem die Regierungsbildung"
00:03:52:22,00:03:54:24,im Herbst gescheitert war.
00:03:55:03,00:03:59:18,Auch dieses Mal gehen Beobachter von schwierigen Verhandlungen aus.
00:04:01:05,00:04:04:24,Zum Wahlausgang in Bulgarien jetzt Anna Tillack in Sofia.
00:04:08:16,00:04:14:06,Die Umfragen von zwei verschiedenen Instituten
00:04:14:10,00:04:17:13,sehen Kiril Petkow knapp vor Bojko Borissov.
00:04:17:17,00:04:22:03,Das kann sich aber noch aendern.
00:04:22:08,00:04:26:19,Auch die pro-russische Partei hat ueber 10 %.
00:04:26:23,00:04:32:01,Der Wahlsieger wird mit der Regierungsbildung beauftragt.
00:04:32:06,00:04:36:10,"Wird Kiril Petkow beauftragt, kann er das nicht alleine tun."
00:04:36:14,00:04:41:03,Er wuerde aber auch eine Minderheitsregierung fuehren.
00:04:41:07,00:04:44:20,"Ob Bojko Borissov da mitspielt, ist noch unklar."
00:04:44:24,00:04:48:18,Der Druck aus der Gesellschaft wird aber staerker.
00:04:48:22,00:04:52:11,Die Menschen wollen eine handlungsfaehige Regierung.
00:04:52:15,00:04:54:19,U.a. die Inflation ist ein Problem.
00:04:57:06,00:04:58:10,Vielen Dank.
00:04:59:07,00:05:03:13,Auch in Finnland waren die Menschen heute zur Parlamentswahl aufgerufen.
00:05:03:15,00:05:06:00,Vor einer Stunde schlossen die Wahllokale.
00:05:07:05,00:05:09:07,Nach Auszaehlung von 50 % der Stimmen
00:05:09:11,00:05:12:12,liegen Konservative und Sozialdemokraten gleichauf.
00:05:13:16,00:05:17:12,Finnland ist seit 1917 unabhaengig und gehoerte vorher zu Russland.
00:05:17:17,00:05:20:13,"Seit 1995 ist das Land Mitglied der EU,"
00:05:22:23,00:05:25:23,in Kuerze tritt es auch der NATO bei.
00:05:26:03,00:05:29:09,"Etwa 5,5 Mio. Menschen leben in Finnland."
00:05:30:00,00:05:32:07,Einer UN-Erhebung zufolge
00:05:32:17,00:05:35:19,ist Finnland das gluecklichste Land der Welt.
00:05:37:12,00:05:40:03,Sie hofft weiter auf ihre Wiederwahl.
00:05:40:23,00:05:44:06,Ministerpraesidentin Sanna Marin sieht vor wenigen Minuten
00:05:44:10,00:05:45:18,erste Auszaehlungen.
00:05:45:22,00:05:48:22,"1,7 Million Menschen hatten bereits vorab gewaehlt."
00:05:49:01,00:05:53:06,Die regierenden Sozialdemokraten landen danach auf Platz 2.
00:05:54:09,00:05:57:04,"Frueher war es so, dass die Sozialdemokraten"
00:05:57:08,00:05:59:21,in diesen Stimmen gut abgeschnitten haben.
00:06:00:00,00:06:03:00,Dann haben wir ueber den Wahlabend Prozente verloren.
00:06:03:04,00:06:06:03,"Jetzt habe ich das Gefuehl, dass wir ueberraschen."
00:06:06:07,00:06:10:10,"Dass sie Finnland in die NATO fuehrt, spielte im Wahlkampf keine Rolle."
00:06:10:14,00:06:13:03,Die Zustimmung ist ueber Parteigrenzen gross.
00:06:13:07,00:06:17:10,Vielmehr bestimmten soziale Themen und Staatsverschuldung die Debatte.
00:06:17:14,00:06:19:17,Er lag nach den ersten Zahlen
00:06:19:21,00:06:23:12,mit seiner konservativen Nationalen Sammlungspartei vorne.
00:06:23:16,00:06:27:14,Petteri Orpo will Finnlands naechster Ministerpraesident werden.
00:06:27:20,00:06:31:24,Im Wahlkampf forderte er Kuerzungen bei den Sozialausgaben.
00:06:33:09,00:06:37:05,"Dass wir bei bei ersten Auszaehlungen an der Spitze sind, ist stark."
00:06:37:09,00:06:40:02,"Wir hatten einen guten Wahlkampf und ich glaube,"
00:06:40:06,00:06:43:18,dass der Spitzenplatz gehalten wird. Ein sehr guter Anfang.
00:06:43:22,00:06:46:00,Auch Rikka Purra will an die Macht.
00:06:46:04,00:06:48:17,Ihre rechtspopulistische Partei Die Finnen
00:06:48:21,00:06:53:03,"will Zuwanderung begrenzen, warnt vor steigender Kriminalitaet."
00:06:53:11,00:06:57:00,Die Wahl ist spannend wie selten - noch ist das Rennen offen.
00:06:57:04,00:07:00:05,Die Sozialdemokraten setzen weiter auf die Popularitaet
00:07:00:09,00:07:02:12,ihrer Spitzenkandidatin Sanna Marin.
00:07:02:16,00:07:04:24,"Sie hat offenbar mehr Waehler mobilisiert,"
00:07:05:03,00:07:07:01,als ihr Umfragen zutrauten.
00:07:07:05,00:07:09:12,Ergebnisse werden in der Nacht erwartet.
00:07:09:16,00:07:11:21,Die Regierung kommt nicht voran
00:07:11:23,00:07:14:21,mit ihrem Vorhaben zum Schutz vor neuen Pandemien.
00:07:15:02,00:07:18:20,Der Aufbau einer nationalen Reserve mit Masken und Medikamenten
00:07:19:00,00:07:20:21,liege hinter dem Zeitplan.
00:07:21:00,00:07:22:23,Das berichtet die Welt am Sonntag
00:07:23:00,00:07:25:16,unter Berufung auf das Gesundheitsministerium.
00:07:25:20,00:07:30:21,Das 2020 beschlossene Projekt befinde sich immer noch im Anfangsstadium.
00:07:31:00,00:07:33:12,Die weitere Finanzierung sei ungeklaert.
00:07:33:16,00:07:34:17,"Ziel ist es,"
00:07:34:21,00:07:38:24,Deutschland unabhaengiger zu machen von Lieferungen aus dem Ausland.
00:07:39:17,00:07:43:10,In Polen sind Tausende in Erinnerung an den frueheren Papst
00:07:43:14,00:07:46:08,Johannes Paul II. auf die Strasse gegangen.
00:07:46:12,00:07:49:16,Anlass sind Vorwuerfe in einer Dokumentation.
00:07:49:20,00:07:53:08,Demnach soll der aus Polen stammende Ex-Papst
00:07:53:13,00:07:59:00,sexualisierte Gewalt durch ihm unterstellte Pfarrer vertuscht haben.
00:08:00:02,00:08:04:06,Die Berichte sorgen in dem Land seit Wochen fuer Erschuetterung.
00:08:05:11,00:08:08:06,Sie wollen die Anschuldigungen gegen ihren Papst
00:08:08:10,00:08:10:14,nicht ohne Widerspruch stehen lassen.
00:08:10:18,00:08:13:23,Tausende ziehen am 18. Todestag von Johannes Paul II.
00:08:14:02,00:08:16:14,durch Warschau und andere polnische Staedte.
00:08:16:18,00:08:19:09,"Beten fuer ihn, halten sein Andenken hoch."
00:08:19:13,00:08:23:07,"""Wie du uns damals verteidigt hast, verteidigen wir dich heute"","
00:08:23:11,00:08:25:08,steht auf einem Banner.
00:08:26:05,00:08:28:13,Der Papst ist ein Heiliger.
00:08:28:22,00:08:32:16,"Wenn man Autoritaeten zerstoert, zerstoert man alle Werte Ð"
00:08:32:20,00:08:34:24,"Menschen, Kirche, Familie."
00:08:37:20,00:08:40:21,"Johannes Paul II. hat sein Leben lang gezeigt,"
00:08:41:01,00:08:42:14,wie stark Liebe ist.
00:08:42:18,00:08:44:18,Das sollte uns eine Lektion sein.
00:08:44:22,00:08:48:10,Alles andere sollte von Behoerden aufgeklaert werden.
00:08:50:21,00:08:53:21,Anlass fuer die Kundgebung ist eine Dokumentation
00:08:54:00,00:08:56:09,ueber Johannes Paul vor knapp vier Wochen.
00:08:56:13,00:09:00:09,"Darin wird er beschuldigt, als Erzbischof in Krakau"
00:09:00:13,00:09:04:17,sexualisierte Gewalt von Priestern vertuscht zu haben.
00:09:05:08,00:09:07:22,Die Vorwuerfe spalten das Land.
00:09:08:22,00:09:11:23,In Lodz wurde eine Statue des verstorbenen Papstes
00:09:12:02,00:09:13:09,mit Farbe beschmiert.
00:09:13:13,00:09:17:01,"Maxima Culpa Ð groesste Schuld, haben Unbekannte geschrieben."
00:09:17:05,00:09:20:17,Ministerpraesident Morawiecki meldet sich auf twitter zu Wort:
00:09:20:22,00:09:22:00,"Er ruft dazu auf,"
00:09:22:04,00:09:26:02,"sich gegen Luegen, Verleumdung und Beleidigungen zu stellen."
00:09:26:08,00:09:29:23,Johannes Paul II. gilt vielen Polen als Nationalheld.
00:09:30:03,00:09:34:17,Die Kontroverse duerfte bei der Wahl im Herbst eine grosse Rolle spielen
00:09:34:21,00:09:38:07,und v.a. von der konservativen PiS genutzt werden.
00:09:40:07,00:09:41:13,Papst Franziskus
00:09:41:17,00:09:45:17,hat auf dem Petersplatz in Rom heute die Palmsonntagsmesse gefeiert.
00:09:45:20,00:09:48:15,Der 86-Jaehrige wurde zuvor mit dem Papamobil
00:09:48:20,00:09:52:15,ueber den Platz mit etwa 60.000 Glaeubigen gefahren.
00:09:53:02,00:09:56:08,Franziskus hatte gestern das Krankenhaus verlassen.
00:09:56:12,00:10:00:09,"Aus dem Vatikan hiess es, nach dreitaegiger Behandlung"
00:10:00:13,00:10:04:12,wegen einer Bronchitis gehe es ihm nun deutlich besser.
00:10:06:14,00:10:09:00,In Thueringen sind bei einem Verkehrsunfall
00:10:09:04,00:10:13:12,"sieben Menschen ums Leben gekommen, drei weitere wurden schwer verletzt."
00:10:13:17,00:10:17:09,Der Unfall ereignete sich gestern auf der B247 in einer Kurve.
00:10:17:13,00:10:21:02,"Aus ungeklaerter Ursache geriet ein Wagen in den Gegenverkehr,"
00:10:21:06,00:10:23:21,stiess mit zwei anderen Fahrzeugen zusammen.
00:10:24:00,00:10:28:14,Der mutmassliche Verursacher besitzt keinen Fuehrerschein.
00:10:29:12,00:10:32:11,Moeglicherweise habe er Alkohol getrunken.
00:10:35:19,00:10:38:08,Zum Sport - zur Fussball-Bundesliga:
00:10:38:20,00:10:41:16,Dort hat sich Hoffenheim am 26. Spieltag
00:10:41:20,00:10:44:15,etwas Luft im Abstiegskampf verschafft.
00:10:44:19,00:10:47:14,Die TSG gewann 2:1 bei Werder Bremen.
00:10:47:21,00:10:51:10,Im rheinischen Derby hatten sich der 1. FC Koeln
00:10:51:16,00:10:54:14,und Borussia Moenchengladbach 0:0 getrennt.
00:10:55:24,00:10:59:20,Grosse Vorfreude in Koeln auf das 96. rheinische Derby.
00:10:59:24,00:11:04:08,Die meisten der 50.000 hoffen auf drei Punkte gegen den Abstieg.
00:11:04:20,00:11:08:20,Koeln mit dem besseren Start - Schindler nach elf Minuten.
00:11:09:07,00:11:13:02,"Die Gladbacher eher zurueckhaltend in der ersten Haelfte,"
00:11:13:07,00:11:16:04,dann in der Mitte Huebers gegen Neuhaus:
00:11:16:11,00:11:20:04,Schiedsrichter Zwayer und der VAR geben keinen Elfmeter.
00:11:20:12,00:11:23:03,Den haette es aber geben muessen.
00:11:25:08,00:11:30:01,"Viel Glueck also fuer den FC, der weiter mehr investierte."
00:11:31:18,00:11:36:01,Schindler und Omlin - der Torwart bester Mann bei den Gaesten.
00:11:36:11,00:11:40:04,Das bleibt auch so bei dem Versuch von Martel.
00:11:40:10,00:11:42:10,0:0 zur Pause.
00:11:43:10,00:11:46:09,"Danach hat Gladbach 15 aktive Minuten,"
00:11:46:15,00:11:49:16,den Rest bestimmen wieder die Koelner.
00:11:50:00,00:11:53:04,"Martel - die letzte Chance in der Nachspielzeit,"
00:11:53:11,00:11:55:01,das Derby endet ohne Tore.
00:12:15:22,00:12:17:23,Das ist ein Grund zum Feiern:
00:12:18:02,00:12:20:04,Segler Boris Herrmann und seine Crew
00:12:20:08,00:12:23:17,gewannen beim Ocean Race die Koenigsetappe um Kap Hoorn.
00:12:24:00,00:12:28:01,Bei der Regatta um die ganze Welt liegen sie auf Gesamtplatz zwei.
00:12:28:05,00:12:31:05,Nach dem Start in Alicante in Spanien
00:12:33:16,00:12:36:02,ging es ueber die Kapverden nach Kapstadt.
00:12:36:06,00:12:39:03,Dort begann die ueber 27.000 km lange Koenigsetappe
00:12:39:07,00:12:41:05,bis nach Itajai in Brasilien.
00:12:41:11,00:12:44:10,"Das Ocean Race geht weiter ueber Nordamerika,"
00:12:44:14,00:12:47:07,bis das Ziel Genua im Juni erreicht ist.
00:12:49:09,00:12:51:21,"Itajai, Brasilien, Ortszeit 2.20 Uhr."
00:12:52:00,00:12:54:20,Boris Herrmann und seine Crew am Ziel.
00:12:54:24,00:12:58:11,Diese Etappe ist fuer uns wie ein wahr gewordenes Maerchen.
00:12:58:16,00:13:01:00,"Weil wir ueberlegt haben, aufzugeben."
00:13:01:04,00:13:04:21,"35 Tage sind sie unterwegs, auf der Malizia Seaexplorer."
00:13:05:00,00:13:06:14,"Der Frust beim Skipper,"
00:13:06:19,00:13:09:07,als im Mast-Top ein Riss entdeckt wird.
00:13:09:11,00:13:11:15,Eine Reparatur in 28 Metern Hoehe.
00:13:11:19,00:13:15:09,Sie jagen den drei anderen teilnehmenden Schiffen hinterher.
00:13:15:13,00:13:18:00,Dabei wird die Niederlaenderin Rosalin Kuiper
00:13:18:06,00:13:19:19,aus der Koje geschleudert:
00:13:19:21,00:13:21:19,"Platzwunde, Gehirnerschuetterung."
00:13:21:23,00:13:24:14,"Wo Suedpazifik und Suedatlantik zusammentreffen,"
00:13:24:19,00:13:26:06,sind sie wieder vorn.
00:13:26:21,00:13:28:16,Kap Hoorn.
00:13:29:00,00:13:31:08,Mit der Holcim PRB Bug an Bug.
00:13:31:12,00:13:36:05,"Ein Zweikampf, den das Team Malizia fuer sich entscheiden kann."
00:13:37:24,00:13:40:09,That is the final push.
00:13:41:16,00:13:46:01,"Im Ziel nach 27.250 km, den laengsten Abschnitt gewonnen."
00:13:46:11,00:13:48:13,In drei Wochen geht es weiter.
00:13:48:17,00:13:51:06,Mit der vierten Etappe nach Newport/USA.
00:13:52:13,00:13:56:01,"Und nun die Wettervorhersage fuer Montag, den 3. April:"
00:13:57:17,00:14:00:15,In der neuen Woche beschert uns Hochdruckeinfluss
00:14:00:19,00:14:03:06,mit trocken-kalter Luft haeufig Sonnenschein.
00:14:03:10,00:14:06:19,"Im Norden klart es heute Nacht auf, waehrend vom Schwarzwald"
00:14:06:23,00:14:10:04,bis ins oestliche Bergland Regen oder Schnee faellt.
00:14:10:08,00:14:12:10,Stellenweise besteht Glaettegefahr.
00:14:12:14,00:14:16:22,"Im Osten und Sueden beginnt der Tag wolkig, sonst ist es meist sonnig."
00:14:17:05,00:14:19:04,"Spaeter tauchen Quellwolken auf,"
00:14:19:08,00:14:23:17,die im suedoestlichen Bergland einzelne Schneeschauer bringen.
00:14:25:07,00:14:28:11,"An der See und im Suedwesten heute Nacht frostfrei,"
00:14:28:15,00:14:30:19,sonst verbreitet Minusgrade.
00:14:34:22,00:14:38:01,"Am Dienstag Sonne, ab und zu Wolken und weiterhin kalt."
00:14:38:05,00:14:41:06,In den folgenden Tagen stellenweise Regen oder Schnee.
00:14:41:10,00:14:43:06,"Am Mittwoch Sonne und Wolken,"
00:14:43:08,00:14:46:04,am Donnerstag gewinnt die Sonne die Oberhand.
00:14:47:15,00:14:51:04,Um 23.20 Uhr schaut Caren Miosga in den tagesthemen
00:14:51:09,00:14:54:19,zu dem kuenftigen Nato-Mitglied Finnland.
00:14:55:17,00:14:59:03,Und wie die Wahl ausgeht fuer Ministerpraesidentin Sanna Marin.
00:14:59:07,00:15:00:08,Und:
00:15:00:13,00:15:01:13,Im Iran
00:15:01:17,00:15:05:07,ueben immer mehr Maenner Selbstjustiz gegen Frauen ohne Kopftuch.
00:15:05:11,00:15:08:02,Ich wuensche Ihnen noch einen angenehmen Abend.
