Timecode In,Timecode Out,Subtitle
00:00:04:08,00:00:07:22,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:00,00:00:12:13,Diese Sendung wurde vom NDR live untertitelt (27.06.2023)
00:00:14:22,00:00:17:14,Heute im Studio: Julia-Niharika Sen.
00:00:18:05,00:00:21:14,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:09,00:00:25:03,Drei Tage nach dem Aufstand der Wagner-Soeldner
00:00:25:05,00:00:29:06,zeigt sich Russlands Praesident Putin an der Seite der Armee.
00:00:29:18,00:00:33:24,Gleich zweimal trat er heute mit Soldaten und Sicherheitskraeften auf.
00:00:34:01,00:00:36:11,"Putin dankte ihnen fuer den Widerstand,"
00:00:36:13,00:00:40:05,den sie Wagner-Chef Prigoschin entgegengesetzt haetten.
00:00:40:14,00:00:45:12,Fuer die Aufstaendischen habe es keinerlei Unterstuetzung gegeben.
00:00:45:22,00:00:49:10,Prigoschin soll derweil in Belarus angekommen sein.
00:00:50:19,00:00:55:16,"""Schliesse dich den deinen an, werde Berufssoldat"", steht da."
00:00:56:17,00:00:58:16,Die Werbung laeuft heute Mittag
00:00:58:18,00:01:02:01,vor einer Sondersendung im russischen Staatsfernsehen.
00:01:02:16,00:01:06:14,Jeden Moment beginnt die Rede Praesident Putins vor den Militaers.
00:01:06:16,00:01:09:02,Im Kreml sammeln sie sich schon.
00:01:09:04,00:01:12:10,Auch Verteidigungsminister Schoigu ist dabei.
00:01:16:08,00:01:19:12,Alle Zweifel sollen weggewischt werden Ð
00:01:19:19,00:01:23:17,"nicht nur die an Schoigu, sondern auch die am Praesidenten."
00:01:23:19,00:01:28:02,Auch deshalb diese Zeremonie auf dem Kathedralen-Platz des Kreml.
00:01:28:04,00:01:30:20,Hier liessen sich frueher die Zaren kroenen -
00:01:30:22,00:01:32:19,hier lobt Putin seine Militaers.
00:01:33:19,00:01:36:14,"Sie haben die Verfassungsordnung verteidigt,"
00:01:36:16,00:01:39:17,"das Leben, die Sicherheit und Freiheit der Buerger."
00:01:39:19,00:01:42:11,Haben die Heimat vor Erschuetterungen bewahrt.
00:01:42:14,00:01:45:20,Faktisch haben sie einen Buergerkrieg gestoppt.
00:01:49:14,00:01:52:22,"Putin gibt sich als siegreicher Oberkommandierender,"
00:01:52:24,00:01:55:14,ungeachtet der Ereignisse vom Wochenende.
00:01:55:16,00:01:57:24,"Den Wagner-Soeldnern hatte er angeboten,"
00:01:58:02,00:02:01:22,"sich der Armee anzuschliessen, oder nach Belarus umzuziehen."
00:02:02:11,00:02:05:23,"Am Morgen gab es Hinweise, dass der Chef der Wagner-Truppe"
00:02:06:00,00:02:09:12,"schon in Minsk ist, sein Flugzeug war dort gelandet."
00:02:10:04,00:02:13:17,"Spaeter erklaerte der belarussische Staatschef Lukaschenko,"
00:02:13:20,00:02:15:10,Prigoschin sei in Belarus.
00:02:15:12,00:02:17:06,Prigoschin selbst schweigt.
00:02:17:15,00:02:20:14,"Dem Verteidigungsminister sagte Lukaschenko,"
00:02:20:17,00:02:23:16,man muesse die Wagner-Leute im Auge behalten.
00:02:23:19,00:02:26:24,Aber von ihren Kriegserfahrungen koenne man lernen.
00:02:28:07,00:02:32:08,"Die Schwaeche, die das System Putin offenbart hat,"
00:02:32:10,00:02:36:07,"macht man einen Sieg Putins, das ist die neue Linie."
00:02:37:04,00:02:39:17,"Prigoschin: Aus den Augen, aus dem Sinn."
00:02:39:19,00:02:41:20,Der Aufstand: schnell vergessen.
00:02:41:22,00:02:44:05,Und Putin als Garant der Stabilitaet.
00:02:44:10,00:02:49:02,"Ob das beim Volk weiter verfaengt, muss sich noch zeigen."
00:02:51:08,00:02:55:00,Geht Putin gestaerkt oder geschwaecht aus der Krise hervor?
00:02:55:02,00:02:58:05,Dazu haben wir Expertinnen und Experten befragt.
00:02:58:09,00:03:01:15,Einen Hintergrund finden Sie auf tagesschau.de
00:03:03:02,00:03:05:23,"Die Fraktionsspitzen von SPD, Gruenen und FDP"
00:03:06:00,00:03:09:09,haben letzte Details fuer das Heizungsgesetz geklaert.
00:03:09:11,00:03:10:15,Dazu gehoert:
00:03:10:17,00:03:14:09,"Welche Foerderungen es geben soll, wie Mieter an der Investition"
00:03:14:11,00:03:17:09,in eine klimafreundliche Heizung beteiligt werden
00:03:17:11,00:03:19:06,und welche Zeitplaene gelten.
00:03:19:08,00:03:22:14,Der Gesetzentwurf soll nun entsprechend geaendert werden.
00:03:22:17,00:03:25:15,"Vertreter der Ampelkoalition sehen gute Chancen,"
00:03:25:17,00:03:29:01,dass das Gesetz noch vor der Sommerpause verabschiedet wird.
00:03:29:24,00:03:33:16,Die Fraktionsvorsitzenden der Ampel im Bundestag einigten sich
00:03:33:19,00:03:37:04,bei einem der umstrittensten Gesetzesvorhaben des Bundes.
00:03:37:06,00:03:41:09,"FDP-Chef Lindner ist zufrieden, bleibt aber vage."
00:03:42:07,00:03:46:12,"Von dem, was ich gehoert habe, geht es in die richtige Richtung:"
00:03:46:14,00:03:50:05,Die Frage der Technologiefreiheit zu staerken.
00:03:52:03,00:03:55:09,Und im Bereich der finanziellen Foerderung
00:03:55:14,00:03:58:08,tragfaehige Vereinbarungen zu ergaenzen.
00:04:00:10,00:04:03:11,Konkret ist aus den Fraktionen zu erfahren:
00:04:16:00,00:04:17:21,Das war der SPD wichtig.
00:04:19:09,00:04:21:22,"Entscheidend ist, dass wir Klimaschutz"
00:04:21:24,00:04:25:02,und sozialen Zusammenhalt in diesem Gesetz abbilden.
00:04:25:04,00:04:27:00,Dass wir niemanden ueberfordern
00:04:27:02,00:04:30:04,und zeitlich die kommunale Ebene in den Blick nehmen.
00:04:30:15,00:04:32:20,"Grosse Staedte sollen bis 2026,"
00:04:32:22,00:04:37:09,kleinere Gemeinden bis 2028 eine kommunale Waermeplanung vorlegen.
00:04:37:19,00:04:38:24,"Die soll klaeren,"
00:04:39:01,00:04:42:21,wo Fern- oder Nahwaerme statt individueller Heizung moeglich waere.
00:04:42:23,00:04:44:03,Die Gruenen betonen:
00:04:44:05,00:04:48:01,"Wir freuen uns, dass wir einen verbindlichen Fahrplan festlegen,"
00:04:48:03,00:04:51:04,wie Deutschland umstellt auf klimaneutrales Heizen.
00:04:51:06,00:04:53:01,Das passiert zum ersten Mal.
00:04:53:03,00:04:58:06,"Das gilt fuer jeden, der sich ab 2024 fuer eine neue Heizung entscheidet."
00:04:58:13,00:05:02:00,Naechste Woche soll das Gesetz im Bundestag beraten werden.
00:05:02:03,00:05:03:11,Die Union kritisiert:
00:05:03:21,00:05:05:17,Monatelanger Streit der Ampel
00:05:05:19,00:05:08:22,"und dann wenige Tage, ums durchzudruecken."
00:05:09:05,00:05:12:10,"Das fuehrt dazu, dass wieder Fehler gemacht werden,"
00:05:12:12,00:05:14:05,dass repariert werden muss.
00:05:14:07,00:05:16:17,Es beschaedigt parlamentarische Beratung.
00:05:17:00,00:05:19:15,Bisher gibt es nur die politische Einigung
00:05:19:17,00:05:21:08,zum Gebaeudeenergie-Gesetz.
00:05:21:10,00:05:24:06,Die muss in den Entwurf eingearbeitet werden.
00:05:24:11,00:05:26:23,Nur darueber kann das Parlament beraten.
00:05:27:04,00:05:29:11,Die Opposition beklagt den Zeitdruck.
00:05:29:13,00:05:31:00,"Doch die Regierung will,"
00:05:31:02,00:05:34:04,dass das Gesetz vor der Sommerpause verabschiedet wird.
00:05:35:12,00:05:38:24,Der Haushaltsstreit der Koalition konnte beigelegt werden
00:05:39:01,00:05:41:19,nach Informationen des ARD-Hauptstadtstudios.
00:05:41:21,00:05:47:00,So kann der Etatentwurf fuer 2024 und die mittelfristige Finanzplanung
00:05:47:02,00:05:49:09,vom Kabinett beschlossen werden.
00:05:49:20,00:05:53:16,Details zur Kindergrundsicherung wurden noch offengelassen.
00:05:53:18,00:05:57:17,In die Gespraeche hatte sich auch Kanzler Scholz eingeschaltet.
00:05:59:02,00:06:02:18,Bei der Antidiskriminierungsstelle des Bundes sind 2022
00:06:02:20,00:06:05:20,so viele Anfragen eingegangen wie nie zuvor.
00:06:06:05,00:06:08:13,"Die Leiterin Ataman teilte mit,"
00:06:08:15,00:06:12:01,dass sich ueber 8800 Menschen beraten liessen.
00:06:12:16,00:06:16:10,Der groesste Anteil entfalle auf rassistische Diskriminierung.
00:06:16:12,00:06:20:16,"Ataman wertete es positiv, dass die Menschen sich wehren -"
00:06:20:18,00:06:24:15,aeusserte sich aber besorgt ueber die zunehmende Hetze.
00:06:26:03,00:06:30:01,Teambesprechung beim Antidiskriminierungsnetzwerk Berlin.
00:06:30:03,00:06:32:20,"Wer diskriminiert wird und sich wehren will,"
00:06:32:22,00:06:35:02,findet in der Beratungsstelle Hilfe.
00:06:36:00,00:06:41:05,"Ein Schwerpunkt unserer Arbeit ist Rassismus im Arbeitsbereich,"
00:06:41:07,00:06:42:14,im Arbeitskontext.
00:06:43:02,00:06:45:07,"Wir haben sehr viele Faelle,"
00:06:45:09,00:06:49:23,wo Menschen rassistisches Mobbing etwa im Arbeitsleben erleben.
00:06:50:14,00:06:52:18,Wie kann das im Alltag aussehen?
00:06:52:20,00:06:56:06,Das schildert die Bundesbeauftragte fuer Antidiskriminierung
00:06:56:08,00:06:58:16,bei der Vorstellung des Jahresberichts.
00:06:58:21,00:07:02:00,Ein schwarze Frau hat sich an uns gewandt.
00:07:02:02,00:07:03:22,"Sie arbeitet in einer Firma,"
00:07:03:24,00:07:07:05,wo alle ueber einen Messengerdienst kommunizieren.
00:07:07:07,00:07:11:19,"Als sie frei hat, laedt eine Kollegin eine Profilbild fuer sie hoch."
00:07:12:08,00:07:15:06,Es zeigt einen Affen mit Banane in der Hand.
00:07:15:08,00:07:16:13,Darunter: ihr Name.
00:07:16:20,00:07:19:07,Die Antidiskriminierungsstelle des Bundes
00:07:19:09,00:07:23:05,"zaehlt 2022 knapp 9000 Faelle, die der Bericht aufschluesselt."
00:07:40:01,00:07:43:07,"Fuer Ferda Ataman ist das nur die Spitze des Eisbergs,"
00:07:43:09,00:07:45:18,da viele Betroffene sich nicht melden.
00:07:45:20,00:07:48:10,Sie will mit einer Info-Kampagne ab Herbst
00:07:48:13,00:07:52:17,ueber Diskriminierung aufklaeren und fordert mehr Beratungsstellen.
00:07:52:19,00:07:56:06,Die sind aber seit Jahren nur befristet finanziert.
00:07:58:04,00:07:59:18,Neben Diskriminierungen
00:07:59:20,00:08:03:14,bleibt auch der Hass gegen Juden in Deutschland alarmierend.
00:08:03:16,00:08:05:15,Das berichtet der Bundesverband
00:08:05:17,00:08:09:03,der Recherche- und Informations- stellen Antisemitismus.
00:08:09:05,00:08:10:13,Danach wurden 2022
00:08:10:15,00:08:14:21,fast 2500 antisemitisch motivierte Vorfaelle bekannt.
00:08:15:14,00:08:17:18,"Das waren weniger als 2021,"
00:08:17:20,00:08:21:05,wo etwa die Corona-Pandemie eine Rolle spielte.
00:08:21:07,00:08:25:02,Aber die extreme Gewalt und Angriffe gegen Juden nahmen zu.
00:08:26:11,00:08:31:03,Im Dieselskandal wurden die ersten strafrechtlichen Urteile gefaellt:
00:08:31:05,00:08:33:04,Der fruehere Audi-Chef Stadler
00:08:33:05,00:08:37:08,erhielt heute eine Bewaehrungsstrafe von einem Jahr und neun Monaten.
00:08:37:10,00:08:41:08,"Er hatte ein Gestaendnis abgelegt, um der Haft zu entgehen."
00:08:41:21,00:08:45:21,Eine Muenchner Wirtschaftsstrafkammer sprach Stadler wegen Betrugs
00:08:45:23,00:08:47:18,durch Unterlassen schuldig.
00:08:47:20,00:08:51:12,Er hatte den Verkauf betroffener Dieselautos zu spaet gestoppt.
00:08:51:14,00:08:55:04,Zu Bewaehrungsstrafen wurden auch zwei Mitangeklagte verurteilt.
00:08:56:01,00:08:57:18,Nach der Urteilsverkuendung
00:08:57:20,00:09:01:00,verlaesst Robert Stadler betont laessig den Gerichtssaal.
00:09:01:03,00:09:03:18,Der Ex-Audi-Chef muss nicht ins Gefaengnis.
00:09:03:20,00:09:06:08,Seine Verteidigung verbucht das als Erfolg.
00:09:06:11,00:09:08:22,Nach der sechsstuendigen Urteilsverkuendung
00:09:08:24,00:09:11:24,"sind wir zufrieden, dass das Verfahren zu Ende ist."
00:09:12:01,00:09:15:00,Dass Herr Stadler seine Freiheit behalten konnte.
00:09:15:02,00:09:18:16,"Wir sind auch zufrieden darueber, dass das Gericht gesagt hat,"
00:09:18:19,00:09:21:10,dass ein Teil der Vorwuerfe nicht zutrifft.
00:09:22:10,00:09:24:24,Nicht zutreffend seien Falsch-Beurkundung
00:09:25:01,00:09:26:12,und strafbare Werbung.
00:09:26:14,00:09:28:23,Verurteilt wurde Stadler wegen Betrugs.
00:09:29:00,00:09:31:12,Er hatte den Verkauf manipulierter Autos
00:09:31:14,00:09:33:22,aus Sicht der Richter zu spaet gestoppt.
00:09:33:24,00:09:37:16,Die Autos waren auf dem Pruefstand sauberer als auf der Strasse.
00:09:37:18,00:09:39:22,Der Prozess endet nach einem Deal:
00:09:39:24,00:09:42:18,"Stadlers Strafe wird zur Bewaehrung ausgesetzt,"
00:09:42:20,00:09:44:12,auch weil er gestanden hat.
00:09:44:14,00:09:46:20,"Zudem muss er 1,1 Mio. Euro zahlen."
00:09:48:03,00:09:49:23,"Diese 1,1 Millionen Euro"
00:09:50:00,00:09:53:07,gehen zu mehr als der Haelfte an die Staatskasse.
00:09:53:09,00:09:57:14,Der andere Teil geht an gemeinnuetzige Einrichtungen.
00:09:58:20,00:10:03:05,"Auch die zwei Mitangeklagten kommen mit Bewaehrung und Geldauflagen davon,"
00:10:03:08,00:10:06:13,ein Ingenieur und der Ex-Motorenchef Hatz.
00:10:06:22,00:10:08:15,Die Anklage hatte fuer Hatz
00:10:08:17,00:10:12:08,Haft von drei Jahren und zwei Monaten ohne Bewaehrung gefordert.
00:10:12:14,00:10:14:08,Beim Angeklagten Hatz
00:10:14:10,00:10:18:06,hielt sich das Gericht nicht an unseren Antrag.
00:10:19:00,00:10:22:19,"Sodass wir in der einwoechigen Frist entscheiden werden,"
00:10:22:21,00:10:24:23,ob wir gegen das Urteil vorgehen.
00:10:25:15,00:10:29:11,Nach mehr als zweieinhalb Jahren Verhandlung wurde nun erstmals
00:10:29:14,00:10:33:10,ein frueherer Vorstandsvorsitzender im Dieselskandal verurteilt.
00:10:37:02,00:10:39:21,Im Zuge der Ermittlungen gegen Kardinal Woelki
00:10:39:23,00:10:43:04,hat es heute Durchsuchungen im Erzbistum Koeln gegeben.
00:10:43:06,00:10:47:04,"Die Staatsanwaltschaft prueft, ob Woelki zu Faellen von Missbrauch,"
00:10:47:06,00:10:50:09,"die Priestern angelastet wurden, falsch ausgesagt hat."
00:10:50:11,00:10:54:01,"Dabei geht es um die Frage, wann er von den Vorwuerfen erfuhr."
00:10:54:03,00:10:58:15,Woelki steht wegen seines Umgangs mit Missbrauchsfaellen in der Kritik.
00:10:59:24,00:11:02:03,"Der Kardinal selbst kommt zum Tor,"
00:11:02:05,00:11:05:03,als die Staatsanwaltschaft um 8 Uhr klingelt.
00:11:05:05,00:11:08:19,Am bischoeflichen Haus und an fuenf weiteren Orten
00:11:08:21,00:11:12:19,will die Staatsanwaltschaft Unterlagen und E-Mails sichern.
00:11:13:07,00:11:14:18,"Ziel sei, zu klaeren,"
00:11:14:20,00:11:18:17,ob Rainer Maria Woelki vor Gericht eine Falschaussage machte.
00:11:18:20,00:11:21:16,Die Ermittlungen laufen seit sechs Monaten.
00:11:21:18,00:11:23:09,Staatsanwalt Ulf Willuhn
00:11:23:11,00:11:27:01,betont die Bedeutung des Falles fuer die ÈOffentlichkeit.
00:11:28:06,00:11:33:07,"Ausser diesen Massnahmen bleibt uns keine andere Moeglichkeit mehr,"
00:11:33:09,00:11:35:06,um Klarheit zu schaffen.
00:11:35:08,00:11:40:24,"Daher sahen wir uns gezwungen und veranlasst, das dann auch zu tun."
00:11:42:13,00:11:46:12,"Meineid und moegliche falsche eidesstattliche Versicherungen,"
00:11:46:14,00:11:47:16,so der Vorwurf.
00:11:47:18,00:11:51:15,"Die Ermittlungen beziehen sich auf den Umgang mit zwei Priestern,"
00:11:51:17,00:11:54:09,denen sexueller Missbrauch vorgeworfen wird.
00:11:54:11,00:11:58:12,"Laut Kirchenrechtler Thomas Schueller werde auch der Papst beobachten,"
00:11:58:14,00:12:00:12,was die Staatsanwaltschaft tut.
00:12:00:20,00:12:03:11,Da stellt sich die Frage der Amtsfaehigkeit:
00:12:03:13,00:12:07:14,Kann er bei diesen Vorwuerfen seinen Dienstgeschaeften nachkommen?
00:12:07:16,00:12:09:00,Geht das noch?
00:12:10:01,00:12:11:08,Die Antwort: Nein.
00:12:11:10,00:12:14:07,Er ist nur noch mit diesen Vorwuerfen beschaeftigt.
00:12:14:12,00:12:18:14,"Das Erzbistum Koeln bat darum, die Ergebnisse abzuwarten"
00:12:18:16,00:12:21:14,und den Kardinal nicht vorzuverurteilen.
00:12:21:20,00:12:26:08,Bei Meineid droht ihm eine Haftstrafe von mindestens einem Jahr.
00:12:28:06,00:12:30:17,In Genua endete heute das Ocean Race -
00:12:30:19,00:12:34:02,das wichtigste Mannschaftssegelrennen der Welt.
00:12:34:04,00:12:39:18,Es fuehrte von Alicante ueber Afrika und Amerika zurueck nach Europa.
00:12:41:03,00:12:45:04,Nur drei von fuenf Crews schafften die mehrmonatige Regatta.
00:12:45:06,00:12:47:21,"Fuer das Team des Deutschen, Boris Herrmann,"
00:12:47:23,00:12:51:11,haette die letzte Etappe nicht besser laufen koennen.
00:12:54:07,00:12:59:03,Geschafft! Nach ueber 100 Tagen auf See und 60.000 Kilometern.
00:13:00:17,00:13:04:24,Um 13.17 Uhr ueberquert die Malizia Seaexplorer in Genua
00:13:05:01,00:13:08:17,mit ihrem Skipper Boris Hermann zuerst die Ziellinie.
00:13:09:01,00:13:12:18,Fuer Hermann und seine Crew war es der zweite Etappensieg.
00:13:13:06,00:13:17:01,Wir hatten 'ne unheimliche Verbindung als Team.
00:13:18:07,00:13:21:14,"Es gab keinen Streit, kein lautes Wort."
00:13:22:20,00:13:26:11,Es war 'ne Harmonie der komplementaeren Charaktere.
00:13:27:06,00:13:30:04,Am Ende wird es Rang 3 in der Gesamtwertung.
00:13:30:06,00:13:32:16,Einen Sieger gibt es aber noch nicht:
00:13:32:20,00:13:36:05,Kurz nach Etappenstart in Den Haag
00:13:36:07,00:13:41:05,kollidieren die fuehrenden Amerikaner von 11th Hour mit dem Team Guyot.
00:13:43:06,00:13:46:06,Die Etappe war damit fuer beide beendet.
00:13:47:02,00:13:50:22,Donnerstag entscheidet die Jury ueber die Punktevergabe.
00:13:50:24,00:13:54:00,Zunaechst uebernimmt die Holcim PRB die Fuehrung.
00:13:54:24,00:13:58:21,Stuerme und Risse im Mast - allen Widrigkeiten getrotzt.
00:13:59:17,00:14:03:11,Beim Team Malizia ueberwiegen Stolz und Freude.
00:14:06:03,00:14:10:09,"Die Wettervorhersage fuer morgen, Mittwoch, den 28. Juni."
00:14:11:18,00:14:13:09,Das Hoch ueber dem Atlantik
00:14:13:11,00:14:16:02,macht Platz fuer Wolken des Tiefs bei Island.
00:14:16:04,00:14:19:20,"In der Nacht im Norden trocken, sonst dichtere Wolken,"
00:14:19:22,00:14:21:20,die hier und da Regen bringen.
00:14:21:22,00:14:24:09,Richtung Alpen regnet es auch staerker.
00:14:24:10,00:14:26:05,In der Mitte lockert es auf.
00:14:26:07,00:14:28:24,"Morgen Sonne, Wolken und einzelne Schauer."
00:14:29:01,00:14:32:03,"ÈUber dem Westen und Nordwesten meist dichtere Wolken,"
00:14:32:05,00:14:34:08,die gebietsweise Regen bringen.
00:14:59:00,00:15:04:12,"In den tagesthemen um 22.15 Uhr geht es um Russland und die Frage,"
00:15:04:14,00:15:07:13,ob Putin die Lage im Land noch im Griff hat.
00:15:07:18,00:15:10:08,"Ausserdem sind wir mittendrin in Thueringen,"
00:15:10:10,00:15:14:06,wo ein Imbiss-Besitzer in einem kleinen Ort Zivilcourage zeigt.
00:15:14:08,00:15:16:17,Ich wuensche Ihnen einen schoenen Abend.
