Timecode In,Timecode Out,Subtitle
00:02:18:00,00:02:22:04,soll das Gebaeudeenergiegesetz auf der Tagesordnung stehen.
00:02:22:15,00:02:26:16,"Die Koalition bedauert, dass es diese Woche nicht mehr geklappt hat."
00:02:26:18,00:02:29:23,Wir haetten das als Ampel-Fraktion sehr gerne gemacht.
00:02:30:00,00:02:34:12,"Es ist notwendig, dass die Menschen Klarheit bekommen,"
00:02:34:14,00:02:38:19,"was fuer sie gilt, wenn das Gesetz in Kraft tritt."
00:02:41:09,00:02:44:14,"Schnell sollte es aber auch gehen, sagen Kritiker."
00:02:44:16,00:02:46:24,Damit die Debatte um das Heizungsgesetz
00:02:47:01,00:02:50:05,noch vor den Landtagswahlen im Herbst vom Tisch ist.
00:02:50:07,00:02:52:01,Das hat nun nicht geklappt.
00:02:52:03,00:02:56:00,Inhaltlich will die Ampel nichts am Heizungsgesetz aendern.
00:02:57:23,00:03:02:08,"Wir haben das ja beschlossen, insofern gibt es da keinen Zweifel."
00:03:02:23,00:03:04:13,Aus Sicht der Opposition
00:03:04:15,00:03:07:16,sei es jedoch Zeit fuer eine Neuauflage des Gesetzes.
00:03:08:01,00:03:12:03,"Es gibt allen Grund, dieses Gesetz auch inhaltlich sauber zu beraten,"
00:03:12:05,00:03:15:05,die Einwaende der Sachverstaendigen ernst zu nehmen.
00:03:15:07,00:03:18:08,Die Beratung im Bundestag auf das Ziel auszurichten:
00:03:18:10,00:03:21:23,Eine parlamentarische Mehrheit fuer einen so tiefen Eingriff
00:03:22:00,00:03:24:05,in die privaten Haushalte zu bekommen.
00:03:24:12,00:03:27:15,"Auch innerhalb der Koalition erhebt so manch einer,"
00:03:27:17,00:03:30:10,"der das Vorhaben kritisch sah, seine Stimme."
00:03:30:12,00:03:34:01,Die moechte der SPD-Fraktionschef heute nicht hoeren.
00:03:35:00,00:03:38:18,"Ich hab versucht, in diesen unruhigen Zeiten"
00:03:38:20,00:03:42:01,eine gewisse Gelassenheit auszustrahlen.
00:03:42:24,00:03:45:22,"Mein verbindlicher Ton wird sich nicht aendern,"
00:03:45:24,00:03:49:21,"weil ich will, dass diese Regierung und Koalition erfolgreich ist."
00:03:50:10,00:03:52:17,Gesetzgebung im Schnelldurchlauf.
00:03:52:19,00:03:56:23,"Nicht das erste Mal, dass die Ampel das Parlament unter Zeitdruck setzt,"
00:03:57:00,00:03:59:18,sagt die Politikwissenschaftlerin Sabine Kropp.
00:03:59:24,00:04:03:19,"Indem das Parlament zeitlich unter Druck gesetzt wird,"
00:04:03:21,00:04:07:13,werden elementare Funktionen des Parlaments eingeengt.
00:04:07:15,00:04:09:23,Die sind wichtig fuer unsere Demokratie:
00:04:10:00,00:04:11:03,Naemlich Kontrolle
00:04:11:06,00:04:14:16,und auch die Mitgestaltung durch die Abgeordneten.
00:04:14:18,00:04:17:20,"Das waere jetzt die Moeglichkeit, darueber nachzudenken"
00:04:17:23,00:04:22:14,und dem Parlament kuenftig mehr Moeglichkeit zur Debatte einzuraeumen.
00:04:23:05,00:04:27:06,"Dabei war es die Ampel selbst, die im Koalitionsvertrag verspricht:"
00:04:27:08,00:04:31:21,Man werde das Parlament als Ort der Debatte und der Gesetzgebung staerken.
00:04:34:13,00:04:37:02,Nicht nur Abgeordnete sind veraergert.
00:04:37:08,00:04:40:13,Viele Buerger blicken da aehnlich kritisch drauf.
00:04:40:15,00:04:44:11,Ellen Ehni hat fuer uns die Zahlen des ARD-Deutschlandtrends.
00:04:44:13,00:04:47:17,Wie wird das Heizungsgesetz genau bewertet?
00:04:49:15,00:04:52:05,Der Blick der Deutschen ist kritisch.
00:04:52:08,00:04:54:10,"Wir haben die Menschen befragt,"
00:04:54:12,00:04:58:23,bevor das Bundesverfassungsgericht seine Entscheidung bekanntgab.
00:04:59:16,00:05:01:21,Trotzdem ein kritischer Blick.
00:05:01:23,00:05:06:07,Die Bewertung des Heizungsgesetzes mit zugehoerigen Massnahmen:
00:05:28:18,00:05:30:09,In diesem Heizungsgesetz
00:05:30:11,00:05:33:11,steckt vielleicht das Dilemma der Ampelregierung.
00:05:33:13,00:05:36:03,"Knapp ein Drittel der Gruenen-Anhaenger sagt,"
00:05:36:05,00:05:38:08,das Gesetz gehe nicht weit genug.
00:05:38:10,00:05:42:22,Fuer jeden zweiten FDP-Anhaenger geht das Gesetz schon jetzt zu weit.
00:05:42:24,00:05:47:20,Diesen Spagat zwischen Gruenen und FDP muss die Ampel taeglich ausfechten.
00:05:47:22,00:05:50:23,Das fuehrt zu Kompromissen und haeufig zu Frust.
00:05:52:16,00:05:56:19,"Die Zufriedenheit mit der Regierung ist weiter auf niedrigem Niveau,"
00:05:56:21,00:06:00:18,die Arbeit aller drei Partner wird mehrheitlich kritisch gesehen.
00:06:00:20,00:06:03:02,Was heisst das fuer die Sonntagsfrage?
00:06:03:03,00:06:06:03,"Die ist insofern interessant, als dass die Union"
00:06:06:05,00:06:10:14,von der Schwaeche der Ampel nicht so stark profitiert wie gedacht.
00:06:11:08,00:06:15:14,Auch CDU-Chef Merz wird mehrheitlich kritisch gesehen.
00:06:15:22,00:06:18:07,Schauen wir uns die Sonntagsfrage an:
00:06:41:17,00:06:43:04,20 % fuer die AfD Ð
00:06:43:06,00:06:47:24,"das ist der hoechste Wert, den wir fuer sie je gemessen haben."
00:06:48:16,00:06:50:19,Die Frage ist: Woran liegt's?
00:06:51:11,00:06:55:05,Einerseits muss man sagen: Wir sind in einer Zeit der Krisen.
00:06:55:07,00:06:57:17,Krisen erstarken immer die Extreme.
00:06:57:19,00:07:00:09,Deshalb blicken viele Buerger sorgenvoll
00:07:00:11,00:07:02:23,auf die Situation in unserem Land.
00:07:03:22,00:07:05:11,Wir wollten wissen:
00:07:28:02,00:07:32:05,Aus welchen Gruenden blicken die Menschen sorgenvoll in die Zukunft?
00:07:32:07,00:07:34:09,Die sind sehr unterschiedlich:
00:08:02:13,00:08:06:11,"Das ist ein Buendel aus vielen verschiedenen Herausforderungen,"
00:08:06:13,00:08:09:10,die die Regierung zu bearbeiten hat.
00:08:09:22,00:08:13:02,Aktuell trauen ihr das viele Menschen nicht zu.
00:08:15:05,00:08:17:16,Wie blicken die Buerger auf die AfD?
00:08:19:00,00:08:22:16,Die AfD hat als Leib- und Magenthema die Migration.
00:08:23:00,00:08:26:05,Die wird zurzeit wieder verstaerkt diskutiert.
00:08:26:07,00:08:29:21,Deshalb haben wir einige Aussagen zur AfD abgefragt:
00:08:55:08,00:08:58:07,So viel zu den eher positiven Aussagen.
00:08:58:16,00:09:00:21,Jetzt zu den Besorgnissen:
00:09:09:18,00:09:12:08,"An dieser Stelle muss man festhalten,"
00:09:12:10,00:09:16:15,dass die AfD erwiesenermassen in Teilen rechtsextremistisch ist.
00:09:16:17,00:09:20:06,Das hat der Verfassungsschutz in Thueringen festgestellt.
00:09:20:20,00:09:25:24,Alle Zahlen und Analysen finden Sie im Netz unter tagesschau.de.
00:09:27:09,00:09:31:00,Vielen Dank fuer den ÈUberblick und die neuen Zahlen.
00:09:33:02,00:09:34:12,Danke nach Hamburg.
00:09:36:02,00:09:39:14,"Das Gebaeudeenergiegesetz, die Verzoegerung und die Folgen:"
00:09:39:16,00:09:43:15,Dazu hat Iris Sayram aus dem ARD-Hauptstadtstudio diese Meinung.
00:09:45:10,00:09:47:02,"Wundert sich noch jemand,"
00:09:47:04,00:09:50:22,dass die AfD in den Umfragen immer besser abschneidet?
00:09:51:04,00:09:54:00,"Ein Viertel der Menschen, die beunruhigt sind,"
00:09:54:02,00:09:57:12,sind es wegen des politischen Handelns und der Regierung.
00:09:57:14,00:09:59:15,Der Umgang mit dem Heizungsgesetz
00:09:59:17,00:10:02:08,war dabei keine vertrauensbildende Massnahme.
00:10:02:10,00:10:04:12,"Es schien der Ampel egal zu sein,"
00:10:04:14,00:10:06:19,wie veraltet der Gesetzentwurf ist.
00:10:06:21,00:10:10:19,"Oder wie wenig Zeit die Experten hatten, um den Inhalt zu bewerten."
00:10:10:21,00:10:14:15,"Hauptsache, das Ding stoert nicht bei den anstehenden Wahlkaempfen."
00:10:14:17,00:10:17:05,"Dazu kommt ein Umgang innerhalb der Ampel,"
00:10:17:07,00:10:21:07,"der mich raetseln laesst, wie man so noch zwei Jahre regieren moechte."
00:10:21:09,00:10:25:03,Die Union hat trotz des Erfolgs vor dem Bundesverfassungsgericht
00:10:25:05,00:10:26:17,keinen Grund zu feiern.
00:10:26:19,00:10:29:22,Auch sie hat sich nicht immer mit Ruhm bekleckert.
00:10:29:24,00:10:32:11,Ich erinnere mich an die Corona-Zeit.
00:10:32:13,00:10:36:02,Da wurden Grundrechtseingriffe auf Grundlage einer Sitzung
00:10:36:04,00:10:39:18,im Kanzleramt auf dem Verordnungsweg in Kraft gesetzt.
00:10:39:24,00:10:44:06,Fuer die Beteiligung des Parlaments war damals lange keine Zeit.
00:10:44:11,00:10:47:11,"Es geht um viel, sicher nicht nur um Heizungen."
00:10:47:13,00:10:53:03,"Sondern, wie sehr die politische Fuehrung die Menschen mitnehmen kann"
00:10:53:05,00:10:55:16,und nicht das Gefuehl naehrt:
00:10:56:16,00:10:59:13,"""Die da oben machen ohnehin, was sie wollen."""
00:10:59:16,00:11:02:20,"""Dem deutschen Volke"" steht ueber dem Reichstag."
00:11:03:04,00:11:04:12,"Es erinnert daran,"
00:11:04:14,00:11:07:20,welchen grossen Stellenwert die Demokratie bei uns hat.
00:11:07:22,00:11:10:24,"Ist das Hochhalten dieses Prinzips nicht genau das,"
00:11:11:01,00:11:14:21,womit sich die Ampel und die Union von den Populisten abgrenzen?
00:11:14:23,00:11:17:05,Es sollte nicht zur Floskel verkommen.
00:11:17:07,00:11:20:00,Der Weckruf aus Karlsruhe hat daran erinnert.
00:11:21:11,00:11:23:09,Die Meinung von Iris Sayram.
00:11:24:15,00:11:27:21,"Manch politischer Dauerstreit wirkt ploetzlich klein,"
00:11:27:23,00:11:29:24,wenn es um Leben und Tod geht.
00:11:30:01,00:11:33:00,Auch darueber mussten die Abgeordneten abstimmen:
00:11:33:02,00:11:36:07,Bereits seit drei Jahren steht eine Entscheidung aus.
00:11:36:09,00:11:39:02,Denn damals hat das Bundesverfassungsgericht
00:11:39:04,00:11:42:02,"den ""assistierten Suizid"" grundsaetzlich erlaubt."
00:11:42:04,00:11:46:10,Die Regeln fuer ÈArzte und Betroffene blieben seitdem eine Grauzone.
00:11:46:12,00:11:49:16,Die Abgeordneten stimmten bei dieser Gewissensfrage
00:11:49:18,00:11:51:15,ohne Fraktionszwang ab.
00:11:52:12,00:11:55:19,"Zur Wahl standen zwei fraktionsuebergreifende Antraege,"
00:11:55:21,00:11:57:02,die klaeren sollten:
00:11:57:04,00:11:58:21,Unter welchen Bedingungen
00:11:58:23,00:12:02:11,einem Menschen beim Wunsch zu sterben geholfen werden darf.
00:12:02:13,00:12:05:16,Eine Antwort blieb der Bundestag allerdings schuldig.
00:12:05:18,00:12:06:19,Martin Schmidt.
00:12:07:11,00:12:09:13,Etwas ist anders heute Morgen:
00:12:09:15,00:12:13:12,"Keine Zwischenrufe, kein heftiger Schlagabtausch im Plenarsaal."
00:12:13:14,00:12:16:07,Fast zwei Stunden diskutieren die Abgeordneten
00:12:16:09,00:12:20:17,"ueber Fraktionsgrenzen hinweg Ð die Stimmung ernst, das Thema auch."
00:12:20:20,00:12:23:20,"Es geht um den Tod, die Hilfe zur Selbsttoetung,"
00:12:23:22,00:12:25:15,den assistierten Suizid.
00:12:25:17,00:12:28:01,"Manche wollen eine liberale Regelung,"
00:12:28:03,00:12:29:24,andere haben Vorbehalte.
00:12:30:01,00:12:32:17,Beides begruendet mit schwierigen Schicksalen.
00:12:33:13,00:12:37:05,"Maximilian Schultz, ein Mittdreissiger aus Muenchen."
00:12:38:09,00:12:41:09,Seit der Kindheit schwer chronisch erkrankt.
00:12:41:11,00:12:43:24,Zudem infolge eines medizinischen Unfalls
00:12:44:01,00:12:46:15,seit einigen Jahren massiv eingeschraenkt.
00:12:46:18,00:12:51:02,"Er befuerwortet als jemand, der an seinem Leben haengt,"
00:12:51:04,00:12:55:16,ausdruecklich unseren freiheitlichen Entwurf.
00:12:57:24,00:13:02:12,"Den jungen Mann, der an einer schweren bipolaren Stoerung leidet,"
00:13:02:14,00:13:07:05,"ergriff ploetzlich das starke Gefuehl, jetzt sterben zu wollen."
00:13:07:07,00:13:11:08,Er sprang von der Golden Gate Bridge und ueberlebte -
00:13:11:10,00:13:14:18,im Gegensatz zu 99 % der anderen Personen.
00:13:15:13,00:13:19:09,"Er erzaehlt, dass er noch im freien Fall bereut habe,"
00:13:19:11,00:13:20:16,gesprungen zu sein.
00:13:21:06,00:13:22:11,Rueckblick:
00:13:22:13,00:13:25:16,Vor drei Jahren kassiert das Bundesverfassungsgericht
00:13:25:18,00:13:27:16,das Verbot der Suizidbeihilfe.
00:13:27:18,00:13:30:24,Formuliert ein Grundrecht auf selbstbestimmtes Sterben.
00:13:31:01,00:13:33:17,So geht es in den zwei neuen Gesetzentwuerfen
00:13:33:19,00:13:36:04,"nicht mehr um das Ob, sondern um das Wie."
00:13:36:06,00:13:37:20,V.a. um Schutzmassnahmen.
00:13:37:22,00:13:42:01,Dem einen zufolge soll Sterbehilfe grundsaetzlich strafbar sein.
00:13:42:08,00:13:44:21,"Allerdings nicht, wenn zwei Gutachten"
00:13:44:23,00:13:48:01,zur Einsichtsfaehigkeit des Sterbewilligen vorliegen.
00:13:48:03,00:13:50:17,Wenn dieser eine zusaetzliche Beratung macht
00:13:50:19,00:13:54:04,"und eine Wartefrist von 3,5 Monaten einhaelt."
00:13:56:08,00:14:00:04,Wer organisiert regelmaessig Suizidhilfe anbietet
00:14:00:23,00:14:05:15,"und sich nicht an das Schutzkonzept haelt, kennt die Konsequenzen:"
00:14:05:24,00:14:07:16,Er macht sich strafbar.
00:14:08:19,00:14:12:01,"Denn ein Schutzkonzept, dass keine Konsequenzen hat,"
00:14:12:03,00:14:15:02,"wenn man es verletzt, ist kein Schutzkonzept."
00:14:16:03,00:14:18:03,Nach dem anderen Gesetzentwurf
00:14:18:05,00:14:21:05,soll die Hilfe zum Suizid nicht mehr strafbar sein.
00:14:21:07,00:14:24:20,"Bedingung dafuer ist, dass sich Sterbewillige beraten lassen"
00:14:24:22,00:14:27:16,und eine Wartefrist von drei Wochen einhalten.
00:14:27:18,00:14:29:13,"Wir haben uns entschieden,"
00:14:29:15,00:14:32:00,nicht den Weg des Strafrechts zu gehen.
00:14:32:02,00:14:33:12,Ich sage Ihnen warum:
00:14:33:14,00:14:37:01,"Wenn es das Grundrecht ist, selbst ueber das Ende des Lebens"
00:14:37:03,00:14:40:08,zu entscheiden und sich dabei einer Hilfe zu bedienen:
00:14:40:10,00:14:44:06,"Dann koennen wir nicht ein Regelung ins Strafgesetzbuch aufnehmen,"
00:14:44:08,00:14:47:19,die eine Hilfe zu einem Suizid grundsaetzlich strafbar macht.
00:14:48:06,00:14:52:11,Bei der Abstimmung bekommt keiner der Entwuerfe eine Mehrheit.
00:14:52:20,00:14:57:09,Die jahrelange fraktionsuebergreifende Gesetzesarbeit - vorerst umsonst.
00:14:57:11,00:14:59:14,"Es gelingt dem Bundestag nicht,"
00:14:59:16,00:15:03:21,einen sicheren Rechtsrahmen fuer den assistierten Suizid zu finden.
00:15:03:23,00:15:06:00,"So bleibt er ungeregelt legal,"
00:15:06:02,00:15:10:04,aber ohne verbindliche Schutzmassnahmen fuer Betroffene.
00:15:12:24,00:15:16:22,Keine Entscheidung im Bundestag in dieser schweren Frage.
00:15:16:24,00:15:19:17,"Harald Mayer hat aufmerksam zugeschaut,"
00:15:19:19,00:15:23:15,denn auch er moechte seinem Leben ein Ende setzen.
00:15:24:21,00:15:28:04,Seinem jetzigen Leben mit schwerer Erkrankung.
00:15:28:06,00:15:31:22,"ÈUber die Nicht-Entscheidung im Bundestag aergert er sich nicht,"
00:15:31:24,00:15:33:02,im Gegenteil.
00:15:33:04,00:15:35:18,Die unklare Lage beim begleiteten Suizid
00:15:35:20,00:15:38:04,macht ihn freier in dieser Situation.
00:15:38:06,00:15:41:24,"Lucretia Gather, Juergen Rose und Dorit Becker berichten."
00:15:43:17,00:15:45:17,Noch 'n Schluck?Jawoll.
00:15:47:18,00:15:52:00,Harald Mayer kann nichts mehr allein. Er ist vom Hals an gelaehmt.
00:15:52:05,00:15:56:11,"Und angewiesen auf Menschen, die ihm helfen - rund um die Uhr."
00:15:57:04,00:16:00:10,"Es fuehle sich an, als sei er gefangen in seinem Koerper,"
00:16:00:12,00:16:01:21,so drueckt er es aus.
00:16:02:11,00:16:04:14,Harald Mayer ist 52 Jahre alt.
00:16:04:19,00:16:09:00,"Die Diagnose Multiple Sklerose bekam er, als er 27 war."
00:16:09:07,00:16:11:05,Sie traf ihn mitten im Leben.
00:16:11:07,00:16:14:11,"Er sei immer aktiv gewesen, gluecklich, erzaehlt er."
00:16:14:13,00:16:16:20,Hatte seinen Traumjob: Feuerwehrmann.
00:16:18:11,00:16:19:19,Das hier bin ich.
00:16:20:17,00:16:23:21,Doch die Nervenkrankheit schritt rasant voran.
00:16:24:07,00:16:28:04,"Laehmte seine Beinmuskeln, seinen Oberkoerper, seine Haende."
00:16:29:04,00:16:33:09,Mit dem Mund steuert er seinen Rollstuhl und seinen Computer.
00:16:33:14,00:16:37:05,"Die technischen Moeglichkeiten, die ihm zur Verfuegung stehen,"
00:16:37:07,00:16:41:01,"erleichtern ihm vieles im Leben, er kann etwa Kontakte pflegen."
00:16:41:16,00:16:43:21,Mein Leben ist lebenswert.
00:16:45:19,00:16:50:04,Nur stellen Sie sich vor - ich bin verdonnert zuzugucken.
00:16:52:11,00:16:54:24,Ich gucke dem ganzen Leben zu.
00:16:55:23,00:16:59:12,"Ich guck mir an, was ich nicht mehr machen kann."
00:16:59:14,00:17:00:24,Das ist schon bitter.
00:17:02:05,00:17:05:12,"Schon lange hat Harald Mayer den Entschluss getroffen,"
00:17:05:14,00:17:09:10,"seinem Leben ein Ende zu setzen, wenn er so nicht mehr leben will."
00:17:09:12,00:17:12:04,"Er moechte fuer seinen Suizid ein Mittel nehmen,"
00:17:12:06,00:17:14:17,das in Deutschland nicht zugelassen ist:
00:17:14:19,00:17:15:22,Pentobarbital.
00:17:15:24,00:17:19:09,Durch mehrere Instanzen hat er fuer die Herausgabe geklagt.
00:17:19:11,00:17:22:12,Denn er hat eine genaue Vorstellung von seinem Ende.
00:17:22:21,00:17:26:05,Wahrscheinlich werde ich es zu mir nehmen
00:17:26:07,00:17:29:03,mit einem Strohhalm aus einem Getraenk.
00:17:29:22,00:17:33:18,"Ich hab jemand bei mir, eine vertraute Person."
00:17:36:07,00:17:39:03,So moechte ich das dann beenden.
00:17:42:01,00:17:45:01,Die heutige Debatte im Bundestag zur Sterbehilfe
00:17:45:03,00:17:47:13,hat Harald Mayer mit Interesse verfolgt.
00:17:47:15,00:17:51:22,"Dass keiner der beiden Gesetzentwuerfe eine Mehrheit bekam, entlastet ihn."
00:17:51:24,00:17:54:18,"Er hatte befuerchtet, dass er vor seinem Suizid"
00:17:54:20,00:17:58:07,zu einer ausfuehrlichen Beratung verpflichtet werden koennte.
00:17:58:08,00:18:00:17,"Nun bleibt die Rechtslage, wie sie ist."
00:18:00:19,00:18:02:07,Fuer mich ist das gut.
00:18:03:00,00:18:07:05,"Besser, als wenn so ein Antrag angenommen worden waere."
00:18:07:18,00:18:11:16,Ich hab mich ja schon ueber 20 Jahre damit befasst.
00:18:11:18,00:18:13:19,Ich brauche keine Beratung mehr.
00:18:14:12,00:18:17:15,Im Oktober entscheidet das Bundesverwaltungsgericht
00:18:17:17,00:18:21:21,in letzter Instanz ueber seine Klage zur Herausgabe von Pentobarbital.
00:18:21:23,00:18:25:09,"Auch das Gesundheitsministerium will pruefen,"
00:18:25:11,00:18:28:00,wie die Abgabe geregelt werden koennte.
00:18:28:18,00:18:31:01,"Harald Mayer denkt viel darueber nach,"
00:18:31:03,00:18:34:24,"wann der richtige Zeitpunkt ist, seinem Leben ein Ende zu setzen."
00:18:35:01,00:18:38:11,"Er moechte nicht zu frueh gehen, sagt er, und nicht zu spaet."
00:18:40:00,00:18:45:00,"Wenn die Schmerzen ÈUberhand nehmen, weitere Organe versagen ..."
00:18:46:19,00:18:50:13,Schluckprobleme - oder ich kann nicht mehr essen ...
00:18:50:23,00:18:52:22,Dann wird's fuer mich Zeit.
00:18:54:03,00:18:57:01,Dann kommt meine Zeit zu gehen.
00:19:00:09,00:19:04:04,Im Moment hat Harald Mayer noch Plaene fuer seine Zukunft:
00:19:04:06,00:19:08:09,Er moechte in den kommenden Monaten mit einem Kunstflieger mitfliegen -
00:19:08:11,00:19:11:10,und noch einmal von oben auf die Erde blicken.
00:19:14:20,00:19:19:05,"Waehrend es bei der Sterbehilfe fuer keinen Antrag eine Mehrheit gab,"
00:19:19:07,00:19:21:14,haben die Abgeordneten an einer Stelle
00:19:21:16,00:19:24:10,allerdings mit deutlicher Mehrheit entschieden.
00:19:24:12,00:19:26:19,"Sie forderten die Bundesregierung auf,"
00:19:26:21,00:19:29:22,dass zunaechst die Suizid-Praevention gestaerkt wird.
00:19:29:24,00:19:33:11,Bis zum kommenden Sommer soll ein Gesetzentwurf vorliegen:
00:19:33:13,00:19:36:23,Zu einheitlichen Hilfsangeboten und Kontaktmoeglichkeiten
00:19:37:00,00:19:39:15,fuer Menschen mit Suizid-Gedanken.
00:19:40:12,00:19:45:02,Schon jetzt finden Betroffene Hilfe bei der Telefonseelsorge
00:19:45:04,00:19:50:04,unter den Telefon-Nummern 0800 111 0 111 oder 0800 111 0 222.
00:19:57:18,00:20:00:19,Wir blicken auf den Krieg in der Ukraine.
00:20:01:06,00:20:04:15,"Praesident Selenskij wollte die Offensive zur Befreiung,"
00:20:04:17,00:20:09:01,"wie er gerade erst erklaert hat, eigentlich schon frueher beginnen."
00:20:09:03,00:20:12:18,Doch manche Waffenlieferungen haetten auf sich warten lassen.
00:20:12:20,00:20:16:15,Dabei haben die westlichen Laender Militaerhilfe in Milliardenhoehe
00:20:16:17,00:20:18:02,in das Land geschickt.
00:20:18:04,00:20:19:16,Nun koennte aus den USA
00:20:19:18,00:20:24:05,die in etlichen Laendern geaechtete Streumunition geliefert werden.
00:20:24:07,00:20:26:12,Das berichten mehrere US-Medien.
00:20:26:20,00:20:28:20,"Russland wird vorgeworfen,"
00:20:28:22,00:20:33:05,solche Munition im Krieg gegen die Ukraine einzusetzen.
00:20:34:02,00:20:37:22,Dazu schalten wir nach Washington zu Gudrun Engel.
00:20:37:24,00:20:40:20,Wie sicher ist diese Entscheidung?
00:20:44:18,00:20:48:18,Wir warten morgen auf das achte grosse Hilfspaket.
00:20:50:03,00:20:53:21,Die USA sind der groesste Unterstuetzer fuer die Ukraine.
00:20:54:00,00:20:56:09,Finanziell und militaerisch.
00:20:58:23,00:21:02:12,"Es wird spekuliert, es koennte Streumunition geben."
00:21:02:16,00:21:05:12,Heute kann man das aber noch nicht sagen.
00:21:05:16,00:21:08:05,Es sieht aber sehr danach aus.
00:21:10:18,00:21:13:21,Seit 2010 ist Streumunition geaechtet.
00:21:14:20,00:21:17:18,Auch von den meisten NATO-Staaten.
00:21:18:18,00:21:21:05,"Je nach Waffenart ist es so,"
00:21:22:03,00:21:25:10,dass die Zahl der Blindgaenger hoch ist.
00:21:26:03,00:21:29:08,Die Zivilbevoelkerung leidet lange darunter.
00:21:34:16,00:21:37:08,Seit Beginn des russischen Angriffskriegs
00:21:37:10,00:21:40:04,gab es fuer jede Waffenlieferung eine Strategie.
00:21:40:06,00:21:43:01,Weshalb jetzt womoeglich die Streumunition?
00:21:47:05,00:21:49:03,Man muss dazu sagen:
00:21:52:18,00:21:57:06,Die Ukraine und Russland setzen Streumunition schon ein.
00:21:57:19,00:22:00:18,Die Ukraine hat sie aus der Tuerkei.
00:22:02:19,00:22:06:17,Die Gegenoffensive scheint ins Stocken geraten zu sein.
00:22:06:20,00:22:10:06,Sie ist nicht so erfolgreich wie erwartet.
00:22:11:04,00:22:15:04,"Selenskyj sagt, man habe nicht genuegend Munition."
00:22:16:06,00:22:19:10,"Im Pentagon ueberlegt man, die Munition zu liefern."
00:22:21:17,00:22:23:21,"Danke, Gudrun nach Washington."
00:22:26:06,00:22:29:10,Neue Waffenlieferungen fuer die Kaempfe an der Front
00:22:29:12,00:22:31:05,werden offenbar vorbereitet.
00:22:31:07,00:22:33:11,Waehrenddessen hat Russland das Land
00:22:33:13,00:22:36:12,auch heute wieder mit Raketenangriffen ueberzogen.
00:22:36:14,00:22:39:21,"Besonders heftig traf es die westukrainische Stadt Lwiw,"
