Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,Archivmaterial 21.03.2023: Robert Habeck im Schalt-Interview mit Caren Miosga,08.09.2023,21:51:33.19,"0'13"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,Archivmaterial: Politiker nach Koalitionsausschuss / Kabinettssitzung,08.09.2023,21:51:47.12,"0'12"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,FDP-Parteitagsbeschluss zum Gebäudeenergiegesetz,08.09.2023,21:52:00.04,"0'11"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,Archivmaterial 10.06.2023: Demonstration gegen Heizungsgesetz in Erding,08.09.2023,21:52:11.21,"0'26"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,Archivmaterial: Politiker der Regierungskoalition nach Einigung,08.09.2023,21:52:37.22,"0'10"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,Archivmaterial: CDU-Politiker Thomas Heilmann (lächelnd),08.09.2023,21:52:48.20,"0'16"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,Bildinhalt,Helge Fuhst,Moderation,Bundestagsdebatte zum Gebäudeenergiegesetz O-Ton,08.09.2023,21:53:04.22,"0'49"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Petra Pau,Vizepräsidentin Deutscher Bundestag/Die Linke,(Der Gesetzentwurf ist angenommen),08.09.2023,21:50:52.09,"0'02"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Archivmaterial 21.03.2023: Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die,,08.09.2023,21:51:38.19,"0'08"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Archivmaterial Frank Schäffler,Fraktion FDP,"(Wir wollen das Gebäudeenergiegesetz, das Robert Habeckeingebracht hat - das ja ein ""Heizungs- Verbotsgesetz"" ist, das wollen wir vom Kopf auf die Füße)",08.09.2023,21:52:03.04,"0'08"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Archivmaterial 10.06.2023: Hubert Aiwanger,Minister für Wirtschaft und Energie Bayern/Freie Wähler,"(""Jetztist der Punkt erreicht, wo endlich die schweigende große Mehrheit dieses Landes sich die Demokratie wiederzurückholen muss und denen in Berlin sagen: Ihr habt's wohl den Arsch offen da oben"")",08.09.2023,21:52:23.08,"0'14"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Archivmaterial 14.06.2023: Olaf Scholz,Bundeskanzler/SPD,"(""Heute hat es sich glaube ich zu Endegeruckelt"")",08.09.2023,21:52:46.22,"0'01"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Alexander Dobrindt,Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,"(Dieses Heiz-Gesetz ist derGipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wiederabgeschafft werden muss)",08.09.2023,21:53:10.13,"0'11"""
Tagesthemen,03 Bundestag: Abstimmung Heizungsgesetz - Chronologie des Schreckens,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Dieses Gesetzschafft Rechtssicherheit. Es schützt die Verbraucher vor den hohen Energiepreisen. Es sorgt dafür, dass dieKommunen und die Verbände mitgenommen werden. Es sorgt für eine soziale Ausbalancierung desGesetzes. Es ist ein gutes Gesetz)",08.09.2023,21:53:30.06,"0'14"""
Tagesthemen,Hintergrund: Heizungsgesetz Fr 21:46 02,Einspieler,,,,08.09.2023,,"2'55"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,Sachinhalt,Helge Fuhst,Moderation,Nach langem Regierungsinternen Streit hat der Bundestag mit der Mehrheit der Regierungsparteien das überarbeitete Gebäudeenergiegesetz (Heizungsgesetz) verabschiedet. Bildinhalt,08.09.2023,21:47:17.18,"2'55"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,Bildinhalt,Helge Fuhst,Moderation,"Heizungsbauer Ulrich Menck überprüft Heizungsanlagen, in seinem Lager",08.09.2023,21:47:17.18,"0'52"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,Bildinhalt,Helge Fuhst,Moderation,Themenbilder Heizen,08.09.2023,21:48:09.23,"0'13"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,Bildinhalt,Helge Fuhst,Moderation,Grafik: Vorgaben Heizungsgesetz,08.09.2023,21:48:23.17,"0'36"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,Bildinhalt,Helge Fuhst,Moderation,Verbraucherschutz-Berater (mit Headset) im Gespräch,08.09.2023,21:49:00.14,"0'32"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,Bildinhalt,Helge Fuhst,Moderation,Heizungsbauer Ulrich Menck überprüft Heizungsanlage 15.11.2023 09:50 Seite 55 von 57 NDR Copyright (c) 2004,08.09.2023,21:49:59.23,"0'13"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,O-Ton,Ulrich Menck,Heizungsbauer,(zur großen Nachfrage nach Gasheizungen),08.09.2023,21:47:34.11,"0'09"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,O-Ton,Ulrich Menck,,(zur großen Nachfrage nach Gasheizungen),08.09.2023,21:47:57.19,"0'12"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,O-Ton,Thomas Zwingmann,Verbraucherzentrale Nordrhein-Westfalen,"(Ich würde empfehlen, sich jetzt mit demThema Heizungsmodernisierung zu beschäftigen, auch die Gebäudehülle anzuschauen, in Ruhe Heizlast-Berechnungen zu beauftragen)",08.09.2023,21:49:13.20,"0'19"""
Tagesthemen,02 Hintergrund: Heizungsgesetz,O-Ton,Niklas Höhne,Klimaforscher New Climate Institute,"(Mit diesem Gesetz kann man das Klimaschutzziel imGebäudesektor nicht erreichen. Es reicht nicht aus, und mir scheint, als hätte die Koalition quasi dasErreichen ihres eigenes Klimaschutzzieles schon abgeschrieben. Denn man müsste deutlich nachlegen,deutlich mehr machen. Und das ist jetzt, nach dem Hickhack um dieses Gesetz nicht mehr abzusehen)",08.09.2023,21:49:40.20,"0'19"""
Tagesthemen,Studio-Interview mit Stephan Lamby: Fr 21:46 04,Einspieler,,,,08.09.2023,,"6'48"""
Tagesthemen,04 Studio-Interview mit Stephan Lamby: Heizungsgesetz und Koalitionsstreit,O-Ton,Stephan Lamby,Autor und Dokumentarfilmer,,08.09.2023,21:53:54.02,"6'48"""
