Timecode In,Timecode Out,Subtitle,Program,Date
00:13:21:08,00:13:23:05,Er hat ihn noch nicht vorgelegt.,tagesthemen,24.05.23
00:13:24:22,00:13:27:06,"Gehen wir vom Parlament auf den Platz,",tagesthemen,24.05.23
00:13:27:08,00:13:32:16,wo seit Monaten gegen den Ausverkauf des Fussballs protestiert wurde.,tagesthemen,24.05.23
00:13:33:06,00:13:35:22,Diese Message haben die Fans schon lange:,tagesthemen,24.05.23
00:13:35:24,00:13:40:03,"Noch mehr Kommerz aufhalten, der eigentlich nicht aufzuhalten ist.",tagesthemen,24.05.23
00:13:40:05,00:13:42:23,Und doch koennen sie heute einen Sieg feiern.,tagesthemen,24.05.23
00:13:43:00,00:13:45:15,"Denn es wird vorerst keinen Investor geben,",tagesthemen,24.05.23
00:13:45:17,00:13:49:12,der mit Milliarden Euro bei der Deutschen Fussball Liga einsteigt.,tagesthemen,24.05.23
00:13:49:14,00:13:51:02,Die versprach sich damit,tagesthemen,24.05.23
00:13:51:04,00:13:54:04,eine bessere Vermarktung der Bundesliga im Ausland.,tagesthemen,24.05.23
00:13:54:06,00:13:57:05,Das hat die Mehrheit der DFL-Mitgliederversammlung,tagesthemen,24.05.23
00:13:57:07,00:13:58:09,heute beschlossen.,tagesthemen,24.05.23
00:14:00:19,00:14:03:00,Nein zum Investoren-Einstieg.,tagesthemen,24.05.23
00:14:03:13,00:14:07:08,Seit Wochen massive Kritik in den Fussballstadien.,tagesthemen,24.05.23
00:14:08:00,00:14:10:13,Bundesweit hatten sich Fan-Organisationen,tagesthemen,24.05.23
00:14:10:15,00:14:14:11,"gegen Plaene der DFL formiert, Kapital in die Liga zu pumpen.",tagesthemen,24.05.23
00:14:15:01,00:14:17:11,"Gross, die Sorgen und ÈAngste der Fans.",tagesthemen,24.05.23
00:14:18:20,00:14:22:09,"In der Corona-Pandemie hat der Fussball immer wieder betont,",tagesthemen,24.05.23
00:14:22:11,00:14:25:05,dass er Demut und Nachhaltigkeit vorleben will.,tagesthemen,24.05.23
00:14:25:07,00:14:26:11,Jetzt erleben wir,tagesthemen,24.05.23
00:14:26:13,00:14:29:09,die erste grosse Entscheidung seit der Pandemie.,tagesthemen,24.05.23
00:14:29:11,00:14:32:17,Es soll Vollgas Richtung mehr Kommerzialisierung gehen.,tagesthemen,24.05.23
00:14:32:19,00:14:34:17,Deshalb sind die Fans dagegen.,tagesthemen,24.05.23
00:14:35:12,00:14:39:10,"Es gibt Sorgen, die man sich gut vorstellen kann.",tagesthemen,24.05.23
00:14:39:15,00:14:41:14,Es geht um Vermarktungsrechte.,tagesthemen,24.05.23
00:14:41:16,00:14:43:11,Und wie gewinnen die an Wert?,tagesthemen,24.05.23
00:14:43:13,00:14:45:23,Indem man den Spieltag weiter zerstueckelt,tagesthemen,24.05.23
00:14:46:00,00:14:48:18,oder man Spiele im Ausland stattfinden laesst.,tagesthemen,24.05.23
00:14:48:20,00:14:52:07,Die Entscheidung in Sachen Investoren-Einstieg faellt heute.,tagesthemen,24.05.23
00:14:52:09,00:14:54:20,Die 36 Profi-Klubs einigen sich nicht.,tagesthemen,24.05.23
00:14:54:22,00:14:59:02,Die erforderliche Zweidrittel-Mehrheit wurde verfehlt.,tagesthemen,24.05.23
00:15:00:14,00:15:03:24,"Es ist klar, dass der Prozess zu Ende ist.",tagesthemen,24.05.23
00:15:04:04,00:15:08:05,"Manchmal ist das Leben einfach, das ist Demokratie.",tagesthemen,24.05.23
00:15:09:00,00:15:12:19,"Die DFL wollte Teile der Medienrechte ueber 20 Jahre verkaufen,",tagesthemen,24.05.23
00:15:12:21,00:15:14:12,fuer zwei Milliarden Euro.,tagesthemen,24.05.23
00:15:14:15,00:15:16:23,300 Mio. davon sollte den Vereinen,tagesthemen,24.05.23
00:15:17:00,00:15:20:04,fuer neue Spieler zur Verfuegung gestellt werden.,tagesthemen,24.05.23
00:15:20:15,00:15:23:07,Vom FC St. Pauli gab es Kritik.,tagesthemen,24.05.23
00:15:23:13,00:15:27:12,Kleinere Vereine haetten kaum von diesem Modell profitieren koennen.,tagesthemen,24.05.23
00:15:27:19,00:15:31:09,"Allein, weil noch mehr Geld in diesen Kreislauf gepumpt wird",tagesthemen,24.05.23
00:15:31:11,00:15:34:20,und das Geld nach dem bekannten Schluessel verteilt wird:,tagesthemen,24.05.23
00:15:34:22,00:15:38:13,Die reichen Klubs bekommen viel und die nicht so reichen Klubs,tagesthemen,24.05.23
00:15:38:15,00:15:39:18,nicht so viel.,tagesthemen,24.05.23
00:15:39:20,00:15:43:00,Da waeren Auswirkungen auf den Wettbewerb zu befuerchten.,tagesthemen,24.05.23
00:15:43:02,00:15:47:04,Dass dieser ohnehin kaputte Wettbewerb sich weiter manifestiert.,tagesthemen,24.05.23
00:15:47:19,00:15:51:12,Die DFL-Verantwortlichen waren heute sichtlich angeknockt.,tagesthemen,24.05.23
00:15:51:14,00:15:54:18,"Keine zwei Milliarden Euro fuer den deutschen Fussball,",tagesthemen,24.05.23
00:15:54:20,00:15:57:12,um auch in Europa wettbewerbsfaehig zu bleiben.,tagesthemen,24.05.23
00:15:57:24,00:16:01:09,"Ob das jeder ueberrissen hat, da bin ich mir nicht sicher.",tagesthemen,24.05.23
00:16:01:11,00:16:04:22,Anders kann man gewisse Abstimmungsverhalten nicht erklaeren.,tagesthemen,24.05.23
00:16:04:24,00:16:06:24,Trotzdem ist das zu respektieren.,tagesthemen,24.05.23
00:16:07:01,00:16:09:11,Die Konsequenzen sind schwer abschaetzbar.,tagesthemen,24.05.23
00:16:09:13,00:16:12:10,Wir sehen keinen leichten Zeiten entgegen.,tagesthemen,24.05.23
00:16:12:23,00:16:16:04,Denn in Sachen Auslandsvermarktung kann die Bundesliga,tagesthemen,24.05.23
00:16:16:06,00:16:19:23,mit den europaeischen Top-Ligen nicht mithalten.,tagesthemen,24.05.23
00:16:22:08,00:16:25:09,Die DFL scheitert mit ihren Investorenplaenen.,tagesthemen,24.05.23
00:16:25:11,00:16:29:00,Dazu die Meinung von Joscha Bartlitz vom Hessischen Rundfunk:,tagesthemen,24.05.23
00:16:30:07,00:16:32:03,Was fuer ein Paukenschlag!,tagesthemen,24.05.23
00:16:32:08,00:16:37:01,Eine schallende Ohrfeige fuer den Vermarkter des Fussballs Ð die DFL.,tagesthemen,24.05.23
00:16:37:14,00:16:41:02,Jetzt geht ein Riss durch beide deutsche Profiligen.,tagesthemen,24.05.23
00:16:41:04,00:16:43:21,Denn selten waren die Meinungen so gespalten.,tagesthemen,24.05.23
00:16:43:23,00:16:48:19,Selten gingen sich Vereins- und Liga- Bosse gegenseitig so an die Gurgel.,tagesthemen,24.05.23
00:16:49:07,00:16:51:20,"Die DFL hatte in letzter Minute versucht,",tagesthemen,24.05.23
00:16:51:22,00:16:54:07,kleine Klubs auf ihre Seite zu ziehen.,tagesthemen,24.05.23
00:16:54:09,00:16:56:09,Sie scheiterte damit krachend.,tagesthemen,24.05.23
00:16:56:11,00:17:00:01,"Der Einstieg eines Finanzinvestors, dessen Hauptziel es ist,",tagesthemen,24.05.23
00:17:00:03,00:17:03:18,"seinen eigenen Gewinn zu maximieren, wurde nicht gutgeheissen:",tagesthemen,24.05.23
00:17:03:20,00:17:06:18,Von fast der Haelfte der Erst- und Zweitligaklubs.,tagesthemen,24.05.23
00:17:06:20,00:17:08:01,"Ein klares Zeichen,",tagesthemen,24.05.23
00:17:08:03,00:17:12:01,dass mehr Geld um jeden Preis doch nicht immer die beste Loesung ist.,tagesthemen,24.05.23
00:17:12:03,00:17:16:10,"Die deutliche Kritik der Fans spielte dabei wohl eine entscheidende Rolle,",tagesthemen,24.05.23
00:17:16:12,00:17:17:15,zu Recht.,tagesthemen,24.05.23
00:17:17:17,00:17:20:12,"Sie sind es, die dem Fussball Leben einhauchen.",tagesthemen,24.05.23
00:17:20:14,00:17:24:08,Zu gross war ihre Angst vor noch weiter zersplitterten Spieltagen.,tagesthemen,24.05.23
00:17:24:10,00:17:28:08,Zu gross die Zweifel bei den Vereinen an der moeglichen Einflussnahme,tagesthemen,24.05.23
00:17:28:10,00:17:30:19,eines interessengesteuerten Geldgebers:,tagesthemen,24.05.23
00:17:30:21,00:17:34:04,Auf wegweisende Entscheidungen fuer den deutschen Fussball.,tagesthemen,24.05.23
00:17:34:06,00:17:37:07,Die Klubs werden mit den Konsequenzen leben muessen.,tagesthemen,24.05.23
00:17:37:09,00:17:40:08,"Mit Geld um sich werfen, wie die englischen Klubs,",tagesthemen,24.05.23
00:17:40:10,00:17:42:09,werden sie auch kuenftig nicht.,tagesthemen,24.05.23
00:17:42:11,00:17:45:11,Doch ist ein Mithalten im internationalen Wettbewerb,tagesthemen,24.05.23
00:17:45:13,00:17:48:22,des sinnlosen Geldverbrennens wirklich so erstrebenswert?,tagesthemen,24.05.23
00:17:48:24,00:17:52:23,2 Mrd. Euro ueber 20 Jahre haetten da ohnehin nicht ausgereicht.,tagesthemen,24.05.23
00:17:53:08,00:17:56:16,Vielleicht ist das Scheitern daher vielmehr eine Chance.,tagesthemen,24.05.23
00:17:56:18,00:18:01:11,"Allein, wenn man sieht, wie spannend die aktuelle Bundesliga-Saison ist.",tagesthemen,24.05.23
00:18:01:24,00:18:04:01,Die Erkenntnis fuers Fussballherz:,tagesthemen,24.05.23
00:18:04:03,00:18:07:17,Im sonst so durchkommerzialisierten deutschen Fussballbusiness,tagesthemen,24.05.23
00:18:07:19,00:18:11:02,ist immerhin ein Rest Romantik noch immer vorhanden.,tagesthemen,24.05.23
00:18:12:04,00:18:14:08,Die Meinung von Joscha Bartlitz.,tagesthemen,24.05.23
00:18:15:21,00:18:17:10,Schauen wir in die USA.,tagesthemen,24.05.23
00:18:17:12,00:18:19:14,Floridas Gouverneur Ron DeSantis,tagesthemen,24.05.23
00:18:19:16,00:18:22:20,plaudert hier mit Trump freundschaftlich.,tagesthemen,24.05.23
00:18:23:02,00:18:27:09,Er ist nun Trumps haertester Konkurrent bei den Republikanern.,tagesthemen,24.05.23
00:18:27:15,00:18:30:12,Er will der naechste US-Praesident werden.,tagesthemen,24.05.23
00:18:30:18,00:18:32:18,Das wurde laenger vermutet.,tagesthemen,24.05.23
00:18:33:01,00:18:35:22,Nun hat der 44-Jaehrige seine Bewerbung,tagesthemen,24.05.23
00:18:36:00,00:18:39:09,um die Praesidentschaftskandidatur bekannt gegeben.,tagesthemen,24.05.23
00:18:39:14,00:18:40:19,Kerstin Klein.,tagesthemen,24.05.23
00:18:42:10,00:18:47:08,Im November schien seine Praesidentschaftskandidatur greifbar.,tagesthemen,24.05.23
00:18:48:02,00:18:51:20,"Mit grosser Mehrheit zum Gouverneur von Florida wiedergewaehlt,",tagesthemen,24.05.23
00:18:51:22,00:18:56:00,"ein strahlender Sieger, ein Nachwuchsstar der Republikaner.",tagesthemen,24.05.23
00:18:56:11,00:19:00:06,"Seitdem arbeitet DeSantis an seinem Profil als Macher,",tagesthemen,24.05.23
00:19:00:08,00:19:03:19,unterzeichnet in Florida ein Gesetz nach dem naechsten:,tagesthemen,24.05.23
00:19:03:21,00:19:08:00,"Ordnet an, dass an Floridas Schulen Themen wie Geschlechtsidentitaet und",tagesthemen,24.05.23
00:19:08:02,00:19:12:10,sexuelle Orientierung im Unterricht kaum noch behandelt werden duerfen.,tagesthemen,24.05.23
00:19:12:12,00:19:16:05,"Setzt den Disney-Konzern unter Druck, weil der die kritisierte",tagesthemen,24.05.23
00:19:16:07,00:19:19:19,und sich mit der LGBTQ-Community solidarisierte.,tagesthemen,24.05.23
00:19:20:05,00:19:22:19,Verbietet nahezu alle Abtreibungen,tagesthemen,24.05.23
00:19:22:21,00:19:25:10,nach der sechsten Schwangerschaftswoche.,tagesthemen,24.05.23
00:19:25:12,00:19:27:17,Und die Behandlung von Transkindern,tagesthemen,24.05.23
00:19:27:19,00:19:31:13,mit Pubertaetsblockern oder geschlechtsangleichenden Operationen.,tagesthemen,24.05.23
00:19:31:15,00:19:33:03,Vielen geht das zu weit:,tagesthemen,24.05.23
00:19:33:05,00:19:37:02,"DeSantis drehe die Zeit zurueck, beraube Minderheiten ihrer Rechte.",tagesthemen,24.05.23
00:19:37:04,00:19:41:12,Er sieht sich als vorderster Kaempfer gegen die politische Korrektheit.,tagesthemen,24.05.23
00:19:43:21,00:19:48:09,"Wir bekaempfen Wokeness in der Gesetzgebung, in den Schulen,",tagesthemen,24.05.23
00:19:48:11,00:19:51:01,"in der Buerokratie, in der Wirtschaft.",tagesthemen,24.05.23
00:19:51:03,00:19:53:16,Wir ergeben uns nicht dem woken Mob.,tagesthemen,24.05.23
00:19:53:22,00:19:57:23,"Florida ist der Ort, an dem Wokeness sterben wird.",tagesthemen,24.05.23
00:19:59:14,00:20:02:08,Seit Wochen tourt DeSantis durchs Land.,tagesthemen,24.05.23
00:20:02:10,00:20:06:14,"Moechte sich mit seinen 44 Jahren als die Zukunft der Partei empfehlen,",tagesthemen,24.05.23
00:20:06:16,00:20:11:00,"als jemand, der nicht nur den parteiinternen Vorausscheid.",tagesthemen,24.05.23
00:20:11:20,00:20:14:23,"Er koenne auch, die landesweite Wahl gewinnen.",tagesthemen,24.05.23
00:20:16:07,00:20:20:06,In Florida fahren wir jeden Tag grosse Siege ein.,tagesthemen,24.05.23
00:20:21:15,00:20:23:20,"Wir lehnen die Verlier-Kultur ab,",tagesthemen,24.05.23
00:20:23:22,00:20:27:19,die die republikanische Partei in den letzten Jahre befallen hat.,tagesthemen,24.05.23
00:20:27:21,00:20:31:15,Wir wissen: Es gibt keine Alternative zum Sieg.,tagesthemen,24.05.23
00:20:34:24,00:20:38:19,"Ein Seitenhieb gegen Trump, auf dessen Unterstuetzung DeSantis",tagesthemen,24.05.23
00:20:38:21,00:20:41:14,im Gouverneurswahlkampf 2018 setzte.,tagesthemen,24.05.23
00:20:42:01,00:20:47:16,"Doch im direkten Duell praesentiert sich DeSantis nicht als Anti-Trump,",tagesthemen,24.05.23
00:20:47:18,00:20:51:15,sondern vielmehr als eine zupackendere Version von ihm.,tagesthemen,24.05.23
00:20:52:02,00:20:55:13,Da liegt vielleicht die groesste Herausforderung:,tagesthemen,24.05.23
00:20:55:15,00:20:59:04,"Trump schlagen, ohne dessen Basis zu verprellen.",tagesthemen,24.05.23
00:21:00:11,00:21:02:15,Kerstin Klein in Washington:,tagesthemen,24.05.23
00:21:02:17,00:21:07:07,"Wie gross sind DeSantis Chancen, sich gegen Trump durchzusetzen?",tagesthemen,24.05.23
00:21:10:21,00:21:14:06,Zurzeit liegt er 30 Prozent hinter Trump.,tagesthemen,24.05.23
00:21:15:23,00:21:19:03,"Er ist der einzige, der ihm nahekommt.",tagesthemen,24.05.23
00:21:19:16,00:21:21:18,Trump nimmt ihn ernst.,tagesthemen,24.05.23
00:21:24:02,00:21:27:14,Er teilt gegen keinen anderen so sehr aus.,tagesthemen,24.05.23
00:21:29:21,00:21:33:21,Aber momentan liegt der Vorteil weil Donald Trump.,tagesthemen,24.05.23
00:21:34:13,00:21:38:06,Es zeichnet sich ein breites Bewerberfeld ab.,tagesthemen,24.05.23
00:21:40:18,00:21:43:10,Er hat nach wie vor einen treuen Kern,tagesthemen,24.05.23
00:21:43:12,00:21:46:05,der republikanischen Basis hinter sich.,tagesthemen,24.05.23
00:21:46:07,00:21:49:05,"Wenn sich die anderen Stimmen auch viele Kandidaten verteilen,",tagesthemen,24.05.23
00:21:49:11,00:21:51:07,koennte es fuer ihn reichen.,tagesthemen,24.05.23
00:21:56:01,00:21:59:14,Wer waere der unangenehmere Kandidat fuer Joe Biden?,tagesthemen,24.05.23
00:22:04:18,00:22:08:16,Fuer fuer Biden duerfte DeSantis unangenehmer sein.,tagesthemen,24.05.23
00:22:09:18,00:22:11:24,Trump mobilisiert stark.,tagesthemen,24.05.23
00:22:14:18,00:22:19:09,Aber er zerstoert mit seiner Art viele Waehler in der Mitte.,tagesthemen,24.05.23
00:22:20:17,00:22:27:08,"Wenn Trump der Gegenkandidat waere, koennten viele fuer Biden stimmen,",tagesthemen,24.05.23
00:22:27:12,00:22:29:10,um ihn zu verhindern.,tagesthemen,24.05.23
00:22:33:12,00:22:36:01,DeSantis polarisiert weniger.,tagesthemen,24.05.23
00:22:40:14,00:22:45:14,Seine Umgangsformen werden als weniger unangenehm wahrgenommen.,tagesthemen,24.05.23
00:22:46:03,00:22:48:01,DeSantis ist juenger.,tagesthemen,24.05.23
00:22:49:18,00:22:52:09,Da wuerde Biden aelter aussehen.,tagesthemen,24.05.23
00:22:56:08,00:22:58:15,"Das sind hier die grossen Themen,",tagesthemen,24.05.23
00:22:58:17,00:23:02:14,die fuer viele Waehler gegen Biden sprechen.,tagesthemen,24.05.23
00:23:03:16,00:23:06:02,Es ist noch ein weiter Weg.,tagesthemen,24.05.23
00:23:08:13,00:23:12:09,Momentan spricht alles fuer ein Duell Trump gegen Biden.,tagesthemen,24.05.23
00:23:15:05,00:23:16:18,"Danke, Kerstin Klein.",tagesthemen,24.05.23
00:23:19:20,00:23:23:24,An Jubilaeen wird ueber den Jubilar nur das Beste gesagt.,tagesthemen,24.05.23
00:23:24:06,00:23:26:24,Die Europaeische Zentralbank wird 25.,tagesthemen,24.05.23
00:23:27:13,00:23:31:07,Mancher Kritiker ihrer Geldpolitik haette sich wohl nicht nur,tagesthemen,24.05.23
00:23:31:09,00:23:34:17,"einen Neubau des Gebaeudes, wie hier 2012, gewuenscht.",tagesthemen,24.05.23
00:23:34:19,00:23:36:10,Sondern einen neue Kurs.,tagesthemen,24.05.23
00:23:36:15,00:23:40:12,"Die Stabilitaet des Euro zu sichern, diese Aufgabe zu erfuellen,",tagesthemen,24.05.23
00:23:40:14,00:23:42:19,geriet bei Krisen ins Wanken.,tagesthemen,24.05.23
00:23:43:16,00:23:48:07,ÈUber 25 Jahre im Dienste des Euro berichtet Klaus-Rainer Jackisch.,tagesthemen,24.05.23
00:23:49:17,00:23:52:15,"Das Who is Who der europaeischen Institutionen,",tagesthemen,24.05.23
00:23:52:17,00:23:57:09,Politik und Notenbankwelt kamen zum Festakt der EZB nach Frankfurt.,tagesthemen,24.05.23
00:23:57:19,00:24:01:02,"Mit dabei zwei Ex-Praesidenten, die mit der Chefin",tagesthemen,24.05.23
00:24:01:04,00:24:03:22,auf eine turbulente Geschichte schauten.,tagesthemen,24.05.23
00:24:04:02,00:24:08:00,"Die beginnt mit Wim Duisenberg, dem ersten Praesidenten der EZB.",tagesthemen,24.05.23
00:24:08:02,00:24:10:19,Vor 50 Jahren stellte er den Euro vor.,tagesthemen,24.05.23
00:24:11:00,00:24:13:14,Damals war die Welt noch in Ordnung.,tagesthemen,24.05.23
00:24:13:24,00:24:18:05,"So gelang es ihm und seinem Nachfolger Jean-Claude Trichet,",tagesthemen,24.05.23
00:24:18:08,00:24:22:07,die einzigartige Institution schnell als zweitwichtigste Zentralbank,tagesthemen,24.05.23
00:24:22:09,00:24:25:14,der Welt zu etablieren und Preisstabilitaet zu sichern.,tagesthemen,24.05.23
00:24:25:16,00:24:29:16,Eine schwierige Aufgabe mit elf unterschiedlichen Mitgliedsstaaten.,tagesthemen,24.05.23
00:24:30:14,00:24:34:20,"Wir haben etwas begonnen, was es zuvor noch in der Welt gab.",tagesthemen,24.05.23
00:24:35:23,00:24:39:19,"Es war eine Premiere, wichtige Waehrungen wie die D-Mark,",tagesthemen,24.05.23
00:24:39:21,00:24:43:22,"den Franc, die Lira und all die anderen zu vereinen.",tagesthemen,24.05.23
00:24:45:15,00:24:48:12,Dann kommt die Finanz- und Schuldenkrise.,tagesthemen,24.05.23
00:24:48:14,00:24:50:23,Die EZB schnuerte viele Rettungspakete.,tagesthemen,24.05.23
00:24:51:00,00:24:54:16,"Der Euro kommt unter Druck, wurde von Spekulanten attackiert.",tagesthemen,24.05.23
00:24:54:18,00:24:56:24,"Der dritte Praesident, Mario Draghi,",tagesthemen,24.05.23
00:24:57:04,00:25:00:04,kann einen Zusammenbruch der Waehrungsunion abwenden.,tagesthemen,24.05.23
00:25:00:06,00:25:03:13,Mit seiner Whatever-it-takes-Rede rettet er den Euro.,tagesthemen,24.05.23
00:25:03:15,00:25:06:16,"Es folgen umstrittene, billionenschwere Anleihekaeufe",tagesthemen,24.05.23
00:25:06:18,00:25:08:20,und jahrelange Niedrigzinspolitik.,tagesthemen,24.05.23
00:25:08:22,00:25:13:06,Auch Nachfolgerin Lagarde musste auf Corona-Krise und Krieg reagieren:,tagesthemen,24.05.23
00:25:13:23,00:25:18:08,"Wir haben gezeigt, dass die EZB und das Eurosystem als Ganzes,",tagesthemen,24.05.23
00:25:18:10,00:25:21:16,"einschliesslich der Bundesbank, krisenfest sind.",tagesthemen,24.05.23
00:25:21:19,00:25:26:23,Wir sind durch so viele Krisen gegangen und fanden Werkzeuge.,tagesthemen,24.05.23
00:25:29:12,00:25:33:05,"Wir haben es geschafft, die Waehrung stabil zu halten.",tagesthemen,24.05.23
00:25:33:24,00:25:35:23,Doch das sehen nicht alle so.,tagesthemen,24.05.23
00:25:36:00,00:25:38:23,"Waehrend es der EZB in den ersten Jahren gelingt,",tagesthemen,24.05.23
00:25:39:00,00:25:43:08,"die Preise stabil zu halten, schiesst die Inflation massiv hoch.",tagesthemen,24.05.23
00:25:43:17,00:25:45:17,Sie erreichte Rekordstaende.,tagesthemen,24.05.23
00:25:45:19,00:25:49:06,Zoegerlich reagierten die Waehrungshueter mit einer Zinswende.,tagesthemen,24.05.23
00:25:49:15,00:25:53:04,2021 ist die Inflation auf ueber fuenf Prozent gestiegen.,tagesthemen,24.05.23
00:25:53:06,00:25:56:14,"Dann wurde das mit der Ukraine-Krise und dem Krieg,",tagesthemen,24.05.23
00:25:56:16,00:26:00:04,"mit der Energiekrise beschleunigt, auf zweistellige Raten.",tagesthemen,24.05.23
00:26:00:06,00:26:03:10,Das hat die Glaubwuerdigkeit angekratzt.,tagesthemen,24.05.23
00:26:06:07,00:26:09:03,Die Inflation wieder in den Griff zu bekommen,tagesthemen,24.05.23
00:26:09:05,00:26:11:00,ist nicht nur die Aufgabe.,tagesthemen,24.05.23
00:26:11:02,00:26:15:12,Es ist die die grosse Herausforderung der EZB in den kommenden Monaten.,tagesthemen,24.05.23
00:26:17:03,00:26:20:14,"Weitere Nachrichten beginnen mit der Bundeswehr, Susanne.",tagesthemen,24.05.23
00:26:21:21,00:26:25:08,Die Bundeswehr bekommt 18 neue Leopard-2-Panzer.,tagesthemen,24.05.23
00:26:25:12,00:26:28:01,"So sollen die Bestaende aufgefuellt werden,",tagesthemen,24.05.23
00:26:28:03,00:26:32:13,nachdem im Maerz 18 Kampfpanzer an die Ukraine geliefert worden waren.,tagesthemen,24.05.23
00:26:32:15,00:26:34:21,Der Haushaltsausschuss des Bundestags,tagesthemen,24.05.23
00:26:34:23,00:26:39:02,gab nach Teilnehmerangaben gut eine halbe Milliarde Euro frei.,tagesthemen,24.05.23
00:26:39:11,00:26:43:00,"Geliefert werden sollen die Panzer spaetestens 2026,",tagesthemen,24.05.23
00:26:43:02,00:26:47:06,wie aus einer Vorlage des Bundesfinanzministeriums hervorgeht.,tagesthemen,24.05.23
00:26:48:16,00:26:52:10,Nach den Buergerschaftswahlen in Bremen will die SPD mit Gruenen,tagesthemen,24.05.23
00:26:52:12,00:26:56:13,und Linken ueber die Fortsetzung des Regierungsbuendnisses verhandeln.,tagesthemen,24.05.23
00:26:56:15,00:27:00:08,"Mit beiden sollen Koalitionsgespraeche aufgenommen werden,",tagesthemen,24.05.23
00:27:00:10,00:27:05:05,sagte Buergermeister Bovenschulte nach einer Sitzung des Landesvorstands.,tagesthemen,24.05.23
