Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,Processed
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,auf fossile Brennstoffe verzichten muessen.,fossil brennstoff verzichten muessen --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Das macht Neubauten neben den gestiegenen Zinsen,macht neubaun neben gestiegen zin
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,und Materialkosten noch teurer.,materialkosen teuer --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Wie wollen Sie diesen Trend aufhalten?,trend aufhalten
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Nicht zwingend.,zwingend --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Ein Haus baut man nicht fuer die naechsten zwei, sondern 20 Jahre.",hau bauen fuer naechst zwei 20 jahr --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Der CO2-Preis wird kuenftig stark steigen.,co2prei kuenftig stark steigen --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Niemand ist heute mit einer ÈOl- oder Gasheizung gut beraten.,niemand heut èol gasheizung gut beraten --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Es ist sehr teuer und umweltschaedlich.,teuer umweltschaedlich --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Viele private Bauherren haben schon 2022 darauf gesetzt,",vieler privat bauherr schon 2022 darauf setzen
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"fossilfrei zu heizen, weil die CO2-Bepreisung kommen wird.",fossilfrei heizen co2bepreisung kommen --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Ausserdem haben wir durch das neue Gesetz,ausserdem neu gesetz
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,eine neue Foerderung etabliert.,neu foerderung etablieren --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Die koennen Sie auch fuer Holzpellet-Heizungen verwenden,",koenn fuer holzpelletheizungen verwenden
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,was eine neue Foerderung etabliert.,neu foerderung etablieren --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Es hakt auch bei den Sozialwohnungen.,hakt sozialwohnung --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Sie wollten, dass 100.000 pro Jahr entstehen.",100.000 pro jahr entstehen --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Gebaut worden sind 25.000.,bauen 25.000.
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Muessen Sie da nicht noch mehr Geld reinstecken,",muessen mehr geld reinstecken
,2023-04-20,tagesthemen,,,,Die Baugewerkschaft sorgt sich um die Arbeitsplaetze am Bau.,baugewerkschaft sorgen arbeitsplaetz bau --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Ihre Zahl ist aus 2021, von der alten Regierung.",zahl 2021 alt regierung --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,"Wir haben Menschen, die zusaetzlich gekommen sind.",mensch zusaetzlich kommen --
,2023-04-20,tagesthemen,,,,Um in den naechsten drei Jahren die Sache nach vorne zu bringen.,naechst drei jahr sach vorn bringen --
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,ueber die Wohnungsnot sprechen:,ueber wohnungsnot sprechen
O-Ton,2023-04-21,tagesthemen,,FDP Baden-Württemberg,Marianne Schäffer,"Andere sagen: ""Oh. Gott. Was haben die gemacht?""",sagen oh -- gott --
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,Und sie hat Vorbehalte gegen die geplante Umruestung,vorbehalt geplant umruestung
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,von Gas- und ÈOlheizungen.,ga èolheizungen --
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,"Und sie sagt ""Nein"" zu hoeheren Ausgabewuenschen.",sagen nein hoeheren ausgabewuenschen --
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,Die FDP zeigte in den letzten Wochen Widerspruchsgeist.,fdp zeigen letzter woch widerspruchsgeisen --
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,Der Vorsitzende ist mit sich und seiner Partei zufrieden.,vorsitzend partei zufrieden --
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,"Vor zehn Jahren habe ich gesagt, es sei nicht schlimm,",zehn jahr sagen schlimm
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,"wenn die FDP angegriffen wird fuer das, wofuer sie steht.",fdp angreifen fuer wofuer stehen --
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,"Schlimm sei nur, wenn die FDP angegriffen wird,",schlimm fdp angreifen
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,weil sie fuer nichts steht.,fuer stehen --
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,Wenn ich mir heute die Angriffe ansehe:,heut angriff ansehen
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,Da habe ich geliefert.,liefern --
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,"Die FDP liefert weiter, vor allem Gegenwind zu den Gruenen.",fdp liefern gegenwind gruen --
O-Ton,2023-04-21,tagesthemen,"(""Vor zehn Jahren habe ich gesagt, es sei nicht schlimm, wenn die FDPangegriffen wird, wofür sie steht. Schlimm sei nur, wenn die FDP angegriffen wird, weil sie für nichts steht.Wenn ich mir heute die Angriffe ansehe, ich glaube, da habe ich geliefert"")",Vorsitzender FDP,Christian Lindner,Auf dem Parteitag brachte die Basis einen Antrag ein.,parteitag bringen basi antrag --
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,"Der fordert die Bundestagsfraktion auf,",fordern bundestagsfrakt
Sachinhalt,2023-04-21,tagesthemen,Die FDP hat ihren dreitägigen Bundesparteitag in Berlin begonnen und ihren Vorsitzenden Christian Lindner mit 88 Prozent der Stimmen für weitere zwei Jahre im Amt bestätigt. Inhaltlich wollen die Liberalen anderthalb Jahre nach Eintritt in die Ampel-Koalition ihr Profil schärfen und sich von den Regierungspartnern SPD und 15.11.2023 09:50 Seite 11 von 57 NDR Copyright (c) 2004,Moderation,Aline Abboud,dem geplanten Gesetz zum Heizungstausch nicht zuzustimmen.,geplant gesetz heizungstausch zustimmen --
O-Ton,2023-04-21,tagesthemen,"(wollen das Gebäudeenergiegesetz, was im Wesentlichen einVerbotsgesetz ist, aufhalten)",FDP Nordrhein-Westfalen,Frank Schäffler,Das Gebaeude-Energiegesetz ist ein Verbotsgesetz.,gebaeudeenergiegesetz verbotsgesetz --
O-Ton,2023-04-21,tagesthemen,"(wollen das Gebäudeenergiegesetz, was im Wesentlichen einVerbotsgesetz ist, aufhalten)",FDP Nordrhein-Westfalen,Frank Schäffler,Wir wollen es in dieser Form aufhalten.,form aufhalten --
O-Ton,2023-04-21,tagesthemen,"(wollen das Gebäudeenergiegesetz, was im Wesentlichen einVerbotsgesetz ist, aufhalten)",FDP Nordrhein-Westfalen,Frank Schäffler,Das muss geaendert werden.,muss aendern --
