,Content Type,Date,Program,Speaker Description,Speaker Name,Subtitle,affiliation,Processed
2798,O-Ton,2023-07-12,tagesthemen,was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Wir haben eine Umfrage gemacht unter 66.000.,Expert,Umfrage 66000
2799,O-Ton,2023-07-12,tagesthemen,was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen","Leisten, Fordern und Foerdern und ein funktionsfaehiger Staat,",Expert,leisten fordern Foerder Funktionsfaehiger Staat
2800,O-Ton,2023-07-12,tagesthemen,was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",das steht im Mittelpunkt.,Expert,stehen Mittelpunkt
2801,O-Ton,2023-07-12,tagesthemen,was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Ich haette in Deutschland gerne eine Mentalitaet des Machens.,Expert,haetten Deutschland gerne Mentalitaet Machen
2802,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Einfach mal machen!,Expert,einfach mal
2803,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Nicht ersticken in Buerokratie und ÈUberregulierungen.,Expert,ersticken Buerokratie èuberregulierungen
2804,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Das waere meine Vision.,Expert,waerer Vision
2805,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Herr Linnemann, kommissarischer CDU-Generalsekretaer.",Expert,Herr Linnemann kommissarisch Cdugeneralsekretaer
2806,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Danke fuer Ihre Zeit. Ich danke Ihnen.,Expert,danke Fuer Zeit danken
2807,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Das Interview haben wir aufgezeichnet.,Expert,Interview aufgezeichnen
2808,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Die EU will umweltfreundlicher werden.,Expert,EU umweltfreundlich
2809,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Das muss sie auch, wenn sie bis 2050",Expert,2050
2810,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,der erste klimaneutrale Kontinent sein will.,Expert,erster klimaneutral Kontinent
2811,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Das ist das selbst gesteckte Ziel.,Expert,gesteckt Ziel
2812,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Um diesen ""Green Deal"" zum Erfolg zu bringen,",Expert,Green Deal Erfolg bringen
2813,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,In dieser Regierung.,Expert,Regierung
2814,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Was heisst Hauptgegner?,Expert,Heisst Hauptgegner
2815,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Also auch Ihr Hauptgegner sind die Gruenen?,Expert,Hauptgegner gruen
2816,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Das ist nicht gut.,Expert,gut
2817,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Die Entkopplung der Ampel-Regierung zur Realitaet der normalen Leute,Expert,Entkopplung Ampelregierung Realitaet normal Leute
2818,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,fuehrt zu Politikverdrossenheit.,Expert,fuehren Politikverdrossenheit
2819,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Wir muessen dagegenhalten.,Expert,muessen dagegenhalten
2820,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,"Wir muessen uns mit der Lebensrealitaet beschaeftigen,",Expert,muessen lebensrealitaet beschaeftig
2821,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Die Menschen regen sich zum Teil sehr darueber auf.,Expert,Mensch regen Teil darueber
2822,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,nicht mit Nur-Berlin-Mitte-Themen.,Expert,nurberlinmittethem
2823,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Zu unserer Ehrenrettung sage ich: Wir gendern hier nicht.,Expert,Ehrenrettung sagen gendern
2824,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Ich finde auch, es ist eine Nebensaechlichkeit.",Expert,finden Nebensaechlichkeit
2825,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Und keine andere Nachrichtensendung der ÈOffentlich-Rechtlichen.,Expert,Nachrichtensendung èoffentlichrechtlich
2826,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Aber eine andere Frage:,Expert,Frage
2827,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Sind fuer Sie auch die Gruenen der Hauptgegner in der Regierung?,Expert,Fuer Gruen Hauptgegner Regierung
2828,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,"Als Merz das juengst sagte, antwortet Habeck:",Expert,Merz Juengst sagen antworten Habeck
2829,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Hat er Recht?,Expert,Recht
2830,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,"""Das war wohl ein Moment intellektueller Schwaeche.",Expert,wohl Moment intellektuell Schwaech
2831,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,sollen zum Beispiel weniger Pestizide gespritzt werden.,Expert,sollen Beispiel weniger Pestizide spritzen
2832,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Sondern ueber Wichtiges.,Expert,ueber wichtig
2833,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Da hat er einen Punkt, oder?",Expert,Punkt
2834,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,ueber Nebensaechlichkeiten wie das Gendern in Nachrichtensendungen.,Expert,ueber nebensaechlichkeit Gendern nachrichtensendungen
2835,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Merz hat die Bundesregierung gemeint.,Expert,Merz Bundesregierung
2836,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Der sagt, die CDU-Spitze sollte weniger reden",Expert,sagen Cduspitze sollen weniger reden
2837,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Ich darf ja das Grundsatzprogramm verantworten.,Expert,dürfen ja Grundsatzprogramm verantworten
2838,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Die CDU nimmt die Menschen, wie sie sind.",Expert,CDU nehmen Mensch
2839,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Nicht, wie sie sein sollten.",Expert,sollen
2840,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Bei den Gruenen hab ich ab und zu das Gefuehl,",Expert,Gruen ab Gefuehl
2841,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"dass man vom Staat denkt und entscheidet, wie es sein muss.",Expert,Staat denken entscheiden Muss
2842,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Das Heizungsgesetz ist ein schoenes Beispiel.,Expert,Heizungsgesetz schoen Beispiel
2843,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"Da sagen mir viele, sie koennen es nicht bezahlen.",Expert,sagen viele koennen bezahlen
2844,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"""Wir haben 6 bis 8 Prozent Inflation,",Expert,6 8 Prozent Inflation
2845,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"und jetzt jagt man mir noch Angst ein.""",Expert,jagen angst
2846,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Das ist sehr weit weg von der Lebensrealitaet der Menschen.,Expert,weit lebensrealitaet Mensch
2847,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,"Wir regieren mit der CDU in der Haelfte der Bundeslaender.""",Expert,regieren CDU haelfen Bundeslaender
2848,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Was haben Sie daraus gelernt?,Expert,daraus lernen
2849,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Und es sollen beschaedigte Naturgebiete,Expert,sollen beschaedigt naturgebiet
2850,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Damit sind nicht alle einverstanden, v.a. Landwirte.",Expert,einverstanden va Landwirte
2851,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,"auch als Vorsitzender der Grundsatzkommission,",Expert,vorsitzend Grundsatzkommission
2852,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,das in der neuen Rolle anzugehen.,Expert,neu Rolle angehen
2853,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,Im Herbst stehen Wahlen in Hessen und Bayern an,Expert,Herbst stehen Wahl Hessen Bayern
2854,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,und 2024 in drei ostdeutschen Laendern.,Expert,2024 drei ostdeutsch laendern
2855,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,Wir koennen zwei Maenner aus Nordrhein-Westfahlen,Expert,Koenn zwei Maenner nordrheinwestfahlen
2856,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,den Osten erobern?,Expert,Osten erobern
2857,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,"Ich trete total gerne im Osten auf, bin haeufig dort.",Expert,treten total gerne Osten haeufig
2858,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,Ich hab dort promoviert.,Expert,promovieren
2859,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,Klartext wird dort geliebt.,Expert,Klartext lieben
2860,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,"Den Menschen muss egal sein, wo man herkommt.",Expert,Mensch Muss egal herkommen
2861,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Wir sehen es beim Verteidigungsminister.,Expert,sehen Verteidigungsminister
2862,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Da gab es keinen Proporz mehr.,Expert,geben Proporz mehr
2863,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Trotzdem schaetze ich ihn, weil er die Sache gut macht.",Expert,trotzdem schaetzen Sache gut
2864,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Also Quote und Arithmetik nervt?,Expert,Quote Arithmetik nerven
2865,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Wir duerfen nicht nach rechts oder links schauen,",Expert,duerfen rechts links schauen
2866,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Vielleicht sprechen wir in einem Jahr wieder, ob ich es schaffe.",Expert,vielleicht sprechen Jahr schaffen
2867,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Ich traue mir diesen Job zu.,Expert,trauen Job
2868,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Wenn ich es schaffe, die CDU wieder breit aufzustellen,",Expert,schaffen CDU breit aufstellen
2869,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Themen mit Koepfen zu versehen,",Expert,Thema Koepf versehen
2870,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Geschlossenheit an die Tagesordnung zu setzen ...,Expert,Geschlossenheit Tagesordnung setzen
2871,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Gemeinsam mit Friedrich Merz an der Spitze.,Expert,gemeinsam friedrich Merz Spitze
2872,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Und wir fuer Aufbruch und Erneuerung stehen,",Expert,Fuer Aufbruch Erneuerung stehen
2873,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,dann war es die richtige Entscheidung.,Expert,richtig Entscheidung
2874,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Egal, woher ich kam.",Expert,egal woher kommen
2875,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"In Brandenburg und Thueringen liegt die AfD in Umfragen vorn,",Expert,Brandenburg Thueringen liegen afd Umfrage vorn
2876,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"deutlich vor der CDU, in Sachsen knapp hinter der CDU.",Expert,deutlich CDU Sachsen knapp CDU
2877,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,Merz wollte die AfD kleiner machen.,Expert,Merz afd klein
2878,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Aber mit der Methode ""nur auf die Regierung hauen""",Expert,Methode Regierung hauen
2879,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,hat es nicht geklappt.,Expert,klappen
2880,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,"Da sehe ich mich in der Verantwortung,",Expert,sehen Verantwortung
2881,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,"Wir muessen sagen, was sind unsere Konzepte, Ziele und Visionen.",Expert,muessen sagen Konzept ziel Vision
2882,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,was die Regierung sagt.,Expert,Regierung sagen
2883,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,"Wir muessen klar sagen, dass wir nicht nur Nein sagen,",Expert,muessen klar sagen nein sagen
2884,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Ministerpraesident von Schleswig-Holstein.,Expert,Ministerpraesident Schleswigholstein
2885,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Mit solchen zentralen Themen sind sie bei Daniel Guenther,",Expert,zentral Thema Daniel guenth
2886,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Das ist CDU pur, das muessen wir mit Leben fuellen.",Expert,CDU pur muessen Leben fuellen
2887,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,in dem das Recht durchgesetzt wird.,Expert,Recht durchsetzen
2888,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Es braucht einen funktionsfaehigen Staat,",Expert,brauchen funktionsfaehig Staat
2889,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,eine Arbeit annehmen muessen.,Expert,Arbeit annehmen muessen
2890,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Beim Buergergeld kann man erwarten, dass Menschen, die arbeiten koennen,",Expert,Buergergeld erwarten Mensch arbeit Koenn
2891,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Wie staerken wir die?,Expert,staerken
2892,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,schafft es nicht zur Rente mit 63.,Expert,schaffen Rente 63
2893,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Wer 45 Jahre auf dem Bau gearbeitet hat,",Expert,wer 45 Jahr Bau arbeiten
2894,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Dass wir die Menschen foerdern, die nicht mehr arbeiten koennen.",Expert,Mensch foerdern mehr arbeiten Koenn
2895,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Fordern und Foerdern.,Expert,fordern Foerder
2896,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Das Thema Leisten muss wieder honoriert werden.,Expert,Thema leisten honorieren
2897,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,"Deswegen habe ich versucht, Debatten anzufachen.",Expert,deswegen versuchen debatten anzufachen
2898,O-Ton,2023-07-12,tagesthemen,fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,wie trockengelegte Moore in den Naturzustand versetzt werden.,Expert,trockengelegt Moore Naturzustand versetzen
2899,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Wenn sie CDU waehlen - wofuer machen sie das Kreuz?,Expert,CDU waehl   Wofuer kreuz
2900,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Was ist CDU pur?,Expert,CDU pur
2901,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Wir muessen fuer 100 Prozent Union stehen.,Expert,muessen Fuer 100 Prozent Union stehen
2902,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,was andere Parteien machen.,Expert,Partei
2913,O-Ton,2023-07-12,tagesthemen,kommissarischer Generalsekretär CDU,Carsten Linnemann,Wir muessen besser werden.,Expert,muessen gut
2914,O-Ton,2023-07-12,tagesthemen,Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Die Menschen muessen wissen:,Expert,Mensch muessen wissen
2915,O-Ton,2023-07-12,tagesthemen,,Carsten Linnemann,"Es ist grundsaetzlich wichtig, dass die Qualifikation zaehlt.",Expert,grundsaetzlich wichtig Dass Qualifikation zaehlen
2916,O-Ton,2023-07-12,tagesthemen,ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,"darauf, was gerade in ist oder was andere Parteien sagen.",Expert,darauf gerade Partei sagen
2917,O-Ton,2023-07-12,tagesthemen,"ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,auf die Lebensrealitaet der Menschen.,Expert,lebensrealitaet Mensch
2918,O-Ton,2023-07-14,tagesthemen,Fraktion CDU/CSU,Thorsten Frei,"Der Kompromiss, das Fuenfe gerade sein lassen,",CDU/CSU,Kompromiss Fuenfe gerade lassen
2919,O-Ton,2023-07-14,tagesthemen,Fraktion CDU/CSU,Thorsten Frei,"ist ein guter Weg, der Deutschland nach vorne bringt.",CDU/CSU,gut Weg Deutschland vorne bringen
2923,O-Ton,2023-07-14,tagesthemen,dass,Olaf Scholz (zur Verschiebung der Abstimmung über das Heizungsgesetz: Man muss sich klarmachen,"Das ist die Wende beim Wohnungsbau, im Verkehr, bei den Bahnstrecken.",Expert,Wende Wohnungsbau Verkehr bahnstrecken
