Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration,Subtitles
Tagesthemen,Meinung: Kommentar von Iris Syram zum Do 22:16 03,Einspieler,,,,2023-06-30,,"1'36""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (30.06.2023) Heute im Studio: Caren Miosga und Constantin Schreiber. Willkommen zu den tagesthemen. Schoenen guten Abend. Es ist ein Gesetz, das Deutschland beim Klimaschutz nach vorne bringen soll. Die Gesetzesmacher duerften auf dem Weg dorthin um Jahre gealtert sein. Selten sorgte eine politische Idee fuer so viel Unruhe, Misstrauen und derart viel Streit. Die Stimmung unter den Koalitionaeren sank genauso in den Keller wie die Umfragewerte fuer die Ampelparteien. Aber es geht auch um viel: eine Waermewende. Heute liegt der Gesetzesentwurf vor. Gabor Halasz zeigt, was drin steht. Wellen haben sie genug gemacht in der Ampel. Was haben sie gestritten um das Heizungsgesetz. Und was hat er sich geaergert. Robert Habeck schaut heute aus der Ferne nach Berlin. Deutlich entspannter. Wir haben ja noch eine Woche Zeit, dann wurde genug beraten. Dann koennen wir einen Haken dahinter machen. Doch vor dem Haken muss viel gelesen werden:"
Tagesthemen,Gebäudeenergiegesetz - Wie verhält sich die Do 22:16 01,Einspieler,,,,2023-07-06,,"3'04""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (06.07.2023) Heute im Studio: Helge Fuhst. Willkommen, schoen dass Sie dabei sind! Einen schoenen guten Abend. Die Nachricht platzte gestern Abend fuer viele aus der Bundesregierung in eins der Sommerfeste, die grad die Landesvertretungen, Parteien und Verbaende in Berlin ausrichten. Die Nachricht haette fuer einige Abgeordnete die Sommerpause maechtig durcheinanderwirbeln koennen: Das Bundesverfassungsgericht hat die morgige Abstimmung ueber das Gebaeudeenergiegesetz gestoppt. Sie darf erst spaeter durchgefuehrt werden. Heute entschieden die Ampel-Fraktionen: Statt einer Sondersitzung in den Ferien, soll nach der Sommerpause abgestimmt werden. Bis dahin duerfte die Vorgabe des obersten Gerichts auch umzusetzen sein. Da heisst es: ""Den Abgeordneten steht nicht nur das Recht zu, im Deutschen Bundestag abzustimmen, sondern auch das Recht zu beraten."" Was ein einzelner Abgeordneter mit seiner Klage ausgeloest hat, beschaeftigt nun das politische Berlin. Viktoria Kleber. Herr Heilmann, Sie haben gewonnen. Der CDU-Abgeordnete Thomas Heilmann bekommt heute viel Anerkennung und Glueckwuensche. Und gestern Abend bekam er grundsaetzlich Recht. Am Vormittag ist er im Bundestag umgeben von seinen Fraktionskollegen und kommt aus dem Dauergrinsen nicht mehr raus. Doch gehe es ihm nicht um Triumph, betont er vor der Presse, sondern um die Sache. Die Verfahren im Bundestag leiden seit Laengerem an mangelnder Sorgfalt. Schon in der letzten Legislaturperiode. Das wird insbesondere durch zu hohes Tempo ausgeloest. Nun darf die Ampel nicht wie geplant ihr Gesetz morgen beschliessen, sondern muss den Abgeordneten mehr Zeit fuer die Beratung geben. Erst nach der Sommerpause im September soll das Gebaeudeenergiegesetz auf der Tagesordnung stehen. Die Koalition bedauert, dass es diese Woche nicht mehr geklappt hat. Wir haetten das als Ampel-Fraktion sehr gerne gemacht. Es ist notwendig, dass die Menschen Klarheit bekommen, was fuer sie gilt, wenn das Gesetz in Kraft tritt. Schnell sollte es aber auch gehen, sagen Kritiker. Damit die Debatte um das Heizungsgesetz noch vor den Landtagswahlen im Herbst vom Tisch ist. Das hat nun nicht geklappt. Inhaltlich will die Ampel nichts am Heizungsgesetz aendern. Wir haben das ja beschlossen, insofern gibt es da keinen Zweifel. Aus Sicht der Opposition"
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,Sachinhalt,Helge Fuhst,Moderation,"Das Bundesverfassungsgericht hat die für Freitag geplante Verabschiedung des umstrittenen Gebäudeenergiegesetzes (Heizungsgesetzes) im Bundestag in einem Eilverfahren gestoppt. Die Ausgestaltung des Gesetzgebungsverfahrens könne die vom Grundgesetz garantierten Beteiligungsrechte des Abgeordneten ""möglicherweise"" verletzen, hieß es in der Begründung der Entscheidung. Der CDU- Bundestagsabgeordnete Thomas Heilmann hatte einen Antrag auf eine einstweilige Anordnung gestellt. Bildinhalt",2023-07-06,22:17:53.05,"3'04""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,Bildinhalt,Helge Fuhst,Moderation,CDU-Abgeordneter Thomas Heilmann (lächelnd) bekommt Zustimmung und Glückwünsche,2023-07-06,22:17:53.05,"0'24""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,Bildinhalt,Helge Fuhst,Moderation,Menschenleerer Plenarsaal im Bundestag,2023-07-06,22:18:31.20,"0'15""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,Bildinhalt,Helge Fuhst,Moderation,"Bundestagssitzung, u.a. Christian Lindner, Robert Habeck und Olaf nebeneinander auf ihren Plätzen ins Smartphone schauend 15.11.2023 09:50 Seite 44 von 57 NDR Copyright (c) 2004",2023-07-06,22:20:47.13,"0'10""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,O-Ton,Thomas Heilmann,Fraktion CDU/CSU,"(Wenn man ehrlich ist, leiden die Verfahren des DeutschenBundestages seit längerem auch schon in der letzten Legislaturperiode an mangelnder Sorgfalt, wasinsbesondere durch überhöhtes Tempo ausgelöst wird)",2023-07-06,22:18:17.06,"0'14""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Wir hätten das als Ampel-Fraktion sehr gernegemacht, weil aus unserer Sicht notwendig ist, dass die Menschen in diesem Land Klarheit bekommen,darüber, was ab dem 01.01.2024, wenn das Gesetz in Kraft tritt, auch für sie gilt)",2023-07-06,22:18:50.19,"0'14""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,(Wir haben ja den Gesetzentwurf in unserer Fraktion bereitsbeschlossen in der Sache. Insofern ist das kein Zweifel),2023-07-06,22:19:22.04,"0'05""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,O-Ton,Friedrich Merz,Fraktionsvorsitzender CDU/CSU,"(Es gibt allen Grund, dieses Gesetz auch inhaltlich sauberzu beraten, die Einwände der Sachverständigen ernst zu nehmen. Die Beratungen im Deutschen Bundestagvielleicht sogar auf das Ziel ausrichten, dass wir eine breite parlamentarische Mehrheit für einen so tiefenEingriff in die privaten Haushalte in Deutschland bekommen)",2023-07-06,22:19:32.07,"0'16""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,O-Ton,Rolf Mützenich,Fraktionsvorsitzender SPD,"(Ich glaube, ich persönlich hab eine gewisse Gelassenheit auchin diesen unruhigen Zeiten versucht auszustrahlen, aber mein verbindlicher Ton wird sich auch in Zukunftnicht ändern, weil ich will, dass diese Regierung und diese Koalition erfolgreich ist)",2023-07-06,22:19:59.07,"0'15""",
Tagesthemen,01 Gebäudeenergiegesetz - Wie verhält sich die FDP?,O-Ton,Sabine Kropp,Politikwissenschaftlerin Freie Universität Berlin,"(Die Neigung, das Parlament immer stärkerunter Druck zu setzen zeitlich, sodass elementare Funktionen des Parlaments, die wichtig sind für unsereDemokratie, nämlich Kontrolle und auch die Mitgestaltung durch die Abgeordneten immer mehr eingeengtwerden. Das wäre jetzt eine Möglichkeit, noch einmal darüber nachzudenken und auch dem Parlament inZukunft mehr Möglichkeit zur Debatte einzuräumen)",2023-07-06,22:20:23.24,"0'23""",
Tagesthemen,Schaltung zu Ellen Ehni in Köln: Do 22:16 02,Einspieler,,,,2023-07-06,,"5'01""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (06.07.2023) Heute im Studio: Helge Fuhst. Willkommen, schoen dass Sie dabei sind! Einen schoenen guten Abend. Die Nachricht platzte gestern Abend fuer viele aus der Bundesregierung in eins der Sommerfeste, die grad die Landesvertretungen, Parteien und Verbaende in Berlin ausrichten. Die Nachricht haette fuer einige Abgeordnete die Sommerpause maechtig durcheinanderwirbeln koennen: Das Bundesverfassungsgericht hat die morgige Abstimmung ueber das Gebaeudeenergiegesetz gestoppt. Sie darf erst spaeter durchgefuehrt werden. Heute entschieden die Ampel-Fraktionen: Statt einer Sondersitzung in den Ferien, soll nach der Sommerpause abgestimmt werden. Bis dahin duerfte die Vorgabe des obersten Gerichts auch umzusetzen sein. Da heisst es: ""Den Abgeordneten steht nicht nur das Recht zu, im Deutschen Bundestag abzustimmen, sondern auch das Recht zu beraten."" Was ein einzelner Abgeordneter mit seiner Klage ausgeloest hat, beschaeftigt nun das politische Berlin. Viktoria Kleber. Herr Heilmann, Sie haben gewonnen. Der CDU-Abgeordnete Thomas Heilmann bekommt heute viel Anerkennung und Glueckwuensche. Und gestern Abend bekam er grundsaetzlich Recht. Am Vormittag ist er im Bundestag umgeben von seinen Fraktionskollegen und kommt aus dem Dauergrinsen nicht mehr raus. Doch gehe es ihm nicht um Triumph, betont er vor der Presse, sondern um die Sache. Die Verfahren im Bundestag leiden seit Laengerem an mangelnder Sorgfalt. Schon in der letzten Legislaturperiode. Das wird insbesondere durch zu hohes Tempo ausgeloest. Nun darf die Ampel nicht wie geplant ihr Gesetz morgen beschliessen, sondern muss den Abgeordneten mehr Zeit fuer die Beratung geben. Erst nach der Sommerpause im September soll das Gebaeudeenergiegesetz auf der Tagesordnung stehen. Die Koalition bedauert, dass es diese Woche nicht mehr geklappt hat. Wir haetten das als Ampel-Fraktion sehr gerne gemacht. Es ist notwendig, dass die Menschen Klarheit bekommen, was fuer sie gilt, wenn das Gesetz in Kraft tritt. Schnell sollte es aber auch gehen, sagen Kritiker. Damit die Debatte um das Heizungsgesetz noch vor den Landtagswahlen im Herbst vom Tisch ist. Das hat nun nicht geklappt. Inhaltlich will die Ampel nichts am Heizungsgesetz aendern. Wir haben das ja beschlossen, insofern gibt es da keinen Zweifel. Aus Sicht der Opposition sei es jedoch Zeit fuer eine Neuauflage des Gesetzes. Es gibt allen Grund, dieses Gesetz auch inhaltlich sauber zu beraten, die Einwaende der Sachverstaendigen ernst zu nehmen. Die Beratung im Bundestag auf das Ziel auszurichten: Eine parlamentarische Mehrheit fuer einen so tiefen Eingriff in die privaten Haushalte zu bekommen. Auch innerhalb der Koalition erhebt so manch einer, der das Vorhaben kritisch sah, seine Stimme. Die moechte der SPD-Fraktionschef heute nicht hoeren. Ich hab versucht, in diesen unruhigen Zeiten eine gewisse Gelassenheit auszustrahlen. Mein verbindlicher Ton wird sich nicht aendern, weil ich will, dass diese Regierung und Koalition erfolgreich ist. Gesetzgebung im Schnelldurchlauf. Nicht das erste Mal, dass die Ampel das Parlament unter Zeitdruck setzt, sagt die Politikwissenschaftlerin Sabine Kropp. Indem das Parlament zeitlich unter Druck gesetzt wird, werden elementare Funktionen des Parlaments eingeengt. Die sind wichtig fuer unsere Demokratie: Naemlich Kontrolle und auch die Mitgestaltung durch die Abgeordneten. Das waere jetzt die Moeglichkeit, darueber nachzudenken und dem Parlament kuenftig mehr Moeglichkeit zur Debatte einzuraeumen. Dabei war es die Ampel selbst, die im Koalitionsvertrag verspricht: Man werde das Parlament als Ort der Debatte und der Gesetzgebung staerken. Nicht nur Abgeordnete sind veraergert. Viele Buerger blicken da aehnlich kritisch drauf. Ellen Ehni hat fuer uns die Zahlen des ARD-Deutschlandtrends. Wie wird das Heizungsgesetz genau bewertet? Der Blick der Deutschen ist kritisch. Wir haben die Menschen befragt, bevor das Bundesverfassungsgericht seine Entscheidung bekanntgab. Trotzdem ein kritischer Blick."
Tagesthemen,02 Schaltung zu Ellen Ehni in Köln: Deutschlandtrend,Sachinhalt,Helge Fuhst,Moderation,"Ellen Ehni präsentiert im Deutschlandtrend Ergebnisse von Meinungsumfragen des Instituts infratest dimap zu folgenden Themen: - Gebäudeenergiegesetz (Heizungsgesetz); - Sonntagsfrage Bundestagswahl; - Verhältnisse in Deutschland geben Anlass zur Zuversicht/zur Beunruhigung""; - Aussagen zur AfD. Bildinhalt",2023-07-06,22:20:57.14,"5'01""",
Tagesthemen,02 Schaltung zu Ellen Ehni in Köln: Deutschlandtrend,Bildinhalt,Helge Fuhst,Moderation,Grafik: Bewertung Gebäudeenergiegesetz (Heizungsgesetz),2023-07-06,22:20:57.14,"1'18""",
Tagesthemen,02 Schaltung zu Ellen Ehni in Köln: Deutschlandtrend,Bildinhalt,Helge Fuhst,Moderation,Grafik: Sonntagsfrage,2023-07-06,22:22:16.07,"0'49""",
Tagesthemen,02 Schaltung zu Ellen Ehni in Köln: Deutschlandtrend,Bildinhalt,Helge Fuhst,Moderation,"Grafiken: ""Verhältnisse in Deutschland geben Anlass zur Zuversicht/Beunruhigung""; Gründe für Beunruhigung",2023-07-06,22:23:05.20,"1'32""",
Tagesthemen,02 Schaltung zu Ellen Ehni in Köln: Deutschlandtrend,Bildinhalt,Helge Fuhst,Moderation,"Grafik: Aussagen zur AfD Aufzeichnung/Produktion Sendung Beitrag 02 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN WDR Köln Realisation sendefertig 35'45"" Tagesthemen F: 14629 12.07.2023 ARDAKT 6'44"" Schaltgespräch mit Carsten Linnemann Mi 22:14 05 Titel Serien-/Reihentitel Tagesthemen F: 14629 Sende-/Haupttitel Tagesthemen Beitragstitel 05 Schaltgespräch mit Carsten Linnemann Plan- und Sendedaten Start-TC:22:28:02.15 15.11.2023 09:50 Seite 46 von 57 NDR Copyright (c) 2004",2023-07-06,22:24:38.14,"1'20""",
Tagesthemen,Schaltgespräch mit Carsten Linnemann Mi 22:14 05,Einspieler,,,,2023-07-06,,"6'44""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (06.07.2023) Heute im Studio: Helge Fuhst. Willkommen, schoen dass Sie dabei sind! Einen schoenen guten Abend. Die Nachricht platzte gestern Abend fuer viele aus der Bundesregierung in eins der Sommerfeste, die grad die Landesvertretungen, Parteien und Verbaende in Berlin ausrichten. Die Nachricht haette fuer einige Abgeordnete die Sommerpause maechtig durcheinanderwirbeln koennen: Das Bundesverfassungsgericht hat die morgige Abstimmung ueber das Gebaeudeenergiegesetz gestoppt. Sie darf erst spaeter durchgefuehrt werden. Heute entschieden die Ampel-Fraktionen: Statt einer Sondersitzung in den Ferien, soll nach der Sommerpause abgestimmt werden. Bis dahin duerfte die Vorgabe des obersten Gerichts auch umzusetzen sein. Da heisst es: ""Den Abgeordneten steht nicht nur das Recht zu, im Deutschen Bundestag abzustimmen, sondern auch das Recht zu beraten."" Was ein einzelner Abgeordneter mit seiner Klage ausgeloest hat, beschaeftigt nun das politische Berlin. Viktoria Kleber. Herr Heilmann, Sie haben gewonnen. Der CDU-Abgeordnete Thomas Heilmann bekommt heute viel Anerkennung und Glueckwuensche. Und gestern Abend bekam er grundsaetzlich Recht. Am Vormittag ist er im Bundestag umgeben von seinen Fraktionskollegen und kommt aus dem Dauergrinsen nicht mehr raus. Doch gehe es ihm nicht um Triumph, betont er vor der Presse, sondern um die Sache. Die Verfahren im Bundestag leiden seit Laengerem an mangelnder Sorgfalt. Schon in der letzten Legislaturperiode. Das wird insbesondere durch zu hohes Tempo ausgeloest. Nun darf die Ampel nicht wie geplant ihr Gesetz morgen beschliessen, sondern muss den Abgeordneten mehr Zeit fuer die Beratung geben. Erst nach der Sommerpause im September soll das Gebaeudeenergiegesetz auf der Tagesordnung stehen. Die Koalition bedauert, dass es diese Woche nicht mehr geklappt hat. Wir haetten das als Ampel-Fraktion sehr gerne gemacht. Es ist notwendig, dass die Menschen Klarheit bekommen, was fuer sie gilt, wenn das Gesetz in Kraft tritt. Schnell sollte es aber auch gehen, sagen Kritiker. Damit die Debatte um das Heizungsgesetz noch vor den Landtagswahlen im Herbst vom Tisch ist. Das hat nun nicht geklappt. Inhaltlich will die Ampel nichts am Heizungsgesetz aendern. Wir haben das ja beschlossen, insofern gibt es da keinen Zweifel. Aus Sicht der Opposition sei es jedoch Zeit fuer eine Neuauflage des Gesetzes. Es gibt allen Grund, dieses Gesetz auch inhaltlich sauber zu beraten, die Einwaende der Sachverstaendigen ernst zu nehmen. Die Beratung im Bundestag auf das Ziel auszurichten: Eine parlamentarische Mehrheit fuer einen so tiefen Eingriff in die privaten Haushalte zu bekommen. Auch innerhalb der Koalition erhebt so manch einer, der das Vorhaben kritisch sah, seine Stimme. Die moechte der SPD-Fraktionschef heute nicht hoeren. Ich hab versucht, in diesen unruhigen Zeiten eine gewisse Gelassenheit auszustrahlen. Mein verbindlicher Ton wird sich nicht aendern, weil ich will, dass diese Regierung und Koalition erfolgreich ist. Gesetzgebung im Schnelldurchlauf. Nicht das erste Mal, dass die Ampel das Parlament unter Zeitdruck setzt, sagt die Politikwissenschaftlerin Sabine Kropp. Indem das Parlament zeitlich unter Druck gesetzt wird, werden elementare Funktionen des Parlaments eingeengt. Die sind wichtig fuer unsere Demokratie: Naemlich Kontrolle und auch die Mitgestaltung durch die Abgeordneten. Das waere jetzt die Moeglichkeit, darueber nachzudenken und dem Parlament kuenftig mehr Moeglichkeit zur Debatte einzuraeumen. Dabei war es die Ampel selbst, die im Koalitionsvertrag verspricht: Man werde das Parlament als Ort der Debatte und der Gesetzgebung staerken. Nicht nur Abgeordnete sind veraergert. Viele Buerger blicken da aehnlich kritisch drauf. Ellen Ehni hat fuer uns die Zahlen des ARD-Deutschlandtrends. Wie wird das Heizungsgesetz genau bewertet? Der Blick der Deutschen ist kritisch. Wir haben die Menschen befragt, bevor das Bundesverfassungsgericht seine Entscheidung bekanntgab. Trotzdem ein kritischer Blick. Die Bewertung des Heizungsgesetzes mit zugehoerigen Massnahmen: In diesem Heizungsgesetz steckt vielleicht das Dilemma der Ampelregierung. Knapp ein Drittel der Gruenen-Anhaenger sagt, das Gesetz gehe nicht weit genug. Fuer jeden zweiten FDP-Anhaenger geht das Gesetz schon jetzt zu weit. Diesen Spagat zwischen Gruenen und FDP muss die Ampel taeglich ausfechten. Das fuehrt zu Kompromissen und haeufig zu Frust. Die Zufriedenheit mit der Regierung ist weiter auf niedrigem Niveau, die Arbeit aller drei Partner wird mehrheitlich kritisch gesehen. Was heisst das fuer die Sonntagsfrage? Die ist insofern interessant, als dass die Union von der Schwaeche der Ampel nicht so stark profitiert wie gedacht. Auch CDU-Chef Merz wird mehrheitlich kritisch gesehen. Schauen wir uns die Sonntagsfrage an: 20 % fuer die AfD Ð"
Tagesthemen,05 Schaltgespräch mit Carsten Linnemann,Sachinhalt,Caren Miosga,Moderation,"Interview mit dem neuen CDU-Generalsekretär Carsten Linnemann. Der 45-jährige Nordrhein-Westfale leitet die Programm- und Grundsatzkommission der CDU, die der Partei bis 2024 ein neues Grundsatzprogramm geben soll. O-Ton",2023-07-12,22:28:02.15,"6'44""",
Tagesthemen,05 Schaltgespräch mit Carsten Linnemann,O-Ton,Carsten Linnemann,kommissarischer Generalsekretär CDU,"(""Wir müssen besser werden. Wir müssen klarsagen, dass wir nicht nur Nein sagen zu dem, was die Regierung macht, sondern wir müssen auch sagen,was sind denn unsere Konzepte? Was sind denn unsere Ziele und Visionen? Und da sehe ich michpersönlich in der Verantwortung, auch ja als Vorsitzender der Grundsatzkommission, dieses jetzt verstärkt inder neuen Rolle anzugehen"")",2023-07-12,22:28:02.15,"0'44""",
Tagesthemen,05 Schaltgespräch mit Carsten Linnemann,O-Ton,Carsten Linnemann,,"(zu seiner westdeutschen Herkunft und den bevorstehenden Landtagswahlen in dreiostdeutschen Ländern im Jahr 2024: ""Trete total gerne im Osten auf ... Klartext wird dort geliebt. Und ichfinde, dass vielen Menschen die Himmelsrichtung, wo man herkommt, eigentlich egal sein muss""; schätzeden jetzigen Verteidigungsminister [Pistorius], ""weil er seine Sache gut macht""; ""Ich finde es grundsätzlichwichtig, dass die Qualifikation zählt""; ""Ich traue mir diesen Job zu. Und wenn ich das schaffe, die CDU wiederbreit aufzustellen und die Themen auch mit Köpfen zu versehen, Geschlossenheit an die Tagesordnung zusetzen, gemeinsam das mit Friedrich Merz an der Spitze, und wir dann wieder für Aufbruch und Erneuerungstehen und für die Zukunft dieses Landes, ann war es vielleicht die richtige Entscheidung. Egal, woher ichkam"")",2023-07-12,22:28:47.03,"1'17""",
