Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Start Time,Duration
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,"Constantin, Schreiber",,"Jens Bernatschke, Monteur (Lange Lieferzeiten für Wärmepumpen)",20:08:15.04,"0'08"""
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,"Constantin, Schreiber",,"Frank Schäffler, Fraktion FDP (Müssen auf Anreize setzen; Menschen müssen selbst entscheiden, welche Heizungen sie einbauen oder nicht und das muss man über den Preis gestalten und nicht über einseitige ordnungsrechtliche Maßnahmen)",20:08:59.23,"0'14"""
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,"Constantin, Schreiber",,"Katharina Dröge, Fraktionsvorsitzende Bündnis 90/Die Grünen (Sehr ärgerlich, dass wir momentan in einer blockierten Situation sind; FDP muss jetzt den Schritt machen, dass wir wieder handlungsfähig sind)",20:09:23.10,"0'09"""
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,"Constantin, Schreiber",,"Kevin Kühnert, Generalsekretär SPD (Es ist ""Pseudo-Stärke, wenn ein Regierungschef, nur um zu zeigen, was er für ein toller Hengst ist, die ganze Zeit auf den Tisch hauen muss""; gute, moderne Führung besteht nicht darin, der ""lauteste Maxe"" zu sein)",20:09:39.20,"0'09"""
Tagesschau,05 Verhandlungen Gebäudeenergie-Gesetz,O-Ton,"Constantin, Schreiber",,Aufsager Sarah Frühauf Aufzeichnung/Produktion Sendung Beitrag 05 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 15.11.2023 09:44 Seite 15 von 36 NDR Copyright (c) 2004,20:09:49.17,"0'16"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,"Julia-Niharika, Sen",,"Bijan Djir-Sarai, Generalsekretär FDP (zum Heizungsgesetz/Gebäudeenergiegesetz: ""Es wäre schlecht für die Politik insgesamt. Es wäre schlecht für das Ansehen dieser Bundesregierung, am Ende des Tages ein schlechtes Gesetz zu machen"")",20:06:24.07,"0'06"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,"Julia-Niharika, Sen",,"Mario Czaja, Generalsekretär CDU (""Es geht im Kern nicht um die wahren Sorgen der Menschen. Es geht nicht um Inflation. Es geht nicht um die Fragen bei der Gesundheitspolitik. es geht nicht um das Chaos bei den Heizungen. Sondern es wird der Eindruck entwickelt, dass wenige Randthemen eine Rolle spielen"")",20:06:44.02,"0'13"""
Tagesschau,03 Koalitionskrach und AfD-Hoch,O-Ton,"Julia-Niharika, Sen",,Aufsager Oliver Sallet (in Berlin) Aufzeichnung/Produktion Sendung Beitrag 03 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 15.11.2023 09:44 Seite 16 von 36 NDR Copyright (c) 2004,20:06:57.21,"0'18"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Sachinhalt,"Susanne, Daubner",,"03 Start-TC Beitrag: 20:05:11.03 Dauer: 1'30"" In Erding haben mehrere tausend Menschen gegen das geplante Heizungsgesetz der Bundesregierung demonstriert. Unabhängig von den Organisatoren hatte auch die AfD zur Teilnahme aufgerufen. Von ihnen durfte bei der Veranstaltung allerdings niemand auftreten. Hauptredner war der bayerische Ministerpräsident Markus Söder. Er wurde mit Protestrufen empfangen. Bildinhalt",20:06:57.21,"0'18"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,Sachinhalt,"Susanne, Daubner",,"Kundgebung; Markus Söder auf Bühne wird ausgebuht; Demonstranten skandieren ""Hau ab!""; Protestplakate u.a. gegen Bundesregierung; einzelne Gegendemonstranten",20:05:11.03,"1'17"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,O-Ton,"Susanne, Daubner",,"Demonstranten (Regierung muss weg, das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die Nerven, weil sie eine reine Verbotspartei sind)",20:05:22.06,"0'16"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,O-Ton,"Susanne, Daubner",,"Markus Söder, Ministerpräsident Bayern/Vorsitzender CSU (Gerade die Grünen treiben die Dinge mit ""Brachialkur"" voran und zwar nur mit Ideologie, ohne Pragmatismus, ohne Vernunft; deshalb das klare Signal, diese Politik der Grünen darf nicht die Mehrheit in Deutschland werden)",20:05:47.13,"0'18"""
Tagesschau,03 Demonstration gegen Heizungspläne von Robert Habeck in Erding,O-Ton,"Susanne, Daubner",,15.11.2023 09:44 Seite 17 von 36 NDR Copyright (c) 2004,20:06:15.23,"0'13"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,Sachinhalt,"Constantin, Schreiber",,"03 Start-TC Beitrag: 20:04:49.19 Dauer: 1'34"" Die Regierungskoalition sucht weiter nach einem Kompromiss im Streit über das geplante Gebäudeenergiegesetz (Heizungsgesetz). Bildinhalt",20:06:15.23,"0'13"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,Sachinhalt,"Constantin, Schreiber",,Wellness-Hotel im Bayerischen Wald (Luftaufnahme); Eigentürmer Alfons Oswald überprüft Heizungsanlage; Lagerung von Restholz 15.11.2023 09:44 Seite 18 von 36 NDR Copyright (c) 2004,20:04:49.19,"0'36"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,"Constantin, Schreiber",,"Alfons Oswald, Hotelier (Heizt seit 18 Jahren mit Holz)",20:05:11.02,"0'07"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,"Constantin, Schreiber",,"Ricarda Lang, Vorsitzende Bündnis 90/Die Grünen (Es gibt Fälle, in denen Holz gute Lösung ist, aber es gibt berechtigte Bedenken; erstens schwankt auch bei Pellets der Preis sehr stark, zweitens ist Holz wertvolle, knappe Ressource, die wir schützen sollten)",20:05:31.04,"0'18"""
Tagesschau,03 Ampel-Koalition: Streit Heizungsgesetz,O-Ton,"Constantin, Schreiber",,"Christian Dürr, Fraktionsvorsitzender FDP (Am Ende des Tages brauchen wir Heizungsgesetz, was wirklich funktioniert; die Heizung muss zum Haus passen und nicht umgekehrt)",20:05:55.15,"0'06"""
Tagesschau,02 Schaltung zu Tina Hassel in Berlin: Gebäudeenergiegesetz,O-Ton,"Julia-Niharika, Sen",,"Thorsten Frei, Fraktion CDU/CSU (Sind der Auffassung, dass das Gesetz so verkorkst ist, dass der Bundeswirtschaftsminister es eigentlich zurückziehen und neu aufsetzen sollte) Aufzeichnung/Produktion Sendung Beitrag 03 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 15'05"" Tagesschau F: 24547 13.06.2023 ARDAKT 0'56"" Schaltung zu Tina Hassel in Berlin: Di 20:00 02 Gebäudeenergiegesetz Titel Serien-/Reihentitel Tagesschau F: 24547 Plan- und Sendedaten Start-TC:20:02:29.21 Ereignistyp Btr. Datum/Uhrzeit Ereignisdauer publiziert von/in ESD 13.06.2023 20:00 0'56"" in 15'05"" NDR @ ARD-1 Anmerkung: zusätzlich in: 3sat; NDR-NDR-RB; WDR-Fernsehen; hessen fernsehen; SWR; tagesschau24; RBB; SR; BR; ARD-Alpha; Phoenix Urheber/Produktion/Mitwirkung Programmbereich ARD-AKTUELL Redaktion (Bereich) ARD-AKTUELL Redaktionelle Leitung Bornheim, Marcus Redaktion (Person) Hahnen, Andrea 15.11.2023 09:44 Seite 19 von 36 NDR Copyright (c) 2004",20:06:05.19,"0'10"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,"02 Start-TC Beitrag: 20:03:13.17 Dauer: 1'43"" Nach dem Durchbruch im Koalitionsstreit über das Gebäudeenergiegesetz sind die Reaktionen bei Verbänden und Betroffenen geteilt. Bildinhalt",20:06:05.19,"0'10"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,Pirna: Fernwärme-Baustelle in einem Wohngebiet,20:03:13.17,"0'15"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,Grafik (Landkarte): Verbreitung von Fernwärme in Deutschland,20:03:29.14,"0'08"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,Halle mit Heizungstechnik/Heizungsanlagen,20:03:38.08,"0'08"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Kai Warnecke, Präsident Eigentümerverband Haus & Grund (Die Änderung greift nur dort, wo Städte und Gemeinden eine Wärmeplanung vorlegen müssen. Das ist bei kleineren Städten und Gemeinden aber nicht der Fall)",20:03:55.01,"0'16"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Gerd Landsberg, Hauptgeschäftsführer Deutscher Städte- und Gemeindebund (Lob für die Einsicht der Bundesregierung, dass die kommunale Wärmeplanung Vorrang haben muss)",20:04:15.12,"0'15"""
Tagesschau,02 Reaktionen auf Einigung zum Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Sebastian Bartels, Gschäftsführer Berliner Mieterverein (Forderung, dass Vermieter, die keine Förderung in Anspruch nehmen wollen, die Kosten selber tragen müssen) 15.11.2023 09:44 Seite 21 von 36 NDR Copyright (c) 2004",20:04:43.10,"0'08"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,Sachinhalt,"Judith, Rakers",,"01 Start-TC Beitrag: 20:00:47.17 Dauer: 2'14"" Der Bundestag hat in erster Lesung über das Gebäudeenergiegesetz (GEG), das sogenannte Heizungsgesetz, der Bundesregierung. SPD, Bündnis 90/Die Grünen und FDP hatten sich erst vor zwei Tagen auf einen Kompromiss mit zahlreichen Änderungen an dem ursprünglichen Entwurf geeinigt. Bildinhalt",20:04:43.10,"0'08"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,O-Ton,"Judith, Rakers",,"Marc Bernhard, Fraktion AfD (Kritik daran, dass die Bundesregierung ihren unveränderten Referentenentwurf aus dem April in den Bundestag einbringt, ""bei dem sie schon selber festgestellt haben, dass er untauglich 15.11.2023 09:44 Seite 22 von 36 NDR Copyright (c) 2004",20:02:15.23,"0'15"""
Tagesschau,01 Bundestag: Erste Lesung Gebäudeenergiegesetz,O-Ton,"Judith, Rakers",,"und nicht umsetzbar ist"")",20:02:15.23,"0'15"""
Tagesschau,01 Kommunale Wärmeplanung,Sachinhalt,"Constantin, Schreiber",,"01 Start-TC Beitrag: 20:00:56.24 Dauer: 1'36"" Nach langem Streit hatten sich die Regierungsparteien auf den Kompromiss geeinigt, dass das Gebäudeenergiegesetz (GEG/Heizungsgesetz) nicht mehr flächendeckend ab dem 1. Januar 2024 gilt, sondern Schritt für Schritt bis 2028 dort, wo kommunale Wärmeplanungen vorliegen. Damit drohen nun regional unterschiedliche Regeln, wogegen sich jetzt Widerstand - insbesondere aus Baden-Württemberg - formiert. 15.11.2023 09:44 Seite 23 von 36 NDR Copyright (c) 2004",20:02:43.07,"0'09"""
Tagesschau,01 Kommunale Wärmeplanung,O-Ton,"Constantin, Schreiber",,"Johannes Bruns, Oberbürgermeister Mühlhausen/SPD",20:01:12.12,"0'12"""
Tagesschau,01 Kommunale Wärmeplanung,O-Ton,"Constantin, Schreiber",,"Marco Steffens, Oberbürgermeister Offenburg/CDU",20:01:48.24,"0'24"""
Tagesschau,02 Heizungsgesetz,O-Ton,"Julia-Niharika, Sen",,"Winfried Kretschmann, Ministerpräsident Baden-Württemberg/Bündnis 90/Die Grünen Aufzeichnung/Produktion Sendung Beitrag 01 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Übernahme aus ""Bericht aus Berlin"" / Hauptstadtstudio Berlin Realisation sendefertig 15'26"" Tagesschau F: 24561 27.06.2023 ARDAKT 2'05"" Heizungsgesetz Di 20:00 02 Titel Serien-/Reihentitel Tagesschau F: 24561 Plan- und Sendedaten Start-TC:20:03:26.18 Ereignistyp Btr. Datum/Uhrzeit Ereignisdauer publiziert von/in ESD 27.06.2023 20:00 2'05"" in 15'26"" NDR @ ARD-1 Anmerkung: zusätzlich in: 3sat; NDR-NDR-RB; WDR-Fernsehen; hessen fernsehen; SWR; tagesschau24; RBB; SR; BR; ARD-Alpha; Phoenix Urheber/Produktion/Mitwirkung Programmbereich ARD-AKTUELL Redaktion (Bereich) ARD-AKTUELL Redaktionelle Leitung Bornheim, Marcus Redaktion (Person) Hähnel, Oliver Krogmann, Christiane 15.11.2023 09:44 Seite 24 von 36 NDR Copyright (c) 2004",20:02:13.24,"0'13"""
Tagesschau,02 Heizungsgesetz,O-Ton,"Julia-Niharika, Sen",,"Matthias Miersch, stellvertretender Fraktionsvorsitzender SPD (Das Entscheidende ist, dass wir Klimaschutz und sozialen Zusammenhalt wirklich in diesem Gesetz abbilden, dass wir niemanden überfordern und zeitlich die kommunale Ebene mit in den Blick nehmen)",20:04:16.06,"0'11"""
Tagesschau,03 Vorstellung Heizungsgesetz,Sachinhalt,"Susanne, Holst",,"03 Start-TC Beitrag: 20:05:34.24 Dauer: 3'38"" Nach monatelangem Streit in der Regierungskoalition liegt der überarbeitete Entwurf des 15.11.2023 09:44 Seite 25 von 36 NDR Copyright (c) 2004",20:04:41.02,"0'14"""
Tagesschau,03 Vorstellung Heizungsgesetz,Sachinhalt,"Susanne, Holst",,"Gebäudeenergiegesetzes (Heizungsgesetzes) vor. Damit kann der Bundestag in der kommenden Woche darüber abstimmen. Das Gesetz soll sicherstellen, dass Haushalte langfristig von Öl und Gas auf klimafreundlichere Heizungen umsteigen. Bildinhalt",20:04:41.02,"0'14"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,"Susanne, Holst",,"Christian Dürr, Fraktionsvorsitzender FDP (Keine Eingriffe ins Eigentum, keine Verbote und vor allem maximale Technologieoffenheit; die Heizung muss zum Haus passen)",20:05:51.04,"0'06"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,"Susanne, Holst",,"Andreas Audretsch, stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen (Es ist niemandem zu raten, nach dem 01.01.2024 noch eine Öl- oder Gasheizung einzubauen; das wird teuer; der Gaspreis geht nach oben)",20:06:25.03,"0'12"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,"Susanne, Holst",,"Klaus Ernst, Fraktion Die Linke (Das kann man nicht durchdrücken wie in einer Monarchie)",20:06:43.06,"0'02"""
Tagesschau,03 Vorstellung Heizungsgesetz,O-Ton,"Susanne, Holst",,"Andreas Jung, Fraktion CDU/CSU (Kritik am engen Zeitrahmen, den Parlamentarier vor der Abstimmung haben)",20:06:45.19,"0'10"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,"Susanne, Holst",,"Aufsager Iris Sayram Aufzeichnung/Produktion Sendung Beitrag 03 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 15'47"" Tagesschau F: 24570 06.07.2023 ARDAKT 1'46"" Bundesverfassungsgericht stoppt das Do 20:00 03 Gebäudeenergiegesetz Titel Serien-/Reihentitel Tagesschau F: 24570 Plan- und Sendedaten Start-TC:20:04:39.14 Ereignistyp Btr. Datum/Uhrzeit Ereignisdauer publiziert von/in ESD 06.07.2023 20:00 1'46"" in 15'47"" NDR @ ARD-1 Anmerkung: zusätzlich in: 3sat; NDR-NDR-RB; WDR-Fernsehen; hessen fernsehen; SWR; tagesschau24; RBB; SR; BR; ARD-Alpha; Phoenix 15.11.2023 09:44 Seite 26 von 36 NDR Copyright (c) 2004",20:07:04.23,"2'08"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,"03 Start-TC Beitrag: 20:04:39.14 Dauer: 1'46"" Das Bundesverfassungsgericht hat die für Freitag geplante Verabschiedung des umstrittenen Gebäudeenergiegesetzes (Heizungsgesetzes) im Bundestag in einem Eilverfahren gestoppt. Die Ausgestaltung des Gesetzgebungsverfahrens könne die vom Grundgesetz garantierten Beteiligungsrechte des Abgeordneten ""möglicherweise"" verletzen, hieß es in der Begründung der Entscheidung. Der CDU- Bundestagsabgeordnete Thomas Heilmann hatte einen Antrag auf eine einstweilige Anordnung gestellt. Bildinhalt",20:07:04.23,"2'08"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,Händeschütteln zwischen Friedrich Merz und Thomas Heilmann,20:04:39.14,"0'14"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Thomas Heilmann, Fraktion CDU/CSU (Wir sind eben nicht nur dafür da, die Hand zu heben und abzustimmen, sondern wir sind eben auch dazu da, sich um Details zu kümmern. Dafür werden wir ehrlich gesagt bezahlt)",20:05:01.02,"0'09"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Thomas Heilmann, Fraktion CDU/CSU (Experten noch mal fragen, Ausschuss noch einmal tragen lassen, dann hätte man nach meinem Gefühl, die formalen Voraussetzungen erfüllt)",20:05:13.20,"0'07"""
Tagesschau,03 Bundesverfassungsgericht stoppt das Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Katharina Dröge, Fraktionsvorsitzende Bündnis 90/Die Grünen (Damit wollen wir den Menschen sagen, ihr könnt euch darauf einstellen, sowohl die Unternehmerin, die Handwerkerin als auch die Heizungsbauerin, als aber auch die Besitzerin von Immobilien, die sich fragen, welche Heizung möchte ich eigentlich im nächsten Jahr einbauen) Aufzeichnung/Produktion Sendung Beitrag 03 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 15'47"" Tagesschau F: 24570 06.07.2023 ARDAKT 1'08"" Schaltung zu Tina Hassel in Berlin: Do 20:00 04 Bundesverfassungsgericht... 15.11.2023 09:44 Seite 27 von 36 NDR Copyright (c) 2004",20:05:36.08,"0'12"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,"02 Start-TC Beitrag: 20:03:25.01 Dauer: 1'50"" Im Bundestag ist am letzten Tag vor der Sommerpause überraschend per Hammelsprung über ein Herbeizitieren von Bundeswirtschaftsminister Robert Habeck abgestimmt worden. Der CDU-Abgeordnete Thorsten Frei hatte den Geschäftsordnungsantrag anlässlich einer Debatte über das vom Bundesverfassungsgericht vorläufig gestoppte Gebäudeenergiegesetz (Heizungsgesetz) gestellt. Die geplante Abstimmung über das Energieeffizienz-Gesetz platzte, weil nicht mehr genug Abgeordnete anwesend waren und das Parlament damit nicht mehr beschlussfähig war. Bildinhalt",20:05:36.08,"0'12"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,"Abstimmung per Hammelsprung im Bundestag, Bundesminister auf Regierungsbank (ohne Bundeswirtschaftsminister Habeck)",20:03:25.01,"0'21"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,Sachinhalt,"Susanne, Daubner",,Bundeswirtschaftsminister Robert Habeck im Bundesrat,20:03:46.16,"0'10"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Thorsten Frei, Fraktion CDU/CSU (""Deshalb zitieren wir nach Paragraf 43, Absatz 1 der Geschäftsordnung den Bundesminister Habeck"")",20:03:38.20,"0'07"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Robert Habeck, Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen (""Das ist eine Frage auch des Respekts vor der Würde dieser Landeskammer, sich dann bei der Beratung der Gesetze hier auch der Verantwortung zu stellen"")",20:03:57.02,"0'09"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Friedrich Merz, Fraktionsvorsitzender CDU/CSU (kritisiert, dass die Regierung nicht mehr neu über das Gebäudeenergiegesetz diskutieren will: ""Wenn Sie jetzt schon heute für die nächste Sitzungswoche des Deutschen Bundestages dieses Gesetz in unveränderter Form auf die Tagesordnung im September setzen, dann ist das ein weiterer Ausdruck von Respektlosigkeit und Ignoranz dem Deutschen Bundestag gegenüber"")",20:04:15.23,"0'19"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,"Johannes Fechner , Fraktion SPD (""Wir wollen mehr Tempo im Klimaschutz. Und deswegen werden wir gleich in der nächstmöglichen regulären Sitzung diesen Tagesordnungspunkt aufsetzen und werden das Gebäudeenergiegesetz verabschieden"")",20:04:39.00,"0'11"""
Tagesschau,02 Bundestag zu Gebäudeenergiegesetz,O-Ton,"Susanne, Daubner",,Aufsager Moritz Rödle Aufzeichnung/Produktion Sendung Beitrag 02 Programmentstehung Eigenproduktion 15.11.2023 09:44 Seite 29 von 36 NDR Copyright (c) 2004,20:05:00.22,"0'14"""
Tagesschau,03 Sommer-Pressekonferenz Olaf Scholz,O-Ton,"Susanne, Daubner",,"Olaf Scholz (zu Problemen im Umgang mit dem sogenannten Heizungsgesetz: ""Es ist ja kein Geheimnis: Dass da so laut diskutiert worden ist, gefällt weder mir noch irgendwem sonst"")",20:05:12.15,"0'06"""
Tagesschau,03 Sommer-Pressekonferenz Olaf Scholz,O-Ton,"Susanne, Daubner",,"Olaf Scholz (zur Lieferung von Streumunition an die ""In dieser Situation hat die amerikanische Regierung eine Entscheidung getroffen, die nicht unsere ist"") Aufzeichnung/Produktion Sendung Beitrag 03 Programmentstehung Eigenproduktion 15.11.2023 09:44 Seite 30 von 36 NDR Copyright (c) 2004",20:05:31.01,"0'04"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Sachinhalt,"Susanne, Daubner",,"01 Start-TC Beitrag: 20:00:51.08 Dauer: 1'45"" Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt",20:05:31.01,"0'04"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Sachinhalt,"Susanne, Daubner",,Friedrich Merz im ARD-Sommerinterview,20:00:51.08,"0'54"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Sachinhalt,"Susanne, Daubner",,Jens Spahn im Tagesschau-Format #fragselbst,20:01:46.03,"0'26"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,Sachinhalt,"Susanne, Daubner",,Christian Lindner im ZDF-Sommerinterview 15.11.2023 09:44 Seite 31 von 36 NDR Copyright (c) 2004,20:02:12.04,"0'24"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,"Susanne, Daubner",,"Friedrich Merz, Vorsitzender CDU (kritisiert Ampel-Vorhaben der Kindergrundsicherung: ""Die bessere Lösung wäre mehr Unterstützung der Kinder, bessere Bildungseinrichtungen, bessere Betreuungsmöglichkeiten. Immer höhere Transferleistungen lösen das Problem nicht"")",20:01:11.12,"0'11"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,"Susanne, Daubner",,"Friedrich Merz (lehnt Gesetzesvorhaben der Ampel-Regierung, wie das Heizungsgesetz und die Legalisierung von Cannabis, ab; will ""dass überhaupt alle Gesetze mal daraufhin überprüft werden, was sie an Bürokratie auslösen, also Stopp"")",20:01:34.15,"0'11"""
Tagesschau,01 ARD-Sommerinterview Friedrich Merz - ZDF-Sommerinterview Christian,O-Ton,"Susanne, Daubner",,"Jens Spahn, stellvertretender Fraktionsvorsitzender CDU/CSU (schlägt einen neuen Weg in der Asylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU: ""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir das Recht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht und schafft, der bleibt"")",20:02:01.00,"0'11"""
Tagesschau,03 Hintergrund: Energieberater,O-Ton,"Thorsten, Schröder",,"Christian Lindner, Vorsitzender FDP (gibt in Bezug auf Bürokratieabbau zu: ""Gibt es auch Teile des Koalitionsvertrages, die sind tatsächlich aus der Zeit gefallen. Und da müssen alle ein Einsehen haben"") Aufzeichnung/Produktion Sendung Beitrag 01 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin Realisation sendefertig 15'56"" Tagesschau F: 24634 08.09.2023 ARDAKT 1'32"" Hintergrund: Energieberater Fr 20:00 03 Titel Serien-/Reihentitel Tagesschau F: 24634 Plan- und Sendedaten Start-TC:20:03:54.15 Ereignistyp Btr. Datum/Uhrzeit Ereignisdauer publiziert von/in ESD 08.09.2023 20:00 1'32"" in 15'56"" NDR @ ARD-1 Anmerkung: zusätzlich in: 3sat; NDR-NDR-RB; WDR-Fernsehen; hessen fernsehen; SWR; tagesschau24; RBB; SR; BR; ARD-Alpha; Phoenix Urheber/Produktion/Mitwirkung Programmbereich ARD-AKTUELL Redaktion (Bereich) ARD-AKTUELL Redaktionelle Leitung Bornheim, Marcus Redaktion (Person) Hornig, Veith Krogmann, Christiane Autorschaft 03 Siegel, Fabian 15.11.2023 09:44 Seite 32 von 36 NDR Copyright (c) 2004",20:02:22.10,"0'06"""
Tagesschau,03 Hintergrund: Energieberater,Sachinhalt,"Thorsten, Schröder",,"03 Start-TC Beitrag: 20:03:54.15 Dauer: 1'32"" Nach monatelanger Debatte ist das umstrittene Heizungsgesetz (offiziell: Gebäudeenergiegesetz) im Bundestag verabschiedet worden. Energieberater sehen es allerdings kritisch, dass Gasheizungen noch deutlich länger eingebaut werden dürfen, als ursprünglich geplant. Bildinhalt",20:02:22.10,"0'06"""
Tagesschau,03 Hintergrund: Energieberater,O-Ton,"Thorsten, Schröder",,Reiner Nier,20:04:10.13,"0'11"""
Tagesschau,03 Hintergrund: Energieberater,O-Ton,"Thorsten, Schröder",,"Olaf Ebling, Energieberater (rate von reiner Öl- und Gasheizung ab)",20:04:45.24,"0'07"""
