Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment_Score
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",das steht im Mittelpunkt.,Expert,stehen Mittelpunkt,0
O-Ton,2023-07-12,tagesthemen,"(""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen, was aktuell geradevielleicht in ist oder was andere Parteien sagen, sondern die CDU hat ein tolles Wertefundament mit demchristlichen Menschenbild, und wir müssen, aufbauend auf diesem Wertefundament, unsere Positionbesetzen. Am Ende des Tages will ich, dass wir eine eigene Erkennungsmelodie haben, die Bock auf Zukunftmacht und gleichzeitig fünf bis zehn Themen, die uns unterscheidbar machen von anderen Parteien. Dannwerden wir auch wieder Richtung 30 Prozent kommen"")",was aktuell gerade,"Carsten Linnemann (""Am Ende des Tages ... dürfen wir nicht auf den Zeitgeist schauen",Ich haette in Deutschland gerne eine Mentalitaet des Machens.,Expert,haetten Deutschland gerne Mentalitaet Machen,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Einfach mal machen!,Expert,einfach mal,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Nicht ersticken in Buerokratie und ÈUberregulierungen.,Expert,ersticken Buerokratie èuberregulierungen,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Das waere meine Vision.,Expert,waerer Vision,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Herr Linnemann, kommissarischer CDU-Generalsekretaer.",Expert,Herr Linnemann kommissarisch Cdugeneralsekretaer,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Danke fuer Ihre Zeit. Ich danke Ihnen.,Expert,danke Fuer Zeit danken,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Das Interview haben wir aufgezeichnet.,Expert,Interview aufgezeichnen,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Die EU will umweltfreundlicher werden.,Expert,EU umweltfreundlich,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Das muss sie auch, wenn sie bis 2050",Expert,2050,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,der erste klimaneutrale Kontinent sein will.,Expert,erster klimaneutral Kontinent,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,Das ist das selbst gesteckte Ziel.,Expert,gesteckt Ziel,0
O-Ton,2023-07-12,tagesthemen,"(In unserer Umfrage steht das Thema leisten, fordern und fördern und einfunktionsfähiger Staat im Mittelpunkt. ""Aber wenn Sie mich fragen: Ich hätte gerne eine Mentalität inDeutschland des Machens - einfach mal machen, dass Menschen, die Idee haben, einfach mal loslaufenkönnen. Und dass wir nicht in Bürokratie und Überregulierung ersticken. Das wäre meine Vision"")",fordern und fördern und ein,Carsten Linnemann (In unserer Umfrage steht das Thema leisten,"Um diesen ""Green Deal"" zum Erfolg zu bringen,",Expert,Green Deal Erfolg bringen,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,In dieser Regierung.,Expert,Regierung,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Was heisst Hauptgegner?,Expert,Heisst Hauptgegner,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Also auch Ihr Hauptgegner sind die Gruenen?,Expert,Hauptgegner gruen,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:""Friedrich Merz hat ganz klar die Bundesregierung gemeint, die Ampel. Und es ist einfach so, ... dass dieCDU die Menschen so nimmt, wie sie sind und nicht, wie sie sein sollten. Bei den Grünen habe ich ab und zudas Gefühl, dass man ja vom Kollektiv denkt, vom Staat und entscheidet, wie es abgeht und wie sein muss.Und das Heizungsgesetz ist ein schönes Beispiel, wo viele Menschen vor Ort mich ansprechen und sagenich kann es einfach nicht bezahlen ... Wir haben sechs bis acht Prozent Inflation, und jetzt jagt man mir nochdiese Angst ein. Wie schaffe ich das? Und das ist einfach sehr weit weg von der Lebensrealität derMenschen. Und das ist nicht gut"")",ob auch für ihn die Grünen der Hauptgegner innerhalb der Regierung sind:,Carsten Linnemann (zur Frage,Das ist nicht gut.,Expert,gut,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Die Entkopplung der Ampel-Regierung zur Realitaet der normalen Leute,Expert,Entkopplung Ampelregierung Realitaet normal Leute,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,fuehrt zu Politikverdrossenheit.,Expert,fuehren Politikverdrossenheit,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Wir muessen dagegenhalten.,Expert,muessen dagegenhalten,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,"Wir muessen uns mit der Lebensrealitaet beschaeftigen,",Expert,muessen lebensrealitaet beschaeftig,0
O-Ton,2023-07-12,tagesthemen,"(zu hohen Umfragewerten der AfD in Brandenburg, Thüringen und Sachsen: Dass wirnicht nach rechts schauen dürfen, nach links oder darauf schauen, was andere Parteien machen, sondern wirmüssen wieder für 100 Prozent Union stehen. Was ist CDU pur? Die Menschen müssen wissen, wenn siedas Kreuz bei der CDU machen, wofür machen Sie das Kreuz? Und deswegen habe ich hier in denvergangenen Wochen auch versucht, Debatten anzufachen. Das Thema 'leisten'. Dass das in Deutschlandwieder honoriert wird, fordern und fördern, dass wir die Menschen stärker fördern, die aus welchen Gründenauch, nicht mehr arbeiten können. Jemand, der 45 Jahre auf dem Bau gearbeitet hat, der schafft es gar nichtbis zur Rente mit 63. Wie stärken wir die? Und auf der anderen Seite finde ich, brauche man, kann man beimBürgergeld erwarten, dass diejenigen, die arbeiten können, auch eine Arbeit annehmen müssen. Und amEnde braucht es einen funktionsfähigen Staat, auch einen Rechtsstaat, der funktioniert, dass Rechtdurchgesetzt wird. Das ist CDU pur. Das müssen wir jetzt wieder mit Leben füllen"")",Thüringen und Sachsen: Dass wir,Carsten Linnemann (zu hohen Umfragewerten der AfD in Brandenburg,Die Menschen regen sich zum Teil sehr darueber auf.,Expert,Mensch regen Teil darueber,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,nicht mit Nur-Berlin-Mitte-Themen.,Expert,nurberlinmittethem,0
O-Ton,2023-07-12,tagesthemen,"(zur Frage, ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, dieCDU-Spitze sollte weniger über Nebensächlichkeiten wie das angebliche Gendern in Nachrichtensendungenreden, sondern über wirklich wichtige Dinge: ""Ich finde auch, dass es eine Nebensächlichkeit ist, dass dieMenschen sich zwar zum Teil darüber sehr aufregen. Aber ich finde, eine Volkspartei wie die CDU muss sichauf die Kernthemen konzentrieren, auf die Lebensrealität der Menschen, die Entkopplung der ... Ampel-15.11.2023 09:50 Seite 47 von 57 NDR Copyright (c) 2004","ob CDU-Ministerpräsident Daniel Günther recht hat, wenn er fordert, die",Carsten Linnemann (zur Frage,Zu unserer Ehrenrettung sage ich: Wir gendern hier nicht.,Expert,Ehrenrettung sagen gendern,0
